Block,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/19062024/19062024/IEX_240618_01171,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01062024/30062024/R2,L_NR_2019_19,NR/01062024/30062024/IEPL01,NR/01102023/02012046/L_NR_2021_17,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/30092023/26122029/SH-06,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/19062024/19062024/1000011387-GOHP-BRPL(DISCOM),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/22102023/11042047/L_NR_2021_16,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16
52,12:45-13:00,83.33,47,15.280000,20.260000,18,51.320000,7.810000,38.640000,171.870000,273.140000,0.000000,0.000000,15.660000,57.670000,33,83.33,33,79,0.000000,112.495189,0.000000,0,0.000000,0.000000,0.000000,40,47,9.320000,9.990000,21.780000,20.260000,120,186,31.290000,15.280000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,93,12.160000,66.270000,48.33,92.67,241.67,0

53,13:00-13:15,83.33,47,15.280000,20.260000,18.4,51.320000,7.990000,38.640000,142.890000,273.140000,0.000000,0.000000,15.660000,57.670000,33,83.33,33,79,0.000000,106.116144,0.000000,0,0.000000,0.000000,0.000000,40,47,9.710000,10.370000,21.780000,20.260000,120,186,31.290000,15.280000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,93,12.160000,66.270000,48.33,92.56,241.67,0

54,13:15-13:30,83.33,47,15.280000,20.260000,18.6,72.450000,7.990000,38.640000,142.890000,273.140000,0.000000,0.000000,15.660000,57.670000,33,83.33,33,79,0.000000,98.480768,0.000000,0,0.000000,0.000000,0.000000,40,47,9.710000,10.370000,21.780000,20.260000,120,186,31.290000,15.280000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,93,12.160000,66.270000,48.33,92.56,241.67,0

55,13:30-13:45,83.33,46,15.150000,20.260000,16.4,100.640000,7.990000,38.640000,184.430000,273.140000,0.000000,0.000000,15.530000,57.670000,33,83.33,33,81,0.000000,102.756189,0.000000,0,0.000000,0.000000,0.000000,40,47,10.100000,10.370000,21.780000,20.260000,120,189,31.290000,15.150000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,93,16.110000,66.270000,48.33,92.46,241.67,0

56,13:45-14:00,83.33,46,14.920000,20.260000,17.4,100.640000,7.990000,38.640000,242.390000,273.140000,0.000000,0.000000,15.290000,63.350000,33,83.33,33,81,0.000000,100.204571,0.000000,0,0.000000,0.000000,0.000000,40,47,10.100000,10.370000,21.780000,20.260000,120,189,31.290000,14.920000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,93,16.110000,66.270000,48.33,92.51,241.67,0

57,14:00-14:15,83.33,45,14.620000,20.260000,19.2,100.640000,8.170000,38.640000,262.270000,273.140000,0.000000,0.000000,14.980000,87.130000,33,83.33,33,79,0.000000,97.29261,0.000000,0,0.000000,0.000000,0.000000,40,47,10.100000,10.610000,21.780000,20.260000,120,186,31.290000,14.620000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,93,16.110000,115.870000,48.33,92.36,241.67,0

58,14:15-14:30,83.33,44,14.130000,20.260000,24.01,100.640000,8.170000,38.640000,262.270000,273.140000,0.000000,0.000000,14.490000,87.130000,33,83.33,33,76,0.000000,93.952133,0.000000,0,0.000000,0.000000,0.000000,40,45,10.100000,10.610000,21.780000,20.260000,120,179,31.290000,14.130000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,90,16.110000,115.870000,48.24,92,241.22,0

59,14:30-14:45,83.33,43,13.650000,20.260000,28.01,100.640000,8.170000,38.640000,262.270000,273.140000,0.000000,0.000000,13.980000,87.130000,33,83.33,33,75,0.000000,86.102499,0.000000,0,0.000000,0.000000,0.000000,40,43,10.100000,10.610000,21.780000,20.260000,120,175,31.290000,13.650000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,85,16.110000,115.870000,46.98,91.3,234.88,0

60,14:45-15:00,83.33,43,13.050000,20.260000,28.61,100.640000,8.170000,38.640000,262.270000,273.140000,0.000000,0.000000,13.370000,87.130000,33,83.33,33,70,0.000000,78.321038,0.000000,0,0.000000,0.000000,0.000000,40,41,10.100000,10.610000,21.780000,20.260000,120,162,31.290000,13.050000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.640000,81,16.110000,115.870000,45.07,89.4,225.36,0

61,15:00-15:15,83.33,40,12.530000,14.170000,29.62,100.640000,8.550000,38.640000,262.270000,273.140000,0.000000,0.000000,12.840000,87.130000,33,83.33,33,64,0.000000,75.555162,0.000000,0,0.000000,0.000000,0.000000,40,38,10.410000,10.610000,21.780000,14.170000,120,151,31.290000,12.530000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,77,16.110000,115.870000,42.88,85.59,214.39,0

62,15:15-15:30,83.33,38,11.810000,14.170000,30.62,100.640000,8.550000,38.640000,262.270000,273.140000,0.000000,0.000000,12.110000,87.130000,33,83.33,33,60,0.000000,67.851613,0.000000,0,0.000000,0.000000,0.000000,40,36,10.410000,10.610000,21.780000,14.170000,120,140,31.290000,11.810000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,72,16.110000,115.870000,40.61,80.57,203.04,0

63,15:30-15:45,83.33,36,10.900000,14.170000,35.02,100.640000,8.550000,38.640000,262.270000,273.140000,0.000000,0.000000,11.160000,87.130000,33,83.33,33,57,0.000000,63.137937,0.000000,0,0.000000,0.000000,0.000000,40,33,10.410000,10.610000,21.780000,14.170000,120,133,31.290000,10.900000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,67,16.110000,115.870000,38.11,75.16,190.53,0

64,15:45-16:00,83.33,35,10.180000,14.170000,36.02,100.640000,8.550000,38.640000,262.270000,273.140000,0.000000,0.000000,10.440000,87.130000,33,83.33,33,52,0.000000,58.151569,0.000000,0,0.000000,0.000000,0.000000,40,31,10.410000,10.610000,21.780000,14.170000,120,123,31.290000,10.180000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,61,16.110000,115.870000,35.55,69.46,177.77,0

65,16:00-16:15,83.33,32,9.280000,14.170000,36.02,100.640000,9.100000,38.640000,262.270000,273.140000,0.000000,0.000000,9.510000,87.130000,33,83.33,33,49,0.000000,52.658773,38.640000,0,48.300000,48.300000,0.000000,40,28,10.490000,10.610000,21.780000,14.170000,120,116,31.290000,9.280000,24.150000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,13.190000,57,16.110000,115.870000,32.82,63.52,164.09,0

66,16:15-16:30,83.33,30,8.380000,14.170000,36.02,100.640000,9.100000,38.640000,262.270000,273.140000,0.000000,0.000000,8.590000,87.130000,33,83.33,33,43,0.000000,46.766678,38.640000,0,48.300000,48.300000,0.000000,40,25,10.490000,10.610000,21.780000,14.170000,120,102,31.290000,8.380000,24.150000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,13.190000,50,16.110000,115.870000,29.71,57.27,148.53,0

67,16:30-16:45,83.33,28,7.430000,16.390000,36.02,100.640000,7.810000,38.640000,262.270000,273.140000,0.000000,0.000000,7.620000,87.130000,33,83.33,33,37,0.000000,44.234538,38.640000,0,48.300000,48.300000,0.000000,40,22,10.490000,10.610000,21.780000,16.390000,120,88,31.290000,7.430000,24.150000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,13.190000,43,16.110000,115.870000,26.56,50.71,132.81,0

68,16:45-17:00,83.33,23,6.410000,14.170000,36.02,100.640000,7.810000,38.640000,262.270000,273.140000,0.000000,0.000000,6.560000,87.130000,32,83.33,33,33,0.000000,38.001578,38.640000,0,48.300000,48.300000,0.000000,40,18,10.490000,10.610000,21.780000,14.170000,120,77,31.290000,6.410000,24.150000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,13.190000,37,16.110000,115.870000,23.45,43.4,117.28,0

69,17:00-17:15,83.33,20,5.320000,0.000000,19.6,100.640000,7.990000,38.640000,262.270000,273.140000,0.000000,0.000000,5.450000,87.130000,22,83.33,27.11,28,24.150000,31.992615,38.640000,0,48.300000,48.300000,0.000000,40,15,10.490000,10.610000,21.780000,30.910000,120,67,31.290000,5.320000,24.150000,0.000000,40,40,24.150000,24.150000,33,0.000000,0.000000,13.470000,30,16.110000,115.870000,20.39,36,101.93,0

70,17:15-17:30,83.33,17,4.310000,0.000000,20,100.640000,7.990000,38.640000,262.270000,273.140000,0.000000,0.000000,4.410000,87.130000,11,83.33,19.9,22,24.150000,26.529036,38.640000,0,48.300000,48.300000,0.000000,40,12,10.490000,10.610000,21.780000,30.910000,120,53,31.290000,4.310000,24.150000,0.000000,40,40,24.150000,24.150000,26.33,0.000000,0.000000,13.470000,23,16.110000,115.870000,17.16,29.2,85.79,0

71,17:30-17:45,83.33,14,3.280000,30.910000,21.01,100.640000,8.830000,38.640000,262.270000,273.140000,0.000000,0.000000,3.360000,87.130000,3,83.33,13.12,16,24.150000,20.520073,38.640000,0,48.300000,48.300000,0.000000,40,8,10.490000,10.610000,21.780000,30.910000,120,39,31.290000,3.280000,24.150000,0.000000,40,40,24.150000,24.150000,19.52,0.000000,0.000000,13.470000,17,16.110000,115.870000,14.15,22.41,70.74,0

72,17:45-18:00,83.33,10,2.560000,30.910000,22.01,100.640000,8.830000,38.640000,262.270000,273.140000,0.000000,0.000000,2.630000,87.130000,0,83.33,8.39,12,24.150000,15.007799,38.640000,0,48.300000,48.300000,0.000000,40,5,10.490000,10.610000,21.780000,30.910000,120,28,31.290000,2.560000,24.150000,0.000000,40,40,24.150000,24.150000,12.65,0.000000,0.000000,13.470000,10,16.110000,115.870000,11.2,15.85,56.01,0

73,18:00-18:15,83.33,7,1.890000,30.910000,21.21,100.640000,9.100000,38.640000,262.270000,273.140000,0.000000,0.000000,1.940000,87.130000,0,83.33,0,6,24.150000,10.781073,38.640000,0,48.300000,48.300000,0.000000,40,3,10.490000,10.610000,21.780000,30.910000,120,14,31.290000,1.890000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,13.830000,5,16.110000,115.870000,8.49,10.01,42.46,0

74,18:15-18:30,83.33,5,1.340000,30.910000,20.2,100.640000,9.100000,38.640000,262.270000,273.140000,0.000000,0.000000,1.370000,87.130000,0,83.33,0,3,24.150000,6.758866,38.640000,0,48.300000,48.300000,0.000000,40,1,10.490000,10.610000,21.780000,30.910000,120,7,31.290000,1.340000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,13.830000,3,16.110000,115.870000,6.06,5.41,30.33,0

75,18:30-18:45,83.33,3,0.890000,30.910000,19.2,100.640000,9.100000,38.640000,262.270000,273.140000,0.000000,0.000000,0.910000,87.130000,0,83.33,0,1,24.150000,3.067785,38.640000,0,48.300000,48.300000,0.000000,40,1,10.490000,10.610000,21.780000,30.910000,120,4,31.290000,0.890000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,13.830000,1,16.110000,115.870000,4.26,2.35,21.32,0

76,18:45-19:00,83.33,3,0.530000,30.910000,18.4,100.640000,9.100000,38.640000,262.270000,273.140000,0.000000,0.000000,0.530000,87.130000,0,83.33,0,0,24.150000,0.720686,38.640000,0,48.300000,48.300000,0.000000,40,0,10.490000,10.610000,21.780000,30.910000,120,1,31.290000,0.530000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,13.830000,0,16.110000,115.870000,2.75,0,13.75,0

77,19:00-19:15,83.33,1,0.090000,30.910000,16.8,88.020000,9.290000,38.640000,262.270000,273.140000,0.000000,0.000000,0.090000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.490000,10.610000,21.780000,30.910000,120,1,31.290000,0.090000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,14.110000,0,16.110000,115.870000,1.64,0,8.21,0

78,19:15-19:30,83.33,0.5,0.010000,30.910000,15.8,88.020000,9.290000,38.640000,262.270000,273.140000,0.000000,0.000000,0.010000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.490000,10.610000,21.780000,30.910000,120,0,31.290000,0.010000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,14.110000,0,16.110000,115.870000,0.73,0,3.68,0

79,19:30-19:45,83.33,0,0.000000,30.910000,15,88.020000,9.290000,38.640000,262.270000,273.140000,0.000000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.490000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,14.110000,0,16.110000,115.870000,0.05,0,0.23,0

80,19:45-20:00,83.33,0,0.000000,30.910000,14,88.020000,9.290000,38.640000,262.270000,273.140000,0.000000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.490000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,0.000000,40,40,24.150000,24.150000,0,0.000000,0.000000,14.110000,0,16.110000,115.870000,0,0,0,0

81,20:00-20:15,83.33,0,0.000000,30.910000,13.4,88.020000,9.100000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,40,40,24.150000,24.150000,0,0.000000,0.000000,14.570000,0,16.110000,115.870000,0,0,0,0

82,20:15-20:30,83.33,0,0.000000,30.910000,12.6,88.020000,9.100000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,40,40,24.150000,24.150000,0,0.000000,0.000000,14.570000,0,16.110000,115.870000,0,0,0,0

83,20:30-20:45,83.33,0,0.000000,30.910000,12.01,88.020000,9.100000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,39.34,40,24.150000,24.150000,0,0.000000,0.000000,14.570000,0,16.110000,115.870000,0,0,0,0

84,20:45-21:00,83.33,0,0.000000,30.910000,11.21,88.020000,9.100000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,38.66,40,24.150000,15.700000,0,0.000000,0.000000,14.570000,0,16.110000,115.870000,0,0,0,0

85,21:00-21:15,83.33,0,0.000000,30.910000,10.61,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,38.34,40,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

86,21:15-21:30,83.33,0,0.000000,30.910000,10.61,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,37,40,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

87,21:30-21:45,83.33,0,0.000000,30.910000,11.41,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,36.66,40,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

88,21:45-22:00,83.33,0,0.000000,30.910000,12.01,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,83.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,40,0,10.410000,10.610000,21.780000,30.910000,120,0,31.290000,0.000000,24.150000,67.620000,36.34,40,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

89,22:00-22:15,81.67,0,0.000000,30.910000,10.81,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,81.67,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,38.83,0,10.410000,10.610000,21.780000,30.910000,116.5,0,31.290000,0.000000,24.150000,67.620000,36.34,38.84,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

90,22:15-22:30,78.33,0,0.000000,30.910000,9.61,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,78.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,38.33,0,10.410000,10.610000,21.780000,30.910000,115,0,31.290000,0.000000,24.150000,67.620000,36,38.34,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

91,22:30-22:45,77.33,0,0.000000,30.910000,8.61,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,77.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,38,0,10.410000,10.610000,21.780000,30.910000,114,0,31.290000,0.000000,24.150000,67.620000,35,38,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

92,22:45-23:00,76.33,0,0.000000,30.910000,8.41,88.020000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,76.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,36.67,0,10.410000,10.610000,21.780000,30.910000,110,0,31.290000,0.000000,24.150000,67.620000,33.34,36.66,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

93,23:00-23:15,73.33,0,0.000000,30.910000,23.81,88.020000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,73.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,36.17,0,10.410000,10.610000,21.780000,30.910000,108.5,0,31.290000,0.000000,24.150000,67.620000,31,36.16,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

94,23:15-23:30,70.33,0,0.000000,30.910000,22.81,88.020000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,70.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,34.17,0,10.410000,10.610000,21.780000,30.910000,102.5,0,31.290000,0.000000,24.150000,67.620000,29,34.16,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

95,23:30-23:45,70,0,0.000000,30.910000,22.21,88.020000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,70,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,32.5,0,10.410000,10.610000,21.780000,30.910000,97.5,0,31.290000,0.000000,24.150000,67.620000,28,32.5,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

96,23:45-24:00,70,0,0.000000,30.910000,21.81,88.020000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,70,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,31.67,0,10.410000,10.610000,21.780000,30.910000,95,0,31.290000,0.000000,24.150000,67.620000,27.34,31.66,24.150000,15.700000,0,0.000000,0.000000,13.650000,0,16.110000,115.870000,0,0,0,0

