Block,Time,RIHAND1,SINGRAULI,AURY_CRF,TANAKPUR,ANTA_RF,DADRI_RF,ANTA_GF,NJPC,UNCHAHAR3,DULHASTI,SEWA2,AURY_LF,RIHAND3,DADRI_CRF,ANTA_LF,RAMPUR,DADRI_LF,BSIUL,AURY_RF,RAPPC,RAPPB,UNCHAHAR1,DADRT2,CHAMERA1,SALAL,AURY_GF,URI,DADRI_GF,TANDA2,NAPP,SINGRAULI_HYDRO,TEHRI,KISHANGANGA,ANTA_CRF,DHAULIGNGA,CHAMERA2,KOLDAM,UNCHAHAR4,PARBATI3,URI2,UNCHAHAR2,RIHAND2,JHAJJAR,CHAMERA3,KOTESHWR,KHSTPP-II,BRBCL,TALA,KHSTPP-I,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.973228,15.321600,113.116500,224.078400,0.000000,0.000000,88.856470,14.363958,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

7,01:30-01:45,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.702209,15.321600,113.116500,224.078400,0.000000,8.497742,88.856470,14.363958,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

8,01:45-02:00,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.440818,15.321600,113.116500,224.078400,0.000000,8.497742,88.856470,14.363958,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

9,02:00-02:15,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,224.078400,0.000000,8.497742,55.540800,13.602360,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

10,02:15-02:30,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,12.240043,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,224.078400,0.000000,8.497742,55.540800,13.136043,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

11,02:30-02:45,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,224.078400,0.000000,8.497742,41.176800,13.276523,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

12,02:45-03:00,84.268800,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,224.078400,0.000000,8.497742,41.176800,13.446854,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

13,03:00-03:15,54.583200,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,295.898400,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

14,03:15-03:30,54.581668,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,87.378414,342.270180,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

15,03:30-03:45,54.581668,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,87.378414,342.270180,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

16,03:45-04:00,54.581668,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,87.378414,342.270180,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

17,04:00-04:15,54.581668,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,14.901214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,87.378414,342.270180,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

18,04:15-04:30,54.581668,112.398300,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,342.270180,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

19,04:30-04:45,84.268800,117.231900,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,342.270180,0.000000,8.497742,41.176800,14.363958,0.000000,11.491200,4.788000,401.014152,0,0,0,0,0

20,04:45-05:00,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,0.000000,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,342.270180,9.267500,8.497742,95.559670,14.363958,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

21,05:00-05:15,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,347.608800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,12.611630,0.000000,0.000000,0.000000,5.152654,15.321600,113.116500,342.270180,9.267500,8.497742,88.856470,14.363958,0.000000,21.339350,4.788000,401.014152,0,0,0,0,0

22,05:15-05:30,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,18.136944,4.788000,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,376.336800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,12.611630,0.000000,0.000000,0.000000,5.152654,35.070185,113.116500,342.270180,9.267500,8.497742,122.620584,14.363958,0.000000,28.690462,12.958722,401.014152,0,0,0,0,0

23,05:30-05:45,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,36.273888,4.788000,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,443.368800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,12.611630,0.000000,0.000000,0.000000,5.152654,35.070185,113.116500,342.270180,9.267500,8.497742,139.130095,14.363958,0.000000,33.323819,12.958722,401.014152,0,0,0,0,0

24,05:45-06:00,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,54.410832,4.788000,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.830400,510.400800,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,6.135200,12.611630,0.000000,0.000000,3.657074,5.152654,35.070185,113.116500,342.270180,18.534999,8.497742,141.260962,14.363958,0.000000,33.323819,12.958722,401.014152,0,0,0,0,0

25,06:00-06:15,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,72.547776,4.788000,47.340446,3.829442,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,2.106720,0.000000,52.010320,0.000000,3.830400,567.488124,6.732886,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,16.065368,25.223261,0.000000,0.000000,15.657155,5.152654,35.070185,113.116500,431.326980,18.534999,18.883872,141.260962,14.363958,0.000000,33.323819,12.958722,401.014152,0,0,0,0,0

26,06:15-06:30,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,108.821664,4.788000,47.340446,10.089304,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,12.488636,0.000000,52.010320,0.000000,3.830400,567.488124,26.477640,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,26.246004,25.223261,0.000000,0.000000,15.657155,5.152654,35.070185,113.116500,546.238980,19.510525,25.493227,141.260962,14.363958,0.000000,33.323819,16.562505,401.014152,0,0,0,0,0

27,06:30-06:45,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,126.958608,10.449681,47.340446,10.089304,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,12.488636,0.000000,52.010320,0.000000,5.543922,646.606312,26.477640,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,26.246004,25.223261,0.000000,0.000000,15.657155,5.152654,39.220306,113.116500,625.458834,19.510525,25.493227,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

28,06:45-07:00,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,131.492844,14.168924,47.340446,10.089304,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,12.488636,0.000000,52.010320,0.000000,5.858884,653.877172,26.477640,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,26.246004,25.223261,0.000000,0.000000,15.657155,5.152654,40.592760,113.116500,625.458834,19.510525,25.493227,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

29,07:00-07:15,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,134.394755,7.792183,47.340446,10.089304,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,12.488636,0.000000,52.010320,0.000000,5.858884,653.877172,26.477640,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,26.246004,25.223261,0.000000,0.000000,15.657155,5.152654,40.592760,113.116500,625.458834,19.510525,25.493227,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

30,07:15-07:30,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,134.394755,7.792183,47.340446,10.089304,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,12.488636,0.000000,52.010320,0.000000,5.858884,653.877172,26.477640,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,26.246004,25.223261,0.000000,0.000000,15.657155,5.152654,40.592760,113.116500,625.458834,19.510525,25.493227,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

31,07:30-07:45,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,113.355900,7.792183,47.340446,10.089304,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,12.488636,0.000000,52.010320,0.000000,3.222132,653.877172,26.477640,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,26.246004,25.223261,0.000000,0.000000,3.657074,5.152654,40.592760,113.116500,625.458834,19.510525,25.493227,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

32,07:45:08:00,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,83.701997,7.792183,47.340446,4.722979,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,6.244318,0.000000,52.010320,0.000000,3.222132,653.877172,13.453667,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,17.497336,25.223261,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,625.458834,18.534999,16.995485,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

33,08:00-08:15,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,72.547776,7.792183,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,653.877172,8.321544,2.225462,0.000000,38.058854,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,7.589938,25.223261,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,625.458834,18.534999,8.497742,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

34,08:15-08:30,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,36.273888,7.792183,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,653.877172,0.000000,2.225462,0.000000,38.058854,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,0.000000,25.223261,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,625.458834,9.267500,8.497742,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

35,08:30-08:45,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,22.399126,7.792183,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,653.877172,0.000000,12.240043,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,0.000000,12.611630,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,625.458834,9.267500,8.497742,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

36,08:45:09:00,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,7.792183,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,653.877172,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,0.000000,12.611630,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,625.458834,9.267500,8.497742,141.260962,14.363958,0.000000,33.323819,17.371184,401.014152,0,0,0,0,0

37,09:00:09:15,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,6.402035,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,647.792652,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,0.000000,12.611630,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,416.972556,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

38,09:15-09:30,84.268800,118.143900,0.000000,2.453371,0.000000,0.000000,0.000000,0.000000,6.402035,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,647.792652,0.000000,67.876603,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,44.703641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,416.972556,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

39,09:30-09:45,84.268800,118.143900,0.000000,0.490674,0.000000,0.000000,0.000000,0.000000,6.402035,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,647.792652,0.000000,67.876603,0.000000,38.058854,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,416.972556,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

40,09:45-10:00,84.268800,118.143900,0.000000,0.490674,0.000000,0.000000,0.000000,0.000000,6.402035,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,3.222132,647.792652,0.000000,12.240043,0.000000,38.058854,0.000000,0.000000,0.000000,0.567886,29.802427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.828537,5.152654,40.592760,113.116500,416.972556,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

41,10:00-10:15,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,0.000000,4.788000,31.560297,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,14.901214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.895021,40.592760,113.116500,416.972556,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

42,10:15-10:30,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,14.901214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.895021,40.592760,113.116500,416.972556,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

43,10:30-10:45,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,14.901214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.895021,35.070185,113.116500,394.214426,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

44,10:45-11:00,84.268800,118.143900,0.000000,7.973456,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,14.901214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.895021,35.070185,113.116500,394.214426,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

45,11:00-11:15,84.268800,118.143900,0.000000,3.066714,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,12.488062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.895021,40.592760,113.116500,369.633600,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

46,11:15-11:30,84.268800,118.143900,0.000000,3.066714,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,4.228762,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.895021,40.592760,113.116500,363.888000,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

47,11:30-11:45,84.268800,118.143900,0.000000,3.066714,0.000000,0.000000,0.000000,0.000000,4.788000,15.780149,0.000000,0.000000,118.422202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.010320,0.000000,2.720350,567.488124,0.000000,2.225462,0.000000,38.058854,0.000000,0.000000,0.000000,0.567886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.702209,35.070185,113.116500,361.972800,0.000000,8.497742,141.260962,14.363958,0.000000,33.323819,17.370960,401.014152,0,0,0,0,0

