Block,Time,L_NR_2019_11,LT-35,L_NR_2019_19,LT-05,L_NR_2012_04,LT-31,LT-59,L_NR_2012_01,L_NR_2020_02,SH-06,L_NR_2012_07,LT_MEJA_Delhi,SH-07,LT-36,L_NR_2012_02,L_NR_2022_08,L_NR_2022_09,L_NR_2019_05,L_NR_2020_05,L_NR_2021_12,L_NR_2020_07,L_NR_2021_14,L_NR_2021_13,L_NR_2021_16,L_NR_2019_07,L_NR_2020_06,L_NR_2021_15,L_NR_2022_10,L_NR_2019_06,L_NR_2018_61,L_NR_2021_17
37,09:00:09:15,4.380000,10.730000,105.640000,70.540000,251.290000,10.550000,4.470000,101.240000,4.000000,0.000000,42.040000,6.940000,0.000000,10.590000,160.130000,3.37,8.45,31.34,17.43,175.39,5.82,62.63,35.08,84.67,31.33,5.81,37.19,8.45,31.33,4.78,42.33

38,09:15-09:30,4.380000,11.710000,112.570000,70.540000,271.830000,11.460000,4.470000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,11.670000,160.130000,3.44,8.57,31.34,17.44,191.16,5.82,69.11,38.23,88.67,31.33,5.81,39.54,8.57,31.33,4.72,44.33

39,09:30-09:45,4.380000,12.450000,117.880000,70.540000,271.830000,12.160000,4.470000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,12.580000,140.140000,3.5,8.63,31.34,17.81,207.65,5.92,74.87,41.53,92.67,31.33,5.94,41.54,8.63,31.33,4.74,46.33

40,09:45-10:00,4.380000,13.300000,122.580000,70.540000,271.830000,13.040000,4.470000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,13.620000,140.140000,3.65,8.57,31.34,17.59,224.26,5.87,79.88,44.85,96.67,31.33,5.86,43.89,8.57,31.33,4.68,48.33

41,10:00-10:15,4.220000,13.970000,126.820000,70.540000,271.830000,13.730000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,14.480000,140.140000,2.22,8.55,31.34,16.66,229.63,5.56,84.73,45.93,100,31.33,5.55,45.88,8.55,31.33,4.71,50

42,10:15-10:30,4.220000,14.530000,130.220000,70.540000,271.830000,14.230000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,15.130000,154.640000,2.16,8.62,31.34,16.79,229.63,5.59,89.26,45.93,97.34,31.33,5.6,47.21,8.62,31.33,4.68,48.66

43,10:30-10:45,4.220000,14.990000,132.420000,70.540000,271.830000,14.590000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,15.730000,181.400000,2.25,8.52,31.34,16.9,229.63,5.63,92.35,45.93,94.67,31.33,5.63,48.08,8.52,31.33,4.75,47.33

44,10:45-11:00,4.220000,15.390000,133.710000,70.540000,271.830000,15.100000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,16.260000,181.400000,2.17,8.6,31.34,16.72,229.63,5.57,93.87,45.93,92.67,31.33,5.57,48.76,8.6,31.33,4.79,46.33

45,11:00-11:15,4.220000,15.760000,134.240000,70.540000,271.830000,15.480000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,16.680000,181.400000,2.18,8.63,31.34,16.86,229.63,5.62,94.95,45.93,92,31.33,5.62,49.15,8.63,31.33,4.76,46

46,11:15-11:30,4.220000,16.120000,133.100000,70.540000,271.830000,15.820000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,17.070000,181.400000,2.24,8.51,31.34,16.92,229.63,5.64,95.51,45.93,90.67,31.33,5.64,49.93,8.51,31.33,4.8,45.33

47,11:30-11:45,4.220000,16.330000,128.730000,70.540000,271.830000,16.030000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,17.300000,181.400000,2.16,8.61,31.34,16.66,229.63,5.55,95.58,45.93,90,31.33,5.55,50,8.61,31.33,4.76,45

48,11:45-12:00,4.220000,16.490000,122.510000,70.540000,271.830000,16.210000,4.670000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,17.320000,181.400000,2.11,8.4,31.34,16.82,229.63,5.59,95.56,45.93,89.34,31.33,5.61,50,8.4,31.33,4.72,44.66

49,12:00-12:15,4.220000,16.570000,121.060000,70.540000,271.830000,16.370000,4.510000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,17.320000,201.390000,3.4,8.55,31.34,16.68,237.97,5.56,95.55,47.59,89.34,31.33,5.56,50,8.55,31.33,5.33,44.66

50,12:15-12:30,4.220000,16.610000,119.280000,70.540000,271.830000,16.390000,4.510000,50.520000,4.000000,0.000000,36.200000,6.940000,0.000000,17.320000,201.390000,3.6,8.6,31.34,16.93,237.97,5.65,95.58,47.59,88.67,31.33,5.64,50,8.6,31.33,6.13,44.33

51,12:30-12:45,4.220000,16.730000,119.300000,70.540000,271.830000,16.330000,4.510000,50.520000,4.000000,0.000000,36.200000,3.760000,0.000000,17.320000,201.390000,3.44,9.81,31.34,16.84,237.97,5.62,95.56,47.59,88.67,31.33,5.61,50,9.81,31.33,6.25,44.33

52,12:45-13:00,4.220000,16.600000,119.340000,70.540000,271.830000,16.010000,4.510000,50.520000,4.000000,0.000000,36.200000,3.760000,0.000000,17.320000,160.130000,3.35,12.73,31.34,16.77,237.97,5.6,95.53,47.59,88.67,31.33,5.59,50,12.73,31.33,6.36,44.33

53,13:00-13:15,4.460000,18.380000,121.150000,70.540000,193.300000,18.380000,4.670000,50.520000,4.090000,0.000000,31.360000,3.780000,0.000000,18.850000,123.700000,3.48,15.92,31.34,16.77,237.97,5.59,95.43,47.59,85.34,31.33,5.59,49.91,15.92,31.33,6.47,42.66

54,13:15-13:30,4.460000,18.270000,124.380000,70.540000,149.500000,18.270000,4.670000,50.520000,4.090000,0.000000,31.360000,3.780000,0.000000,18.730000,123.700000,3.64,19.43,31.34,16.76,237.97,5.59,95.38,47.59,86,31.33,5.59,48.76,19.43,31.33,6.59,43

55,13:30-13:45,4.460000,18.050000,118.510000,70.540000,149.500000,18.050000,4.670000,50.520000,4.090000,0.000000,31.360000,3.780000,0.000000,18.500000,123.700000,3.56,20.55,31.34,16.83,237.97,5.61,88.74,47.59,86.67,31.33,5.61,47.99,20.55,31.33,6.58,43.33

56,13:45-14:00,4.460000,17.590000,116.140000,70.540000,193.300000,17.590000,4.670000,50.520000,4.090000,0.000000,31.360000,3.780000,0.000000,18.040000,123.700000,3.4,36.9,31.34,16.77,225.21,5.59,88.51,45.04,86.67,31.33,5.59,47.04,36.9,31.33,6.6,43.33

57,14:00-14:15,4.460000,17.320000,113.980000,70.540000,231.960000,17.320000,4.670000,50.520000,4.270000,0.000000,31.360000,3.780000,0.000000,17.750000,123.700000,5.22,37.4,31.34,35.12,225.21,11.71,87.63,45.04,88,31.33,11.71,39.6,37.4,31.33,6.93,44

58,14:15-14:30,4.460000,16.990000,111.330000,70.540000,271.830000,16.990000,4.670000,50.520000,4.270000,0.000000,31.360000,3.780000,0.000000,17.410000,123.700000,7.21,38.01,31.34,37.53,225.21,12.5,87.1,45.04,85.34,31.33,12.51,38.04,38.01,31.33,6.93,42.66

59,14:30-14:45,4.460000,13.780000,105.900000,70.540000,271.830000,13.780000,4.670000,50.520000,4.270000,0.000000,31.360000,3.780000,0.000000,14.120000,140.480000,9.21,38.82,31.34,41.12,220.31,13.71,86.04,44.06,82.67,31.33,13.71,37.69,38.82,31.33,6.93,41.33

60,14:45-15:00,4.460000,13.290000,98.640000,70.540000,271.830000,13.290000,4.670000,50.520000,4.270000,0.000000,31.360000,3.780000,0.000000,13.630000,167.240000,11.89,39.6,31.34,43.12,227.95,14.37,84.3,45.59,80.67,31.33,14.38,37.38,39.6,31.33,6.92,40.33

61,15:00-15:15,4.610000,12.700000,89.510000,70.540000,271.830000,12.700000,4.820000,50.520000,4.270000,0.000000,31.360000,3.780000,0.000000,13.020000,167.240000,10.87,40.21,31.34,44.63,221.28,14.86,80.3,44.26,76,31.33,14.88,36.78,40.21,31.33,6.92,38

62,15:15-15:30,4.610000,11.950000,79.340000,70.540000,271.830000,11.950000,4.820000,50.520000,4.270000,0.000000,31.360000,3.780000,0.000000,12.250000,167.240000,9.54,30.39,31.34,45.33,214.4,15.1,75.7,42.88,74.67,31.33,15.11,35.92,30.39,31.33,7.05,37.33

63,15:30-15:45,4.610000,11.330000,69.950000,70.540000,271.830000,11.330000,4.820000,50.520000,4.000000,0.000000,31.360000,3.780000,0.000000,11.620000,167.240000,10.09,31.08,31.34,44.42,198.59,14.8,71.42,39.72,71.34,31.33,14.81,31.89,31.08,31.33,8.26,35.66

64,15:45-16:00,4.610000,10.520000,62.110000,70.540000,271.830000,10.520000,4.820000,50.520000,4.000000,0.000000,31.360000,3.780000,0.000000,10.780000,167.240000,10.42,31.92,31.34,43.62,187.82,14.53,61.93,37.56,69.34,31.33,14.54,28.27,31.92,31.33,9.02,34.66

65,16:00-16:15,4.840000,9.510000,55.780000,115.670000,271.830000,9.510000,4.820000,50.520000,4.000000,0.000000,42.890000,3.760000,0.000000,9.750000,167.240000,10.09,32.07,31.34,42.85,172.28,14.3,56.69,34.46,64,31.33,14.28,24.44,32.07,31.33,9.95,32

66,16:15-16:30,4.840000,8.830000,49.800000,115.670000,271.830000,8.830000,4.820000,50.520000,4.000000,0.000000,42.890000,3.760000,0.000000,9.050000,167.240000,9.78,32.55,31.34,42.38,179.46,14.12,51.43,35.89,59.34,31.33,14.13,20.44,32.55,31.33,10.82,29.66

67,16:30-16:45,4.840000,7.680000,43.390000,115.670000,271.830000,7.680000,4.820000,79.510000,4.000000,0.000000,42.890000,3.760000,0.000000,7.870000,199.450000,10.08,33.22,31.34,42.04,164.41,14.03,45.63,32.88,56.67,31.33,14.01,19.74,33.22,31.33,11.76,28.33

68,16:45-17:00,4.840000,6.620000,34.660000,115.670000,271.830000,6.620000,4.820000,101.240000,4.000000,0.000000,42.890000,3.740000,0.000000,6.790000,199.450000,10.87,33.89,31.34,42.11,139.34,14.03,39.39,27.87,50,31.33,14.04,18.61,33.89,31.33,9.4,25

69,17:00-17:15,5.000000,5.570000,26.630000,115.670000,271.830000,5.570000,4.270000,101.240000,4.180000,0.000000,42.890000,6.940000,0.000000,5.700000,199.450000,11.9,27.09,33,42.71,113.46,14.23,32.85,22.69,44,23.28,14.24,19.98,27.09,33,10.63,22

70,17:15-17:30,5.000000,4.510000,20.010000,115.670000,271.830000,4.510000,4.270000,101.240000,4.180000,0.000000,42.890000,6.940000,0.000000,4.630000,206.220000,11.21,28.05,21.16,43.62,41.88,14.53,26.6,8.37,36,13.97,14.54,17.48,28.05,33,12.18,18

71,17:30-17:45,5.000000,3.490000,14.540000,85.330000,271.830000,3.490000,4.270000,101.240000,4.090000,0.000000,48.740000,6.940000,0.000000,3.580000,233.280000,10.8,29.1,9.32,43.19,37.71,14.39,20.28,7.54,26.67,8.14,14.4,13.57,29.1,18.59,13.44,13.33

72,17:45-18:00,5.000000,2.570000,9.680000,66.370000,271.830000,2.570000,4.270000,101.240000,4.090000,0.000000,48.740000,6.940000,0.000000,2.630000,261.530000,10.02,30.26,4.66,45.31,25.21,15.1,14.27,5.04,20,2.51,15.1,9.71,30.26,11.79,14.81,10

73,18:00-18:15,5.230000,1.720000,5.540000,66.370000,271.830000,1.720000,4.440000,101.240000,4.090000,0.000000,48.740000,6.940000,0.000000,1.770000,261.530000,10.16,30.71,0,44.04,27.71,14.68,9.15,5.54,13.33,0,14.68,6.51,30.71,0,15.76,6.67

74,18:15-18:30,5.230000,1.210000,2.710000,66.370000,271.830000,1.210000,4.440000,101.240000,4.090000,0.000000,48.740000,6.940000,0.000000,1.250000,261.530000,11.85,31.28,0,43.47,14.18,14.48,5.29,2.84,6.67,0,14.49,3.96,31.28,0,15.97,3.33

75,18:30-18:45,5.230000,0.000000,1.080000,94.810000,271.830000,0.000000,4.440000,101.240000,4.090000,0.000000,62.780000,6.940000,0.000000,0.000000,261.530000,9.44,32.21,0,31.18,6.73,10.39,2.63,1.35,3.33,0,10.4,1.6,32.21,0,8.53,1.67

76,18:45-19:00,5.230000,0.000000,0.160000,116.050000,271.830000,0.000000,4.440000,101.240000,4.090000,0.000000,62.780000,6.940000,0.000000,0.000000,261.530000,9.53,33.57,0,32.15,3.24,10.7,0.81,0.65,1.33,0,10.72,0.38,33.57,0,8.18,0.67

77,19:00-19:15,4.610000,0.000000,0.000000,116.050000,271.830000,0.000000,4.440000,101.240000,4.090000,0.000000,62.780000,6.940000,0.000000,0.000000,261.530000,9.88,34.62,0,34.15,1.13,11.38,0.03,0.23,0.31,0,11.38,0,34.62,0,8.06,0.16

78,19:15-19:30,4.610000,0.000000,0.000000,116.050000,271.830000,0.000000,4.440000,101.240000,4.090000,0.000000,62.780000,6.940000,0.000000,0.000000,261.530000,9.43,32.94,0,34.69,0.25,11.56,0.03,0.05,0,0,11.56,0,32.94,0,7.67,0

79,19:30-19:45,4.610000,0.000000,0.000000,116.050000,271.830000,0.000000,4.440000,101.240000,4.090000,0.000000,62.780000,5.890000,0.000000,0.000000,261.530000,8.44,31.53,0,33.32,0.04,11.1,0.03,0.01,0,0,11.11,0,31.53,0,6.92,0

80,19:45-20:00,4.610000,0.000000,0.000000,116.050000,271.830000,0.000000,4.440000,101.240000,4.090000,0.000000,62.780000,5.890000,0.000000,0.000000,261.530000,8.58,29.84,0,32.13,0,10.71,0,0,0,0,10.71,0,29.84,0,7.05,0

81,20:00-20:15,4.610000,0.000000,0.000000,116.050000,271.830000,0.000000,4.750000,101.240000,4.420000,0.000000,62.780000,5.890000,0.000000,0.000000,261.530000,8.75,28.33,0,39.06,0,13.02,0,0,0,0,13.02,0,28.33,0,6.91,0

82,20:15-20:30,4.610000,0.000000,0.000000,116.050000,271.830000,0.000000,4.750000,101.240000,4.420000,0.000000,62.780000,5.890000,0.000000,0.000000,261.530000,8.21,28.14,0,38.76,0,12.92,0,0,0,0,12.92,0,28.14,0,7.1,0

83,20:30-20:45,4.610000,0.000000,0.000000,94.810000,271.830000,0.000000,4.750000,101.240000,4.420000,0.000000,62.780000,5.890000,0.000000,0.000000,261.530000,7.3,27.95,0,37.79,0,12.59,0,0,0,0,12.6,0,27.95,0,6.91,0

84,20:45-21:00,4.610000,0.000000,0.000000,66.370000,271.830000,0.000000,4.750000,101.240000,4.420000,0.000000,51.250000,5.890000,0.000000,0.000000,261.530000,6.64,27.76,0,36.4,0,12.13,0,0,0,0,12.13,0,27.76,0,6.99,0

85,21:00-21:15,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.670000,101.240000,4.420000,0.000000,51.250000,5.890000,0.000000,0.000000,261.530000,7.18,27.57,0,34.81,0,11.61,0,0,0,0,11.6,0,27.57,0,6.91,0

86,21:15-21:30,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.670000,101.240000,4.420000,0.000000,51.250000,5.890000,0.000000,0.000000,261.530000,7.69,28.73,0,34.29,0,11.44,0,0,0,0,11.43,0,28.73,0,7.08,0

87,21:30-21:45,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.670000,101.240000,4.420000,0.000000,51.250000,5.890000,0.000000,0.000000,261.530000,8.25,29.87,0,33.97,0,11.34,0,0,0,0,11.32,0,29.87,0,7.07,0

88,21:45-22:00,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.670000,101.240000,4.420000,0.000000,51.250000,5.890000,0.000000,0.000000,261.530000,8.53,31.16,0,33.99,0,11.33,0,0,0,0,11.33,0,31.16,0,6.91,0

89,22:00-22:15,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.670000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,7.56,32.15,0,28.71,0,9.56,0,0,0,0,9.57,0,32.15,0,7.07,0

90,22:15-22:30,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.670000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,7.02,31.66,0,28.75,0,9.59,0,0,0,0,9.58,0,31.66,0,6.91,0

91,22:30-22:45,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.590000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,4.19,25.04,0,29.1,0,9.7,0,0,0,0,9.7,0,25.04,0,6.96,0

92,22:45-23:00,4.460000,0.000000,0.000000,66.370000,271.830000,0.000000,4.590000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,4.26,25.2,0,29.32,0,9.78,0,0,0,0,9.77,0,25.2,0,6.99,0

93,23:00-23:15,4.220000,0.000000,0.000000,66.370000,271.830000,0.000000,4.590000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,4.39,25.37,0,29.45,0,9.81,0,0,0,0,9.82,0,25.37,0,7.05,0

94,23:15-23:30,4.220000,0.000000,0.000000,66.370000,271.830000,0.000000,4.590000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,4.4,25.77,0,30.22,0,10.07,0,0,0,0,10.07,0,25.77,0,7.02,0

95,23:30-23:45,4.220000,0.000000,0.000000,66.370000,271.830000,0.000000,4.590000,101.240000,4.270000,0.000000,38.180000,5.890000,0.000000,0.000000,261.530000,4.41,26.57,0,30.55,0,10.19,0,0,0,0,10.18,0,26.57,0,6.98,0

