Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,0,25.1775,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,6.624,0,0,0,15.106,11.529,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

2,00:15-00:30,0,25.1775,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,6.624,0,0,0,15.106,11.529,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

3,00:30-00:45,0,25.1775,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,49.128,0,0,0,15.106,11.529,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

4,00:45-01:00,0,25.1775,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,49.128,0,0,0,15.106,11.529,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

5,01:00-01:15,0,25.1775,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,8.832,0,0,0,25.564,13.10463,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

6,01:15-01:30,0,25.1775,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,8.832,0,0,0,40.089,13.10463,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

7,01:30-01:45,0,25.1775,19.985,0,0,5.3808,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,8.832,0,0,0,79.37622,13.10463,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

8,01:45-02:00,0,25.1775,19.985,0,0,5.3808,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,11.04,0,0,0,79.37622,13.10463,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

9,02:00-02:15,0,25.1775,19.985,0,0,5.3808,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,11.04,0,0,0,79.37622,11.7852,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

10,02:15-02:30,0,25.1775,19.985,0,0,5.3808,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,11.04,0,0,0,79.37622,11.7852,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

11,02:30-02:45,0,25.1775,19.985,0,0,5.3808,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,11.04,0,0,0,40.089,11.7852,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

12,02:45-03:00,0,25.1775,19.985,0,0,5.3808,26.39091,683.136562,49.436556,0,39.774,25.7607,9.1149,40.05,0,0,653.1525,0,58.59,0,0,0,92,103.125,0,123.665625,0.78433,11.04,0,0,0,40.089,11.7852,0,33.6,0,0,0,78.912,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,44.918,147.515625,20.58,20.0018,15.29,348.975

