Block,Time,SINGRAULI_HYDRO,UNCHAHAR1,CHAMERA3,KISHANGANGA,NAPP,URI,ANTA_RF,CHAMERA2,UNCHAHAR4,AURY_CRF,SALAL,AURY_GF,NJPC,URI2,DADRI_CRF,DHAULIGNGA,TEHRI,SINGRAULI,KOTESHWR,RIHAND3,DADRT2,TANAKPUR,ANTA_GF,AURY_LF,DADRI_RF,DULHASTI,TANDA2,ANTA_CRF,RIHAND1,UNCHAHAR2,CHAMERA1,RAMPUR,JHAJJAR,ANTA_LF,PARBATI3,KOLDAM,BSIUL,AURY_RF,RAPPB,RAPPC,RIHAND2,SEWA2,DADRI_LF,DADRI_GF,KUDGI,KSTPS7,GANDHAR-ComGas,UNCHAHAR3,KGSU3AND4,VSTPS IV,KHSTPP-I,NLCIIST1,VSTPS II,BRBCL,KGSU1AND2,GANDHAR-NAPM,SOLAPUR,SIPAT I,NLCIIST2,SASAN,VSTPS I,FSTPP I & II,KKNP,GANDHAR-RLNG,NTPL,GADARWARA-I,MOUDA,SIPAT II,NLCTS2EXP,KAWAS-NAPM,MAPS,KSTPS I&II,GANDHAR-APM,KHARGONE-I,KAWAS-ComGas,NNTPP,LARA-I,TALA,VALLURNTECL,KAWAS-zLIQ,MOUDA_II,VSTPS III,SIMHST2,RSTPSU7,KHSTPP-II,NLCEXP,VSTPS V,KAPS,RSTPSU1TO6,TAPS-II,KAWAS-RLNG,KAWAS-APM,TALST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,1.035891,11.074519,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.725598,0.000000,51.490312,0.000000,73.077695,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,182.299088,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,27.851797,40.601245,1.409146,255.051014,0.000000,8.028004,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,1.36,1.292598,0.000000,13.718686,2.10,2.585197,22.155900,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.286724,8.641090,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,78.618982,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

28,06:45-07:00,1.035891,11.074519,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.725642,0.000000,51.490312,0.000000,48.718463,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,182.299088,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,21.571800,40.601245,0.939430,231.094663,0.000000,3.345001,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,0.00,1.292598,0.000000,13.718686,2.10,2.585197,36.344249,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.286724,8.641090,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,119.247678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

29,07:00-07:15,1.035891,11.074519,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.725642,0.000000,51.490312,0.000000,22.584065,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,182.299088,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,19.836676,40.601245,0.435677,230.866028,0.000000,0.000000,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.718686,2.10,2.585197,36.344249,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.286724,13.984322,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,119.247678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

30,07:15-07:30,1.035891,11.454539,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.725642,0.000000,51.490312,0.000000,19.724074,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,182.299088,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,19.836676,40.601245,0.381217,230.866028,0.000000,0.000000,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.744473,2.10,2.585197,36.344249,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.286724,13.984322,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,119.247678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

31,07:30-07:45,1.035891,11.454539,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.726966,0.000000,51.490312,0.000000,19.724074,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.847524,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,27.851797,40.601245,0.381217,255.051014,0.000000,0.000000,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.25,1.292598,0.000000,13.941273,2.10,2.585197,36.344249,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.306919,13.984322,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,119.247678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

32,07:45:08:00,1.035891,11.454539,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.726966,0.000000,51.490312,0.000000,19.724074,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.847524,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,19.840038,40.601245,0.381217,231.763890,0.000000,0.000000,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.25,1.292598,0.000000,13.941273,2.10,2.585197,25.747949,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.307512,8.233132,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,94.493542,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

33,08:00-08:15,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,42.033750,0.725418,0.000000,63.803212,0.000000,19.724074,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.698319,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.884617,40.601245,0.381217,231.180502,0.000000,0.000000,0.000000,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.035010,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.307512,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

34,08:15-08:30,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.725418,0.000000,63.803212,0.000000,0.000000,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.698319,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.884617,40.601245,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.035010,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.307512,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

35,08:30-08:45,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.725418,0.000000,63.803212,0.000000,0.000000,33.375850,0.000000,19.102501,0.000000,138.740979,8.393101,121.876716,181.698319,1.480785,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.884617,40.601245,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.035010,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.307512,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

36,08:45:09:00,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.725418,0.000000,63.803212,0.000000,0.000000,33.375850,0.000000,19.102501,0.000000,138.740979,8.393101,121.876716,181.698319,1.480785,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.884617,40.601245,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.035010,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.307512,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

37,09:00:09:15,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.722914,0.000000,63.803212,0.000000,0.000000,34.344245,0.000000,19.102501,0.000000,138.740979,8.393101,121.876716,181.715411,1.480785,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.609549,40.601245,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,12.974268,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.276330,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

38,09:15-09:30,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.722914,0.000000,63.803212,0.000000,0.000000,34.344245,0.000000,19.102501,0.000000,138.740979,8.393101,121.876716,181.703916,1.480785,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.609549,27.015748,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,12.974268,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.276330,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

39,09:30-09:45,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.722914,0.000000,80.593531,0.000000,0.000000,34.344245,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.715411,1.480785,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.773896,27.015748,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,12.974268,2.10,2.585197,11.492169,0.83,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.276330,2.889900,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,40.458600,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

40,09:45-10:00,1.035891,11.160919,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.722914,0.000000,80.593531,0.000000,0.000000,34.344245,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.703916,1.480785,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,17.773896,13.545925,0.000000,231.180502,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,12.974268,2.10,2.585197,11.492169,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.276330,7.651299,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,62.104047,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

41,10:00-10:15,1.035891,11.126415,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.722914,0.000000,81.712886,0.000000,0.000000,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.702768,1.850981,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,13.395361,0.000000,0.000000,231.530449,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,12.974268,2.10,2.585197,17.666633,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.276330,7.651299,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,62.104047,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

42,10:15-10:30,1.035891,11.126415,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.722914,0.000000,81.712886,0.000000,0.000000,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,181.691273,1.850981,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,13.395361,0.000000,0.000000,231.530449,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,12.974268,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,7.651299,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,89.653809,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

43,10:30-10:45,1.035891,11.132043,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.724512,0.000000,81.712886,0.000000,0.000000,33.375850,0.000000,9.551251,0.000000,138.740979,8.393101,121.876716,181.899388,1.850981,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,18.567126,0.000000,0.000000,231.979337,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.490397,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,7.651299,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

44,10:45-11:00,1.035891,11.132043,20.343468,2.457837,42.075389,51.047194,0.000000,27.937412,0.724512,0.000000,81.712886,0.000000,0.000000,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.888225,1.850981,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,18.567126,0.000000,0.000000,231.979337,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.490397,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

45,11:00-11:15,1.035891,11.576713,20.343468,2.457837,42.075389,51.047194,0.000000,27.937412,0.737010,0.000000,81.712886,0.000000,24.161992,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.899388,1.850981,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,31.096962,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

46,11:15-11:30,1.035891,11.576713,20.343468,2.457837,42.075389,48.920227,0.000000,27.937412,0.737010,0.000000,81.712886,0.000000,24.161992,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.888225,1.850981,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,31.096962,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

47,11:30-11:45,1.035891,11.576713,10.171735,2.457837,42.075389,48.920227,0.000000,27.937412,0.737010,0.000000,76.451919,0.000000,24.161992,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.899388,0.740392,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,31.096962,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

48,11:45-12:00,1.035891,11.576713,10.171735,2.457837,42.075389,48.920227,0.000000,13.897799,0.737010,0.000000,76.451919,0.000000,24.161992,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.888225,0.740392,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,31.096962,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

49,12:00-12:15,1.035891,11.604962,0.000000,2.457837,42.075389,48.920227,0.000000,13.897799,0.737010,0.000000,64.922567,0.000000,24.161992,34.344245,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.899388,0.740392,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,31.096962,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

50,12:15-12:30,1.035891,11.604962,0.000000,2.457837,42.075389,48.920227,0.000000,13.897799,0.737010,0.000000,64.922567,0.000000,24.161992,34.344245,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.888225,0.740392,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,31.096962,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.276330,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.76,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

51,12:30-12:45,1.035891,11.604962,0.000000,2.457837,42.075389,48.920227,0.000000,13.897799,0.737010,0.000000,64.922567,0.000000,24.161992,34.344245,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.899388,0.740392,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,25.539877,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.91,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.44,336.167618,2.286724,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.73,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

52,12:45-13:00,1.035891,11.604962,0.000000,2.457837,42.075389,51.047194,0.000000,13.897799,0.737010,0.000000,64.922567,0.000000,24.161992,34.344245,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.888225,0.740392,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,25.539877,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.85,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.286724,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.73,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

53,13:00-13:15,1.035891,11.604962,0.000000,2.457837,42.075389,51.047194,0.000000,13.897799,0.737010,0.000000,64.922567,0.000000,24.161992,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.899388,0.370196,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,21.833492,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.85,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.297118,7.651299,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.73,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

54,13:15-13:30,1.035891,11.604962,0.000000,2.457837,42.075389,48.920227,0.000000,13.897799,0.737010,0.000000,64.922567,0.000000,24.161992,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,181.888225,0.370196,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,21.833492,0.000000,0.462907,232.407988,0.000000,0.000000,0.000000,6.313276,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,13.827655,2.10,2.585197,29.083183,0.85,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.297118,7.651299,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,94.142538,1.73,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

