Block,Time,CHAMERA1,KGSU1AND2,KGSU3AND4,KUDGI,NLCIIST2,SASAN,SIMHST2,TelanganaSTPP,UNCHAHAR2,DADRI_RF,BRBCL,KISHANGANGA,KKNPPU2,KOLDAM,NLCTS2EXP,NTPL,PARBATI3,AURY_CRF,DULHASTI,KHSTPP-I,RAPPB,RIHAND2,RIHAND3,SALAL,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,ANTA_GF,ANTA_LF,AURY_RF,DADRT2,MAPS,NJPC,NNTPP,RAPPC,SINGRAULI,TANDA2,VALLURNTECL,DADRI_CRF,DADRI_LF,FSTPP I & II,KOTESHWR,NLCEXP,RAMPUR,UNCHAHAR4,AURY_GF,DADRI_GF,JHAJJAR,KHSTPP-II,RSTPSU1TO6,TALA,UNCHAHAR1,URI2,ANTA_RF,AURY_LF,CHAMERA2,CHAMERA3,KKNP,RIHAND1,SEWA2,SIMHST1,TEHRI,BSIUL,DHAULIGNGA,NAPP,NLCIIST1,RSTPSU7,TALST2,URI,ANTA_CRF
64,15:45-16:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,12.78,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,1.66,28.77

65,16:00-16:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,12.78,0,3.2,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,31.13,0,0,43.46,0,0,0,1.66,28.77

66,16:15-16:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,3.2,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,46.69,0,0,43.46,0,0,0,1.66,28.77

67,16:30-16:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,3.2,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,46.69,0,0,43.46,0,0,0,1.66,28.77

68,16:45-17:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,3.2,26.39,0,0,0,683.14,0,23.39,0,53.93,108.75,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,28.77

69,17:00-17:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,46.78,0,53.93,108.75,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,28.77

70,17:15-17:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,70.17,0,53.93,108.75,0,0,36.72,24.11,11.7,26.62,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,3.33,0,0,92,0,0,62.24,0,7.93,43.46,0,0,0,26.49,29.09

71,17:30-17:45,12.01,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,93.56,0,53.93,125.97,0,0,36.72,24.11,11.7,26.62,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,8,6.36,0,92,0,0,62.24,0,8.06,43.46,0,0,0,26.49,29.09

72,17:45-18:00,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,10.54,0,62.24,0,15.98,43.46,0,0,0,2.76,29.09

73,18:00-18:15,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,9.29,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,10.54,0,62.24,0,33.43,43.46,0,0,0,1.66,29.09

74,18:15-18:30,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,41.83,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,10.76,0,0,39.51,29.06,0,92,10.54,0,62.24,0,33.43,43.46,0,0,0,1.66,29.09

75,18:30-18:45,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,41.83,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,10.76,0,0,39.51,29.06,0,92,10.54,0,62.24,0,33.43,43.46,0,0,0,1.66,29.71

76,18:45-19:00,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,41.83,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,10.76,0,0,39.51,29.06,0,92,10.54,0,62.24,0,33.43,43.46,0,0,0,1.66,29.71

77,19:00-19:15,12.72,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,3.82,70.59,32.96,45.22,0,118.76,124.32,41.83,0,1.79,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,10.76,0,0,39.51,29.06,0,92,10.54,0,62.24,0,15.98,43.46,0,0,0,1.66,29.71

78,19:15-19:30,12.01,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,41.83,0,1.79,26.39,0,0,0,683.14,0,93.56,0,53.93,125.97,0,0,36.72,24.11,11.7,26.62,0,0,0,0,0,654.31,98.87,0,0,20.56,10.76,0,0,4,1.27,0,92,0,0,62.24,0,15.98,43.46,0,0,0,26.49,29.71

79,19:30-19:45,12.01,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,41.83,0,1.79,26.39,0,0,0,683.14,0,70.17,0,53.93,125.97,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,10.76,0,0,0,0,0,92,0,0,62.24,0,7.93,43.46,0,0,0,26.49,29.71

80,19:45-20:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,9.29,0,1.79,26.39,0,0,0,683.14,0,42.62,0,53.93,125.97,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,26.49,29.71

81,20:00-20:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,16.48,45.22,0,118.76,124.32,1.4,0,1.79,26.39,0,0,0,683.14,0,42.62,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,2.21,29.71

82,20:15-20:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,16.48,45.22,0,118.76,124.32,1.4,0,1.79,26.39,0,0,0,683.14,0,42.62,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,29.71

83,20:30-20:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,16.48,45.22,0,118.76,124.32,1.4,0,1.79,26.39,0,0,0,683.14,0,42.62,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,29.71

84,20:45-21:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,3.56,70.59,16.48,45.22,0,118.76,124.32,1.4,0,1.79,26.39,0,0,0,683.14,0,20.27,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,29.71

85,21:00-21:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,29.93

86,21:15-21:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,29.93

87,21:30-21:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,46.69,0,0,43.46,0,0,0,26.49,29.93

88,21:45-22:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,46.69,0,0,43.46,0,0,0,26.49,29.93

89,22:00-22:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,46.69,0,0,43.46,0,0,0,26.49,29.93

90,22:15-22:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,31.13,0,0,43.46,0,0,0,1.66,29.93

91,22:30-22:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,31.13,0,0,43.46,0,0,0,1.66,29.93

92,22:45-23:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,31.13,0,0,43.46,0,0,0,1.66,30.13

93,23:00-23:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,1.66,30.13

94,23:15-23:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,1.66,30.13

95,23:30-23:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,26.49,30.13

96,23:45-24:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,26.49,30.13

