Block,Time,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/07022024/07022024/DD20240207NR22639,NR/01022024/15022024/HP-35,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/15022024/HP-39,NR/01102023/15082037/GNA_NR_2012_01,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31032024/ ChanjuII,NR/01022024/15022024/HP-44,NR/07022024/07022024/HPX-TAMCTG-060224-06095,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01022024/29022024/79,NR/01022024/15022024/HP-37,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/23072042/L_NR_2012_04,NR/20122023/29022024/IEX_LDC_231218_00502,NR/07022024/07022024/DD20240207NR22643,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01022024/29022024/SJVN010224NR1468,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08
1,00:00-00:15,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,2.890000,2.890000,0.000000,18.290000,0.000000,6.740000,231.000000,11.550000,0.000000,0,0,0,0,21.11,0,0,0,0,0,7.5,0,0,7.5,18.57,22.5,0,21.11,0,0,6.66

2,00:15-00:30,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,2.890000,2.890000,0.000000,18.290000,0.000000,6.740000,192.500000,11.550000,0.000000,0,0,0,0,20.68,0,0,0,0,0,7.5,0,0,7.5,16.11,22.5,0,20.68,0,0,6.66

3,00:30-00:45,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,2.890000,2.890000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,20.63,0,0,0,0,0,7.5,0,0,7.5,13.69,22.5,0,20.63,0,0,6.66

4,00:45-01:00,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,7.700000,7.700000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,21.04,0,0,0,0,0,7.5,0,0,7.5,11.95,22.5,0,21.04,0,0,6.66

5,01:00-01:15,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,11.550000,11.550000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,20.68,0,0,0,0,0,7.5,0,0,7.5,11.01,22.5,0,20.68,0,0,6.66

6,01:15-01:30,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,14.440000,14.440000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,21.11,0,0,0,0,0,7.53,0,0,7.53,17.13,22.59,0,21.11,0,0,6.66

7,01:30-01:45,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,20.44,0,0,0,0,0,8.05,0,0,8.06,15.13,24.16,0,20.44,0,0,6.66

8,01:45-02:00,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,19.87,0,0,0,0,0,8.64,0,0,8.64,12.93,25.92,0,19.87,0,0,6.66

9,02:00-02:15,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,19.21,0,0,0,0,0,7.5,0,0,7.5,11.94,22.5,0,19.21,0,0,6.66

10,02:15-02:30,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,18.51,0,0,0,0,0,7.5,0,0,7.5,11.74,22.5,0,18.51,0,0,6.66

11,02:30-02:45,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,26.11,0,0,0,0,0,10.49,0,0,10.48,12.27,31.46,0,26.11,0,0,8.71

12,02:45-03:00,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,25.47,0,0,0,0,0,10.98,0,0,10.97,11.94,32.94,0,25.47,0,0,9.28

13,03:00-03:15,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.560000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,30.21,0,0,0,0,0,11.77,0,0,11.77,11.74,35.31,0,30.21,0,0,9.29

14,03:15-03:30,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.560000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,29.69,0,0,0,0,0,12.38,0,0,12.37,11.54,37.13,0,29.69,0,0,9.88

15,03:30-03:45,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.560000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,23.22,0,0,0,0,0,12.68,0,0,12.68,11.34,38.04,0,23.22,0,0,10.27

16,03:45-04:00,4.810000,0.000000,18.950000,96.250000,0.000000,22.140000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.560000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,22.55,0,0,0,0,0,13.45,0,0,13.44,11.1,40.35,0,22.55,0,0,10.44

17,04:00-04:15,4.810000,0.000000,18.950000,96.250000,0.000000,22.140000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,70.180000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,16.87,0,0,0,0,0,10.83,0,0,10.84,11.56,32.5,0,16.87,0,0,10.12

18,04:15-04:30,4.810000,0.000000,18.950000,96.250000,0.000000,22.140000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,66.030000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,16.55,0,0,0,0,0,10.5,0,0,10.5,12.94,31.5,0,16.55,0,0,9.49

19,04:30-04:45,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,66.030000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,148.880000,11.550000,0.000000,0,0,0,0,16.25,0,0,0,0,0,8.39,0,0,8.38,13.36,25.16,0,16.25,0,0,6.66

20,04:45-05:00,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,52.940000,8.180000,1.340000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,66.030000,0.000000,152.540000,56.420000,25.900000,25.900000,0.000000,18.290000,0.000000,6.740000,192.500000,11.550000,0.000000,0,0,0,0,15.79,0,0,0,0,0,8.04,0,0,8.05,15.07,24.13,0,15.79,0,0,6.66

21,05:00-05:15,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,53.900000,8.180000,1.300000,0.000000,172.510000,1.470000,8.080000,0.000000,0.650000,0.950000,66.030000,0.000000,152.540000,57.380000,25.890000,25.890000,0.000000,18.290000,0.000000,6.740000,231.000000,11.550000,0.000000,0,0,0,0,14.57,0,0,0,0,0,7.77,0,0,7.77,15.26,23.31,0,14.57,0,0,6.66

22,05:15-05:30,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,55.580000,8.180000,1.300000,0.000000,225.450000,1.470000,8.080000,0.000000,0.650000,0.950000,82.990000,0.000000,152.540000,76.320000,25.890000,25.890000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,0.000000,0,0,0,0,14.22,0,0,0,0,0,7.5,0,0,7.5,15.53,22.5,0,14.22,0,0,6.66

23,05:30-05:45,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,53.900000,8.180000,1.300000,0.000000,225.450000,1.470000,8.080000,0.000000,0.650000,0.950000,84.890000,0.000000,152.540000,76.320000,25.340000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,0.000000,0,0,0,0,14.05,0,0,0,0,0,7.5,0,0,7.5,15.73,22.5,0,14.05,0,0,6.66

24,05:45-06:00,4.810000,0.000000,18.950000,96.250000,0.000000,23.100000,6.740000,5.780000,0.000000,55.580000,8.180000,1.300000,0.000000,201.380000,1.470000,8.080000,0.000000,0.650000,0.950000,66.030000,0.000000,152.540000,57.380000,17.850000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,0.000000,0,0,0,0,13.81,0,0,0,0,0,7.5,0,0,7.5,16.65,22.5,0,13.81,0,0,6.66

25,06:00-06:15,4.810000,0.000000,0.000000,96.250000,0.000000,23.100000,6.740000,5.780000,51.580000,55.820000,8.180000,1.300000,0.000000,214.550000,1.560000,0.000000,0.000000,0.650000,0.950000,84.890000,96.250000,0.000000,57.380000,30.800000,30.800000,0.000000,18.290000,0.000000,6.740000,231.000000,11.550000,0.000000,0,0,0,0,13.64,0,0,0,0,0,7.17,0,0,7.16,13.42,21.5,0,13.64,0,0,6.66

26,06:15-06:30,4.810000,0.000000,0.000000,96.250000,0.000000,23.100000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.000000,257.860000,1.560000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,0.000000,0,0,0,0,13.47,0,0,0,0,0,6.83,0,0,6.84,13.45,20.5,0,13.47,0,0,6.66

27,06:30-06:45,4.810000,0.000000,0.000000,96.250000,0.000000,23.100000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.000000,257.860000,1.560000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,0.000000,0,0.5,0,0,13.33,0,0,0,0,0,6.67,0,0,6.66,13.04,20,0,13.33,0,0,6.66

28,06:45-07:00,4.810000,0.000000,0.000000,96.250000,0.000000,23.100000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.000000,257.860000,1.560000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,0.000000,0,2,0,0,13.33,0,0,0,0,0,6.67,0,0,6.66,12.7,20,0,13.33,0,0,6.66

29,07:00-07:15,4.810000,9.620000,0.000000,96.250000,0.000000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.000000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,123.200000,0,7,0,1,11.67,0,0,0.837468,1,0,6.67,0,0,6.66,11.58,20,0,11.67,0,0,5.34

30,07:15-07:30,4.810000,37.540000,0.000000,96.250000,0.000000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.000000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.000000,18.290000,0.000000,6.740000,270.700000,11.550000,123.200000,0,13,0,5,11.67,0,0,3.55437,7,0,6.67,0,0,6.66,10.71,20,1,11.67,0,0,5.34

31,07:30-07:45,4.810000,36.580000,0.000000,96.250000,0.090000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.090000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.090000,18.290000,0.000000,6.740000,270.700000,11.550000,336.880000,0,20,2.32,11,11.67,0.93,1,7.050312,12.5,0,6.67,2,0,6.66,9.53,20,3,11.67,0.46,1,5.34

32,07:45:08:00,4.810000,36.580000,0.000000,96.250000,0.330000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.330000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,0.340000,18.290000,0.000000,6.740000,270.700000,11.550000,336.880000,0,28,10.33,14.67,11.67,3.24,3,10.896822,31.27,0,6.67,7,2,6.66,8.73,20,5,11.67,2.07,3,5.34

33,08:00-08:15,4.810000,32.720000,0.000000,96.250000,0.850000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,0.850000,257.860000,1.470000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,0.870000,18.290000,0.000000,6.740000,270.700000,11.550000,240.620000,0,30.34,16.92,30.33,11.67,7.35,6,15.249708,30.33,0,6.67,14,3,6.66,8.51,20,9,11.67,3.38,5,5.34

34,08:15-08:30,4.810000,46.200000,0.000000,96.250000,1.500000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,1.500000,257.860000,1.470000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,1.540000,18.290000,0.000000,6.740000,270.700000,11.550000,240.620000,0,30.34,39.56,30.33,11.67,13.51,9,20.293992,30.33,0,6.67,21,5,6.66,8.19,20,15,11.67,7.91,7,5.34

35,08:30-08:45,4.810000,38.500000,0.000000,96.250000,2.390000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,2.390000,257.860000,1.470000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,2.440000,18.290000,0.000000,6.740000,270.700000,11.550000,308.960000,0,32,55.78,32,11.67,16.67,13,25.815438,32,0,6.67,32,10,6.66,7.95,20,20,11.67,11.15,10,5.34

36,08:45:09:00,4.810000,45.240000,0.000000,96.250000,3.540000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,3.540000,257.860000,1.470000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,3.630000,18.290000,0.000000,6.740000,270.700000,11.550000,308.960000,0,32,73.51,32,11.67,20,18,31.366098,32,0,6.67,42,12,6.66,8,20,29,11.67,14.7,14,5.34

37,09:00:09:15,4.810000,44.280000,0.000000,96.250000,4.860000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,4.860000,257.860000,1.560000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,4.990000,18.290000,0.000000,6.740000,270.700000,11.550000,314.740000,0,32,92.53,32,11.67,23.33,18,36.71226,32,0,6.67,42,14,6.66,10.45,20,20,11.67,18.51,10,5.34

38,09:15-09:30,4.810000,18.290000,0.000000,96.250000,5.020000,22.140000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,5.020000,257.860000,1.560000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,5.150000,18.290000,0.000000,6.740000,270.700000,11.550000,314.740000,0,32,110.87,32,11.67,30,21,42.79851,32,0,6.67,49,17,6.66,10.16,20,23,11.67,22.17,12,5.34

39,09:30-09:45,4.810000,17.320000,0.000000,96.250000,6.150000,21.180000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,6.150000,257.860000,1.560000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,6.300000,18.290000,0.000000,6.740000,270.700000,11.550000,206.940000,0,32,128.17,32,11.67,36.67,18,49.85856,32,0,6.67,42,19,6.66,9.74,20,22,11.67,25.63,11,5.34

40,09:45-10:00,4.810000,25.020000,0.000000,96.250000,7.280000,21.180000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,7.280000,257.860000,1.560000,0.000000,136.680000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,7.460000,18.290000,0.000000,6.740000,270.700000,11.550000,206.940000,0,32.5,144.25,32.5,11.67,46.67,21,57.395772,32.5,0,6.67,49,22,6.66,9.14,20,27,11.67,28.85,13,5.34

41,10:00-10:15,4.810000,0.000000,0.000000,96.250000,8.330000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,8.330000,257.860000,1.470000,0.000000,136.680000,0.650000,0.000000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,8.540000,18.290000,0.000000,6.740000,270.700000,11.550000,214.640000,0,32.5,143.3,32.5,11.67,56.67,27,63.530712,32.5,0,6.67,63,23,6.66,8.01,20,30,11.67,28.66,15,5.34

42,10:15-10:30,4.810000,0.000000,0.000000,96.250000,9.330000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,9.330000,257.860000,1.470000,0.000000,136.680000,0.650000,0.000000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,9.560000,18.290000,0.000000,6.740000,270.700000,11.550000,214.640000,28.88,32.5,155.74,32.5,11.67,66.67,31,67.72779,32.5,24.06,6.67,74,26,6.66,8.01,20,35,11.67,31.15,17,5.34

43,10:30-10:45,4.810000,0.000000,0.000000,96.250000,10.240000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,10.240000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,10.500000,18.290000,0.000000,6.740000,270.700000,11.550000,267.580000,28.88,32.5,167.28,32.5,13.33,75.84,67,75.605832,32.5,24.06,6.67,158,32,6.66,8.01,20,79,13.33,33.45,39,5.34

44,10:45-11:00,4.810000,0.000000,0.000000,96.250000,8.830000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,8.830000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,48.120000,0.000000,86.820000,30.800000,30.800000,9.050000,18.290000,0.000000,6.740000,270.700000,11.550000,267.580000,28.88,32.5,178.28,32.5,13.33,80.51,72,81.399942,32.5,24.06,6.67,168,36,6.66,8.01,20,83,13.33,35.66,42,5.34

45,11:00-11:15,4.810000,0.000000,0.000000,96.250000,9.800000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,9.800000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,10.050000,18.290000,0.000000,6.740000,270.700000,11.550000,190.580000,28.88,32.5,224.03,32.5,13.33,84.14,73,85.635972,32.5,24.06,6.67,172,40,6.66,7.41,20,83,13.33,44.81,42,5.34

46,11:15-11:30,4.810000,0.000000,0.000000,96.250000,10.920000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,10.920000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,86.820000,30.800000,30.800000,11.180000,18.290000,0.000000,6.740000,270.700000,11.550000,190.580000,28.88,32.5,232.42,32.5,13.33,87.2,76,90.378378,32.5,24.06,6.67,179,42,6.66,7.41,20,87,13.33,46.48,43,5.34

47,11:30-11:45,4.810000,0.000000,0.000000,96.250000,12.840000,0.000000,6.740000,5.780000,51.580000,99.730000,8.180000,1.300000,12.840000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,76.320000,24.090000,30.800000,13.150000,18.290000,0.000000,6.740000,270.700000,11.550000,128.980000,28.88,32.5,232.42,32.5,13.33,88.85,76,92.257812,32.5,24.06,6.67,179,43,6.66,7.41,20,88,13.33,46.48,44,5.34

48,11:45-12:00,4.810000,0.000000,0.000000,96.250000,15.550000,0.000000,6.740000,5.780000,51.580000,88.550000,8.180000,1.300000,15.550000,257.860000,1.470000,0.000000,0.000000,0.650000,0.950000,115.080000,96.250000,0.000000,76.320000,24.090000,30.800000,15.940000,18.290000,0.000000,6.740000,270.700000,11.550000,128.980000,28.88,32.5,232.42,32.5,13.33,90.69,78,93.358206,32.5,24.06,6.67,182,44,6.66,7.41,20,89,13.33,46.48,44,5.34

