Time,Block,NR/2023/17634/C,NR/2023/17165/A,NR/2023/14436/A,NR/2023/17510/F,NR/2023/17633/C,NR/2023/17496/F,NR/2023/17261/F,NR/2023/17344/F,NR/2023/17406/F,NR/2023/17648/C,NR/2023/17405/F,NR/2023/17644/C,NR/2023/14754/A,Total
,,NVVNL,NVVNL,GMRETL,GBHHPL,TPDDL,IEXL,APPCPL,ITCLH,MANIKARAN,SJVNL,MANIKARAN,SJVNL,APPCPL,Total

,,NA,NA,MEGHALAYA,HIMACHAL PRADESH,HIMACHAL PRADESH,KARNATAKA,HIMACHAL PRADESH,ANDHRA PRADESH,HIMACHAL PRADESH,NA,HIMACHAL PRADESH,NA,HIMACHAL PRADESH,
,,SOLAPUR_SOLAR,SKS Raigarh,Meghalaya_Ben,GBHHPL,CHANJUII,NSLSUGAR,HP,ITCWIND,HP,RSRPL_BKN,HP,DIKCHU,HP,
,,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,
,,MES (Delhi),NDMC,BYPL,DIAPL,TPDDL,MES (Delhi),BRPL,ITCLH,BRPL,NDMC,BRPL,NDMC,BYPL,
,,West-North,West-North,North East-East-North,North-North,North-North,South-East-North,North-North,South-West-North,North-North,North-North,North-North,East-North,North-North,
1,00:00-00:15,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.580000,4.350000,0,4.830000,0.000000,23.190000,197.9

2,00:15-00:30,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.580000,4.350000,0,4.830000,0.000000,23.190000,197.9

3,00:30-00:45,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.580000,4.350000,0,4.830000,0.000000,23.190000,197.9

4,00:45-01:00,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.580000,4.350000,0,4.830000,0.000000,23.190000,197.9

5,01:00-01:15,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.85

6,01:15-01:30,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.85

7,01:30-01:45,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.85

8,01:45-02:00,0,62.810000,33.820000,1.000000,6.450000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.85

9,02:00-02:15,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

10,02:15-02:30,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

11,02:30-02:45,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

12,02:45-03:00,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

13,03:00-03:15,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

14,03:15-03:30,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

15,03:30-03:45,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

16,03:45-04:00,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

17,04:00-04:15,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

18,04:15-04:30,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

19,04:30-04:45,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

20,04:45-05:00,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.77

21,05:00-05:15,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.67

22,05:15-05:30,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.67

23,05:30-05:45,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.67

24,05:45-06:00,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.530000,4.350000,0,4.830000,0.000000,23.190000,197.67

25,06:00-06:15,0,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.580000,4.350000,0,4.830000,0.000000,0.000000,120.42

26,06:15-06:30,0,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.580000,4.350000,0,4.830000,0.000000,0.000000,120.42

27,06:30-06:45,0.1,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.580000,4.350000,0,4.830000,0.000000,0.000000,120.52

28,06:45-07:00,0.51,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.580000,4.350000,0,4.830000,0.000000,0.000000,120.93

29,07:00-07:15,0.86,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.680000,4.350000,0,4.830000,0.000000,0.000000,121.38

30,07:15-07:30,1.26,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.680000,4.350000,0,4.830000,0.000000,0.000000,121.78

31,07:30-07:45,1.59,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.680000,4.350000,0,4.830000,0.000000,0.000000,122.11

32,07:45:08:00,1.74,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.680000,4.350000,0,4.830000,0.000000,0.000000,122.26

33,08:00-08:15,1.86,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,0,4.830000,0.000000,0.000000,122.67

34,08:15-08:30,1.93,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,0,4.830000,0.000000,0.000000,122.74

35,08:30-08:45,2.13,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,0,4.830000,0.000000,0.000000,122.94

36,08:45:09:00,2.32,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,0,4.830000,0.000000,0.000000,123.13

37,09:00:09:15,2.42,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,147.39

38,09:15-09:30,2.71,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,147.68

39,09:30-09:45,2.9,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,147.87

40,09:45-10:00,3,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,147.97

41,10:00-10:15,3.09,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.06

42,10:15-10:30,3.09,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.06

43,10:30-10:45,3.19,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.16

44,10:45-11:00,3.48,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.45

45,11:00-11:15,3.87,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.84

46,11:15-11:30,3.96,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.93

47,11:30-11:45,4.16,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,149.13

48,11:45-12:00,4.64,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,149.61

49,12:00-12:15,4.83,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,149.8

50,12:15-12:30,5.32,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,150.29

51,12:30-12:45,5.61,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,150.58

52,12:45-13:00,5.8,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,150.77

53,13:00-13:15,5.03,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,149.91

54,13:15-13:30,6.28,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,151.16

55,13:30-13:45,6.77,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,151.65

56,13:45-14:00,7.97,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,152.85

57,14:00-14:15,8.46,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,153.34

58,14:15-14:30,7.54,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,152.42

59,14:30-14:45,6.57,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,151.45

60,14:45-15:00,5.8,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,150.68

61,15:00-15:15,4.83,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,149.71

62,15:15-15:30,4.25,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,149.13

63,15:30-15:45,3.38,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,148.26

64,15:45-16:00,3.09,62.810000,33.820000,1.000000,6.180000,6.760000,0.000000,0.970000,4.350000,24.16,4.830000,0.000000,0.000000,147.97

65,16:00-16:15,2.9,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.870000,4.350000,24.16,4.830000,0.000000,0.000000,147.77

66,16:15-16:30,2.71,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.870000,4.350000,24.16,4.830000,0.000000,0.000000,147.58

67,16:30-16:45,2.42,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.870000,4.350000,24.16,4.830000,0.000000,0.000000,147.29

68,16:45-17:00,2.13,62.810000,33.820000,1.000000,6.270000,6.760000,0.000000,0.870000,4.350000,24.16,4.830000,0.000000,0.000000,147

69,17:00-17:15,1.4,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.770000,4.350000,0,4.830000,0.000000,0.000000,122.11

70,17:15-17:30,1.06,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.770000,4.350000,0,4.830000,0.000000,0.000000,121.77

71,17:30-17:45,0.8,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.770000,4.350000,0,4.830000,0.000000,0.000000,121.51

72,17:45-18:00,0.44,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.770000,4.350000,0,4.830000,0.000000,0.000000,121.15

73,18:00-18:15,0.18,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.84

74,18:15-18:30,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

75,18:30-18:45,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

76,18:45-19:00,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

77,19:00-19:15,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

78,19:15-19:30,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

79,19:30-19:45,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

80,19:45-20:00,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

81,20:00-20:15,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

82,20:15-20:30,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

83,20:30-20:45,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

84,20:45-21:00,0,62.810000,33.820000,1.000000,6.450000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.74

85,21:00-21:15,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

86,21:15-21:30,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

87,21:30-21:45,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

88,21:45-22:00,0,62.810000,33.820000,1.000000,6.370000,6.760000,0.000000,0.720000,4.350000,0,4.830000,0.000000,0.000000,120.66

