Block,Time,FSTPP I & II,KOLDAM,NLCEXP,NLCIIST2,SALAL,TANAKPUR,UNCHAHAR2,URI,DHAULIGNGA,KKNP,NJPC,NNTPP,PARBATI3,SEWA2,TALA,UNCHAHAR3,AURY_LF,AURY_RF,CHAMERA2,CHAMERA3,KGSU3AND4,NLCIIST1,NLCTS2EXP,RAPPB,RIHAND3,SINGRAULI,TANDA2,UNCHAHAR1,DADRI_GF,DULHASTI,KGSU1AND2,KHSTPP-I,NAPP,RIHAND1,SASAN,TelanganaSTPP,UNCHAHAR4,DADRI_LF,DADRT2,JHAJJAR,KISHANGANGA,SIMHST1,TEHRI,TEHRIPSP,NTPL,RAPPD,RIHAND2,RSTPSU7,VALLURNTECL,ANTA_CRF,ANTA_RF,BRBCL,BSIUL,KKNPPU2,PARBATI2,RAMPUR,RSTPSU1TO6,SIMHST2,ANTA_LF,DADRI_CRF,CHAMERA1,KHSTPP-II,KOTESHWR,KUDGI,MAPS,RAPPC,SINGRAULI_HYDRO,TALST2,URI2,ANTA_GF,AURY_CRF,AURY_GF,DADRI_RF
56,13:45-14:00,18.76,8.62,0,0,67.39,11.91,45,30.91,0,0,175.79,0,0,0,17.7,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,47.41,24.99,13.04,0,0,5.7,0,0,0,0,11.85,148.3,10.14,0,0,65.27,0.96,0,24.94,0,0,0,52.7

57,14:00-14:15,18.76,8.62,0,0,67.39,11.91,45,30.91,0,0,175.79,0,0,0,16.67,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,46.78,24.99,13.04,0,0,5.7,0,0,0,0,26.55,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

58,14:15-14:30,18.76,8.62,0,0,67.39,11.91,45,30.91,0,0,175.79,0,0,0,16.67,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,46.78,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

59,14:30-14:45,18.76,8.62,0,0,67.39,11.91,45,26.49,0,0,175.79,0,0,0,16.67,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,46.78,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

60,14:45-15:00,18.76,8.62,0,0,67.39,11.91,45,26.49,0,0,175.79,0,0,0,16.67,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,46.78,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

61,15:00-15:15,18.76,8.62,0,0,81.34,11.91,45,26.49,0,0,175.79,0,3.72,0,16.67,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,264.38,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,46.78,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

62,15:15-15:30,18.76,8.62,0,0,81.34,11.91,45,26.49,0,0,175.79,0,18.58,0,16.67,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,264.38,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,46.78,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

63,15:30-15:45,18.76,8.62,0,0,81.34,11.91,45,26.49,0,0,175.79,0,35.68,0,16.37,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,264.38,0,3.22,0,689.38,667.25,7.05,0,14.26,0,0,0,125.27,0,0,0,46.78,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

64,15:45-16:00,18.76,8.62,0,0,81.34,11.91,45,26.49,0,0,175.79,0,35.68,0,16.37,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,264.38,0,3.22,0,689.38,667.25,7.05,0,42.79,0,0,0,125.27,0,0,0,46.78,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

65,16:00-16:15,18.76,8.62,0,0,81.34,11.91,45,26.49,0,0,175.79,0,35.68,0,16.09,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,264.38,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,46.15,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

66,16:15-16:30,18.76,8.62,0,0,81.34,11.91,45,26.49,0,0,175.79,0,35.68,0,16.09,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,264.38,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,46.15,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

67,16:30-16:45,18.76,8.62,0,0,80.18,11.91,45,26.49,0,0,175.79,0,35.68,0,15.5,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,45.51,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

68,16:45-17:00,18.76,8.62,0,0,80.18,11.91,45,26.49,0,0,175.79,0,35.68,0,15.5,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,45.51,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

69,17:00-17:15,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,38.65,6.12,14.84,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,45.51,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

70,17:15-17:30,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,38.65,12.22,14.84,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,45.51,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,28.06,0,0,0,52.7

71,17:30-17:45,18.76,8.62,0,0,80.18,11.91,45,35.33,0,0,175.79,0,38.65,12.22,13.23,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,45.51,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,26.5,0,0,0,52.7

72,17:45-18:00,18.76,8.62,0,0,80.18,11.91,45,35.33,0,0,175.79,0,38.65,17.32,13.23,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,0,125.27,0,0,0,45.51,24.99,6.52,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,26.5,0,0,0,52.7

73,18:00-18:15,18.76,8.62,0,0,80.18,11.91,45,33.12,0,0,175.79,0,37.91,18.34,13.17,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.98,0,0,0,125.27,0,0,0,45.51,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,26.5,0,0,0,52.7

74,18:15-18:30,18.76,8.62,0,0,80.18,11.91,45,33.12,0,0,175.79,0,37.91,18.34,12.88,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.98,0,0,0,125.27,0,0,0,45.51,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,26.5,0,0,0,52.7

75,18:30-18:45,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,37.91,18.34,12.73,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,57.98,0,0,0,125.27,0,0,0,45.51,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.96,0,26.5,0,0,0,52.7

76,18:45-19:00,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,37.91,18.34,12.73,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,538.65,7.05,0,58.59,0,0,0,125.27,0,0,0,45.51,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,20.29,0,0,65.27,0.96,0,26.5,0,0,0,52.7

77,19:00-19:15,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,31.22,18.34,12.58,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,76.95,0,0,125.27,0,0,0,45.77,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.96,0,26.5,0,0,0,52.7

78,19:15-19:30,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,177.44,0,49.06,19.49,12.44,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,45.77,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

79,19:30-19:45,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,177.44,0,49.06,19.49,12.44,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,46.15,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

80,19:45-20:00,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,177.44,0,49.06,19.49,12.58,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,46.15,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

81,20:00-20:15,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,177.44,0,49.06,19.49,12.88,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,46.78,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

82,20:15-20:30,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,177.44,0,49.06,19.49,12.88,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,46.78,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

83,20:30-20:45,18.76,8.62,0,0,80.18,11.91,45,38.64,0,0,177.44,0,38.65,19.49,13.03,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,46.78,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

84,20:45-21:00,18.76,8.62,0,0,80.18,11.91,45,38.64,0,0,177.44,0,38.65,19.49,13.03,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,46.78,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

85,21:00-21:15,18.76,8.62,0,0,80.18,11.91,45,38.64,0,0,177.44,0,38.65,19.49,13.17,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,47.41,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

86,21:15-21:30,18.76,8.62,0,0,80.18,11.91,45,38.64,0,0,175.79,0,22.3,18.34,13.31,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,47.41,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,26.5,0,0,0,52.7

87,21:30-21:45,18.76,8.62,0,0,80.18,11.91,45,39.75,0,0,175.79,0,22.3,18.34,13.31,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,20.76,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,47.41,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,26.5,0,0,0,52.7

88,21:45-22:00,18.76,8.62,0,0,80.18,11.91,45,39.75,0,0,177.44,0,38.65,19.49,13.47,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,47.41,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

89,22:00-22:15,18.76,8.62,0,0,80.18,11.91,45,39.75,0,0,177.44,0,38.65,19.49,13.47,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,49.31,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

90,22:15-22:30,18.76,8.62,0,0,80.18,11.91,45,39.75,0,0,177.44,0,38.65,19.49,13.62,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,20.76,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,49.31,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,26.5,0,0,0,52.7

91,22:30-22:45,18.76,8.62,0,0,80.18,11.91,45,44.16,0,0,177.44,0,38.65,19.49,13.76,27.69,0,76.36,49.59,35.69,0,0,0,0,130.84,134.74,5.73,21.65,0,57.67,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.18,0,58.59,153.89,0,0,125.27,0,0,0,49.31,24.99,20.46,0,0,5.84,0,0,0,0,42.27,148.3,44.64,0,0,65.27,0.96,0,31.17,0,0,0,52.7

92,22:45-23:00,18.76,8.62,0,0,80.18,11.91,45,44.16,0,0,175.79,0,37.17,18.34,13.9,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,31.17,0,0,0,52.7

93,23:00-23:15,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,37.17,18.34,14.05,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,50.57,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,26.5,0,0,0,52.7

94,23:15-23:30,18.76,8.62,0,0,80.18,11.91,45,37.53,0,0,175.79,0,37.17,18.34,14.21,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,50.57,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,26.5,0,0,0,52.7

95,23:30-23:45,18.76,8.62,0,0,80.18,11.91,45,41.95,0,0,175.79,0,37.17,18.34,14.35,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,442.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,50.57,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,26.5,0,0,0,52.7

96,23:45-24:00,18.76,8.62,0,0,80.18,11.91,45,41.95,0,0,175.79,0,37.17,18.34,14.49,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,270,0,3.22,0,549.38,667.25,7.05,0,58.59,153.89,0,0,125.27,0,0,0,50.57,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.96,0,26.5,0,0,0,52.7

