Block,Time,BRBCL,CHAMERA1,CHAMERA3,KISHANGANGA,NLCEXP,NLCIIST1,RIHAND2,RSTPSU1TO6,KGSU1AND2,KUDGI,MAPS,RAPPC,SALAL,TALST2,UNCHAHAR4,ANTA_LF,DADRT2,DULHASTI,KHSTPP-I,KOTESHWR,SINGRAULI_HYDRO,TEHRIPSP,ANTA_GF,NLCIIST2,RAMPUR,RIHAND1,SEWA2,TANAKPUR,UNCHAHAR1,URI2,VALLURNTECL,ANTA_CRF,AURY_LF,DHAULIGNGA,FSTPP I & II,KGSU3AND4,KOLDAM,NJPC,TEHRI,ANTA_RF,AURY_GF,DADRI_CRF,DADRI_LF,KHSTPP-II,KKNPPU2,NAPP,NTPL,PARBATI3,RAPPD,SIMHST1,TANDA2,TelanganaSTPP,DADRI_GF,DADRI_RF,BSIUL,CHAMERA2,NNTPP,SIMHST2,TALA,UNCHAHAR2,UNCHAHAR3,JHAJJAR,KKNP,NLCTS2EXP,PARBATI2,RAPPB,RIHAND3,RSTPSU7,SASAN,SINGRAULI,URI,AURY_CRF,AURY_RF
6,01:15-01:30,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.96,0,0,0,5.7,98.32,0,11.02,21.65,17.15,0,0,0,42.46,18.07,0,8.62,175.79,55.52,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.26,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,30.91,0,79.22

7,01:30-01:45,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.93,0,0,0,5.7,98.32,0,11.02,21.65,17.15,0,0,0,42.46,18.07,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.26,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,30.91,0,79.22

8,01:45-02:00,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.93,0,0,0,5.7,98.32,0,11.02,21.65,17.15,0,0,0,42.46,18.07,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.26,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,30.91,0,79.22

9,02:00-02:15,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.93,0,0,0,5.7,98.32,0,11.02,21.65,17.15,0,0,0,42.46,18.07,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.26,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

10,02:15-02:30,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.93,0,0,0,5.7,98.32,0,11.02,21.65,17.15,0,0,0,42.46,18.07,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.26,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

11,02:30-02:45,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.93,0,0,0,5.7,98.32,0,12.04,21.65,17.15,0,0,0,42.46,19.46,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.55,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

12,02:45-03:00,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,84.24,0,3.22,0,549.38,55.38,45.53,40.57,0.93,0,0,0,5.7,98.32,0,12.04,21.65,17.15,0,0,0,42.46,19.46,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.55,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

13,03:00-03:15,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,17.15,0,0,0,42.46,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.55,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

14,03:15-03:30,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,17.15,0,0,0,42.46,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,19.55,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

15,03:30-03:45,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,38.97,0,0,0,42.46,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,22.2,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

16,03:45-04:00,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,38.97,0,0,0,42.46,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,22.2,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

17,04:00-04:15,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,22.2,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

18,04:15-04:30,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,22.17,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

19,04:30-04:45,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,22.11,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

20,04:45-05:00,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,11.27,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,21.99,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,26.49,0,79.48

21,05:00-05:15,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,21.85,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,52.36,0,79.48

22,05:15-05:30,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,21.66,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,52.36,0,79.48

23,05:30-05:45,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.96,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,52.36,0,79.48

24,05:45-06:00,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,626.47,55.38,45.53,30.43,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.82,45,27.69,667.25,0,0,0,0,130.84,0,306.56,148.25,22.08,0,79.48

25,06:00-06:15,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,626.47,55.38,45.53,20.29,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.7,45,27.69,667.25,0,0,0,0,130.84,0,329.06,148.25,22.08,0,79.48

26,06:15-06:30,24.99,42.15,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,626.47,55.38,45.53,20.29,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.6,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,22.08,0,79.48

27,06:30-06:45,24.99,28.1,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,626.47,55.38,45.53,20.29,0.93,0,0,0,5.7,98.32,0,10.25,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.49,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,22.08,0,79.48

28,06:45-07:00,24.99,14.05,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,20.29,0.93,0,0,0,5.7,98.32,0,8.96,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.84,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.44,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,22.08,0,79.48

29,07:00-07:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.93,0,0,0,5.7,98.32,0,10.25,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.37,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,22.08,0,79.22

30,07:15-07:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.93,0,0,0,5.7,98.32,0,10.25,21.65,21.82,0,0,0,0,19.46,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.32,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,22.08,0,79.22

31,07:30-07:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.93,0,0,0,5.7,98.32,0,10.25,21.65,22.6,0,0,0,0,19.46,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,20.56,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,22.08,0,79.22

32,07:45-08:00,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.93,0,0,0,5.7,98.32,0,10.25,21.65,22.6,0,0,0,0,19.46,0,8.62,175.79,56.13,51.2,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,79.04,13.04,47.12,0,0,21.64,45,27.69,667.25,0,0,0,0,130.84,0,344.25,148.25,52.36,0,79.22

33,08:00-08:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.93,0,0,0,5.7,98.32,0,10.25,21.65,22.6,0,0,0,0,19.46,0,8.62,175.79,56.13,50.57,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,76.41,13.04,47.12,0,0,21.9,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,52.36,0,78.57

34,08:15-08:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.93,0,0,0,5.7,98.32,0,10.25,21.65,22.6,0,0,0,0,19.46,0,8.62,175.79,56.13,50.57,0,0,0,148.3,0,22.96,0,19.32,24.52,0,5.73,0,0,76.41,13.04,47.12,0,0,21.9,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,52.36,0,78.57

35,08:30-08:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,10.25,21.65,22.6,0,0,0,0,19.46,0,8.62,175.79,42.1,50.57,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.31,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,26.49,0,78.57

36,08:45-09:00,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,10.25,21.65,22.6,0,0,0,0,19.46,0,8.62,175.79,14.03,50.57,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.31,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,26.49,0,78.57

37,09:00-09:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,10.25,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.29,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,26.49,0,78.57

38,09:15-09:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,10.25,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.31,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,26.49,0,78.57

39,09:30-09:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,3.85,21.65,17.15,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.29,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,26.49,0,77.92

40,09:45-10:00,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,18.04,0.96,0,0,0,5.7,98.32,0,3.85,21.65,17.15,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.29,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,26.49,0,77.92

41,10:00-10:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,20.29,0.96,0,0,0,5.7,98.32,0,1.79,21.65,17.15,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.76,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,28.71,0,77.92

42,10:15-10:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,20.29,0.96,0,0,0,5.7,98.32,0,8.2,21.65,17.15,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.79,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,28.71,0,77.92

43,10:30-10:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,20.29,0.96,0,0,0,5.7,98.32,0,8.2,21.65,17.15,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,16.35,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.79,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,33.12,0,77.28

44,10:45-11:00,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.34,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.2,21.65,17.15,0,0,0,0,19.46,0,8.62,175.79,0,49.31,0,0,0,148.3,0,22.96,0,16.35,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.84,45,27.69,667.25,0,0,0,0,130.84,0,346.5,148.25,33.12,0,77.28

45,11:00-11:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,52.28,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.2,21.65,23.38,0,0,0,0,19.46,0,8.62,175.79,0,48.68,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.87,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,33.12,0,77.28

46,11:15-11:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,52.28,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.2,21.65,23.38,0,0,0,0,19.46,0,8.62,175.79,0,48.68,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.93,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,33.12,0,77.28

47,11:30-11:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,63.92,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.84,21.65,24.94,0,0,0,0,19.46,0,8.62,175.79,0,48.68,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,22.96,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,33.12,0,76.36

48,11:45-12:00,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.84,21.65,24.94,0,0,0,0,19.46,0,8.62,175.79,0,48.68,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,23.03,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,33.12,0,76.36

49,12:00-12:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.84,21.65,24.94,0,0,0,0,19.46,0,8.62,175.79,0,48.04,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.58,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,39.75,0,76.36

50,12:15-12:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,8.84,21.65,24.94,0,0,0,0,19.46,0,8.62,175.79,0,48.04,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.64,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,39.75,0,76.36

51,12:30-12:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,9.86,21.65,24.94,0,0,0,0,19.46,0,8.62,175.79,0,48.04,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.73,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,39.75,0,76.36

52,12:45-13:00,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,9.86,21.65,24.94,0,0,0,0,19.46,0,8.62,175.79,0,48.04,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,19.56,47.12,0,0,21.76,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,39.75,0,76.36

53,13:00-13:15,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,9.86,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,0,48.04,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,13.04,47.12,0,0,21.87,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,41.95,0,76.36

54,13:15-13:30,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,82.5,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,9.86,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,0,47.41,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,13.04,47.12,0,0,21.9,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,41.95,0,76.36

55,13:30-13:45,24.99,0,33.94,7.05,0,0,125.27,0,0,0,0,65.42,81.92,0,3.22,0,689.38,55.38,45.53,10.14,0.96,0,0,0,5.7,98.32,0,1.79,21.65,38.97,0,0,0,0,19.46,0,8.62,175.79,0,47.41,0,0,0,148.3,0,22.96,0,18.58,24.52,0,5.73,0,0,76.41,13.04,47.12,0,0,21.97,45,27.69,667.25,0,0,0,0,130.84,0,348.98,148.25,26.49,0,76.36

