Block,Time,TALA,KHSTPP-II,KHSTPP-I,SASAN,BRBCL,FSTPP I & II,TANDA2,DHAULIGNGA,DULHASTI,BSIUL,RAPPB,ANTA_CRF,RIHAND3,DADRI_RF,AURY_LF,PARBATI3,DADRI_CRF,JHAJJAR,NAPP,URI,AURY_GF,TANAKPUR,TEHRI,DADRI_GF,ANTA_GF,RAPPC,KOLDAM,UNCHAHAR3,SALAL,CHAMERA2,URI2,RAMPUR,DADRI_LF,ANTA_LF,SEWA2,UNCHAHAR4,AURY_CRF,DADRT2,UNCHAHAR1,SINGRAULI,NJPC,AURY_RF,RIHAND2,KOTESHWR,KISHANGANGA,CHAMERA1,UNCHAHAR2,SINGRAULI_HYDRO,ANTA_RF,CHAMERA3,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,143.065010,44.761192,403.987419,17.790037,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,44.276291,0.000000,0.000000,32.714425,2.236851,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,114.765821,21.499663,0.000000,119.989386,10.009069,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

2,00:15-00:30,0.000000,143.065010,44.761192,403.987419,17.426987,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,44.276291,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,121.582090,21.499663,0.000000,119.989386,10.009069,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

3,00:30-00:45,0.000000,143.065010,44.761192,403.987419,15.218939,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,44.276291,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,123.524296,21.499663,0.000000,119.989386,10.009069,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

4,00:45-01:00,0.000000,143.065010,44.761192,403.987419,14.877673,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,33.207218,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,125.466502,21.499663,0.000000,119.989386,10.009069,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

5,01:00-01:15,0.000000,143.065010,44.761192,403.987419,13.988806,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,33.207218,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,127.408708,21.499663,0.000000,119.989386,20.018139,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

6,01:15-01:30,0.000000,143.065010,44.761192,403.987419,13.273599,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,129.350914,21.499663,0.000000,119.989386,20.018139,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

7,01:30-01:45,0.000000,143.065010,44.761192,403.987419,10.114764,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,46.787784,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,131.293119,21.499663,0.000000,119.989386,20.018139,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

8,01:45-02:00,0.000000,143.065010,44.761192,403.987419,11.376665,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,664.054429,21.831161,133.235326,21.499663,0.000000,119.989386,20.018139,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

9,02:00-02:15,0.000000,143.065010,44.761192,403.987419,10.658834,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,593.376835,21.831161,135.173764,21.499663,0.000000,119.989386,20.018139,5.364151,27.106835,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

10,02:15-02:30,0.000000,143.065010,44.761192,403.987419,13.515733,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,514.435150,21.831161,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

11,02:30-02:45,0.000000,143.065010,44.761192,403.987419,13.029952,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,650.996760,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,466.200150,21.831161,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

12,02:45-03:00,0.000000,143.065010,44.761192,403.987419,14.458149,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,621.486366,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,466.200150,21.831161,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

13,03:00-03:15,0.000000,143.065010,44.761192,403.987419,14.406212,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,542.805530,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,26.663325,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,462.132396,21.831161,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

14,03:15-03:30,0.000000,143.065010,44.761192,403.987419,17.242034,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,465.629530,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,20.546952,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,413.897396,16.478716,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,42.301988,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

15,03:30-03:45,0.000000,143.065010,44.761192,403.987419,19.149859,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,388.453530,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,20.546952,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,370.485896,19.378797,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

16,03:45-04:00,0.000000,143.065010,44.761192,403.987419,19.293970,13.409330,5.168948,0.000000,38.057675,0.000000,0.000000,0.000000,125.970622,0.000000,0.000000,0.000000,0.000000,369.159530,49.278909,33.548407,0.000000,0.865046,22.138145,0.000000,0.000000,32.714425,0.000000,24.054409,49.323182,31.191856,36.552984,0.831996,0.000000,0.000000,18.663196,2.980923,0.000000,370.485896,19.378797,136.727027,21.499663,0.000000,119.989386,20.018139,5.364151,13.553418,43.321421,0.752147,0.000000,22.378566,93.629868,0,0,0,0,0

