Block,Time,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/15022024/HP-44,NR/30092023/31122025/SH-07,NR/01022024/29022024/79,NR/01022024/15022024/HP-39,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/20122023/29022024/IEX_LDC_231218_00502,NR/08022024/08022024/HPX-TAMCTG-070224-06109,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/08022024/08022024/DD20240208NR22653,NR/30092023/26122029/SH-06,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/15022024/HP-37,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/16072048/L_NR_2022_08
51,12:30-12:45,0.650000,0.000000,1.340000,1.380000,0.000000,0.000000,25.380000,96.250000,51.580000,57.750000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.950000,270.700000,0.000000,16.650000,4.810000,260.450000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,39.26,39.26,82,32.5,32.5,160.881498,46.54,193,47,0,91.49,14.38,14.37,46,32.5,43.12,93,6.01,232.72,0,0,0,15.21

52,12:45-13:00,0.650000,0.000000,1.340000,1.380000,0.000000,0.000000,25.380000,96.250000,51.580000,51.980000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.950000,270.700000,0.000000,16.650000,4.810000,260.450000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,41.08,41.08,82,32.5,32.5,159.60582,46.54,193,47,0,91.51,14.54,14.55,46,32.5,43.62,93,6.01,232.72,0,0,0,14.74

53,13:00-13:15,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,51.980000,55.460000,96.250000,106.960000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.990000,270.700000,0.000000,16.650000,4.810000,200.420000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,41.75,41.75,84,32.5,32.5,157.005774,46.54,196,47,0,91.49,17.38,17.37,46,32.5,52.12,93,6.01,232.72,0,0,0,14.71

54,13:15-13:30,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,51.980000,55.460000,96.250000,98.470000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.990000,270.700000,0.000000,16.650000,4.810000,227.070000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,42.42,42.42,84,32.5,32.5,155.02896,46.54,196,47,0,91.48,17.27,17.26,46,32.5,51.8,93,6.01,232.72,0,0,0,14.42

55,13:30-13:45,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,52.940000,50.690000,96.250000,89.980000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.990000,270.700000,0.000000,16.650000,4.810000,227.070000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,43.42,43.42,84,32.5,32.5,152.195202,46.54,196,47,0,91.47,16.91,16.91,46,32.5,50.73,93,6.01,232.72,0,0,0,14.31

56,13:45-14:00,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,52.940000,50.690000,96.250000,84.890000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.990000,270.700000,0.000000,16.650000,4.810000,227.070000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,84,32.5,32.5,148.660308,46.54,196,47,0,91.46,16.16,16.14,45,32.5,48.47,93,6.01,232.72,0,0,0,14.18

57,14:00-14:15,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,52.940000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.990000,270.700000,0.000000,16.650000,4.810000,227.070000,16.240000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,84,32.5,32.5,144.307422,46.54,196,47,0,85.79,17.21,17.21,45,32.5,51.62,93,6.51,232.72,12.99,0,28.88,14.16

58,14:15-14:30,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,52.940000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,15.200000,6.740000,0.990000,270.700000,0.000000,15.590000,4.810000,227.070000,15.200000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,82,32.5,32.5,139.321566,46.54,193,47,0,83.97,17.03,17.03,43.58,32.5,51.08,93,6.96,232.72,12.99,0,28.88,14.25

59,14:30-14:45,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,52.940000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,14.460000,6.740000,0.990000,270.700000,0.000000,14.820000,4.810000,252.100000,14.460000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,81,32.5,32.5,133.478766,46.54,189,46,0,81.27,18.97,18.98,43.4,32.5,56.92,91,7.21,232.72,12.99,0,28.88,13.42

60,14:45-15:00,0.650000,0.000000,1.390000,1.470000,0.000000,0.000000,25.380000,96.250000,51.580000,52.940000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,13.540000,6.740000,0.990000,270.700000,0.000000,13.880000,4.810000,252.100000,13.540000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,79,32.5,32.5,126.282384,46.54,186,44,0,78.44,18.38,18.37,42.39,32.5,55.12,87,7.21,232.72,12.99,0,28.88,13.08

61,15:00-15:15,0.690000,0.000000,1.430000,1.380000,0.000000,0.000000,25.380000,96.250000,51.580000,64.490000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,12.560000,6.740000,0.990000,270.700000,0.000000,12.870000,4.810000,203.970000,12.560000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,77,32.5,32.5,108.471582,46.54,181,42,0,74.6,21.67,21.66,39.32,32.5,65,85,7.21,232.72,12.99,0,28.88,12.76

62,15:15-15:30,0.690000,0.000000,1.430000,1.380000,0.000000,0.000000,25.380000,96.250000,51.580000,64.490000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,11.670000,6.740000,0.990000,270.700000,0.000000,11.960000,4.810000,200.560000,11.670000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,71,32.5,32.5,94.614408,43.34,165,40,0,69.84,21.5,21.5,36.55,32.5,64.5,80,7.21,216.72,0,0,0,12.4

63,15:30-15:45,0.690000,0.000000,1.430000,1.380000,0.000000,0.000000,25.380000,96.250000,51.580000,78.920000,50.690000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,10.770000,6.740000,0.990000,270.700000,0.000000,11.050000,4.810000,200.560000,10.770000,0.000000,25.380000,18.290000,5.780000,0.000000,50,50,67,32.5,32.5,81.224658,40.32,155,38,0,65.03,21.33,21.34,34.41,32.5,64,76,7.61,201.6,12.99,0,28.88,16.19

64,15:45-16:00,0.690000,0.000000,1.430000,1.380000,0.000000,0.000000,25.380000,96.250000,51.580000,78.920000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,9.710000,6.740000,0.990000,270.700000,0.000000,9.950000,4.810000,248.680000,9.710000,0.000000,25.380000,18.290000,5.780000,0.000000,53.33,53.33,61,32.5,32.5,68.526306,37.3,143,34,0,59.41,21.17,21.16,31.2,32.5,63.5,68,7.81,186.48,12.99,0,28.88,16.12

65,16:00-16:15,0.690000,0.000000,1.430000,1.470000,21.180000,0.000000,25.380000,96.250000,51.580000,78.920000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,8.380000,6.740000,0.990000,270.700000,0.000000,8.600000,4.810000,260.450000,8.380000,0.000000,25.380000,18.290000,5.780000,0.000000,46.97,46.97,58,32.5,32.5,57.69765,36.63,134,31,0,60.53,21,21,28.38,32.5,63,62,9.44,183.13,0,0,0,17.76

66,16:15-16:30,0.690000,0.000000,1.430000,1.470000,21.180000,0.000000,25.380000,96.250000,51.580000,78.920000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,6.870000,6.740000,0.990000,270.700000,0.000000,7.040000,4.810000,260.450000,6.870000,0.000000,25.380000,18.290000,5.780000,0.000000,45.96,45.96,52,33,30,47.949912,32.23,120,27,0,54.1,20.5,20.5,24.62,33,61.5,55,9.5,161.13,0,0,0,17.59

67,16:30-16:45,0.690000,0.000000,1.430000,1.470000,21.180000,0.000000,25.380000,96.250000,51.580000,78.920000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,5.420000,6.740000,0.990000,270.700000,0.000000,5.570000,4.810000,260.450000,5.420000,0.000000,25.380000,18.290000,5.780000,0.000000,25.4,25.4,45,33,17,44.882442,27.83,105,24,0,46.36,17.17,17.16,21.54,20.87,51.51,48,10.21,139.13,0,0,0,13.51

68,16:45-17:00,0.690000,0.000000,1.430000,1.470000,21.180000,0.000000,25.380000,96.250000,51.580000,78.920000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,4.080000,6.740000,0.990000,270.700000,0.000000,4.180000,4.810000,260.450000,4.080000,0.000000,25.380000,18.290000,5.780000,0.000000,25.25,25.25,37,33,7,32.544396,23.43,88,19,0,38.32,16.83,16.84,16.61,10.97,50.5,39,10.61,117.14,0,0,0,12.81

69,17:00-17:15,0.690000,0.000000,1.430000,1.380000,22.140000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,2.950000,6.740000,0.990000,270.700000,0.000000,3.030000,4.810000,260.450000,2.950000,24.060000,30.800000,18.290000,5.780000,0.000000,26.73,26.73,30,23.39,1,21.81312,18.94,70,14,0,29.81,16.5,16.5,12,4.08,49.5,29,11.21,94.72,0,0,0,12.1

70,17:15-17:30,0.690000,0.000000,1.430000,1.380000,22.140000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,1.930000,6.740000,0.990000,270.700000,0.000000,1.980000,4.810000,260.450000,1.930000,24.060000,30.800000,18.290000,5.780000,0.000000,20.47,20.47,22,9.41,0,14.198004,14.46,53,10,0,21.73,16,16,8,0.58,48,19,11.81,72.31,0,0,0,11.14

71,17:30-17:45,0.690000,0.000000,1.430000,1.380000,23.100000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,1.030000,6.740000,0.990000,270.700000,0.000000,1.060000,4.810000,260.450000,1.030000,24.060000,30.800000,18.290000,5.780000,0.000000,19.34,19.34,15,2.57,0,8.170182,9.98,35,5,0,13.7,15.5,15.5,5,0,46.5,10,12.21,49.88,0,0,0,10.44

72,17:45-18:00,0.690000,0.000000,1.430000,1.380000,23.100000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.460000,6.740000,0.990000,270.700000,0.000000,0.470000,4.810000,260.450000,0.460000,24.060000,30.800000,18.290000,5.780000,0.000000,17.75,17.75,7,0,0,3.447252,5.49,18,2,0,6.49,14.92,14.91,3,0,44.76,5,12.6,27.48,0,0,0,9.72

73,18:00-18:15,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.110000,6.740000,0.950000,270.700000,0.000000,0.110000,4.810000,260.450000,0.110000,144.380000,30.800000,18.290000,5.780000,0.000000,20,20,3,0,0,0.63297,3.09,7,0,0,2.21,14.94,14.94,1,0,44.82,0,13,15.46,0,0,0,9.1

74,18:15-18:30,0.690000,0.000000,1.390000,1.470000,24.060000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,18.67,18.67,1,0,0,0,1.37,3,0,0,0.27,14.46,14.47,0,0,43.38,0,13.6,6.87,0,0,0,8.34

75,18:30-18:45,0.690000,0.000000,1.390000,1.470000,24.060000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,48.120000,30.800000,18.290000,5.780000,0.000000,19,19,0,0,0,0,0.34,1,0,0,0,10.83,10.84,0,0,32.5,0,12.22,1.72,0,0,0,7.69

76,18:45-19:00,0.690000,0.000000,1.390000,1.470000,24.060000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,48.120000,30.800000,18.290000,5.780000,0.000000,19,19,0,0,0,0,0,0,0,0,0,10.5,10.5,0,0,31.5,0,12.85,0,0,0,0,7.29

77,19:00-19:15,0.690000,0.000000,1.390000,1.470000,24.060000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,19,19,0,0,0,0,0,0,0,0,0,10.33,10.34,0,0,31,0,13.39,0,0,0,0,8.66

78,19:15-19:30,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,19.33,19.33,0,0,0,0,0,0,0,0,0,10.17,10.16,0,0,30.5,0,14,0,0,0,0,8.66

79,19:30-19:45,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,15.67,15.67,0,0,0,0,0,0,0,0,0,10.5,10.5,0,0,31.5,0,14.63,0,0,0,0,8.66

80,19:45-20:00,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,96.250000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,15.67,15.67,0,0,0,0,0,0,0,0,0,10.83,10.84,0,0,32.5,0,15.28,0,0,0,0,8.34

81,20:00-20:15,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,14,14,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,18.19,0,0,0,0,8.34

82,20:15-20:30,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,14,14,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,18.48,0,0,0,0,8.34

83,20:30-20:45,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,14,14,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,18.87,0,0,0,0,7.66

84,20:45-21:00,0.690000,0.000000,1.390000,1.470000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,14,14,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,19.05,0,0,0,0,7.34

85,21:00-21:15,0.690000,0.000000,1.340000,1.380000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,0.000000,30.800000,18.290000,5.780000,0.000000,14,14,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,21.1,0,0,0,0,7

86,21:15-21:30,0.690000,0.000000,1.340000,1.380000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,0.000000,30.800000,18.290000,5.780000,0.000000,14,14,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,21.05,0,0,0,0,6.66

87,21:30-21:45,0.690000,0.000000,1.340000,1.380000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,0.000000,30.800000,18.290000,5.780000,0.000000,20,20,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,23.53,0,0,0,0,6.66

88,21:45-22:00,0.690000,0.000000,1.340000,1.380000,23.100000,0.000000,30.800000,0.000000,0.000000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,0.000000,30.800000,18.290000,5.780000,0.000000,24,24,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,23.11,0,0,0,0,6.66

89,22:00-22:15,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,30.800000,0.000000,0.000000,99.730000,66.920000,96.250000,84.890000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,30.800000,18.290000,5.780000,152.540000,26,26,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,27.48,0,0,0,0,6.66

90,22:15-22:30,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,30.800000,0.000000,0.000000,99.730000,66.920000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,30.800000,18.290000,5.780000,152.540000,28.09,28.09,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,27.12,0,0,0,0,6.66

91,22:30-22:45,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,30.800000,0.000000,0.000000,70.860000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,30.800000,18.290000,5.780000,152.540000,27.03,27.03,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,26.72,0,0,0,0,6.66

92,22:45-23:00,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,30.800000,0.000000,0.000000,69.300000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,30.800000,18.290000,5.780000,152.540000,26.08,26.08,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,25.88,0,0,0,0,6.66

93,23:00-23:15,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,64.490000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,20,20,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,25.1,0,0,0,0,6.66

94,23:15-23:30,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,69.300000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,19.33,19.33,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,24.28,0,0,0,0,6.66

95,23:30-23:45,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,59.680000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,18.67,18.67,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,23.67,0,0,0,0,6.66

96,23:45-24:00,0.690000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,59.680000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,231.990000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,18,18,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,22.5,0,23.06,0,0,0,0,6.66

