Block,Time Block,DULHASTI,MAPS,FSTPP I & II,JHAJJAR,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,UNCHAHAR2,ANTA_RF,ANTA_GF,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,UNCHAHAR3,URI2,AURY_CRF,ANTA_LF,DHAULIGNGA,SEWA2,TALA,SALAL,SINGRAULI,TEHRI,TANDA2,SASAN,SIMHST1,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,RSTPSU7,RSTPSU1TO6,RIHAND3,RIHAND2,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,NTPL,RAMPUR,NNTPP,NLCTS2EXP,PARBATI3,RAPPC,RAPPB,RIHAND1,BSIUL,BRBCL,KUDGI,KKNPPU2,KOLDAM,KOTESHWR,NLCIIST2,NJPC,NLCEXP,NAPP,NLCIIST1,KKNP,KHSTPP-I,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,14.24,230.95,0,0,0,0,0,0,0,27.65,0,0,0.63,12.64,0,0,0,17.34,4.14,0,0,0,0,0,12.28,134.27,25.07,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,476.9,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,38.2,0,0,0,95.03,0,0,0,0,0

63,15:30-15:45,0,0,13.28,230.95,0,0,0,0,0,0,0,27.65,0,0,0.63,12.64,0,0,0,17.34,4.14,0,0,0,0,0,12.28,134.27,25.07,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,99.4,0,0,553.8,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

64,15:45-16:00,0,0,13.14,230.95,0,0,0,0,0,0,0,27.65,0,0,0.63,12.64,0,0,0,17.34,4.14,0,0,0,0,0,12.28,134.27,25.07,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,110.95,0,0,582.27,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

65,16:00-16:15,0,0,13.12,230.95,0,0,0,0,0,0,0,27.65,0,0,0.63,12.64,0,0,0,17.34,4.14,0,0,0,0,0,12.28,134.27,37.6,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,0,0,582.27,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

66,16:15-16:30,0,0,15.35,286.7,0,0,0,0,0,0,0,33.28,0,0,0.63,15.29,0,0,0,20.85,4.14,0,0,0,0,0,12.28,134.27,37.6,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,0,0,582.27,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

67,16:30-16:45,0,0,19.17,344.37,0,0,0,0,0,0,0,35.51,0,0,0.63,15.93,0,0,0,24.56,4.14,0,0,0,0,0,12.28,134.27,37.6,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,0,0,582.27,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,18.21,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

68,16:45-17:00,0,0,19.36,397.21,0,0,0,0,0,0,0,39.99,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,0,0,0,12.28,134.27,37.6,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,0,0,582.27,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,40.05,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

69,17:00-17:15,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,0,5.07,0,2.24,134.27,37.6,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,0,0,582.27,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,60.08,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

70,17:15-17:30,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,8,10.12,0,2.24,134.27,49.54,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,9.3,2.56,652.26,12.69,0,0,0,0,0,25.13,0,88.43,2.11,14.42,0,0,0,25.59,0,80.1,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

71,17:30-17:45,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,17.56,10.12,0,2.24,134.27,49.54,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,112.41,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

72,17:45-18:00,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,17.56,10.12,0,2.24,134.27,49.54,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,114.15,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,18.8,14.42,0,0,0,37.53,0,112.41,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

73,18:00-18:15,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,12.28,134.27,49.54,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,18.8,14.42,0,0,0,37.53,0,112.41,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

74,18:15-18:30,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,67.01,134.27,49.54,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,112.41,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

75,18:30-18:45,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,67.01,134.27,49.54,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,71,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

76,18:45-19:00,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,0.63,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,53.61,134.27,49.54,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,18.63,37.98,656.3,12.69,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,58.81,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

77,19:00-19:15,31.68,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,10.34,0,0,17.56,5.07,0,53.61,134.27,37.6,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,1.92,656.3,0,0,0,0,0,3.67,25.13,0,88.43,1.06,14.42,0,0,0,25.59,0,58.26,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

78,19:15-19:30,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,10.34,0,0,7.87,5.07,0,12.28,134.27,37.6,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,656.3,0,0,0,0,0,15.9,25.13,0,88.43,0,14.42,0,0,0,17.25,0,58.26,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

79,19:30-19:45,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,10.34,0,0,7.61,5.07,0,2.24,134.27,37.6,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,656.3,0,0,0,0,0,15.9,25.13,0,88.43,0,14.42,0,0,0,8.53,0,40.05,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

80,19:45-20:00,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,15.92,17.28,0,0,0,25.38,10.34,0,0,0,0,0,2.24,134.27,25.07,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,656.3,0,0,0,0,0,15.9,25.13,0,88.43,0,14.42,0,0,0,8.53,0,18.21,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

81,20:00-20:15,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,13.79,17.28,0,0,0,25.38,10.34,0,0,0,0,0,2.24,134.27,25.07,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,656.29,0,0,0,0,0,15.9,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

82,20:15-20:30,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,13.79,17.28,0,0,0,25.38,10.34,0,0,0,0,0,2.24,134.27,25.07,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,656.29,0,0,0,0,0,15.9,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

83,20:30-20:45,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,13.79,17.28,0,0,0,25.38,4.14,0,0,0,0,0,2.24,134.27,25.07,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,656.29,0,0,0,0,0,15.9,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

84,20:45-21:00,15.84,0,19.36,417.79,0,0,0,0,0,0,0,40.75,0,0,13.79,17.28,0,0,0,25.38,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,603.78,0,0,0,0,0,3.43,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

85,21:00-21:15,15.84,0,19.36,366.81,0,0,0,0,0,0,0,40.75,0,0,13.79,17.28,0,0,0,25.38,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,577.32,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

86,21:15-21:30,15.84,0,19.36,293.6,0,0,0,0,0,0,0,40.75,0,0,13.79,17.28,0,0,0,25.38,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,0,577.32,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

87,21:30-21:45,15.84,0,19.36,230.95,0,0,0,0,0,0,0,35.12,0,0,13.79,16.55,0,0,0,21.87,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,505.59,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

88,21:45-22:00,15.84,0,19.36,230.95,0,0,0,0,0,0,0,35.12,0,0,13.79,16.55,0,0,0,21.87,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,447.92,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

89,22:00-22:15,15.84,0,15.88,230.95,0,0,0,0,0,0,0,27.65,0,0,6.37,12.64,0,0,0,17.45,6.85,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,390.25,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

90,22:15-22:30,15.84,0,15.88,230.95,0,0,0,0,0,0,0,27.65,0,0,6.37,12.64,0,0,0,17.34,6.85,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,351.8,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

91,22:30-22:45,15.84,0,13.12,230.95,0,0,0,0,0,0,0,27.65,0,0,2.12,12.64,0,0,0,17.34,6.85,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,332.58,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

92,22:45-23:00,15.84,0,13.12,230.95,0,0,0,0,0,0,0,27.65,0,0,2.12,12.64,0,0,0,17.34,6.85,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,313.35,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

93,23:00-23:15,15.84,0,13.29,230.95,0,0,0,0,0,0,0,27.65,0,0,1.07,12.64,0,0,0,17.34,6.85,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,284.66,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,41.43,0,0,0,95.03,0,0,0,0,0

94,23:15-23:30,15.84,0,13.32,230.95,0,0,0,0,0,0,0,27.65,0,0,1.07,12.64,0,0,0,17.34,6.85,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,284.66,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,41.43,0,0,0,95.03,0,0,0,0,0

95,23:30-23:45,15.84,0,13.33,230.95,0,0,0,0,0,0,0,27.65,0,0,1.07,12.64,0,0,0,17.34,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,284.66,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,38.2,0,0,0,95.03,0,0,0,0,0

96,23:45-24:00,15.84,0,13.36,230.95,0,0,0,0,0,0,0,27.65,0,0,1.07,12.64,0,0,0,17.34,4.14,0,0,0,0,0,2.24,134.27,12.53,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,284.66,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,38.2,0,0,0,95.03,0,0,0,0,0

