Block,Time,UNCHAHAR4,RIHAND1,AURY_CRF,SALAL,JHAJJAR,DADRT2,TANDA2,ANTA_LF,AURY_LF,UNCHAHAR2,RAMPUR,DADRI_RF,AURY_GF,RAPPC,ANTA_CRF,NJPC,TANAKPUR,KOTESHWR,CHAMERA1,DHAULIGNGA,CHAMERA3,URI,AURY_RF,PARBATI3,CHAMERA2,RAPPB,UNCHAHAR3,SINGRAULI_HYDRO,ANTA_RF,SEWA2,KISHANGANGA,BSIUL,DADRI_GF,ANTA_GF,RIHAND2,NAPP,KOLDAM,DADRI_LF,URI2,SINGRAULI,UNCHAHAR1,DULHASTI,TEHRI,DADRI_CRF,RIHAND3,TALA,KHSTPP-II,FSTPP I & II,KUDGI,SASAN,KHSTPP-I,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.471271,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,12.878764,8.578496,40.744549,26.434121,28.095016,23.479210,0.000000,0.000000,38.194433,0.000000,14.196568,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,31.729878,123.156801,19.319500,47.790319,43.849512,0.000000,119.547560,25.578882,142.603355,13.166454,74.44,403.476412,29.917903,19.334041,0,0,0,0,0

2,00:15-00:30,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.471271,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,12.878764,8.578496,40.744549,26.434121,28.095016,46.958419,0.000000,0.000000,38.194433,0.000000,25.131570,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,31.729878,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,25.578882,142.603355,13.166454,74.44,403.476412,29.926132,19.334041,0,0,0,0,0

3,00:30-00:45,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.469435,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,12.878764,9.531662,34.595293,26.434121,18.711136,46.958419,0.000000,0.000000,38.194433,0.000000,25.418023,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,31.729878,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,25.578882,142.603355,13.166454,74.44,403.476412,29.926132,18.926655,0,0,0,0,0

4,00:45-01:00,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.469435,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,12.878764,9.531662,27.111102,26.434121,18.711136,23.479210,0.000000,0.000000,38.194433,0.000000,25.418023,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,31.729878,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,25.578882,142.603355,13.166454,74.44,403.476412,29.926132,17.144270,0,0,0,0,0

5,01:00-01:15,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.469435,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,12.878764,9.531662,27.111102,26.434121,18.711136,17.075789,0.000000,0.000000,38.194433,0.000000,25.418023,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,31.729878,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,17.052588,142.603355,13.166454,74.44,403.476412,29.926132,15.835856,0,0,0,0,0

6,01:15-01:30,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.469435,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,12.878764,9.531662,13.517366,26.434121,18.711136,17.075789,0.000000,0.000000,38.194433,0.000000,25.418023,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,31.729878,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,17.052588,142.603355,13.166454,74.44,403.476412,29.926132,15.842919,0,0,0,0,0

7,01:30-01:45,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.469435,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,11.888090,9.531662,13.517366,26.434121,18.711136,17.075789,0.000000,0.000000,38.194433,0.000000,25.418023,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,13.004048,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,17.052588,142.603355,13.166454,74.57,403.476412,29.926132,16.192293,0,0,0,0,0

8,01:45-02:00,0.000000,88.936400,0.000000,83.124600,631.400202,663.910184,0.000000,0.000000,0.000000,19.469435,0.000000,0.000000,0.000000,49.437715,0.000000,147.847581,11.888090,9.531662,0.000000,26.434121,18.711136,17.075789,0.000000,0.000000,38.194433,0.000000,25.418023,0.000000,0.000000,0.000000,0.000000,6.335558,0.000000,0.000000,114.191438,37.683899,0.000000,0.000000,9.753036,123.254250,19.319500,47.790319,43.849512,0.000000,119.547560,17.052588,142.603355,13.166454,74.57,403.476412,29.926132,16.331115,0,0,0,0,0

