Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
16,03:45-04:00,39.744,27.165099,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.6138,15.00135,348.975

17,04:00-04:15,39.744,27.165099,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,348.975

18,04:15-04:30,39.744,27.165099,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,348.975

19,04:30-04:45,39.744,31.95894,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.7612,15.00135,348.975

20,04:45-05:00,39.744,31.95894,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.7612,15.00135,348.975

21,05:00-05:15,47.472,31.95894,124.384996,130.580717,0,132.923905,12.0414,63.745048,20.427664,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.6142,15.00135,348.975

22,05:15-05:30,47.472,31.95894,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,44.306625,0,5.534085,48.849727,9.154482,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.526,15.00135,348.975

23,05:30-05:45,47.472,31.95894,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,44.306625,0,5.534085,48.849727,12.205976,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.473962,15.00135,348.975

24,05:45-06:00,47.472,31.95894,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,44.306625,0,5.534085,48.849727,78.386778,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.2026,15.00135,348.975

25,06:00-06:15,47.472,35.154834,124.384996,130.580717,0,132.923905,2.562,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,78.386778,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,51.87616,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.227884,15.00135,348.975

26,06:15-06:30,47.472,35.154834,124.384996,130.580717,0,132.923905,2.562,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,78.386778,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,51.87616,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.33784,15.00135,348.975

27,06:30-06:45,47.472,35.154834,124.384996,130.580717,0,132.923905,2.562,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,78.386778,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,51.87616,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.673,15.00135,348.975

28,06:45-07:00,47.472,35.154834,124.384996,130.580717,0,132.923905,5.124,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,78.386778,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,51.87616,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.673,15.00135,348.975

29,07:00-07:15,47.472,35.154834,124.384996,130.580717,0,132.923905,12.0414,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,78.386778,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,392.943785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,51.485133,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.967,15.00135,348.975

30,07:15-07:30,47.472,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,9.154482,6.745515,0,97.055943,28.045,48.499829,688.415948,59.175403,382.843785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,51.485133,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.967,15.00135,348.975

31,07:30-07:45,47.472,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,17.927664,27.63898,77.854,1.212818,43.706625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.967,15.00135,348.975

32,07:45:08:00,47.472,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,17.927664,27.63898,77.854,1.212818,44.306625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,81.47076,0,0,0,62.196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.967,15.00135,348.975

33,08:00-08:15,39.744,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,17.927664,27.63898,77.854,1.212818,44.306625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,81.47076,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.967,15.00135,348.975

34,08:15-08:30,39.744,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,20.427664,27.63898,77.854,1.212818,44.306625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,81.47076,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.967,15.00135,348.975

35,08:30-08:45,39.744,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,20.427664,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,19.5624,0,0,0,50.833423,0,81.47076,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.82,15.00135,348.975

36,08:45:09:00,39.744,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,20.427664,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,19.5624,0,0,0,50.833423,0,81.47076,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.82,15.00135,348.975

37,09:00:09:15,30.36,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,20.427664,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,19.5624,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.82,15.00135,348.975

38,09:15-09:30,30.36,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,20.427664,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,19.5624,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.82,15.00135,348.975

39,09:30-09:45,30.36,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,19.5624,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.526,15.00135,348.975

40,09:45-10:00,30.36,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,16.783217,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,19.5624,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,32.171,148.302375,8.526,15.00135,348.975

41,10:00-10:15,30.36,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

42,10:15-10:30,30.36,35.154834,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,27.65,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

43,10:30-10:45,30.36,35.154834,124.384996,130.580717,0,132.923905,1.7934,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,6.300308,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

44,10:45-11:00,30.36,35.154834,124.384996,130.580717,0,132.923905,1.7934,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,3.747395,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

45,11:00-11:15,30.36,37.89052,124.384996,130.580717,0,132.923905,3.0744,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,0,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,3.747395,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

46,11:15-11:30,30.36,37.89052,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,0,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,1.873697,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

47,11:30-11:45,30.36,37.89052,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,0,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,1.873697,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

48,11:45-12:00,30.36,37.89052,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,0,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,1.873697,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.833423,0,80.112914,0,0,0,61.92938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

49,12:00-12:15,30.36,37.89052,124.384996,130.580717,0,132.923905,9.9918,63.745048,22.630299,27.63898,77.854,1.212818,44.906625,0,5.534085,48.849727,0,6.745515,0,97.055943,28.045,48.499829,688.715948,59.175403,422.443785,8.340651,31.125953,1.873697,179.962454,67.823003,34.831253,43.536137,0,0,0,0,50.181712,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.673,15.00135,348.975

