Block,Time,KHSTPP-I,KKNPPU2,KOTESHWR,NLCTS2EXP,RAPPC,SIMHST1,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_LF,BSIUL,CHAMERA2,MAPS,NAPP,NLCEXP,NTPL,PARBATI3,RSTPSU7,UNCHAHAR4,URI,VALLURNTECL,ANTA_CRF,BRBCL,CHAMERA3,DULHASTI,JHAJJAR,KGSU3AND4,RSTPSU1TO6,TANAKPUR,TEHRI,DADRI_LF,KISHANGANGA,KKNP,KOLDAM,NNTPP,RAPPB,RIHAND1,RIHAND2,SALAL,SEWA2,SINGRAULI,UNCHAHAR2,URI2,AURY_GF,AURY_LF,SASAN,SIMHST2,DADRI_RF,FSTPP I & II,KHSTPP-II,KUDGI,NJPC,RAMPUR,TANDA2,ANTA_GF,KGSU1AND2,NLCIIST1,RIHAND3,UNCHAHAR1,UNCHAHAR3,ANTA_RF,CHAMERA1,DADRT2,DHAULIGNGA,NLCIIST2,TALA,TALST2,AURY_CRF,AURY_RF,DADRI_CRF,DADRI_GF
42,10:15-10:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,572.3,0,0,1.28,31.12,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,8.07,0,0,246.38,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.31,0,683.14,0,0,0,0,0,70.59,2.19,0

43,10:30-10:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,552.3,0,0,1.28,15.56,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,8.07,0,0,266.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.1,0,683.14,0,0,0,0,0,70.59,2.19,0

44,10:45-11:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,552.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,8.07,0,0,277.88,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.89,0,683.14,0,0,0,0,0,70.59,2.19,0

45,11:00-11:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,289.12,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.68,0,683.14,0,0,0,0,0,70.59,2.19,0

46,11:15-11:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,300.38,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.68,0,683.14,0,0,0,0,0,70.59,2.19,0

47,11:30-11:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,311.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.47,0,683.14,0,0,0,0,0,70.59,2.19,0

48,11:45-12:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,322.88,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.47,0,683.14,0,0,0,0,0,70.59,2.19,0

49,12:00-12:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,334.12,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.36,0,683.14,0,0,0,0,0,70.59,2.19,0

50,12:15-12:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,345.38,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.16,0,683.14,0,0,0,0,0,70.59,2.19,0

51,12:30-12:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,356.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,43.16,0,683.14,0,0,0,0,0,70.59,2.19,0

52,12:45-13:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,367.88,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

53,13:00-13:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,379.12,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

54,13:15-13:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,390.38,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

55,13:30-13:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,401.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

