Block,Time,KHSTPP-I,KKNPPU2,KOTESHWR,NLCTS2EXP,RAPPC,SIMHST1,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_LF,BSIUL,CHAMERA2,MAPS,NAPP,NLCEXP,NTPL,PARBATI3,RSTPSU7,UNCHAHAR4,URI,VALLURNTECL,ANTA_CRF,BRBCL,CHAMERA3,DULHASTI,JHAJJAR,KGSU3AND4,RSTPSU1TO6,TANAKPUR,TEHRI,DADRI_LF,KISHANGANGA,KKNP,KOLDAM,NNTPP,RAPPB,RIHAND1,RIHAND2,SALAL,SEWA2,SINGRAULI,UNCHAHAR2,URI2,AURY_GF,AURY_LF,SASAN,SIMHST2,DADRI_RF,FSTPP I & II,KHSTPP-II,KUDGI,NJPC,RAMPUR,TANDA2,ANTA_GF,KGSU1AND2,NLCIIST1,RIHAND3,UNCHAHAR1,UNCHAHAR3,ANTA_RF,CHAMERA1,DADRT2,DHAULIGNGA,NLCIIST2,TALA,TALST2,AURY_CRF,AURY_RF,DADRI_CRF,DADRI_GF
56,13:45-14:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.79,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.74,0,683.14,0,0,0,0,0,70.59,2.19,0

57,14:00-14:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

58,14:15-14:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

59,14:30-14:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

60,14:45-15:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,0,654.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

61,15:00-15:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

62,15:15-15:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,0,23.57,0,0,0,0,0,92,118.75,9.29,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

63,15:30-15:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,12.6,23.57,0,0,0,0,0,92,118.75,41.83,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

64,15:45-16:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,15.56,23.57,0,0,0,0,0,92,118.75,41.83,0,125.96,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

65,16:00-16:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,15.82,23.57,0,0,0,0,0,92,118.75,41.83,0,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

66,16:15-16:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,28.98,23.57,0,0,0,0,0,92,118.75,41.83,0,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

67,16:30-16:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,46.68,23.57,0,0,0,0,0,92,118.75,41.83,0,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,42.94,0,683.14,0,0,0,0,0,70.59,2.19,0

68,16:45-17:00,45.22,0,8.88,0,54.31,0,0,0,0,0,3.33,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,46.68,23.57,0,0,0,0,0,92,118.75,41.83,0,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,23.39,0,0,0,0,0,124.32,20.56,26.39,42.94,13.59,683.14,0,0,0,0,0,70.59,2.19,0

69,17:00-17:15,45.22,0,17.75,0,54.31,0,0,0,0,1.1,13.17,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,1.28,62.24,23.57,0,0,0,0,0,92,118.75,9.29,0,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,46.79,0,0,0,0,0,124.32,20.56,26.39,43.26,28.05,683.14,0,0,0,0,0,70.59,2.19,0

70,17:15-17:30,45.22,0,26.63,0,54.31,0,0,0,0,6.52,13.17,0,44.32,0,0,0,0,0,1.11,0,0,20,9.67,32.95,654.3,0,0,1.28,62.24,23.57,0,0,0,0,0,92,118.75,1.4,5.27,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,70.17,0,0,0,0,0,124.32,20.56,26.39,43.57,42.15,682.79,0,0,0,0,0,70.59,2.19,0

71,17:30-17:45,45.22,0,39.83,0,54.31,0,0,0,0,13.04,26.34,0,44.32,0,0,0,0,0,1.11,0,0,20,19.38,32.95,654.3,0,0,1.28,62.24,23.57,0,0,0,0,0,92,118.75,1.4,10.53,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,92.05,0,0,0,0,0,124.32,20.56,26.39,44.41,42.15,682.79,7.92,0,0,0,0,70.59,2.19,0

72,17:45-18:00,45.22,0,39.83,0,54.31,0,0,0,0,13.04,26.34,0,44.32,0,0,0,0,0,1.11,0,0,20,19.38,32.95,654.3,0,0,1.28,62.24,23.57,0,0,0,0,0,92,118.75,1.4,15.06,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,116.48,0,0,0,0,0,124.32,20.56,26.39,44.41,42.15,682.79,15.98,0,0,0,0,70.59,2.19,0

73,18:00-18:15,45.22,0,39.83,0,54.31,0,0,0,0,13.04,26.34,0,44.32,0,0,0,0,0,1.11,0,0,20,19.38,32.95,654.3,0,0,1.28,62.24,23.57,0,0,0,0,0,92,118.75,1.4,15.06,120,42.39,4.31,0,0,410.62,0,67.18,15.29,148.3,0,140.35,0,0,0,0,0,124.32,20.56,26.39,44.63,42.15,682.79,27.41,0,0,0,0,70.59,2.19,0

74,18:15-18:30,45.22,0,39.83,0,54.31,0,0,0,0,13.04,26.34,0,44.32,0,0,0,0,0,1.11,0,0,20,19.38,32.95,654.3,0,0,1.28,62.24,23.57,0,0,0,0,0,92,118.75,1.4,15.06,120,42.39,8.07,0,0,410.62,0,67.18,15.29,148.3,0,140.35,0,0,0,0,0,124.32,20.56,26.39,44.83,42.15,682.79,27.41,0,0,0,0,70.59,2.19,0

75,18:30-18:45,45.22,0,39.83,0,54.31,0,0,0,0,13.04,26.34,0,44.32,0,0,0,0,0,26.49,0,0,20,19.38,32.95,654.3,0,0,1.79,62.24,23.57,0,0,0,0,0,92,118.75,1.4,10.53,125.96,42.39,8.07,0,0,390.38,0,67.18,15.29,148.3,0,140.35,0,0,0,0,0,124.32,20.56,26.39,44.83,42.15,682.79,27.41,0,0,0,0,71.46,2.19,0

76,18:45-19:00,45.22,0,19.72,0,54.31,0,0,0,0,6.52,26.34,0,44.32,0,0,0,0,0,26.49,0,0,20,9.67,32.95,654.3,0,0,1.79,62.24,23.57,0,0,0,0,0,92,118.75,1.4,10.53,125.96,42.39,8.07,0,0,370.12,0,67.18,15.29,148.3,0,116.96,0,0,0,0,0,124.32,20.56,26.39,44.83,28.05,682.79,27.41,0,0,0,0,71.46,2.19,0

77,19:00-19:15,45.22,0,8.88,0,54.31,0,0,0,0,1.1,13.07,0,44.32,0,0,3.82,0,0,4.41,0,0,20,9.67,32.95,654.3,0,0,1.79,62.24,23.57,0,0,0,0,0,92,118.75,1.4,5.27,125.96,42.39,10.76,0,0,348.98,0,67.18,15.29,148.3,0,93.56,0,0,0,0,0,124.32,20.56,26.39,45.05,14.05,682.79,27.41,0,0,0,0,71.46,2.19,0

78,19:15-19:30,45.22,0,8.88,0,54.31,0,0,0,0,0,13.07,0,44.32,0,0,16.55,0,0,3.31,0,0,20,9.67,32.95,654.3,0,0,1.79,62.24,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,10.76,0,0,348.98,0,67.18,15.29,148.3,0,70.17,0,0,0,0,0,124.32,20.56,26.39,45.05,14.05,682.79,15.98,0,0,0,0,71.46,2.19,0

79,19:30-19:45,45.22,0,8.88,0,54.31,0,0,0,0,0,13.07,0,44.32,0,0,16.55,0,0,3.31,0,0,20,9.67,32.95,654.3,0,0,1.79,62.24,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,10.76,0,0,348.98,0,67.18,15.29,148.3,0,46.79,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,7.92,0,0,0,0,71.46,2.19,0

80,19:45-20:00,45.22,0,8.88,0,54.31,0,0,0,0,0,13.07,0,44.32,0,0,16.55,0,0,6.63,0,0,20,9.67,32.95,654.3,0,0,1.79,62.24,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,23.3,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

81,20:00-20:15,45.22,0,8.88,0,54.31,0,0,0,0,0,13.07,0,44.32,0,0,16.55,0,0,26.49,0,0,20,9.67,32.95,654.3,0,0,1.79,46.68,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

82,20:15-20:30,45.22,0,8.88,0,54.31,0,0,0,0,0,13.07,0,44.32,0,0,16.55,0,0,26.49,0,0,20,9.67,32.95,654.3,0,0,1.79,46.68,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

83,20:30-20:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,16.55,0,0,26.49,0,0,20,9.67,32.95,654.3,0,0,1.79,31.12,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

84,20:45-21:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,3.56,0,0,26.49,0,0,20,9.67,32.95,654.3,0,0,1.79,31.12,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

85,21:00-21:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,26.49,0,0,20,9.67,16.48,654.3,0,0,1.15,31.12,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

86,21:15-21:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,15.45,0,0,20,9.67,16.48,654.3,0,0,1.15,31.12,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

87,21:30-21:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,15.45,0,0,20,9.67,16.48,654.3,0,0,1.15,15.56,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

88,21:45-22:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,15.45,0,0,20,9.67,16.48,654.3,0,0,1.15,15.56,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.41,0,683.14,0,0,0,0,0,71.46,2.19,0

89,22:00-22:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,7.73,0,0,20,0,16.48,654.3,0,0,0,15.56,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,23.39,0,0,0,0,0,124.32,20.56,26.39,44.63,0,683.14,0,0,0,0,0,71.46,2.19,0

90,22:15-22:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,7.73,0,0,20,0,16.48,654.3,0,0,0,15.56,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,23.39,0,0,0,0,0,124.32,20.56,26.39,44.83,0,683.14,0,0,0,0,0,71.46,2.19,0

91,22:30-22:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,6.63,0,0,20,0,16.48,654.3,0,0,0,15.56,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,23.39,0,0,0,0,0,124.32,20.56,26.39,44.83,0,683.14,0,0,0,0,0,71.46,2.19,0

92,22:45-23:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,6.63,0,0,20,0,16.48,654.3,0,0,0,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,23.39,0,0,0,0,0,124.32,20.56,26.39,44.83,0,683.14,0,0,0,0,0,71.46,2.19,0

93,23:00-23:15,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,0,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,44.83,0,683.14,0,0,0,0,0,71.46,2.19,0

94,23:15-23:30,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,1.11,0,0,20,0,16.48,654.3,0,0,0,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,45.05,0,683.14,0,0,0,0,0,71.46,2.19,0

95,23:30-23:45,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,0.55,0,0,15,0,16.48,654.3,0,0,0,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,45.05,0,683.14,0,0,0,0,0,71.46,2.19,0

96,23:45-24:00,45.22,0,8.88,0,54.31,0,0,0,0,0,0,0,44.32,0,0,0,0,0,0.55,0,0,15,0,16.48,654.3,0,0,0,0,23.57,0,0,0,0,0,92,118.75,1.4,0,125.96,42.39,4.31,0,0,348.98,0,67.18,15.29,148.3,0,0,0,0,0,0,0,124.32,20.56,26.39,45.05,0,683.14,0,0,0,0,0,71.46,2.19,0

