Time,Block,WR/2024/21710/A/6189,WR/2024/21675/A/6124,WR/2024/21740/A/6193,SR/2024/11975/C,NER/2024/2023/A/6138,NR/2024/18388/A/5994,NR/2024/18691/A/6190,NR/2024/18723/C,Total
19,04:30-04:45,0.000000,0.000000,100.000000,0.00,25.000000,0.390000,0.000000,0,125.39

20,04:45-05:00,0.000000,0.000000,100.000000,0.00,25.000000,0.390000,0.000000,0,125.39

21,05:00-05:15,0.000000,0.000000,100.000000,0.00,25.000000,0.390000,0.000000,0,125.39

22,05:15-05:30,0.000000,0.000000,100.000000,0.00,25.000000,0.390000,0.000000,0,125.39

23,05:30-05:45,0.000000,0.000000,100.000000,0.00,25.000000,0.390000,0.000000,0,125.39

24,05:45-06:00,0.000000,0.000000,100.000000,0.00,25.000000,0.390000,0.000000,0,125.39

25,06:00-06:15,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,0,308.19

26,06:15-06:30,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,0,308.19

27,06:30-06:45,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,0,308.19

28,06:45-07:00,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,0,308.19

29,07:00-07:15,0.000000,0.000000,100.000000,0.00,25.000000,0.580000,182.660000,0.26,308.5

30,07:15-07:30,0.000000,0.000000,100.000000,0.00,25.000000,0.580000,182.660000,0.57,308.81

31,07:30-07:45,0.000000,0.000000,100.000000,0.00,25.000000,0.580000,182.660000,1,309.24

32,07:45:08:00,0.000000,0.000000,100.000000,0.00,25.000000,0.580000,182.660000,1.53,309.77

33,08:00-08:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,2.11,310.73

34,08:15-08:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,2.74,311.36

35,08:30-08:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,3.36,311.98

36,08:45:09:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,4,312.62

37,09:00:09:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,4.59,313.21

38,09:15-09:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,5.17,313.79

39,09:30-09:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,5.75,314.37

40,09:45-10:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,6.11,314.73

41,10:00-10:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,6.35,314.97

42,10:15-10:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,6.55,315.17

43,10:30-10:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,6.74,315.36

44,10:45-11:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.12,315.74

45,11:00-11:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.36,315.98

46,11:15-11:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.51,316.13

47,11:30-11:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.61,316.23

48,11:45-12:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.7,316.32

49,12:00-12:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.04,316.66

50,12:15-12:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.18,316.8

51,12:30-12:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.28,316.9

52,12:45-13:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.52,317.14

53,13:00-13:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.68,317.3

54,13:15-13:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.88,317.5

55,13:30-13:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.66,317.28

56,13:45-14:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.47,317.09

57,14:00-14:15,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,8.23,316.85

58,14:15-14:30,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.89,316.51

59,14:30-14:45,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.61,316.23

60,14:45-15:00,0.000000,0.000000,100.000000,0.00,25.000000,0.960000,182.660000,7.12,315.74

61,15:00-15:15,0.000000,0.000000,100.000000,0.00,25.000000,0.770000,182.660000,6.84,315.27

62,15:15-15:30,0.000000,0.000000,100.000000,0.00,25.000000,0.770000,182.660000,6.45,314.88

63,15:30-15:45,0.000000,0.000000,100.000000,0.00,25.000000,0.770000,182.660000,6.07,314.5

64,15:45-16:00,0.000000,0.000000,100.000000,0.00,25.000000,0.770000,182.660000,5.39,313.82

65,16:00-16:15,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,4.72,312.91

66,16:15-16:30,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,4.43,312.62

67,16:30-16:45,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,3.37,311.56

68,16:45-17:00,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,2.48,310.67

69,17:00-17:15,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,1.59,309.78

70,17:15-17:30,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,1.24,309.43

71,17:30-17:45,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,0.84,309.03

72,17:45-18:00,0.000000,0.000000,100.000000,0.00,25.000000,0.530000,182.660000,0.52,308.71

73,18:00-18:15,25.000000,57.760000,100.000000,0.00,25.000000,0.530000,102.010000,0.26,310.56

74,18:15-18:30,25.000000,57.760000,100.000000,0.00,25.000000,0.530000,102.010000,0.1,310.4

75,18:30-18:45,25.000000,57.760000,100.000000,0.00,25.000000,0.530000,102.010000,0,310.3

76,18:45-19:00,25.000000,57.760000,100.000000,0.00,25.000000,0.530000,102.010000,0,310.3

77,19:00-19:15,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

78,19:15-19:30,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

79,19:30-19:45,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

80,19:45-20:00,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

81,20:00-20:15,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

82,20:15-20:30,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

83,20:30-20:45,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

84,20:45-21:00,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

85,21:00-21:15,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

86,21:15-21:30,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

87,21:30-21:45,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

88,21:45-22:00,25.000000,57.760000,100.000000,0.00,25.000000,0.630000,102.010000,0,310.4

89,22:00-22:15,0.000000,57.760000,100.000000,0.00,25.000000,0.530000,0.000000,0,183.29

90,22:15-22:30,0.000000,57.760000,100.000000,0.00,25.000000,0.530000,0.000000,0,183.29

91,22:30-22:45,0.000000,57.760000,100.000000,0.00,25.000000,0.530000,0.000000,0,183.29

92,22:45-23:00,0.000000,57.760000,100.000000,0.00,25.000000,0.530000,0.000000,0,183.29

93,23:00-23:15,0.000000,0.000000,100.000000,0.00,25.000000,0.480000,0.000000,0,125.48

94,23:15-23:30,0.000000,0.000000,100.000000,0.00,25.000000,0.480000,0.000000,0,125.48

95,23:30-23:45,0.000000,0.000000,100.000000,0.00,25.000000,0.480000,0.000000,0,125.48

96,23:45-24:00,0.000000,0.000000,100.000000,0.00,25.000000,0.480000,0.000000,0,125.48

