Block,Time,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/04042024/30042024/SJVN040424NR1694,NR/01042024/30042024/PTC/OA/32001,NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
37,09:00:09:15,100.260000,29.68,65.747989,26.950000,43.33,0,65,29.69,9.710000,16.050000,9.710000,29.68,58,0,7.260000,34.52,52.610000,2.380000,2.630000,21.67,29.57,115.050000,1.850000,43.33,21.66,0,40.900000,0.000000,137,15,25.630000,25.630000,67,6.01,33,219.290000,147.86,62.28,9.960000,0.000000,272.120000

38,09:15-09:30,100.260000,29.68,71.016788,26.950000,44,0,65,29.69,10.840000,12.260000,10.840000,29.68,64,0,7.260000,37.21,52.610000,2.380000,2.630000,21.67,33,115.050000,1.850000,44,21.66,0,40.900000,0.000000,151,15,25.630000,25.630000,71,6.01,36,201.010000,165.01,68.72,11.110000,0.000000,272.120000

39,09:30-09:45,71.390000,30.53,74.863693,26.950000,44.67,0,64.5,30.54,11.890000,12.260000,11.890000,30.53,70,0,7.260000,39.84,52.610000,2.380000,2.550000,21.5,36.11,115.050000,1.850000,44.67,21.5,0,40.900000,0.000000,165,15,25.630000,25.630000,79,4,39,201.010000,180.53,74.7,12.190000,0.000000,272.120000

40,09:45-10:00,52.930000,30.53,77.220531,26.950000,47,0,64.5,30.54,12.840000,12.260000,12.840000,30.53,75,0,7.260000,42.04,52.610000,2.380000,2.550000,21.5,40,115.050000,1.850000,47,21.5,0,40.900000,0.000000,175,15,25.630000,25.630000,85,4,42,167.410000,200,80.01,13.160000,0.000000,272.120000

41,10:00-10:15,65.440000,30.53,78.515818,26.950000,40,0,47.5,30.54,13.690000,12.260000,13.690000,30.53,79,0,7.170000,43.96,52.610000,2.380000,2.550000,15.83,43.33,115.050000,1.850000,40,15.84,0,40.900000,0.000000,186,11,25.630000,25.630000,91,4,46,201.010000,216.67,84.62,14.040000,0.000000,272.120000

42,10:15-10:30,65.440000,30.53,80.34675,26.950000,41,0,47.5,30.54,14.450000,12.260000,14.450000,30.53,82,0,7.170000,45.8,52.610000,2.380000,2.550000,15.83,45.83,115.050000,1.850000,41,15.84,0,40.900000,0.000000,193,11,25.630000,25.630000,94,4,47,201.010000,229.17,88.8,14.810000,0.000000,272.120000

43,10:30-10:45,65.440000,30.53,72.351031,26.950000,42,0,49,30.54,15.130000,12.260000,15.130000,30.53,85,0,7.170000,46.55,52.610000,2.380000,2.550000,16.33,47.5,115.050000,1.850000,42,16.34,0,40.900000,0.000000,200,11,25.630000,25.630000,95,4,47,201.010000,237.5,91.13,15.510000,0.000000,272.120000

44,10:45-11:00,65.440000,30.5,76.967317,26.950000,45,0,48.5,30.5,15.710000,12.260000,15.710000,30.5,87,0,7.170000,47.6,52.610000,2.380000,2.550000,16.17,47.5,115.050000,1.850000,45,16.16,0,40.900000,0.000000,203,11,25.630000,25.630000,95,4,47,201.010000,237.5,91.96,16.100000,0.000000,272.120000

45,11:00-11:15,65.440000,30.5,80.687615,26.950000,47.67,0,48.5,30.5,16.160000,12.260000,16.160000,30.5,90,0,7.070000,48,52.610000,2.300000,2.550000,16.17,47.5,115.050000,1.850000,47.67,16.16,0,40.900000,0.000000,210,11.66,25.630000,25.630000,95,4,47,201.010000,237.5,92.08,16.570000,0.000000,272.120000

46,11:15-11:30,84.690000,30.5,80.190926,26.950000,50.33,0,48,30.5,16.450000,12.260000,16.450000,30.5,90,0,7.070000,48,52.610000,2.300000,2.550000,16,47.5,115.050000,1.850000,50.33,16,0,40.900000,0.000000,210,12.34,25.630000,25.630000,95,4,47,201.010000,237.5,92.04,16.870000,0.000000,272.120000

47,11:30-11:45,55.820000,30.5,82.021858,25.980000,54,0,54,30.5,16.640000,12.260000,16.640000,30.5,90,0,7.070000,48,52.610000,2.300000,2.550000,18,47.5,115.050000,1.850000,54,18,0,40.900000,0.000000,210,13,25.630000,25.630000,95,4,47,201.010000,237.5,92.12,17.060000,0.000000,272.120000

48,11:45-12:00,52.930000,30.5,86.180411,25.980000,56.67,0,56,30.5,16.660000,12.260000,16.660000,30.5,90,0,7.070000,48,52.610000,2.300000,2.550000,18.67,47.5,115.050000,1.850000,56.67,18.66,0,40.900000,0.000000,210,13.66,25.630000,25.630000,95,5.01,47,201.010000,237.5,92.3,17.080000,0.000000,272.120000

49,12:00-12:15,52.930000,30.5,93.163274,26.950000,56.67,0,57.5,30.5,16.660000,12.260000,16.660000,30.5,90,0,6.990000,48,33.680000,2.300000,2.550000,19.17,47.5,94.310000,1.850000,56.67,19.16,0,40.900000,0.000000,210,16.66,25.630000,25.630000,95,6.01,47,172.880000,237.5,92.4,17.080000,0.000000,272.120000

50,12:15-12:30,52.930000,30.5,97.506868,26.950000,56.67,0,59.5,30.5,16.660000,12.260000,16.660000,30.5,90,0,6.990000,48,33.680000,2.300000,2.550000,19.83,47.5,70.160000,1.850000,56.67,19.84,0,40.900000,0.000000,210,17.34,25.630000,25.630000,95,6.41,47,124.760000,237.5,92.36,17.080000,0.000000,272.120000

51,12:30-12:45,52.930000,30.5,100.788911,25.020000,56.67,0,62,30.5,16.660000,12.260000,16.660000,30.5,90,0,6.990000,48,33.680000,2.300000,2.550000,20.67,47.5,70.160000,1.850000,56.67,20.66,0,40.900000,0.000000,210,18,25.630000,25.630000,95,7.61,47,159.760000,237.5,92.31,17.080000,0.000000,272.120000

52,12:45-13:00,52.930000,30.5,102.756189,25.020000,56.67,0,64,30.5,16.660000,12.260000,16.660000,30.5,90,0,6.990000,48,33.680000,2.300000,2.550000,21.33,47.5,70.160000,1.850000,56.67,21.34,0,40.900000,0.000000,210,18.66,25.630000,25.630000,95,8.01,47,159.760000,237.5,92.25,17.080000,0.000000,272.120000

53,13:00-13:15,52.930000,30.5,105.37598,25.020000,56.67,0,66,30.5,16.660000,12.260000,16.660000,30.5,82,0,6.890000,48,33.680000,2.380000,2.630000,22,47.5,70.160000,1.940000,56.67,22,0,40.900000,0.000000,193,19.34,25.980000,25.980000,95,9.01,47,130.890000,237.5,92.15,17.080000,0.000000,230.980000

54,13:15-13:30,52.930000,30.5,109.56375,25.020000,56.67,0,66,30.5,16.660000,12.260000,16.660000,30.5,82,0,6.890000,48,33.680000,2.380000,2.630000,22,47.5,70.160000,1.940000,56.67,22,0,40.900000,0.000000,193,20,25.980000,25.980000,95,9.41,47,130.890000,237.5,92.15,17.080000,0.000000,230.980000

55,13:30-13:45,54.860000,30.83,115.611669,25.020000,53.33,0,59.5,30.84,16.660000,12.260000,16.660000,30.83,84,0,6.890000,48,33.680000,2.380000,2.630000,19.83,48.92,70.160000,1.940000,53.33,19.84,0,40.900000,0.000000,196,20.66,25.980000,25.980000,95,9.81,47,145.250000,244.63,92.05,17.080000,0.000000,272.120000

56,13:45-14:00,54.860000,30.83,115.144197,25.020000,53.33,0,60,30.84,16.640000,12.260000,16.640000,30.83,84,0,6.890000,48,33.680000,2.380000,2.630000,20,48.92,70.160000,1.940000,53.33,20,0,40.900000,0.000000,196,21,25.980000,25.980000,95,10.41,47,145.250000,244.63,92.1,17.050000,0.000000,272.120000

57,14:00-14:15,60.630000,30.83,112.495189,25.020000,53.33,0,60,30.84,16.420000,12.260000,16.420000,30.83,84,0,6.890000,48,33.680000,2.380000,2.630000,20,48.92,70.160000,1.940000,53.33,20,0,40.900000,0.000000,196,21.34,25.980000,25.980000,95,12.6,47,145.250000,244.63,91.95,16.830000,0.000000,272.120000

58,14:15-14:30,89.500000,31,107.489343,25.980000,53.33,0,60,31,16.040000,12.260000,16.040000,31,84,0,6.890000,47.4,33.680000,2.380000,2.630000,20,48.92,70.160000,1.940000,53.33,20,0,40.900000,0.000000,196,21.66,25.980000,25.980000,95,13.4,47,174.120000,244.63,91.59,16.450000,0.000000,272.120000

59,14:30-14:45,60.630000,31,101.665421,26.950000,53.33,0,61,31,15.550000,12.260000,15.550000,31,79,0,6.890000,43,52.610000,2.380000,2.630000,20.33,48.92,94.310000,1.940000,53.33,20.34,0,40.900000,0.000000,186,20,25.980000,25.980000,95,14.6,47,201.010000,244.63,90.9,15.940000,0.000000,272.120000

60,14:45-15:00,89.500000,31,96.133669,26.950000,53.33,0,61.5,31,14.920000,12.260000,14.920000,31,78,0,6.890000,41.48,52.610000,2.380000,2.630000,20.5,48.92,115.050000,1.940000,53.33,20.5,0,40.900000,0.000000,182,20,25.980000,25.980000,91,16,45,201.010000,244.63,89.01,15.290000,0.000000,272.120000

61,15:00-15:15,100.260000,31,106.1551,26.950000,47.33,0,62.5,31,14.220000,12.260000,14.220000,31,73,0,6.890000,39.56,52.610000,2.450000,2.630000,20.83,46.55,115.050000,2.040000,47.33,20.84,0,40.900000,0.000000,172,18.34,25.980000,25.980000,81,16.2,41,201.010000,232.77,85.21,14.570000,0.000000,272.120000

62,15:15-15:30,100.260000,31,97.107569,27.910000,47,0,63.5,31,13.350000,16.050000,13.350000,31,69,0,6.890000,36.94,52.610000,2.450000,2.630000,21.17,44.29,115.050000,2.040000,47,21.16,0,40.900000,0.000000,161,18.34,25.980000,25.980000,77,16.4,38,211.590000,221.46,80.21,13.690000,0.000000,272.120000

63,15:30-15:45,100.260000,31,87.271179,27.910000,47.67,0,64.5,31,12.320000,16.050000,12.320000,31,62,0,6.890000,34.6,52.610000,2.450000,2.630000,21.5,41.22,115.050000,2.040000,47.67,21.5,0,40.900000,0.000000,146,18.34,0.000000,25.980000,70,16.2,35,237.580000,206.11,68.84,12.630000,0.000000,272.120000

64,15:45-16:00,100.260000,31,77.512701,28.870000,47.33,0,65.5,31,11.210000,16.050000,11.210000,31,57,0,6.890000,31.92,76.310000,2.450000,2.630000,21.83,38.65,115.050000,2.040000,47.33,21.84,0,40.900000,0.000000,133,18.34,0.000000,25.980000,63,16.8,32,261.290000,193.26,63.62,11.490000,0.000000,272.120000

65,16:00-16:15,100.260000,31,67.725006,29.830000,47,0,62.5,31,10.060000,16.050000,10.060000,31,52,0,6.990000,28.86,76.310000,2.450000,2.630000,20.83,31.47,115.050000,2.130000,47,20.84,0,40.900000,0.000000,123,18,25.980000,25.980000,58,16.2,29,261.290000,157.37,58.17,10.310000,0.000000,272.120000

66,16:15-16:30,100.260000,31,57.976267,29.830000,47,0,63,31,9.010000,16.050000,9.010000,31,46,0,6.990000,25.67,76.310000,2.450000,2.630000,21,28.08,115.050000,2.130000,47,21,0,40.900000,0.000000,109,18,25.980000,25.980000,51,16.6,25,261.290000,140.41,52.45,9.230000,0.000000,272.120000

67,16:30-16:45,100.260000,31,52.610078,29.830000,47,0,64,31,7.610000,16.050000,7.610000,31,40,0,6.990000,23.15,86.810000,2.450000,2.630000,21.33,25.06,115.050000,2.130000,47,21.34,0,40.900000,0.000000,95,18.34,30.800000,16.740000,43,17.2,22,261.290000,125.32,46.45,7.800000,0.000000,272.120000

68,16:45-17:00,100.260000,31,42.510735,29.830000,46.67,0,65.5,31,6.030000,16.050000,6.030000,31,34,0,6.990000,19.74,86.810000,2.450000,2.630000,21.83,22.27,115.050000,2.130000,46.67,21.84,0,40.900000,0.000000,81,18.66,30.800000,16.740000,37,17.4,18,261.290000,111.33,39.75,6.180000,0.000000,272.120000

69,17:00-17:15,100.260000,33,33.1126,30.800000,53.33,0,67,27.53,4.280000,16.050000,4.280000,28.08,27,0,6.990000,15.54,86.810000,2.600000,2.710000,22.33,19.56,115.050000,2.130000,53.33,22.34,0,40.900000,0.000000,63,21.66,30.800000,0.000000,30,14.44,15,261.290000,97.81,32.98,4.380000,0.000000,272.120000

70,17:15-17:30,100.260000,22,23.675509,30.800000,54,0,69.5,16.72,3.010000,16.050000,3.010000,17.05,19,0,6.990000,12,86.810000,2.600000,2.710000,23.17,15.66,115.050000,2.130000,54,23.16,0,40.900000,0.000000,46,21.66,30.800000,0.000000,23,14.32,12,261.290000,78.3,26.74,3.080000,0.000000,272.120000

71,17:30-17:45,100.260000,7,15.494749,30.800000,54.67,0,71.5,9.13,2.120000,16.050000,2.120000,9.31,13,0,6.990000,9,86.810000,2.600000,2.710000,23.83,11.44,115.050000,2.130000,54.67,23.84,0,40.900000,0.000000,32,24,30.800000,0.000000,17,14.08,9,261.290000,57.2,20.53,2.180000,0.000000,272.120000

72,17:45-18:00,100.260000,1,8.823534,30.800000,53.67,0,73.5,3.72,1.590000,16.050000,1.590000,3.79,7,0,6.990000,6,86.810000,2.600000,2.710000,24.5,7.83,115.050000,2.130000,53.67,24.5,0,40.900000,0.000000,18,24.34,30.800000,0.000000,13,13.72,6,261.290000,39.16,14.52,1.620000,0.000000,272.120000

