Block,Time,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/04042024/30042024/SJVN040424NR1694,NR/01042024/30042024/PTC/OA/32001,NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
1,00:00-00:15,100.260000,0,0,28.870000,44,0,68,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.450000,2.710000,22.67,0,115.050000,2.040000,44,22.66,0,40.900000,0.000000,0,18.66,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

2,00:15-00:30,100.260000,0,0,28.870000,44.33,0,68.5,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.450000,2.710000,22.83,0,115.050000,2.040000,44.33,22.84,0,40.900000,0.000000,0,19,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

3,00:30-00:45,100.260000,0,0,28.870000,45,0,69,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.450000,2.710000,23,0,115.050000,2.040000,45,23,0,40.900000,0.000000,0,19,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

4,00:45-01:00,100.260000,0,0,28.870000,45.33,0,62.5,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.450000,2.710000,20.83,0,115.050000,2.040000,45.33,20.84,0,40.900000,0.000000,0,19.34,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

5,01:00-01:15,100.260000,0,0,28.870000,45.67,0,64,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.380000,2.710000,21.33,0,115.050000,2.040000,45.67,21.34,0,40.900000,0.000000,0,19.34,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

6,01:15-01:30,100.260000,0,0,28.870000,46,0,65,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.380000,2.710000,21.67,0,115.050000,2.040000,46,21.66,0,40.900000,0.000000,0,19.34,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

7,01:30-01:45,100.260000,0,0,28.870000,46.33,0,66,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.380000,2.630000,22,0,115.050000,2.040000,46.33,22,0,40.900000,0.000000,0,19.66,30.800000,0.000000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

8,01:45-02:00,100.260000,0,0,28.870000,46.67,0,68,0,0.000000,16.050000,0.000000,0,0,0,7.620000,0,86.810000,2.380000,2.630000,22.67,0,115.050000,2.040000,46.67,22.66,0,40.900000,0.000000,0,19.66,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

9,02:00-02:15,100.260000,0,0,28.870000,47.33,0,68.5,0,0.000000,16.050000,0.000000,0,0,0,7.540000,0,86.810000,2.380000,2.630000,22.83,0,115.050000,2.040000,47.33,22.84,0,40.900000,0.000000,0,20,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

10,02:15-02:30,100.260000,0,0,28.870000,48,0,69.5,0,0.000000,16.050000,0.000000,0,0,0,7.540000,0,86.810000,2.380000,2.630000,23.17,0,115.050000,2.040000,48,23.16,0,40.900000,0.000000,0,20,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

11,02:30-02:45,100.260000,0,0,28.870000,48.33,0,70,0,0.000000,16.050000,0.000000,0,0,0,7.540000,0,86.810000,2.380000,2.630000,23.33,0,115.050000,2.040000,48.33,23.34,0,40.900000,0.000000,0,20.34,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

12,02:45-03:00,100.260000,0,0,28.870000,48.33,0,70.5,0,0.000000,16.050000,0.000000,0,0,0,7.540000,0,86.810000,2.380000,2.630000,23.5,0,115.050000,2.040000,48.33,23.5,0,40.900000,0.000000,0,20.66,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

13,03:00-03:15,100.260000,0,0,28.870000,48.67,0,62.5,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,20.83,0,115.050000,2.040000,48.67,20.84,0,40.900000,0.000000,0,21,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

14,03:15-03:30,100.260000,0,0,28.870000,48,0,63,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,21,0,115.050000,2.040000,48,21,0,40.900000,0.000000,0,21,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

15,03:30-03:45,100.260000,0,0,28.870000,47.67,0,75.5,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,25.17,0,115.050000,2.040000,47.67,25.16,0,40.900000,0.000000,0,21,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

16,03:45-04:00,100.260000,0,0,28.870000,47.33,0,75.5,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,25.17,0,115.050000,2.040000,47.33,25.16,0,40.900000,0.000000,0,21,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

17,04:00-04:15,100.260000,0,0,28.870000,52,0,75,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,25,0,115.050000,1.940000,52,25,0,40.900000,0.000000,0,20.66,30.800000,12.890000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

18,04:15-04:30,100.260000,0,0,28.870000,52.33,0,74,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,24.67,0,115.050000,1.940000,52.33,24.66,0,40.900000,0.000000,0,20.34,30.800000,12.890000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

19,04:30-04:45,100.260000,0,0,28.870000,52.67,0,73.5,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,24.5,0,115.050000,1.940000,52.67,24.5,0,40.900000,0.000000,0,20,30.800000,12.890000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

20,04:45-05:00,100.260000,0,0,28.870000,53,0,73,0,0.000000,16.050000,0.000000,0,0,0,7.440000,0,86.810000,2.300000,2.550000,24.33,0,115.050000,1.940000,53,24.34,0,40.900000,0.000000,0,19.66,30.800000,12.890000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

21,05:00-05:15,100.260000,0,0,28.870000,46,0,73,0,0.000000,16.050000,0.000000,0,0,0,7.350000,0,86.810000,2.300000,2.470000,24.33,0,115.050000,1.940000,46,24.34,0,40.900000,0.000000,0,19.34,30.800000,12.890000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

22,05:15-05:30,100.260000,0,0,27.910000,46.33,0,72.5,0,0.000000,16.050000,0.000000,0,0,0,7.350000,0,86.810000,2.300000,2.470000,24.17,0,115.050000,1.940000,46.33,24.16,0,40.900000,0.000000,0,18.66,30.800000,12.890000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

23,05:30-05:45,100.260000,0,0,27.910000,53.33,0,75,0,0.000000,16.050000,0.000000,0,0,0,7.350000,0,86.810000,2.450000,2.470000,25,0,115.050000,1.940000,53.33,25,0,40.900000,0.000000,0,20,30.800000,3.260000,0,6.01,0,261.290000,0,0,0.000000,0.000000,272.120000

24,05:45-06:00,100.260000,0,0,27.910000,53,0,74.5,0,0.000000,16.050000,0.000000,0,0,0,7.350000,0,86.810000,2.450000,2.470000,24.83,0,115.050000,1.940000,53,24.84,0,40.900000,0.000000,0,19.34,30.800000,3.260000,0,6.01,0,261.290000,0,0.18,0.000000,0.000000,272.120000

25,06:00-06:15,100.260000,0,0.29217,27.910000,52.67,0,74,0,0.000000,16.050000,0.000000,0,0,0,7.350000,0,86.810000,2.450000,2.470000,24.67,0,115.050000,1.940000,52.67,24.66,0,40.900000,0.000000,0,18.66,30.800000,3.260000,0,6.01,0,261.290000,0,1.66,0.000000,0.000000,272.120000

26,06:15-06:30,100.260000,0.5,2.132841,26.950000,52.33,0,73.5,1.22,0.000000,16.050000,0.000000,1.24,0,0,7.350000,0,86.810000,2.450000,2.470000,24.5,0,115.050000,1.940000,52.33,24.5,0,40.900000,0.000000,1,16.34,30.800000,3.260000,0,6.01,0,261.290000,0,3.79,0.000000,0.000000,272.120000

27,06:30-06:45,100.260000,5,4.742893,26.950000,58.33,0,78,5.48,0.000000,16.050000,0.000000,5.59,1,0,7.350000,0.5,86.810000,2.450000,2.470000,26,0.05,115.050000,1.940000,58.33,26,0,40.900000,0.000000,1,17.34,30.800000,0.000000,0,6.01,0,261.290000,0.26,6.53,0.000000,0.000000,272.120000

28,06:45-07:00,100.260000,15,7.479552,26.950000,58,0,77.5,11.48,0.160000,16.050000,0.160000,11.71,3,0,7.350000,1,86.810000,2.450000,2.470000,25.83,0.86,115.050000,1.940000,58,25.84,0,40.900000,0.000000,7,17,30.800000,0.000000,0,6.01,0,261.290000,4.28,9.75,0.160000,0.000000,272.120000

29,07:00-07:15,100.260000,24.54,10.264906,26.950000,57.67,0,75.5,20.49,0.610000,16.050000,0.610000,20.9,6,0,7.260000,3.5,86.810000,2.450000,2.470000,25.17,2.16,115.050000,1.940000,57.67,25.16,0,40.900000,0.000000,14,16.66,30.800000,3.260000,2,6.01,1,261.290000,10.83,11.67,0.620000,0.000000,272.120000

30,07:15-07:30,100.260000,26.32,13.274257,25.980000,57.33,0,73.5,26.31,1.150000,16.050000,1.150000,26.32,9,0,7.260000,6,86.810000,2.450000,2.470000,24.5,3.87,115.050000,1.940000,57.33,24.5,0,40.900000,0.000000,21,16.34,30.800000,3.260000,6,6.01,3,261.290000,19.33,15,1.170000,0.000000,272.120000

31,07:30-07:45,100.260000,26.98,16.955599,25.980000,57,0,71.5,26.99,1.820000,16.050000,1.820000,26.98,13,0,7.260000,11,86.810000,2.450000,2.470000,23.83,7.81,115.050000,1.940000,57,23.84,0,40.900000,0.000000,32,16,30.800000,12.890000,18,6.01,9,261.290000,39.07,18.33,1.870000,0.000000,272.120000

32,07:45:08:00,100.260000,27.15,20.753809,25.980000,56.67,0,69,27.15,2.640000,16.050000,2.640000,27.15,19,0,7.260000,15.35,75.630000,2.450000,2.470000,23,11.24,106.570000,1.940000,56.67,23,0,40.900000,0.000000,46,15.66,30.800000,24.760000,27,6.01,13,261.290000,56.2,24.19,2.690000,0.000000,272.120000

33,08:00-08:15,100.260000,29.18,24.93184,25.980000,50,0,66,29.19,4.760000,16.050000,4.760000,29.18,28,0,7.260000,20.35,52.610000,2.380000,2.470000,22,14.95,98.080000,1.850000,50,22,0,40.900000,0.000000,67,15.66,30.800000,24.760000,35,6.01,18,261.290000,74.75,32.21,4.870000,0.000000,272.120000

34,08:15-08:30,100.260000,29.18,29.226739,25.980000,50,0,63.5,29.19,6.020000,16.050000,6.020000,29.18,36,0,7.260000,24.52,33.680000,2.380000,2.470000,21.17,18.7,70.160000,1.850000,50,21.16,0,40.900000,0.000000,84,15.34,30.800000,24.760000,43,6.01,22,241.430000,93.5,40.36,6.170000,0.000000,272.120000

35,08:30-08:45,100.260000,29.68,33.570333,25.980000,43.33,0,61,29.69,7.300000,16.050000,7.300000,29.68,43,0,7.260000,28.13,33.680000,2.380000,2.630000,20.33,22.44,94.310000,1.850000,43.33,20.34,0,40.900000,0.000000,102,15,30.800000,24.760000,51,6.01,25,241.430000,112.18,48.05,7.480000,0.000000,272.120000

36,08:45:09:00,100.260000,29.68,37.806798,25.980000,43,0,58,29.69,8.530000,16.050000,8.530000,29.68,51,0,7.260000,31.44,52.610000,2.380000,2.630000,19.33,25.91,115.050000,1.850000,43,19.34,0,40.900000,0.000000,119,15,30.800000,24.760000,57,6.01,29,219.290000,129.56,55.38,8.740000,0.000000,272.120000

