Block,Time,SALAL,URI,RAPPB,UNCHAHAR4,ANTA_GF,RAMPUR,URI2,AURY_LF,RAPPC,AURY_CRF,DADRI_LF,JHAJJAR,UNCHAHAR3,TANDA2,CHAMERA2,DADRT2,SINGRAULI_HYDRO,CHAMERA3,SINGRAULI,NAPP,RIHAND1,BSIUL,ANTA_RF,DULHASTI,ANTA_LF,KOLDAM,RIHAND3,DHAULIGNGA,DADRI_RF,UNCHAHAR1,NJPC,AURY_RF,KISHANGANGA,UNCHAHAR2,RIHAND2,DADRI_GF,ANTA_CRF,CHAMERA1,DADRI_CRF,TEHRI,KOTESHWR,PARBATI3,TANAKPUR,SEWA2,AURY_GF,SASAN,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,54.299970,40.420752,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,9.247288,0.000000,403.484895,17.032171,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

7,01:30-01:45,54.299970,40.420752,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,14.616378,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

8,01:45-02:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,13.236286,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

9,02:00-02:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,13.276725,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

10,02:15-02:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,15.051230,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

11,02:30-02:45,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,14.924163,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

12,02:45-03:00,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,18.576240,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

13,03:00-03:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,18.596612,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

14,03:15-03:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,17.279750,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

15,03:30-03:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,18.341771,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

16,03:45-04:00,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,18.063130,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

17,04:00-04:15,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,23.124000,113.813438,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,18.890783,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

18,04:15-04:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,20.737603,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,12.989907,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

19,04:30-04:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,12.989907,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,16.018573,0.000000,114.145941,35.669830,0,0,0,0,0

20,04:45-05:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,27.946607,113.813438,0.000000,0.000000,0.000000,0.000000,12.989907,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,16.018573,0.000000,141.885877,35.669830,0,0,0,0,0

21,05:00-05:15,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,32.539707,113.813438,0.000000,0.000000,0.000000,0.000000,12.989907,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

22,05:15-05:30,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,30.733128,0.000000,51.963964,0.000000,0.000000,232.203500,15.416000,0.000000,0.000000,360.454985,0.774134,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,7.708000,0.000000,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

23,05:30-05:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,289.323056,18.900155,0.000000,0.000000,389.359985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,9.209550,0.000000,0.000000,0.000000,32.368590,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

24,05:45-06:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,347.133056,19.838947,0.000000,0.000000,447.169985,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,9.434303,20.985994,0.000000,0.000000,32.368590,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,17.217745,0.000000,141.885877,44.705514,0,0,0,0,0

25,06:00-06:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,410.729663,23.473812,0.000000,0.000000,509.025722,0.774134,0.000000,121.003556,41.983934,88.642000,6.282791,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.481112,45.074264,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

26,06:15-06:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,3.210864,596.704222,0.774134,0.000000,121.003556,41.983934,88.642000,1.059850,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,60.038190,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,38.969721,16.150187,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

27,06:30-06:45,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,12.689334,654.399565,0.774134,1.226921,121.003556,41.983934,88.642000,1.059850,0.000000,15.877374,0.000000,0.000000,58.463831,7.636701,0.000000,10.511785,82.119105,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,11.036892,0.000000,38.969721,24.225280,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

28,06:45-07:00,12.315457,40.420752,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,38.068001,654.399565,0.774134,28.002016,121.003556,41.983934,88.642000,18.848372,0.000000,31.754748,0.000000,0.000000,58.463831,15.782515,0.000000,10.511785,90.148529,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,13.548737,0.000000,38.969721,32.300374,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

29,07:00-07:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,38.068001,654.399565,0.774134,28.002016,121.003556,41.983934,88.642000,18.848372,0.000000,31.754748,0.000000,0.000000,58.463831,26.407712,0.000000,10.511785,90.148529,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,26.564658,0.000000,38.969721,32.300374,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

30,07:15-07:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,38.068001,654.399565,0.774134,28.002016,121.003556,41.983934,88.642000,18.848372,0.000000,31.754748,0.000000,0.000000,58.463831,26.407712,0.000000,10.511785,90.148529,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,40.609675,0.000000,38.969721,32.300374,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

31,07:30-07:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,38.068001,654.399565,0.774134,28.002016,121.003556,41.983934,88.642000,18.848372,0.000000,31.754748,0.000000,0.000000,58.463831,26.407712,0.000000,10.511785,90.148529,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,40.609675,0.000000,38.969721,32.300374,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

32,07:45:08:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,38.068001,654.399565,0.774134,28.002016,121.003556,41.983934,88.642000,12.565582,0.000000,31.754748,0.000000,0.000000,58.463831,26.407712,0.000000,10.511785,90.148529,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,40.609675,0.000000,38.969721,32.300374,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

33,08:00-08:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,38.068001,654.399565,0.792565,28.002016,121.003556,41.983934,88.642000,12.565582,0.000000,31.754748,0.000000,0.000000,58.463831,17.605141,0.000000,10.511785,90.148529,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,40.609675,0.000000,38.969721,32.300374,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

34,08:15-08:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,25.378667,654.399565,0.792565,1.226921,121.003556,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,8.802571,0.000000,10.511785,80.294236,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,25.118445,0.000000,38.969721,17.100198,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

35,08:30-08:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,12.586586,654.399565,0.792565,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,7.636701,0.000000,10.511785,67.611396,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,13.548737,0.000000,38.969721,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

36,08:45:09:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,654.399565,0.792565,0.000000,121.003556,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,67.611396,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,38.969721,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

37,09:00:09:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,654.495915,0.792565,0.000000,115.258688,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,45.074264,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,15.227200,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

38,09:15-09:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,654.399565,0.792565,0.000000,109.477688,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,22.537132,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,10.172016,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

39,09:30-09:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,654.399565,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,19.252368,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,5.086008,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

40,09:45-10:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,654.399565,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,0.000000,0.000000,0.000000,40.842861,113.813438,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,5.086008,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

41,10:00-10:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,583.118390,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,0.000000,0.000000,0.000000,40.842861,55.844460,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,5.086008,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

42,10:15-10:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,51.963964,0.000000,0.000000,419.541622,25.426861,0.000000,0.000000,583.118390,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,0.000000,0.000000,0.000000,40.842861,55.844460,0.000000,0.000000,0.000000,0.000000,25.979814,8.075094,0.000000,0.000000,0.000000,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

43,10:30-10:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,22.033703,0.000000,51.963964,0.000000,0.000000,347.133056,22.443384,0.000000,0.000000,579.072653,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.177258,0.000000,0.000000,0.000000,32.368590,55.844460,0.000000,0.000000,0.000000,0.000000,12.989907,8.075094,0.000000,0.493697,0.000000,0.000000,403.484895,19.269968,17.217745,0.000000,141.885877,44.705514,0,0,0,0,0

44,10:45-11:00,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,22.033703,0.000000,51.963964,0.000000,0.000000,298.598307,22.443384,0.000000,0.000000,579.072653,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.177258,0.000000,0.000000,0.000000,32.368590,55.844460,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,0.493697,0.000000,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

45,11:00-11:15,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,22.033703,0.000000,51.963964,0.000000,0.000000,270.053056,25.426861,0.000000,0.000000,525.647392,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,0.000000,0.000000,0.000000,40.842861,55.844460,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,5.554096,0.000000,0.000000,403.484895,19.269968,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

46,11:15-11:30,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,22.033703,0.000000,51.963964,0.000000,0.000000,234.403556,25.426861,0.000000,0.000000,476.074985,0.792565,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,15.877374,0.000000,0.000000,58.463831,0.000000,0.000000,10.511785,0.000000,0.000000,0.000000,40.842861,55.844460,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,5.554096,0.000000,0.000000,403.484895,16.178197,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

47,11:30-11:45,12.315457,34.038528,0.000000,0.000000,0.000000,0.000000,22.033703,0.000000,51.963964,0.000000,0.000000,234.403556,19.838947,0.000000,0.000000,449.096985,0.700407,0.000000,102.974062,41.983934,88.642000,0.000000,0.000000,1.854256,0.000000,0.000000,58.463831,0.000000,0.000000,9.434303,0.000000,0.000000,0.000000,40.842861,55.844364,0.000000,0.000000,0.000000,0.000000,0.000000,8.075094,0.000000,5.554096,0.000000,0.000000,403.484895,16.659540,19.973355,0.000000,141.885877,44.705514,0,0,0,0,0

