Block,Time Block,UNCHAHAR4,TANDA2,UNCHAHAR3,URI2,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TALA,SINGRAULI,TEHRI,UNCHAHAR1,SASAN,RSTPSU1TO6,SIMHST1,RSTPSU7,SIMHST2,SALAL,SEWA2,BRBCL,BSIUL,CHAMERA1,CHAMERA2,JHAJJAR,KGSU1AND2,CHAMERA3,KGSU3AND4,KHSTPP-II,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NTPL,PARBATI3,RIHAND3,RAPPB,RIHAND2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,KISHANGANGA,KOTESHWR,KUDGI,KOLDAM,MAPS,KKNP,KKNPPU2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0,0,14.26,4.14,0,0,7.51,0,22.49,3.18,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,94.74,0,11.1,0,249.29,18.41,42.31,0,0,0,0,0,0,100.8,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2,00:15-00:30,0,0,14.26,4.14,0,0,7.51,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,94.74,0,11.1,0,353.47,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

3,00:30-00:45,0,0,14.26,4.14,0,0,7.51,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,94.74,0,11.1,0,362.67,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

4,00:45-01:00,0,0,14.26,4.14,0,0,7.51,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,18,0,0,0,345.41,0,0,0,94.74,0,11.1,0,362.67,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

5,01:00-01:15,0,0,14.26,4.14,0,0,7.51,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,17.63,0,0,0,345.41,0,0,0,78.44,0,11.1,0,362.67,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

6,01:15-01:30,0,0,14.26,4.14,0,0,7.51,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,17.8,0,0,0,345.41,0,0,0,78.44,0,11.1,0,362.67,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,13.9,0,0,0,345.41,0,0,0,78.44,0,11.1,0,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,14.58,0,0,0,345.41,0,0,0,78.44,0,11.1,0,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,15.31,0,0,0,345.41,0,0,0,78.44,0,11.1,0,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,15.5,0,0,0,345.41,0,0,0,78.44,0,11.1,0,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,14.27,0,0,0,345.41,0,0,0,78.44,0,11.1,0,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,14.67,0,0,0,345.41,0,0,0,78.44,0,11.1,0,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,17.3,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,17.58,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,16.19,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,17.06,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,16.35,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,0,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,94.97,14.96,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,75.87,48.66,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,111.69,14.96,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,91.63,60.88,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,111.69,29.93,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,78.44,0,11.1,15.85,363.63,18.41,42.31,0,0,0,0,0,0,87.68,0,91.63,60.88,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,14.26,4.14,0,0,1.97,0,22.49,0.63,0,111.69,29.93,5.77,402.69,0,0,0,0,1.35,0,19.23,0,0,0,345.41,0,0,0,105.13,0,11.1,15.85,363.63,22.58,42.31,0,0,0,0,0,0,115.82,0,114.2,60.88,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,19.27,4.14,0,0,1.97,0,29.78,0.63,0,123.56,29.93,6.96,402.69,0,0,0,0,1.35,0,19.23,0,0,0,349.46,0,0,0,142.61,0,15.05,15.85,409.79,28.97,42.31,0,0,18.21,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,23.49,4.14,0,0,1.23,0,39.51,1.28,0,123.56,29.93,8.15,402.69,0,0,0,0,1.35,0,19.23,0,0,1.92,349.46,0,0,0,142.61,0,20,15.85,471.33,32.08,42.31,0,0,44.98,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,25.39,4.14,0,0,1.23,0,40.76,2.13,0,123.56,29.93,9.83,402.69,0,0,0,0,1.35,0,19.23,0,0,3.21,456.3,0,9.31,0,142.61,8.79,20,15.85,548.26,32.4,42.31,0,0,67.48,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,25.39,4.14,0,0,1.23,0,40.76,2.13,0,123.56,44.89,9.89,402.69,0,0,0,0,1.35,0,19.23,2.12,11.55,12.66,460.56,0,18.64,0,142.61,17.57,20,31.69,568.58,32.4,42.31,0,0,89.97,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,25.39,4.14,0,0,1.23,0,40.76,25.47,0,123.56,59.85,9.89,402.69,0,0,0,0,1.35,7.6,19.23,12.54,11.78,37.99,497.47,0,27.94,0,142.61,26.36,20,31.69,642.47,32.4,42.31,0,0,112.46,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,37.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,25.39,4.14,0,0,1.23,0,40.76,25.47,0,123.56,59.85,9.89,402.69,0,0,0,0,1.35,7.6,19.23,12.54,27.02,37.99,559.91,0,27.94,0,142.61,26.36,20,31.69,656.57,32.4,42.31,0,0,112.46,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,37.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,25.39,4.14,0,0,1.23,0,40.76,25.47,0,123.56,59.85,9.89,402.69,0,0,0,0,1.35,7.6,19.23,12.54,27.02,37.99,569.25,0,27.94,0,142.61,26.36,20,31.69,656.57,32.4,42.31,0,0,112.46,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,37.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,25.39,4.14,0,0,6.78,0,40.76,25.47,0,123.56,59.85,9.89,402.69,0,0,0,0,1.35,7.88,19.23,12.54,27.02,37.99,569.25,0,27.94,0,142.61,26.36,20,31.69,656.57,32.4,42.31,0,0,112.46,0,0,0,119.56,0,114.2,88.47,0,0,0,51.73,0,37.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

