Block,Time,CHAMERA1,KHSTPP-II,KUDGI,NNTPP,RAPPB,RSTPSU1TO6,UNCHAHAR3,AURY_LF,CHAMERA2,KKNP,KKNPPU2,RAMPUR,RSTPSU7,SASAN,SEWA2,SINGRAULI_HYDRO,DADRI_GF,DADRI_RF,KGSU3AND4,NLCEXP,RAPPC,TANDA2,TelanganaSTPP,UNCHAHAR4,AURY_RF,DHAULIGNGA,DULHASTI,JHAJJAR,KOTESHWR,NAPP,SINGRAULI,UNCHAHAR1,URI2,BSIUL,KHSTPP-I,PARBATI3,RIHAND1,RIHAND3,SIMHST1,TALA,URI,AURY_GF,DADRI_CRF,DADRI_LF,BRBCL,NJPC,NTPL,SIMHST2,ANTA_GF,ANTA_LF,ANTA_RF,CHAMERA3,DADRT2,NLCIIST2,NLCTS2EXP,TALST2,TANAKPUR,VALLURNTECL,ANTA_CRF,FSTPP I & II,KGSU1AND2,KISHANGANGA,KOLDAM,MAPS,NLCIIST1,RIHAND2,SALAL,TEHRI,UNCHAHAR2,AURY_CRF
22,05:15-05:30,12.33,148.3,0,0,0,0,0,0,13.17,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,18.23,49.43,454.31,8.87,41.01,127.5,20.56,5.38,1.1,44.92,5.09,46,124.32,0,10.44,8.83,0,0,21.92,15,70.17,0,0,0,0,28.35,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,15.56,42.4,0

23,05:30-05:45,13.43,148.3,0,0,0,0,0,0,15.99,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,7.64,46,124.32,0,10.09,11.04,0,0,21.92,15,85.23,0,0,0,0,28.35,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,15.56,42.4,0

24,05:45-06:00,13.43,148.3,0,0,0,0,0,0,26.34,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,27.48,49.43,454.31,17.75,41.01,127.5,20.56,6.72,6.52,44.92,49.01,46,124.32,0,9.7,11.04,0,0,21.92,15,88.93,0,0,0,0,28.35,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,15.56,42.4,0

25,06:00-06:15,14.05,148.3,0,0,0,0,0,0,40.79,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,37.65,49.93,454.31,29.58,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.41,13.25,0,0,21.92,15,116.95,0,0,0,0,27.3,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,26.14,31.13,42.4,0

26,06:15-06:30,14.05,148.3,0,0,0,0,0,0,40.79,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,37.65,49.93,454.31,29.58,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.2,48.57,0,0,21.92,15,116.95,0,0,0,0,27.3,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,26.14,31.13,42.4,0

27,06:30-06:45,14.05,148.3,0,0,0,0,0,0,40.79,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,37.65,49.93,454.31,29.58,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.17,48.57,0,0,21.92,15,116.95,0,0,0,0,27.3,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,26.14,31.13,42.4,0

28,06:45-07:00,14.05,148.3,0,0,0,0,0,0,40.79,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,37.65,49.93,454.31,29.58,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.17,12.15,0,0,21.92,15,116.95,0,0,0,0,27.3,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,26.14,30.68,42.4,0

29,07:00-07:15,11.85,148.3,0,0,0,0,0,0,39.51,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,27.48,49.43,454.31,9.86,41.01,127.5,20.56,6.72,6.52,44.92,49.01,46,124.32,0,9.27,8.83,0,0,21.92,15,116.95,0,0,0,0,27.3,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,14.93,42.4,0

30,07:15-07:30,0,148.3,0,0,0,0,0,0,26.34,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,6.36,46,124.32,0,9.29,8.83,0,0,21.92,15,85.23,0,0,0,0,27.3,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

31,07:30-07:45,0,148.3,0,0,0,0,0,0,12,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,9.11,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,3.56,46,124.32,0,9.29,8.83,0,0,21.92,15,70.17,0,0,0,0,27.3,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,38.35,0,42.4,0

32,07:45-08:00,0,148.3,0,0,0,0,0,0,12,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.96,9.11,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,0,46,124.32,0,9.29,8.83,0,0,21.92,15,70.17,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,79.38,0,42.4,0

33,08:00-08:15,0,148.3,0,0,0,0,0,0,12,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,0,46,124.32,0,9.35,6.63,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,79.38,0,42.4,0

34,08:15-08:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,0,46,124.32,0,9.43,6.63,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,79.38,0,42.4,0

35,08:30-08:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,9.58,6.63,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,79.38,0,42.4,0

36,08:45-09:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,9.58,8.83,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,38.35,0,42.4,0

37,09:00-09:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,9.58,48.57,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

38,09:15-09:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,9.64,48.57,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

39,09:30-09:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,9.64,12.15,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

40,09:45-10:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,9.94,8.83,0,0,21.92,15,46.78,0,0,0,0,27.3,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

41,10:00-10:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,6.52,44.92,0,46,124.32,0,10.17,8.83,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

42,10:15-10:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,6.52,44.92,0,46,124.32,0,10.17,8.83,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

43,10:30-10:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,10.32,8.83,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

44,10:45-11:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,413.44,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,26.9,6.52,44.92,0,46,124.32,0,10.32,8.83,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

45,11:00-11:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.76,6.63,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

46,11:15-11:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.76,6.63,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

47,11:30-11:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.76,8.83,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

48,11:45-12:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,66.85,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.76,8.83,0,0,21.92,15,46.78,0,0,0,0,27.09,0,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,26.14,0,42.4,0

49,12:00-12:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.76,8.83,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,13.06,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

50,12:15-12:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.64,8.83,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,13.06,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

51,12:30-12:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.79,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

52,12:45-13:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.79,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

53,13:00-13:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

54,13:15-13:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

55,13:30-13:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

56,13:45-14:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.75,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

57,14:00-14:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,8.83,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

58,14:15-14:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,8.83,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

59,14:30-14:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,8.83,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

60,14:45-15:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,9.11,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,8.83,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

61,15:00-15:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,18.23,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

62,15:15-15:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,18.23,49.43,454.31,8.87,41.01,127.5,20.56,5.38,0,44.92,0,46,124.32,0,10.23,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

