Block,Time Block,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,TALST2,URI2,UNCHAHAR3,SALAL,SEWA2,RIHAND3,RAPPB,NLCTS2EXP,RIHAND2,SASAN,NNTPP,RIHAND1,SIMHST1,RAMPUR,NTPL,RSTPSU1TO6,RAPPC,RSTPSU7,PARBATI3,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,NAPP,KOTESHWR,KKNP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,KHSTPP-II,KGSU3AND4,FSTPP I & II,DHAULIGNGA,DULHASTI,KHSTPP-I,JHAJJAR,KGSU1AND2,CHAMERA2,CHAMERA3,DADRT2,CHAMERA1,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,19.78,0,0,0,0,4.27,25.39,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,379.79,0,0,0,268.22,0,0,19.24,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,35.15,1.07,0,19.78,0,0,0,0,4.27,25.39,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,466.37,0,0,0,268.22,0,0,19.24,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,35.15,1.07,0,19.78,0,0,0,0,4.27,25.39,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,523.75,0,0,0,268.22,0,0,19.24,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,38.69,1.07,14.97,19.78,0,0,0,0,4.27,25.39,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,600.25,0,0,0,268.22,0,0,19.24,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,29.09,19.78,0,0,0,0,4.27,25.39,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,600.25,0,0,0,268.22,0,0,19.24,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,42.85,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,629.44,0,0,0,288.42,0,0,19.24,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,44.91,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,22.5,0,0,0,142.66,0,16.45,0,0,43.5,629.44,0,0,0,326.97,0,1.06,19.24,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,12.29,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,45.01,0,0,0,142.66,0,16.45,0,15.85,43.5,629.44,0,0,0,328.59,0,6.27,19.24,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,53.65,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,17.08,0,67.5,0,0,0,142.66,0,16.45,0,31.7,43.5,629.44,0,2.06,0,328.25,11.7,6.27,19.24,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,53.65,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,25.62,0,90,0,0,0,142.66,0,16.45,7.75,31.7,43.5,629.44,0,3.59,9.3,328.25,13.52,6.27,19.24,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,53.65,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,38.32,0,112.52,0,0,0,142.66,0,16.45,15.37,31.7,43.5,629.44,0,25.34,18.64,328.25,26.98,12.54,19.24,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,53.65,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,38.32,0,112.52,0,0,0,142.66,0,16.45,30.88,31.7,43.5,629.44,0,25.34,18.64,328.25,26.98,12.54,19.24,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,12.29,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,38.32,0,112.52,0,0,0,142.66,0,16.45,32.16,31.7,43.5,629.44,0,25.34,18.64,328.25,26.98,12.54,19.24,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,2.24,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,38.32,0,112.52,0,0,0,142.66,0,16.45,32.16,31.7,43.5,629.44,0,25.34,18.64,328.25,26.98,12.54,19.24,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,2.24,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,38.32,0,112.52,0,0,0,142.66,0,16.45,32.16,31.7,43.5,629.44,0,25.34,18.64,328.25,26.98,12.54,19.24,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,25.48,59.87,19.78,0,0,0,0,10.35,25.39,2.24,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,3.67,0,0,121.17,0,0,0,0,0,41.72,38.32,0,112.52,0,0,0,142.66,0,16.45,15.37,31.7,43.5,629.44,0,25.34,18.64,326.97,23.56,12.54,19.24,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.06,25.48,59.87,19.78,0,0,0,0,10.35,25.39,2.24,4.23,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,18.97,0,90,0,0,0,142.66,0,16.45,15.37,31.7,43.5,629.44,0,12.67,9.3,326.97,11.55,6.27,19.24,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39,25.48,59.87,19.78,0,0,0,0,10.35,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,8.54,0,67.5,0,0,0,142.66,0,16.45,7.62,15.85,43.5,625.1,0,12.67,9.3,326.97,11.55,6.27,19.24,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,25.48,59.87,19.78,0,0,0,0,10.35,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,8.54,0,67.5,0,0,0,142.66,0,16.45,0,15.85,43.5,629.44,0,12.67,9.3,326.97,0,6.27,19.24,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,10.62,42.85,19.78,0,0,0,0,10.35,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,8.54,0,45.01,0,0,0,142.66,0,16.45,0,15.85,43.5,610.67,0,11.53,9.3,326.97,0,6.27,19.24,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,10.62,29.94,19.78,0,0,0,0,10.35,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,8.54,0,20.4,0,0,0,142.66,0,16.45,0,15.85,43.5,524.09,0,11.53,9.3,326.97,0,6.27,19.24,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,12.75,29.94,19.78,0,0,0,0,4.27,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,524.09,0,11.53,9.3,326.97,0,6.27,19.24,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,12.75,29.94,19.78,0,0,0,0,4.27,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,3.42,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,524.09,0,11.53,9.3,326.97,0,6.27,19.24,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,12.75,29.94,19.78,0,0,0,0,4.27,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,524.09,0,11.53,9.3,326.97,0,1.06,19.24,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,12.75,29.94,19.78,0,0,0,0,4.27,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,475.99,0,11.53,9.3,326.97,0,0,19.24,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,25.48,14.97,19.78,0,0,0,0,4.27,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,475.99,0,11.53,9.3,326.97,0,0,19.24,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,25.48,12.54,19.78,0,0,0,0,4.27,25.39,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,427.89,0,11.53,9.3,326.97,0,0,19.24,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,25.48,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,14.92,0,15.85,43.5,379.79,0,8.99,9.3,291.86,0,0,19.24,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,10.62,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,14.35,0,15.85,43.5,379.79,0,8.99,9.3,267.25,0,0,19.24,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,2.13,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,14.35,0,15.85,43.5,379.79,0,8.99,9.3,267.25,0,0,19.24,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,2.13,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,14.35,0,15.85,43.5,379.79,0,8.99,9.3,267.25,0,0,19.24,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,1.07,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,14.35,0,15.85,43.5,350.59,0,8.99,9.3,267.25,0,0,19.24,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,1.07,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,122.96,0,14.35,0,15.85,37.5,350.59,0,8.99,9.3,267.25,0,0,19.24,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,1.07,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,122.96,0,14.35,0,15.85,37.5,350.59,0,2.57,0,267.25,0,0,19.24,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,1.07,0,17.05,0,0,0,0,4.27,21.88,2.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,122.96,0,14.35,0,15.85,37.5,350.59,0,0,0,267.25,0,0,18.89,0,0,0,0,0

