Block,Time,UNCHAHAR3,ANTA_GF,ANTA_RF,UNCHAHAR1,RAMPUR,PARBATI3,RIHAND3,NAPP,DADRI_GF,TANDA2,RAPPC,SALAL,URI2,AURY_LF,DHAULIGNGA,ANTA_CRF,AURY_CRF,JHAJJAR,TEHRI,SEWA2,CHAMERA3,DADRI_RF,TANAKPUR,CHAMERA1,UNCHAHAR4,DADRI_CRF,NJPC,CHAMERA2,DADRI_LF,DULHASTI,RAPPB,ANTA_LF,UNCHAHAR2,SINGRAULI,KISHANGANGA,SINGRAULI_HYDRO,BSIUL,KOTESHWR,RIHAND1,RIHAND2,AURY_GF,KOLDAM,URI,AURY_RF,DADRT2,FSTPP I & II,SASAN,KHSTPP-II,KHSTPP-I,TALA,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.700770,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

7,01:30-01:45,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.700770,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

8,01:45-02:00,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.700770,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

9,02:00-02:15,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,25.542144,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

10,02:15-02:30,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,25.542144,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

11,02:30-02:45,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

12,02:45-03:00,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

13,03:00-03:15,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

14,03:15-03:30,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

15,03:30-03:45,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

16,03:45-04:00,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,7.038839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

17,04:00-04:15,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

18,04:15-04:30,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,0.000000,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

19,04:30-04:45,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,15.000804,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

20,04:45-05:00,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,23.321088,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

21,05:00-05:15,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,0.000000,0.000000,0.000000,345.112000,30.001608,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,2.660640,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

22,05:15-05:30,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,5.187091,0.000000,0.000000,0.000000,0.000000,345.112000,30.001608,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,0.000000,8.554536,56.129478,43.496451,0.000000,0.000000,3.192768,0.000000,348.968000,4.820000,403.694280,89.652000,16.388000,0.000000,9.640868,0,0,0,0,0

23,05:30-05:45,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,5.187091,0.000000,0.000000,0.000000,0.000000,345.112000,45.002412,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,1.060400,8.554536,56.129478,43.496451,0.000000,0.000000,35.120448,0.000000,348.968000,4.820000,403.694280,108.421176,20.418449,0.000000,9.640868,0,0,0,0,0

24,05:45-06:00,12.532000,0.000000,0.000000,6.748000,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,8.807139,0.000000,0.000000,345.112000,45.002412,0.000000,0.000000,0.000000,0.246977,0.000000,0.000000,0.000000,16.432344,0.000000,0.000000,0.000000,0.000000,0.000000,20.244000,107.004000,0.000000,0.682329,1.060400,8.554536,88.688000,56.933840,0.000000,0.000000,35.120448,0.000000,348.968000,4.820000,403.694280,108.421176,21.052989,0.000000,9.640868,0,0,0,0,0

25,06:00-06:15,17.921242,0.000000,0.000000,7.753983,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,17.614277,0.000000,0.000000,370.176000,45.002412,0.000000,0.000000,0.000000,0.246977,7.996380,0.000000,0.000000,36.516320,3.212530,0.000000,15.885613,0.000000,0.000000,25.735990,107.004000,0.000000,0.682329,1.060400,8.554536,88.688000,56.933840,0.000000,0.000000,4.257024,0.000000,348.968000,13.045330,403.694280,141.959508,33.213033,0.000000,9.640868,0,0,0,0,0

26,06:15-06:30,17.921242,0.000000,0.000000,8.475199,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,2.240336,4.538705,0.000000,17.614277,0.000000,0.000000,447.296000,45.002412,0.000000,0.000000,0.000000,0.246977,13.543583,0.000000,0.000000,54.774480,12.695919,0.000000,31.771227,0.000000,0.000000,28.551463,107.004000,0.000000,0.682329,1.060400,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,356.377197,14.050011,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

27,06:30-06:45,17.921242,0.000000,0.000000,8.475199,0.000000,3.681516,119.213662,20.693995,0.000000,0.000000,52.724920,12.321848,4.538705,0.000000,26.421416,0.000000,0.000000,524.416000,45.002412,0.000000,1.227558,0.000000,0.246977,26.654600,0.000000,0.000000,77.597180,12.695919,0.000000,31.771227,0.000000,0.000000,28.551463,107.004000,0.000000,0.682329,1.060400,17.109072,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,419.812353,14.050011,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

28,06:45-07:00,21.870268,0.000000,0.000000,8.809900,0.000000,15.761797,119.213662,20.693995,0.000000,0.000000,52.724920,53.768064,4.538705,0.000000,26.421416,0.000000,0.000000,600.085180,45.002412,0.000000,28.016547,0.000000,0.246977,26.654600,0.000000,0.000000,104.984420,25.828741,0.000000,47.656840,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,12.572102,25.663608,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,500.661980,17.487056,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

29,07:00-07:15,25.440056,0.000000,0.000000,10.517240,0.000000,15.761797,119.213662,20.693995,0.000000,0.000000,52.724920,53.768064,4.538705,0.000000,26.421416,0.000000,0.000000,629.226996,45.002412,0.000000,28.016547,0.000000,0.246977,26.654600,0.000000,0.000000,132.371660,25.828741,0.000000,47.656840,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,12.572102,25.663608,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,629.915003,17.487056,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

30,07:15-07:30,25.440056,0.000000,0.000000,10.517240,0.000000,15.761797,119.213662,20.693995,0.000000,0.000000,52.724920,53.768064,4.538705,0.000000,26.421416,0.000000,0.000000,629.226996,45.002412,0.000000,28.016547,0.000000,0.000000,26.654600,0.000000,0.000000,135.292966,25.828741,0.000000,47.656840,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,12.572102,25.663608,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,629.915003,17.487056,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

31,07:30-07:45,25.440056,0.000000,0.000000,10.517240,0.000000,15.761797,119.213662,20.693995,0.000000,0.000000,52.724920,53.768064,4.538705,0.000000,17.614277,0.000000,0.000000,629.226996,45.002412,0.000000,28.016547,0.000000,0.000000,13.543583,0.000000,0.000000,135.292966,25.828741,0.000000,47.656840,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,12.572102,25.663608,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,629.915003,17.487056,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

32,07:45:08:00,25.440056,0.000000,0.000000,10.517240,0.000000,15.761797,119.213662,20.693995,0.000000,0.000000,52.724920,53.768064,4.538705,0.000000,17.614277,0.000000,0.000000,629.226996,45.002412,0.000000,28.016547,0.000000,0.000000,13.543583,0.000000,0.000000,135.292966,25.828741,0.000000,47.656840,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,12.572102,25.663608,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,629.915003,17.487056,403.694280,141.959508,33.546535,0.000000,9.640868,0,0,0,0,0

33,08:00-08:15,25.440056,0.000000,0.000000,10.517240,0.000000,15.761797,119.213662,20.693995,0.000000,0.000000,52.724920,53.768064,4.538705,0.000000,8.807139,0.000000,0.000000,629.226996,45.002412,0.000000,28.016547,0.000000,0.000000,8.377160,0.000000,0.000000,109.548960,25.828741,0.000000,47.656840,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,12.572102,25.663608,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

34,08:15-08:30,25.440056,0.000000,0.000000,10.517240,0.000000,3.681516,119.213662,20.693995,0.000000,0.000000,52.724920,5.600840,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,45.002412,0.000000,1.227558,0.000000,0.000000,0.000000,0.000000,0.000000,90.195310,25.391837,0.000000,31.771227,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,0.000000,17.109072,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

35,08:30-08:45,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,45.002412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.077744,25.391837,0.000000,31.771227,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

36,08:45:09:00,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,45.002412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.864688,25.391837,0.000000,31.771227,0.000000,0.000000,40.864056,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

37,09:00:09:15,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,45.002412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.444940,25.391837,0.000000,31.771227,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

38,09:15-09:30,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,30.001608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.695919,0.000000,31.771227,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

39,09:30-09:45,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,30.001608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.885613,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

40,09:45-10:00,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,15.000804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.885613,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

41,10:00-10:15,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,15.000804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,3.192768,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

42,10:15-10:30,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,4.538705,0.000000,0.000000,0.000000,0.000000,629.226996,15.000804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,4.257024,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

43,10:30-10:45,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,16.079983,0.000000,0.000000,0.000000,0.000000,629.226996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,35.120448,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

44,10:45-11:00,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,16.079983,0.000000,0.000000,0.000000,0.000000,629.226996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,35.120448,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

45,11:00-11:15,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,16.079983,0.000000,0.000000,0.000000,0.000000,629.226996,0.000000,0.000000,0.000000,0.000000,0.617442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,4.789152,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

46,11:15-11:30,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,16.079983,0.000000,0.000000,0.000000,0.000000,629.226996,0.000000,0.000000,0.000000,0.000000,0.617442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,2.554214,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

47,11:30-11:45,25.440056,0.000000,0.000000,10.517240,0.000000,0.000000,119.213662,20.693995,0.000000,0.000000,52.724920,1.680252,16.079983,0.000000,0.000000,0.000000,0.000000,629.226996,0.000000,0.000000,0.000000,0.000000,0.617442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.866077,107.004000,0.000000,0.682329,0.000000,8.554536,88.688000,56.933840,0.000000,0.000000,2.554214,0.000000,658.247278,17.487056,403.694280,141.959508,30.720270,0.000000,9.640868,0,0,0,0,0

