Block,Time,BSIUL,FSTPP I & II,KISHANGANGA,KUDGI,MAPS,NLCTS2EXP,NNTPP,RIHAND1,TALA,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_CRF,BRBCL,CHAMERA2,DADRT2,DULHASTI,NAPP,NTPL,SIMHST1,TANDA2,AURY_GF,DADRI_GF,DADRI_LF,CHAMERA3,KGSU1AND2,KGSU3AND4,NLCEXP,SIMHST2,TALST2,URI2,AURY_LF,AURY_RF,KHSTPP-I,KHSTPP-II,PARBATI2,RAPPB,RIHAND2,RIHAND3,SASAN,TelanganaSTPP,JHAJJAR,KOTESHWR,NLCIIST1,RAMPUR,SALAL,SEWA2,UNCHAHAR2,UNCHAHAR3,ANTA_GF,DADRI_CRF,KKNP,KOLDAM,RAPPC,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,VALLURNTECL,ANTA_LF,CHAMERA1,DHAULIGNGA,NLCIIST2,SINGRAULI,URI,KKNPPU2,NJPC,PARBATI3,RSTPSU1TO6,TANAKPUR,TEHRI,DADRI_RF
61,15:00-15:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,2.33,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,0,74.38

62,15:15-15:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,2.33,11.15,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,0,74.38

63,15:30-15:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,11.3,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,0,74.38

64,15:45-16:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,11.79,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,12.66,74.38

65,16:00-16:15,1.1,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,18.88,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,12.66,74.38

66,16:15-16:30,1.1,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,18.88,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,13.59,0,0,112.04,35.88,0,0,0,0,0.25,12.66,74.38

67,16:30-16:45,1.1,13.9,5.63,0,0,0,0,97.18,0,21.63,0,50.83,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,18.88,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,14.05,0,0,112.04,35.88,0,0,0,0,0.25,13.22,74.38

68,16:45-17:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,50.83,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,18.88,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,14.05,0,0,112.04,35.88,0,0,0,0,0.25,25.64,74.38

69,17:00-17:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,50.83,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,18.88,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,28.1,0,0,112.04,35.88,0,0,4.29,0,1.03,25.96,74.38

70,17:15-17:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,50.83,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,18.88,44.97,27.67,0,0,0,0,69.94,0,0.82,3.18,0,0,28.1,0,0,112.04,35.88,0,0,16.86,0,1.03,38.45,74.38

71,17:30-17:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.74,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,7.49,0,124.53,130.75,418.77,0,670.51,10.41,0,1.01,13.36,18.88,44.97,27.67,0,0,0,1.92,69.94,0,0.82,3.18,0,0,28.1,10.93,0,112.04,35.88,0,25.73,16.86,0,1.03,39.65,74.38

72,17:45-18:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,4.6,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,14.98,0,124.53,130.75,418.77,0,434.51,10.41,0,1.76,13.36,18.88,44.97,27.67,0,0,0,3.85,69.94,0,0.82,3.18,0,0,42.15,10.93,0,112.04,35.88,0,44.74,19.61,0,1.03,39.65,74.38

73,18:00-18:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,52.14,0,20,14.8,344.43,39.62,52.39,0,0,5.65,0,0,0,11.65,0,0,0,0,0,38.05,0,85.35,45.83,148.3,22.47,0,124.53,130.75,418.77,0,434.51,10.41,0,3.26,13.36,18.88,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,21.86,0,112.04,35.88,0,82.55,21.45,0,1.03,39.65,74.38

74,18:15-18:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,52.14,0,20,32.49,344.43,39.62,52.39,0,0,5.65,0,0,0,23.3,0,0,0,0,0,38.05,0,85.35,45.83,148.3,29.98,0,124.53,130.75,418.77,0,434.51,10.41,0,4.36,13.36,18.88,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,21.86,0,112.04,39.75,0,110.53,33.71,0,1.03,39.65,74.38

75,18:30-18:45,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,434.51,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,32.79,0,112.04,39.75,0,138.15,39.84,0,1.03,39.65,74.38

76,18:45-19:00,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,434.51,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,39.75,0,138.15,39.84,0,1.03,39.65,74.38

77,19:00-19:15,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,434.51,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,39.75,0,138.15,39.84,0,1.03,39.65,74.38

78,19:15-19:30,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,434.51,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,35.88,0,138.15,39.84,0,1.03,39.65,74.38

79,19:30-19:45,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,420.26,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,35.88,0,138.15,39.84,0,1.03,39.65,74.38

80,19:45-20:00,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,420.26,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,35.88,0,138.15,39.84,0,1.03,39.65,74.38

81,20:00-20:15,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,420.26,11.57,0,5.37,13.36,20.07,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,35.88,0,138.15,39.84,0,1.03,39.65,74.38

82,20:15-20:30,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,344.43,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,44.51,0,124.53,130.75,418.77,0,420.26,11.57,0,4.63,13.36,20.07,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,43.72,0,112.04,35.88,0,117.46,39.84,0,1.03,39.65,74.38

83,20:30-20:45,3.3,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,381.93,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,14.98,0,124.53,130.75,418.77,0,420.26,10.41,0,4.63,13.36,18.88,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,32.79,0,112.04,35.88,0,117.46,33.71,0,1.03,39.65,74.38

84,20:45-21:00,3.3,13.9,8.45,0,0,0,0,97.18,0,21.63,0,52.14,0,20,48.74,396.92,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,7.49,0,124.53,130.75,418.77,0,420.26,10.41,0,4.63,13.36,18.88,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,21.86,0,112.04,35.88,0,117.46,33.71,0,1.03,39.65,74.38

85,21:00-21:15,3.3,13.9,8.45,0,0,0,0,97.18,0,21.63,0,53.05,0,20,48.74,411.91,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,14.98,0,124.53,130.75,418.77,0,420.26,10.41,0,4.63,13.36,0,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,21.86,0,112.04,35.88,0,117.46,33.71,0,1.03,39.65,74.38

86,21:15-21:30,3.3,13.9,8.45,0,0,0,0,97.18,0,21.63,0,53.05,0,20,48.74,426.91,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,26.23,0,124.53,130.75,418.77,0,420.26,10.41,0,4.63,13.36,0,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,21.86,0,112.04,35.88,0,117.46,33.71,0,1.03,39.65,74.38

87,21:30-21:45,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,53.05,0,20,48.74,426.91,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,42.33,0,124.53,130.75,418.77,0,420.26,11.57,0,4.63,26.73,0,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,32.79,0,112.04,35.88,0,117.46,39.84,0,1.03,39.65,74.38

88,21:45-22:00,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,53.05,0,20,48.74,449.4,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,42.33,0,124.53,130.75,418.77,0,420.26,11.57,0,5.37,26.73,0,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,32.79,0,112.04,35.88,0,138.15,39.84,0,1.03,39.65,74.38

89,22:00-22:15,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,53.31,0,20,48.74,471.89,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,42.33,0,124.53,130.75,418.77,0,420.26,11.57,0,5.37,26.73,0,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,32.79,0,112.04,35.88,0,138.15,39.84,0,1.03,39.65,74.38

90,22:15-22:30,19.56,13.9,8.45,0,0,0,0,97.18,0,21.63,0,53.31,0,20,48.74,471.89,59.43,52.39,0,0,5.65,0,0,0,34.98,0,0,0,0,0,38.05,0,85.35,45.83,148.3,42.33,0,124.53,130.75,418.77,0,420.26,11.57,0,4.36,26.73,0,44.97,27.67,0,0,0,7.69,69.94,0,0.87,3.18,0,0,42.15,32.79,0,112.04,35.88,0,110.53,39.84,0,1.03,39.65,74.38

91,22:30-22:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.31,0,20,48.74,494.39,39.62,52.39,0,0,5.65,0,0,0,23.3,0,0,0,0,0,38.05,0,85.35,45.83,148.3,22.47,0,124.53,130.75,418.77,0,459.26,10.41,0,3.2,26.73,0,44.97,27.67,0,0,0,5.76,69.94,0,0.87,3.18,0,0,42.15,21.86,0,112.04,35.88,0,81.21,33.71,0,0,39.65,74.38

92,22:45-23:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.31,0,20,32.49,516.88,19.81,52.39,0,0,5.65,0,0,0,11.65,0,0,0,0,0,38.05,0,85.35,45.83,148.3,7.49,0,124.53,130.75,418.77,0,459.26,10.41,0,2.05,26.73,0,44.97,27.67,0,0,0,3.85,69.94,0,0.87,3.18,0,0,42.15,10.93,0,112.04,35.88,0,52.01,33.71,0,0,39.65,74.38

93,23:00-23:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.31,0,20,32.49,539.38,19.81,52.39,0,0,5.65,0,0,0,11.65,0,0,0,0,0,38.05,0,85.35,45.83,148.3,3.75,0,124.53,130.75,418.77,0,473.51,10.41,0,1.09,26.73,0,44.97,27.67,0,0,0,1.92,69.94,0,0.87,3.18,0,0,42.15,0,0,112.04,35.88,0,27.63,33.71,0,0,39.65,74.38

94,23:15-23:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.31,0,20,32.49,539.38,19.81,52.39,0,0,5.65,0,0,0,11.65,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,509.51,10.41,0,1.09,26.73,0,44.97,27.67,0,0,0,1.92,69.94,0,0.87,3.18,0,0,42.15,0,0,112.04,35.88,0,27.63,19.92,0,0,26.44,74.38

95,23:30-23:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.31,0,20,16.25,561.87,19.81,52.39,0,0,5.65,0,0,0,11.65,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,509.51,10.41,0,0,26.73,0,44.97,27.67,0,0,0,0,69.94,0,0.87,3.18,0,0,28.1,0,0,112.04,35.88,0,0,19.92,0,0,26.44,74.38

96,23:45-24:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.31,0,20,16.25,584.36,19.81,52.39,0,0,5.65,0,0,0,11.65,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,509.51,10.41,0,0,26.73,0,44.97,27.67,0,0,0,0,69.94,0,0.87,3.18,0,0,14.05,0,0,112.04,35.88,0,0,4.29,0,0,26.44,74.38

