Block,Time Block,DADRI_RF,DADRI_LF,DADRI_GF,KGSU3AND4,KGSU1AND2,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,PARBATI3,RAMPUR,RAPPB,RIHAND1,RAPPC,CHAMERA2,BSIUL,CHAMERA3,BRBCL,CHAMERA1,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ANTA_CRF,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,NTPL,NJPC,FSTPP I & II,DULHASTI,DHAULIGNGA,JHAJJAR,SALAL,SEWA2,SINGRAULI,TALA,RIHAND3,RIHAND2,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,RSTPSU1TO6,SIMHST2,TANAKPUR,RSTPSU7,DADRT2,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,6.33,9.39,14.55,27.26,16.04,0,0,0,7.18,0,32.77,47.12,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,533.95,25.36,7.76,131.25,9.56,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,220.95,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,6.33,9.39,14.55,27.26,14.02,0,0,0,10.44,0,28.26,47.12,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,446.78,25.36,7.76,131.25,9.7,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,6.33,9.39,14.55,27.26,13.17,0,0,0,10.44,0,32.77,8.57,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,407.98,25.36,7.76,131.25,9.7,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,6.33,9.39,14.55,27.26,13.17,0,0,0,10.44,0,32.77,6.43,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,407.98,25.36,7.76,131.25,9.84,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,6.33,9.39,14.55,27.26,13.17,0,0,0,10.44,0,32.77,6.43,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,427.38,25.36,7.76,131.25,9.98,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,40.89,17.08,0,0,0,10.44,0,41.13,6.43,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,411.76,25.36,7.76,131.25,10.13,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,40.89,17.08,0,0,0,10.44,0,41.13,6.43,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,411.76,25.36,7.76,131.25,10.26,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,40.89,17.08,0,0,0,13.06,0,41.13,6.43,60.38,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,460.26,25.36,7.76,131.25,10.41,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,40.89,17.08,0,0,0,13.06,0,41.13,6.43,45.29,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,479.67,25.36,7.76,131.25,10.41,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,27.26,17.08,0,0,0,10.44,0,41.13,47.12,45.29,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,460.26,25.36,0,131.25,10.7,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,218.91,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,13.63,17.08,0,0,0,10.44,0,41.13,47.12,45.29,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,17.68,469.96,25.36,0,131.25,10.7,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,251.9,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,13.63,17.08,0,0,0,10.44,0,41.13,6.43,45.29,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,8.84,460.26,25.36,0,131.25,10.7,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,276.15,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62,50.1,11.64,0,9.39,14.55,13.63,17.08,0,0,0,10.44,0,41.13,6.43,45.29,0,0,0,0,0,39.78,0,0,68.07,20.18,43.57,8.84,460.26,25.36,0,131.25,10.7,120.6,115.21,0,387.44,0,0,0,0,0,11.19,0,300.4,143.87,0,8.6,0,0,0,43.58,0,0,0,0,0,0,0

