Block,Time,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DULHASTI,SINGRAULI_HYDRO,KOLDAM,NJPC,RAPPC,TEHRI,DHAULIGNGA,TANDA2,RIHAND3,SINGRAULI,KISHANGANGA,NAPP,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,SASAN
1,00:00-00:15,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,19.725135,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,39.744,0.5124,79.37622,0,0,75.360453,0,0,0,77.578921,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

2,00:15-00:30,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,19.725135,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,39.744,0.5124,79.37622,0,0,75.360453,0,0,0,77.578921,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

3,00:30-00:45,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,39.450269,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,35.328,0.5124,79.37622,0,0,75.360453,0,0,0,77.578921,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

4,00:45-01:00,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,39.450269,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,35.328,0.5124,79.37622,0,0,75.360453,0,0,0,77.578921,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

5,01:00-01:15,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,13.248,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

6,01:15-01:30,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,4.416,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

7,01:30-01:45,688.415947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,4.416,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

8,01:45-02:00,688.715947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,459.317829,124.384996,10.375318,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,13.248,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.136839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

9,02:00-02:15,688.715947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,674.817829,124.384996,10.375318,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,35.328,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

10,02:15-02:30,688.715947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,674.817829,124.384996,10.375318,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,35.328,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

11,02:30-02:45,688.715947,34.831253,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,674.817829,124.384996,20.750636,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,24.223118,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,35.328,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

12,02:45-03:00,688.715947,23.197435,48.499828,11.315149,3.094586,35.154834,27.638981,44.906625,19.346114,674.817829,124.384996,20.750636,0,0.939444,47.473015,57.590512,0.779669,0,24.515009,33.911501,35.856589,0,5.534073,63.038967,149.98895,5.493709,51.344739,28.09872,0,35.328,0.5124,79.37622,0,0,75.360453,0,0,0,77.57892,0,0,0,52.13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20,418.77

