Block,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/01102023/22052037/LT-59,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01012024/01012024/SJVN010124NR1331,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/52,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01012024/01012024/SJVN010124NR1332,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/15012024/IEX_231227_05966,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/15012024/IEX_231227_05965,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/01012024/HPX-TAMCTG-311223-05586,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01012024/31012024/HP-27,NR/01102023/31052040/LT-31,NR/01012024/31012024/HP-28,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HP-26,WR/01102023/24112044/L_NR_2020_07,NR/01102023/23072042/L_NR_2012_04,NR/01012024/15012024/HPX-TAMDLY-271223-05546,L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31032024/ ChanjuII
6,01:15-01:30,23.99,37.24,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,71.96,0,0,0,0,30.370000,0.000000,0.000000,12.38,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,16.81,0.000000,0.000000,30.370000,53.020000,37.24,57.410000,0.000000,24.570000,0.000000,152.770000,23.99,149.110000,48.200000,0,128.210000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

7,01:30-01:45,23.28,37,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,69.85,0,0,0,0,26.020000,0.000000,0.000000,12.04,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,16.18,0.000000,0.000000,26.020000,53.020000,37,57.410000,0.000000,24.570000,0.000000,152.770000,23.28,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

8,01:45-02:00,22.78,36.67,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,68.39,0,0,0,0,26.020000,0.000000,0.000000,11.65,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,15.54,0.000000,0.000000,26.020000,53.020000,36.67,57.410000,0.000000,24.570000,0.000000,152.770000,22.8,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

9,02:00-02:15,22.73,50.72,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,68.21,0,0,0,0,26.020000,0.000000,0.000000,11.37,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,17.95,0.000000,0.000000,26.020000,53.020000,50.72,57.410000,0.000000,24.570000,0.000000,152.770000,22.74,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

10,02:15-02:30,22.32,50.34,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,66.96,0,0,0,0,26.020000,0.000000,0.000000,11.19,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,17.34,0.000000,0.000000,26.020000,53.020000,50.34,57.410000,0.000000,24.570000,0.000000,152.770000,22.32,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

11,02:30-02:45,22.01,34.78,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,66.05,0,0,0,0,26.020000,0.000000,0.000000,13.6,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,16.64,0.000000,0.000000,26.020000,53.020000,34.78,57.410000,0.000000,24.570000,0.000000,152.770000,22.02,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

12,02:45-03:00,21.91,34.09,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,65.71,0,0,0,0,26.020000,0.000000,0.000000,13.4,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,16.01,0.000000,0.000000,26.020000,53.020000,34.09,57.410000,0.000000,24.570000,0.000000,152.770000,21.9,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

13,03:00-03:15,16.22,34.01,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,48.64,0,0,0,0,26.020000,0.000000,0.000000,13.2,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,34.01,57.410000,0.000000,24.570000,0.000000,152.770000,16.21,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.660000

14,03:15-03:30,16.06,33.33,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,48.2,0,0,0,0,26.020000,0.000000,0.000000,13,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,33.33,57.410000,0.000000,24.570000,0.000000,152.770000,16.07,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.660000

15,03:30-03:45,15.35,31.89,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,46.05,0,0,0,0,26.020000,0.000000,0.000000,13,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,31.89,57.410000,0.000000,24.570000,0.000000,152.770000,15.35,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.660000

16,03:45-04:00,15.23,30.37,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,45.71,0,0,0,0,26.020000,0.000000,0.000000,12.8,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,30.37,57.410000,0.000000,24.570000,0.000000,152.770000,15.24,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.660000

17,04:00-04:15,15.14,33.28,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,45.44,0,0,0,0,26.020000,0.000000,0.000000,12.56,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,33.28,57.410000,0.000000,24.570000,0.000000,152.770000,15.15,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

18,04:15-04:30,14.93,33.12,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,44.84,0,0,0,0,26.020000,0.000000,0.000000,12.81,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,33.12,57.410000,0.000000,24.570000,0.000000,152.770000,14.95,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

19,04:30-04:45,16.41,34.82,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,49.24,0,0,0,0,26.020000,0.000000,0.000000,12.22,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,34.82,57.410000,0.000000,24.570000,0.000000,152.770000,16.42,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

20,04:45-05:00,16.19,36.16,0,0,0,0,1.070000,1.570000,0,0.900000,48.200000,48.56,0,0,0,0,26.020000,0.000000,0.000000,11.76,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,36.16,57.410000,0.000000,24.570000,0.000000,152.770000,16.19,149.110000,48.200000,0,108.930000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

21,05:00-05:15,16.06,35.37,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,48.23,0,0,0,0,26.020000,0.000000,0.000000,14,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,35.37,57.410000,0.000000,24.570000,0.000000,152.770000,16.08,149.110000,48.200000,0,128.210000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

22,05:15-05:30,15.8,34.59,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,47.35,0,0,0,0,26.020000,0.000000,0.000000,13.8,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,34.59,57.410000,0.000000,24.570000,0.000000,152.770000,15.78,149.110000,48.200000,0,128.210000,0.000000,0,0,6.750000,71.720000,0,18.320000,1.740000

23,05:30-05:45,15.71,33.99,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,47.12,0,0,0,0,26.020000,0.000000,0.000000,13.6,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,33.99,57.410000,0.000000,24.570000,0.000000,152.770000,15.71,192.800000,48.200000,0,128.210000,0.000000,0,0,6.750000,67.480000,0,18.320000,1.740000

24,05:45-06:00,15.69,33.24,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,47.08,0,0,0,0,26.020000,0.000000,0.000000,13.4,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,26.020000,53.020000,33.24,57.410000,0.000000,24.570000,0.000000,152.770000,15.69,231.360000,48.200000,0,128.210000,0.000000,0,0,6.750000,67.480000,0,18.320000,1.740000

25,06:00-06:15,12.5,25,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,37.5,0,0,0,0,25.490000,0.000000,96.400000,16.99,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7.34,0.000000,0.000000,25.490000,53.020000,25,0.000000,0.000000,0.000000,0.000000,77.750000,12.5,271.120000,48.200000,0,176.410000,0.000000,0,0,6.750000,76.160000,0,18.320000,1.660000

26,06:15-06:30,12.5,25,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,37.5,0,0,0,0,25.490000,0.000000,96.400000,16.71,0,0,11.570000,48.200000,0,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,25.490000,53.020000,25,0.000000,0.000000,0.000000,0.000000,77.750000,12.5,271.120000,48.200000,0,224.610000,0.000000,0,0,6.750000,84.830000,0,18.320000,1.660000

27,06:30-06:45,12.5,25,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,37.5,0,0,0,0,25.490000,0.000000,96.400000,16.44,0,0,11.570000,48.200000,1,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,25.490000,81.940000,25,0.000000,0.000000,0.000000,0.000000,77.750000,12.5,271.120000,48.200000,0,260.860000,0.000000,0,0,6.750000,67.480000,0,18.320000,1.660000

28,06:45-07:00,12.5,25,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,37.5,0,0,0,0,25.490000,0.000000,96.400000,16.21,0,0,11.570000,48.200000,3,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,25.490000,100.970000,25,0.000000,0.000000,0.000000,0.000000,77.750000,12.5,271.120000,48.200000,0,260.860000,0.000000,0,0,6.750000,67.480000,0,18.320000,1.660000

29,07:00-07:15,7.16,18,0,0,0,0,1.070000,1.570000,0,0.770000,48.200000,21.5,0,0,0,0,25.490000,0.000000,96.400000,14.6,0,0,11.570000,48.200000,10,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,25.490000,100.970000,18,0.000000,0.000000,0.000000,0.000000,77.750000,7.17,271.120000,48.200000,0.223698,260.860000,0.000000,0,0,6.750000,96.400000,0,18.320000,1.740000

30,07:15-07:30,7.16,17.93,0,0,0,0,1.070000,1.570000,1.02,0.770000,48.200000,21.5,0,0,1,0,20.920000,0.010000,96.400000,14.61,0,0,11.570000,48.200000,18,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,20.920000,100.970000,17.93,0.000000,0.010000,0.000000,0.010000,77.750000,7.17,271.120000,48.200000,1.9452,260.860000,0.000000,0,0,6.750000,117.610000,1.02,18.320000,1.740000

31,07:30-07:45,7.16,17.67,0,0,0,0,1.070000,1.570000,6.48,0.770000,48.200000,21.5,2,1,3,0,30.850000,0.260000,96.400000,14.55,1,0,11.570000,48.200000,27,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,0.000000,100.970000,17.67,0.000000,0.250000,0.000000,0.250000,77.750000,7.17,271.120000,48.200000,4.580946,260.860000,0.000000,0,0,6.750000,117.610000,6.48,18.320000,1.740000

32,07:45:08:00,7.16,17.41,1.18,0.69,2,0.23,1.070000,1.570000,15.42,0.770000,48.200000,21.5,7,3,5,0,30.850000,0.570000,96.400000,14.57,3,0,11.570000,48.200000,33,5.780000,8.190000,96.400000,0.000000,7,0.000000,0.000000,30.850000,100.970000,17.41,0.000000,0.550000,0.000000,0.550000,77.750000,7.17,271.120000,48.200000,7.469568,260.860000,0.000000,0,0,6.750000,117.610000,15.42,18.320000,1.740000

33,08:00-08:15,7.16,17.37,8.57,1.76,5,1.71,0.990000,1.570000,25.13,0.770000,48.200000,21.5,11,4,10,0,30.850000,0.970000,48.200000,14.31,5,0,11.570000,48.200000,32.58,5.780000,8.190000,96.400000,23.140000,7,0.000000,83.680000,30.850000,100.970000,17.37,0.000000,0.950000,0.000000,0.950000,77.750000,7.17,271.120000,48.200000,11.019558,260.860000,0.000000,0,0,6.750000,117.610000,25.13,18.320000,1.740000

34,08:15-08:30,7.16,17.29,17.93,2.61,8,3.58,0.990000,1.570000,30.34,0.770000,48.200000,21.5,14,6,13,0,30.850000,1.450000,48.200000,14.29,7,0,11.570000,48.200000,30.33,5.780000,8.190000,96.400000,23.140000,7,0.000000,83.680000,30.850000,100.970000,17.29,0.000000,1.410000,0.000000,1.410000,77.750000,7.17,271.120000,48.200000,15.114204,260.860000,0.000000,0,0,6.750000,117.610000,30.33,18.320000,1.740000

35,08:30-08:45,7.16,15.79,31.55,4.65,6.2,6.31,0.990000,1.570000,32,0.770000,48.200000,21.5,18,7,11,0,30.850000,2.010000,48.200000,14.24,6,0,11.570000,48.200000,32,5.780000,8.190000,96.400000,23.140000,7,0.000000,83.680000,30.850000,100.970000,15.79,0.000000,1.960000,0.000000,1.960000,77.750000,7.17,271.120000,48.200000,19.442274,260.860000,0.000000,0,0,6.750000,117.610000,32,18.320000,1.740000

36,08:45:09:00,7.16,15.78,51.38,7.54,7.82,10.28,0.990000,1.570000,32,0.770000,48.200000,21.5,21,9,13,0,30.850000,2.650000,48.200000,14.27,7,0,11.570000,48.200000,32,5.780000,8.190000,96.400000,23.140000,7,0.000000,83.680000,30.850000,100.970000,15.78,0.000000,2.590000,0.000000,2.590000,77.750000,7.17,271.120000,48.200000,23.848152,260.860000,0.000000,0,0,6.750000,117.610000,32,18.320000,1.740000

37,09:00:09:15,7.16,17.34,65.58,10.66,9.12,13.11,0.990000,1.570000,32,0.770000,48.200000,21.5,35,15,18,0,30.850000,3.400000,48.200000,14.63,9,0,11.570000,48.200000,32,5.780000,8.190000,96.400000,24.100000,7,0.000000,83.680000,30.850000,100.970000,17.34,0.000000,3.310000,0.000000,3.310000,230.520000,7.17,271.120000,48.200000,28.44855,260.860000,0.000000,0,0,6.750000,117.610000,32,18.320000,1.740000

38,09:15-09:30,7.16,17.01,88.68,13.43,10.83,17.73,0.990000,1.570000,32,0.770000,48.200000,21.5,42,18,20,0,30.850000,4.280000,48.200000,14.79,10,0,11.570000,48.200000,32,5.780000,8.190000,96.400000,24.100000,7,0.000000,83.680000,30.850000,100.970000,17.01,0.000000,4.170000,0.000000,4.170000,230.520000,7.17,271.120000,48.200000,34.702368,260.860000,0.000000,0,0,6.750000,117.610000,32,18.320000,1.740000

39,09:30-09:45,7.16,16.67,109.37,15.13,13.44,21.87,0.990000,1.570000,32,0.770000,48.200000,21.5,49,21,19,0,30.850000,5.420000,48.200000,14.84,9,0,11.570000,48.200000,32,5.780000,8.190000,96.400000,24.100000,7,0.000000,83.680000,30.850000,100.970000,16.67,0.000000,5.290000,0.000000,5.290000,230.520000,7.17,271.120000,48.200000,42.094128,260.860000,0.000000,0,0,6.750000,117.610000,32,18.320000,1.740000

40,09:45-10:00,7.16,16.51,126.7,17.55,14.78,25.34,0.990000,1.570000,32.5,0.770000,48.200000,21.5,56,24,21,0,30.850000,7.020000,48.200000,14.83,10,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,83.680000,30.850000,100.970000,16.51,0.000000,6.850000,0.000000,6.850000,230.520000,7.17,271.120000,48.200000,50.47794,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

41,10:00-10:15,7.16,16.08,178.57,21.88,15,35.71,1.070000,1.570000,32.5,0.770000,48.200000,21.5,56,24,28,0,30.850000,8.980000,48.200000,17.77,14,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,131.880000,30.850000,100.970000,16.08,0.000000,8.760000,0.000000,8.760000,230.520000,7.17,271.120000,48.200000,58.949286,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

42,10:15-10:30,7.16,15.34,193.23,23.55,18,38.65,1.070000,1.570000,32.5,0.770000,48.200000,21.5,63,27,32,0,30.850000,10.910000,48.200000,17.61,16,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,131.880000,30.850000,100.970000,15.34,0.000000,10.640000,0.000000,10.640000,230.520000,7.17,271.120000,48.200000,66.564744,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

43,10:30-10:45,7.16,15.08,206.77,26.11,25,41.35,1.070000,1.570000,32.5,0.770000,48.200000,21.5,65,28,33,0,30.370000,7.350000,48.200000,17.32,17,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,131.880000,30.370000,100.970000,15.08,0.000000,7.170000,0.000000,7.170000,230.520000,7.17,271.120000,48.200000,63.841464,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

44,10:45-11:00,7.16,15.08,218.74,28.25,35,43.75,1.070000,1.570000,32.5,0.770000,48.200000,21.5,74,31,36,0,30.370000,8.600000,48.200000,16.81,18,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,131.880000,30.370000,100.970000,15.08,0.000000,8.380000,0.000000,8.380000,230.520000,7.17,271.120000,48.200000,70.31898,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

45,11:00-11:15,7.16,13.42,233.33,34,40,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,81,34,38,0,30.370000,9.920000,96.400000,13.11,19,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,0.000000,30.370000,100.970000,13.42,0.000000,9.670000,0.000000,9.670000,230.520000,7.17,271.120000,48.200000,76.49499,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

46,11:15-11:30,7.16,13.42,233.33,41.52,44.3,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,91,39,43,0,30.370000,11.360000,96.400000,13.05,22,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,0.000000,30.370000,100.970000,13.42,0.000000,11.090000,0.000000,11.090000,230.520000,7.17,271.120000,48.200000,82.418124,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

47,11:30-11:45,7.16,13.42,233.33,47.51,39,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,119,51,57,0,30.370000,12.920000,96.400000,12.97,28,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,0.000000,30.370000,100.970000,13.42,0.000000,12.610000,0.000000,12.610000,230.520000,7.17,271.120000,48.200000,87.87441,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

48,11:45-12:00,7.16,13.42,233.33,51.56,41,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,140,60,67,0,30.370000,14.710000,96.400000,12.93,33,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,0.000000,30.370000,100.970000,13.42,0.000000,14.340000,0.000000,14.340000,230.520000,7.17,271.120000,48.200000,92.124672,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

49,12:00-12:15,7.16,13.42,233.33,59.34,43,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,189,81,90,0,30.850000,11.460000,96.400000,12.87,45,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,0.000000,30.850000,100.970000,13.42,0.000000,11.180000,0.000000,11.180000,230.520000,7.17,271.120000,48.200000,72.672672,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

50,12:15-12:30,7.16,13.33,233.33,70.08,45.5,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,189,81,93,0,30.850000,12.840000,96.400000,12.85,47,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,7,0.000000,0.000000,30.850000,100.970000,13.33,0.000000,12.520000,0.000000,12.520000,230.520000,7.17,271.120000,48.200000,74.627598,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

51,12:30-12:45,7.16,13.76,233.33,74.57,45.5,46.67,1.150000,1.620000,32.5,0.770000,48.200000,21.5,189,81,93,0,0.000000,13.420000,96.400000,10.05,47,0,11.570000,48.200000,32.5,5.780000,8.190000,96.400000,24.100000,5.66,0.000000,0.000000,30.850000,100.970000,13.76,0.000000,13.090000,0.000000,13.090000,230.520000,7.17,271.120000,48.200000,75.66828,260.860000,0.000000,0,0,6.750000,117.610000,32.5,18.320000,1.740000

