Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
1,00:00-00:15,0,11.85,133.939125,0.5124,4.233847,21.903791,44.326064,2.392833,48.576,1.053695,27.298699,33.870973,27.350811,18.108732,46.424172,33.499365,691.093984,0,566.218896,6.337881,19.388771,46.492646,4.108691,1.634584,0,95.888555,122.432091,128.451291,56.92678,3.566661,83.664,53.138889,64.950987,0,38.592151,0,0,0,72.930502,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.85,1.7,0.23,2.01,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.83,0.85,0,147.515625,41.5795,20.73185,15.75966,1.361689,1.318423,2.336121,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,3.411552,2.665275,3.487597,1.946241,1.9248,0.964817,4.144326,1.137342,208.125,0,0,0,0,0.018733,0,0,0,0.019931

2,00:15-00:30,0,11.85,133.939125,0.5124,4.233847,21.903791,44.326064,2.392833,48.576,1.053695,51.564209,33.870973,27.350811,18.108732,46.424172,33.499365,691.093984,0,566.218896,6.337881,19.388771,46.492646,4.108691,1.634584,0,95.888555,122.432091,128.451291,56.92678,1.78333,83.664,53.138889,64.950987,0,38.592151,0,0,0,72.930502,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.85,1.7,0.23,2.01,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.83,0.85,0,147.515625,41.5795,20.73185,15.75966,1.361689,1.318423,2.336121,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,3.411552,2.665275,3.487597,1.946241,1.9248,0.964817,4.144326,1.137342,208.125,0,0,0,0,0.018733,0,0,0,0.019931

3,00:30-00:45,0,11.85,133.939125,0.5124,4.233847,21.903791,44.326064,2.392833,48.576,1.053695,51.564209,33.870973,27.350811,18.108732,46.424172,33.499365,691.093984,0,566.218896,6.337881,19.388771,46.492646,4.108691,1.20817,0,95.888555,122.432091,128.451291,56.92678,0,83.664,39.262539,64.950987,0,38.592151,0,0,0,72.930502,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.85,0.77,0.23,2.01,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.83,0.85,0,147.515625,41.5795,20.73185,15.75966,1.361689,1.318423,2.336121,1.332638,1.312566,4.26444,2.948952,1.857394,3.518163,3.411552,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.137342,236.25,0,0,0,0,0.018733,0,0,0,0.019931

4,00:45-01:00,0,11.85,133.939125,0.5124,4.233847,21.903791,44.326064,2.392833,48.576,1.053695,51.564209,33.870973,27.350811,18.108732,46.424172,33.499365,691.093984,0,566.218896,6.337881,19.388771,46.492646,4.108691,0.817292,0,95.888555,122.432091,128.451291,56.92678,0,83.664,26.569444,64.950987,0,38.592151,0,0,0,72.930502,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.85,0.77,0.23,2.01,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.83,0.85,0,147.515625,41.5795,20.73185,15.75966,1.361689,1.318423,2.336121,1.332638,0.966607,4.26444,2.948952,1.857394,3.518163,3.411552,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.137342,247.5,0,0,0,0,0.018733,0,0,0,0.019931

5,01:00-01:15,0,11.85,133.939125,0.5124,4.233847,21.903791,44.326064,2.392833,52.992,1.053695,51.564209,33.870973,27.350811,18.108732,46.424172,33.499365,691.093984,0,566.218896,6.337881,19.388771,46.492646,4.108691,0,0,95.888555,122.432091,128.451291,56.92678,0,83.664,0,64.950987,0,38.592151,0,0,0,72.930502,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.85,0.77,0.23,2.01,2.18,1.61,0,1.85,5.78,1.94,0,9.33,0.25,1.83,0.85,0,147.515625,41.5795,20.73185,15.75966,1.361689,1.318423,2.336121,1.332638,0.966607,4.26444,2.948952,1.857394,3.518163,3.411552,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.137342,258.75,0,0,0,0,0.018733,0,0,0,0.019931

6,01:15-01:30,0,14.04936,133.939125,0.5124,4.233847,21.903791,44.326064,2.392833,52.992,1.053695,51.564209,33.870973,27.350811,18.108732,46.424172,33.499365,691.093984,0,566.218896,6.337881,19.388771,46.492646,4.108691,0,0,95.888555,122.432091,128.451291,56.92678,0,83.664,0,64.950987,0,38.592151,0,0,0,72.930502,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.85,0.77,0.23,2.01,2.18,1.61,0,1.85,5.78,1.94,0,9.33,0.25,1.83,0.85,0,147.515625,41.5795,20.73185,15.75966,1.361689,1.318423,2.336121,1.332638,0.966607,4.26444,2.948952,1.857394,3.518163,3.411552,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.137342,264.375,0,0,0,0,0.018733,0,0,0,0.019931

