Block,Time,BRBCL,KGSU3AND4,KHSTPP-II,KKNPPU2,MAPS,RIHAND3,TALA,TANAKPUR,VALLURNTECL,BSIUL,KGSU1AND2,PARBATI3,RSTPSU1TO6,TEHRI,TelanganaSTPP,UNCHAHAR4,ANTA_GF,AURY_CRF,DADRI_CRF,CHAMERA1,DHAULIGNGA,KOTESHWR,KUDGI,NAPP,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,AURY_LF,DADRI_GF,DULHASTI,NLCEXP,NLCIIST2,RAMPUR,RIHAND1,RIHAND2,UNCHAHAR1,ANTA_CRF,DADRI_RF,DADRT2,JHAJJAR,KKNP,UNCHAHAR2,AURY_GF,CHAMERA2,KHSTPP-I,RAPPB,TALST2,UNCHAHAR3,URI,URI2,ANTA_LF,DADRI_LF,KOLDAM,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,RAPPC,SALAL,SEWA2,SIMHST1,TANDA2,ANTA_RF,AURY_RF,CHAMERA3,FSTPP I & II,KISHANGANGA,NJPC,RSTPSU7,SASAN
64,15:45-16:00,15,0,98.87,0,0,124.32,10.79,11.53,0,0,0,0,0,15.56,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.12,9.68,20.8,0,42.62,0,348.98

65,16:00-16:15,15,0,98.87,0,0,124.32,10.21,11.53,0,0,0,0,0,15.56,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,42.62,0,348.98

66,16:15-16:30,15,0,98.87,0,0,124.32,10.21,11.53,0,0,0,0,0,15.56,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,42.62,0,348.98

67,16:30-16:45,15,0,98.87,0,0,124.32,10.21,11.53,0,6.52,0,0,0,29.87,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,15.45,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,42.62,0,348.98

68,16:45-17:00,15,0,98.87,0,0,124.32,10.21,11.53,0,6.52,0,0,0,29.87,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,15.45,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,42.62,0,348.98

69,17:00-17:15,15,0,98.87,0,0,124.32,9.47,11.53,0,6.52,0,0,0,46.69,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,42.62,0,348.98

70,17:15-17:30,15,0,98.87,0,0,124.32,9.17,11.53,0,6.52,0,0,0,46.69,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,62.5,0,348.98

71,17:30-17:45,15,0,98.87,0,0,124.32,8.58,11.53,0,6.52,0,3.56,0,46.69,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,9.68,20.8,0,116.95,0,348.98

72,17:45-18:00,15,0,98.87,0,0,124.32,8.29,11.53,0,6.52,0,3.56,0,62.24,0,0,0,0,0,14.05,27.48,17.75,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,25.72,67.12,19.36,20.8,0,140.34,0,348.98

73,18:00-18:15,15,0,98.87,0,0,124.32,8,11.53,0,6.52,0,15.28,0,62.24,0,0,0,0,0,28.1,36.55,26.62,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,26.34,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,2.67,0,0,25.72,67.12,29.06,20.8,0,140.34,0,348.98

74,18:15-18:30,15,0,98.87,0,0,124.32,7.79,12.68,0,19.56,0,49.01,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,8,0,0,25.72,67.12,30.56,20.8,0,140.34,0,348.98

75,18:30-18:45,15,0,98.87,0,0,124.32,7.79,12.68,0,19.56,0,49.01,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,13.33,0,0,25.72,67.12,30.56,20.8,0,140.34,0,348.98

76,18:45-19:00,15,0,98.87,0,0,124.32,7.79,12.68,0,19.56,0,49.01,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,13.33,0,0,25.72,67.12,30.56,20.8,0,140.34,0,348.98

77,19:00-19:15,15,0,98.87,0,0,124.32,7.9,12.68,0,19.56,0,49.01,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,50.79,9.42,0,0,0,0,0,0,0,51.78,79.38,13.33,0,0,25.72,68.42,30.56,20.8,0,140.34,0,348.98

78,19:15-19:30,15,0,98.87,0,0,124.32,8.09,12.68,0,19.56,0,49.01,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,50.79,9.42,0,0,0,0,0,0,0,51.78,79.38,13.33,0,0,25.72,68.42,30.56,20.8,0,140.34,0,348.98

79,19:30-19:45,15,0,98.87,0,0,124.32,8.21,12.68,0,19.56,0,49.01,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,79.38,13.33,0,0,25.72,68.42,30.56,20.8,0,140.34,0,348.98

80,19:45-20:00,15,0,98.87,0,0,124.32,8.29,12.68,0,19.56,0,16.55,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,79.38,13.33,0,0,25.72,68.42,30.56,20.8,0,140.34,0,348.98

81,20:00-20:15,15,0,98.87,0,0,124.32,8.82,12.68,0,19.56,0,14,0,62.24,0,0,0,0,0,42.15,37.65,37.47,0,40.69,0,138,0,0,0,49.93,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,40.79,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,13.33,0,0,26.25,68.42,30.56,20.8,0,140.34,0,348.98

82,20:15-20:30,15,0,98.87,0,0,124.32,8.82,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,36.55,19.72,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,39.51,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,13.33,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

83,20:30-20:45,15,0,98.87,0,0,124.32,8.96,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,9.33,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

84,20:45-21:00,15,0,98.87,0,0,124.32,9.11,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,50.79,9.42,0,0,0,0,0,0,0,51.78,51.13,4.8,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

85,21:00-21:15,15,0,98.87,0,0,124.32,9.11,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,50.79,10.76,0,0,0,0,0,0,0,51.78,51.13,4.8,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

86,21:15-21:30,15,0,98.87,0,0,124.32,9.27,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,10.76,0,0,0,0,0,0,0,51.78,51.13,4.8,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

87,21:30-21:45,15,0,98.87,0,0,124.32,9.27,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,10.76,0,0,0,0,0,0,0,51.78,51.13,4.66,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

88,21:45-22:00,15,0,98.87,0,0,124.32,9.41,11.53,0,6.52,0,14,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,10.76,0,0,0,0,0,0,0,51.78,51.13,9.33,0,0,26.25,68.42,19.36,20.8,0,113.64,0,348.98

89,22:00-22:15,15,0,98.87,0,0,124.32,9.85,11.53,0,6.52,0,3.56,0,62.24,0,0,0,0,0,42.15,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,12,0,0,26.78,68.42,19.36,20.8,0,113.64,0,348.98

90,22:15-22:30,15,0,98.87,0,0,124.32,9.85,11.53,0,6.52,0,3.56,0,62.24,0,0,0,0,0,42.15,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,12,0,0,26.78,68.42,19.36,20.8,0,113.64,0,348.98

91,22:30-22:45,15,0,98.87,0,0,124.32,10,11.53,0,6.52,0,0,0,62.24,0,0,0,0,0,42.15,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,11.04,12.11,0,0,0,0,0,0,0,51.78,51.13,12,0,0,27.3,68.42,19.36,20.8,0,113.64,0,348.98

92,22:45-23:00,15,0,98.87,0,0,124.32,10,11.53,0,6.52,0,0,0,62.24,0,0,0,0,0,28.1,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,25.33,44.92,0,0,0,16.56,12.11,0,0,0,0,0,0,0,51.78,51.13,12,0,0,27.3,68.42,19.36,20.8,0,113.64,0,348.98

93,23:00-23:15,15,0,98.87,0,0,124.32,5,11.53,0,6.52,0,0,0,62.24,0,0,0,0,0,14.05,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,22.66,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,51.13,8.66,0,0,27.3,68.42,19.36,20.8,0,85.23,0,348.98

94,23:15-23:30,15,0,98.87,0,0,124.32,5,11.53,0,6.52,0,0,0,62.24,0,0,0,0,0,14.05,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,22.66,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,51.13,2.67,0,0,27.3,68.42,19.36,20.8,0,85.23,0,348.98

95,23:30-23:45,15,0,98.87,0,0,124.32,5,11.53,0,6.52,0,0,0,62.24,0,0,0,0,0,14.05,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,22.66,44.92,0,0,0,13.25,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,19.36,20.8,0,85.23,0,348.98

96,23:45-24:00,15,0,98.87,0,0,124.32,5,11.53,0,6.52,0,0,0,62.24,0,0,0,0,0,14.05,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,22.66,44.92,0,0,0,13.25,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,19.36,20.8,0,85.23,0,348.98

