Block,Time Block,DADRI_RF,DADRI_LF,BSIUL,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,KGSU1AND2,DADRT2,JHAJJAR,CHAMERA3,BRBCL,CHAMERA1,KHSTPP-II,KHSTPP-I,KKNPPU2,KOLDAM,KKNP,KISHANGANGA,KGSU3AND4,KUDGI,KOTESHWR,MAPS,NAPP,RAMPUR,NNTPP,PARBATI3,NLCIIST2,NJPC,NLCEXP,NLCTS2EXP,NTPL,NLCIIST1,RAPPC,RIHAND1,RAPPB,RSTPSU7,SASAN,SEWA2,SIMHST1,SALAL,RSTPSU1TO6,RIHAND3,RIHAND2,SINGRAULI,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,TALST2,TALA,TANDA2,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,AURY_GF,AURY_CRF,ANTA_RF,DADRI_GF,ANTA_LF,DADRI_CRF,ANTA_GF,AURY_RF,ANTA_CRF,AURY_LF,URI,VALLURNTECL,UNCHAHAR4,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,12.56,42.58,38.9,34.89,13.77,0,399.6,154.06,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,16.09,17.66,0,11.53,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

58,14:15-14:30,0,0,12.56,42.58,38.9,34.89,13.77,0,457.38,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,16.09,17.66,0,11.53,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

59,14:30-14:45,0,0,12.56,42.58,38.9,34.89,13.77,0,505.52,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,33.43,17.66,0,11.66,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

60,14:45-15:00,0,0,12.56,42.58,38.9,34.89,13.77,0,505.52,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,48.08,17.66,0,11.66,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

61,15:00-15:15,0,0,12.56,42.58,38.9,34.89,13.77,0,505.52,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,5.58,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,48.08,17.66,0,11.66,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

62,15:15-15:30,0,0,12.56,42.58,38.9,34.89,13.77,0,505.52,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,5.58,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,65.21,17.66,0,11.66,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

63,15:30-15:45,0,0,12.56,42.58,38.9,34.89,13.77,0,524.78,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,11.15,0,80.57,0,122.87,117.19,82.5,10.49,0,36.229,65.21,17.66,0,8.86,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

64,15:45-16:00,0,0,12.56,42.58,38.9,34.89,13.77,0,524.78,202.21,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,11.15,0,80.57,0,122.87,117.19,82.5,10.49,0,36.229,65.21,17.66,0,8.74,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

65,16:00-16:15,0,0,6.28,28.72,38.9,34.89,13.77,0,524.78,259.98,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,20.3,0,160.9,0,0,0,0,58,50.13,0,0,303.31,11.15,0,80.57,0,122.87,117.19,82.5,10.49,0,36.229,65.21,17.66,0,8.63,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

66,16:15-16:30,0,0,6.28,28.72,38.9,34.89,13.77,0,524.78,259.98,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,20.3,0,160.9,0,0,0,0,58,50.13,0,0,303.31,13.97,0,76.44,0,122.87,117.19,82.5,10.49,0,36.229,65.21,17.66,0,8.63,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

67,16:30-16:45,0,0,6.28,28.72,38.9,34.89,13.77,0,524.78,259.98,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,303.31,14.12,0,76.44,0,122.87,117.19,82.5,11.1,0,36.229,65.21,17.66,0,8.58,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

68,16:45-17:00,0,0,6.28,28.72,38.9,34.89,13.77,0,524.78,259.98,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,303.31,14.12,0,76.44,0,122.87,117.19,82.5,11.1,0,36.229,65.21,17.66,0,8.58,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

69,17:00-17:15,0,0,6.28,28.72,38.9,34.89,13.77,0,582.18,259.98,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,310.14,14.12,0,76.44,0,122.87,117.19,82.5,11.1,0,36.229,65.21,17.66,0,8.58,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

70,17:15-17:30,0,0,6.28,28.72,38.9,34.89,13.77,0,582.18,259.98,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,11.1,0,36.229,65.21,17.66,0,8.63,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

71,17:30-17:45,0,0,1.06,28.72,38.9,34.89,13.77,0,635.14,288.36,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,11.1,0,40.824,65.69,19.8,0,8.44,0,0,0.73,25.42,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

72,17:45-18:00,0,0,1.06,28.72,38.9,34.89,13.77,0,635.14,288.36,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,40.824,66.86,19.8,0,8.41,0,0,0.73,25.42,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

73,18:00-18:15,0,0,1.06,28.72,38.9,34.89,13.77,0,582.18,291.08,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,40.824,66.86,19.8,0,8.21,0,0,0.73,25.42,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

74,18:15-18:30,0,0,1.06,28.72,38.9,34.89,13.77,0,582.18,291.08,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,51.42,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,40.824,66.86,19.8,0,7.98,0,0,0.73,25.42,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

75,18:30-18:45,0,0,1.06,28.72,38.9,34.89,13.77,0,582.18,264.11,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,51.42,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,40.824,66.86,19.8,0,7.65,0.72,0,0.73,25.42,0,0,0,0,0,0,0,0,0,0,35.08,0,0.29,28.46,0,0,0,0,0

76,18:45-19:00,0,0,19.46,43.96,39.88,34.89,13.77,0,582.18,264.11,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,40.824,66.86,19.8,0,7.65,1.48,0,0.73,25.42,0,0,0,0,0,0,0,0,0,0,35.08,0,0.72,28.46,0,0,0,0,0

77,19:00-19:15,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,350.65,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,7.5,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

78,19:15-19:30,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,7.65,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

79,19:30-19:45,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,7.92,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

80,19:45-20:00,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,20.3,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.21,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

81,20:00-20:15,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,32.48,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.49,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

82,20:15-20:30,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,32.48,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.36,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

83,20:30-20:45,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,32.48,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.44,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

84,20:45-21:00,0,0,2.12,42.58,38.9,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.63,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

85,21:00-21:15,0,0,2.12,42.58,38.9,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.63,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

86,21:15-21:30,0,0,2.12,42.58,38.9,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,32.48,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.77,2.7,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

87,21:30-21:45,0,0,2.12,42.58,38.9,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,51.42,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,8.93,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

88,21:45-22:00,0,0,19.46,43.96,39.88,34.89,13.77,0,660.6,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,82.5,9.13,0,41.454,66.86,20.18,0,9.06,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

89,22:00-22:15,0,0,19.46,43.96,39.88,35.98,13.77,0,607.4,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,88.35,9.13,0,39.44,66.86,20.18,0,9.2,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

90,22:15-22:30,0,0,19.46,43.96,39.88,35.98,13.77,0,586.83,398.46,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,51.42,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,39.44,66.86,20.18,0,9.63,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,28.46,0,0,0,0,0

91,22:30-22:45,0,0,19.46,43.96,39.88,35.98,13.77,0,512.51,365.94,30.89,14.44,40.59,109.64,20.45,0,5.15,0,2.77,0,0,40.93,0,43.55,3.49,0,36.54,0,162.4,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,39.44,66.86,20.18,0,9.63,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

92,22:45-23:00,0,0,18.83,42.58,38.9,34.89,13.77,0,508.66,365.94,30.89,14.44,40.59,111.11,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,36.54,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,39.44,65.21,20.18,0,9.91,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

93,23:00-23:15,0,0,18.83,42.58,38.9,34.89,13.77,0,456.66,365.94,30.89,14.44,40.59,115.98,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,38.887,65.21,20.18,0,9.91,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

94,23:15-23:30,0,0,18.83,42.58,38.9,34.89,13.77,0,469.18,365.94,30.89,14.44,40.59,116.15,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,38.887,65.21,20.18,0,9.91,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

95,23:30-23:45,0,0,18.83,42.58,38.9,34.89,13.77,0,470.15,365.94,30.89,14.44,40.59,120.46,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,38.887,65.21,20.18,0,9.91,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

96,23:45-24:00,0,0,18.83,42.58,38.9,34.89,13.77,0,439.33,365.94,30.89,14.44,40.59,121.21,20.45,0,5.15,0,2.77,0,0,37.21,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,313.06,16.73,0,76.44,0,122.87,117.19,90.01,9.13,0,38.887,65.21,20.18,0,9.91,2.44,0,0.73,26.05,0,0,0,0,0,0,0,0,0,0,35.08,0,1.56,26.33,0,0,0,0,0

