Block,Time,KHSTPP-II,RIHAND1,ANTA_LF,TANDA2,SEWA2,URI2,DHAULIGNGA,DULHASTI,UNCHAHAR2,RIHAND3,FSTPP I & II,SASAN,BRBCL,NJPC,KHSTPP-I,TALA,AURY_LF,CHAMERA3,CHAMERA1,RIHAND2,DADRI_RF,UNCHAHAR4,JHAJJAR,SALAL,KISHANGANGA,SINGRAULI,BSIUL,DADRT2,RAPPB,AURY_GF,RAPPC,DADRI_LF,DADRI_GF,SINGRAULI_HYDRO,ANTA_RF,PARBATI3,CHAMERA2,URI,NAPP,UNCHAHAR3,UNCHAHAR1,AURY_RF,RAMPUR,ANTA_CRF,AURY_CRF,KOTESHWR,DADRI_CRF,TANAKPUR,ANTA_GF,TEHRI,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,141.600248,88.310800,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,35.154418,118.706633,14.844470,401.977323,14.398548,0.000000,44.538477,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,346.931858,6.692423,0.000000,113.388188,0.000000,299.488800,0.000000,0.000000,52.622486,0.000000,0.000000,0.697790,0.000000,0.000000,0.000000,2.119459,20.503464,17.845021,8.771566,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,141.600248,88.310800,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,35.154418,118.706633,14.844470,401.977323,14.398548,0.000000,44.538477,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,346.931858,2.230808,0.000000,120.312800,0.000000,299.488800,0.000000,0.000000,52.622486,0.000000,0.000000,0.697790,0.000000,0.000000,0.000000,2.119459,20.503464,17.845021,8.771566,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,141.600248,88.310800,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,35.154418,118.706633,14.844470,401.977323,14.398548,0.000000,44.538477,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,346.931858,1.338485,0.000000,120.551441,0.000000,299.488800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,17.845021,8.771566,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,141.600248,88.310800,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,35.154418,118.706633,14.844470,401.977323,14.005144,0.000000,44.538477,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,346.931858,1.338485,0.000000,120.551441,0.000000,299.488800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,17.845021,8.771566,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,114.478538,88.310800,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,24.590430,118.706633,10.659306,401.977323,12.971763,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,266.357536,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,114.478538,88.310800,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,24.590430,118.706633,10.659306,401.977323,11.775112,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,199.496392,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,12.546491,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,12.763413,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,12.774607,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,13.068778,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,13.707141,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,13.962889,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,6.517049,0.000000,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.091332,118.706633,4.799500,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.326820,6.162558,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,6.517049,0.000000,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.398500,118.706633,4.799500,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.518800,6.239350,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,6.517049,0.000000,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.398500,118.706633,4.799500,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.518800,6.239350,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,6.517049,0.000000,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,14.398500,118.706633,4.799500,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.518800,6.239350,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,6.762975,0.000000,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,24.590430,118.706633,10.659306,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.518800,6.239350,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,24.590430,118.706633,10.659306,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,340.764500,1.338485,0.000000,113.392987,0.000000,174.701800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,11.518800,6.239350,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,14.211320,0.000000,0,0,0,0,0

20,04:45-05:00,114.478538,88.310800,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,24.590430,118.706633,10.659306,401.977323,14.398548,0.000000,32.794504,0.000000,0.000000,0.000000,0.000000,56.691694,0.000000,0.000000,346.931858,1.338485,0.000000,113.392987,0.000000,203.498800,0.000000,0.000000,52.622486,0.000000,0.000000,0.716153,0.000000,0.000000,0.000000,2.119459,20.503464,17.845021,8.771566,0.000000,0.000000,0.000000,0.000000,8.518153,0.000000,0.245926,0.000000,14.937004,0.000000,0,0,0,0,0

