Block,Time,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,RIHAND1,RIHAND3,SALAL,SEWA2,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,CHAMERA1,CHAMERA2,KOLDAM,PARBATI3,BSIUL,CHAMERA3,DHAULIGNGA,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,1.01389,6.6612,0,19.414,42.392196,26.39091,47.472,32.82288,92,123.665625,80.759,10.55736,20.16,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,342

7,01:30-01:45,1.01389,7.0455,0,19.414,42.392196,26.39091,47.472,32.82288,92,123.665625,80.759,10.55736,20.16,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,14.003,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,342

8,01:45-02:00,1.01389,7.0455,0,19.414,42.392196,26.39091,51.888,32.82288,92,123.665625,80.759,10.55736,20.16,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,14.003,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,342

9,02:00-02:15,1.01389,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,14.003,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,346.5

10,02:15-02:30,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,14.003,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,346.5

11,02:30-02:45,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,346.5

12,02:45-03:00,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,346.5

13,03:00-03:15,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,366.75

14,03:15-03:30,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,372.375

15,03:30-03:45,1.01389,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,382.5

16,03:45-04:00,1.01389,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,80.759,10.55736,10.08,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,388.125

17,04:00-04:15,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,393.75

18,04:15-04:30,1.01389,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.9125,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,393.75

19,04:30-04:45,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,10.55736,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,17.822,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,399.375

20,04:45-05:00,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,405

21,05:00-05:15,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,22.914,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,32.778,409.5

22,05:15-05:30,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,32.778,409.5

23,05:30-05:45,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,32.778,409.5

24,05:45-06:00,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,32.778,409.5

25,06:00-06:15,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,32.778,414

26,06:15-06:30,0.99476,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,32.778,414

27,06:30-06:45,0.99476,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,65.401648,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,414

28,06:45-07:00,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,414

29,07:00-07:15,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,414

30,07:15-07:30,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,414

31,07:30-07:45,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,418.77

32,07:45:08:00,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,418.77

33,08:00-08:15,0.99476,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,418.77

34,08:15-08:30,0.99476,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,24.99,147.515625,31.564,418.77

35,08:30-08:45,0.9565,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

36,08:45:09:00,0.9565,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,5.27868,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,32.88,0,0,41.475,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

37,09:00:09:15,0.9565,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

38,09:15-09:30,0.9565,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

39,09:30-09:45,0.9565,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

40,09:45-10:00,0.9565,7.8141,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

41,10:00-10:15,0.99476,7.8141,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

42,10:15-10:30,0.99476,7.8141,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

43,10:30-10:45,0.99476,7.8141,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

44,10:45-11:00,0.99476,7.8141,0,20.556,42.392196,26.39091,51.888,32.82288,92,123.665625,80.759,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,147.515625,31.564,418.77

45,11:00-11:15,0.99476,7.4298,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,53.452,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,132.6985,31.564,418.77

46,11:15-11:30,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,110.5646,31.564,418.77

47,11:30-11:45,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,53.452,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

48,11:45-12:00,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,66.815,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,5.916,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

49,12:00-12:15,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,79.3646,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,7.888,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

50,12:15-12:30,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,84.9422,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,7.888,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

51,12:30-12:45,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,84.9422,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,7.888,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,36.5917,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

52,12:45-13:00,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,84.9422,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,7.888,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,0,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

53,13:00-13:15,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,84.9422,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,7.888,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,0,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

54,13:15-13:30,0.99476,7.4298,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,84.9422,0,0,0,137.25,118.125,686.779958,49.436556,653.1525,0,7.888,38.8752,152.9405,0,50.76,42.66,39.51012,0,15.276,13.1076,29.41554,0,0,0,46.032,39.456,0,0,34.65,0,5.25,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,26.46,98.34375,31.564,418.77

