Block,Time,BSIUL,KUDGI,SIMHST1,SINGRAULI,TANAKPUR,UNCHAHAR2,UNCHAHAR4,URI2,DHAULIGNGA,KHSTPP-I,KOLDAM,NJPC,NLCEXP,RAMPUR,RAPPB,RIHAND2,SASAN,TALST2,TEHRI,VALLURNTECL,ANTA_LF,KKNP,MAPS,NLCTS2EXP,UNCHAHAR3,ANTA_GF,AURY_RF,DADRI_LF,BRBCL,KGSU1AND2,KKNPPU2,NNTPP,RSTPSU7,SEWA2,URI,DADRT2,DULHASTI,KGSU3AND4,KOTESHWR,TANDA2,AURY_LF,JHAJJAR,KISHANGANGA,NLCIIST1,NTPL,PARBATI3,SALAL,SIMHST2,SINGRAULI_HYDRO,ANTA_RF,AURY_CRF,AURY_GF,CHAMERA2,CHAMERA3,FSTPP I & II,KHSTPP-II,NAPP,RAPPC,RIHAND1,RSTPSU1TO6,TALA,TelanganaSTPP,UNCHAHAR1,DADRI_CRF,DADRI_GF,CHAMERA1,NLCIIST2,RIHAND3,ANTA_CRF,DADRI_RF
65,16:00-16:15,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,15.44,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

66,16:15-16:30,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,15.44,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

67,16:30-16:45,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,20.83,0,0,0,118.76,348.98,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,2.76,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

68,16:45-17:00,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,42.62,0,0,0,118.76,348.98,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

69,17:00-17:15,0,0,0,138,3.85,21.19,0,4.57,9.13,44.92,0,61.56,0,0,0,118.76,348.98,0,46.31,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,459.81,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.16,0

70,17:15-17:30,1.1,0,0,138,3.85,21.19,0,4.57,18.27,44.92,0,80.49,0,0,0,118.76,348.98,0,46.31,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,682.78,14.12,0,8.87,0,0,459.81,0,0,0,0,12.78,0,0,0,70.37,0,0,1.27,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,12.29,0,124.32,41.16,0

71,17:30-17:45,2.2,0,0,139.68,10.25,21.19,0,4.57,27.4,44.92,0,116.95,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,5.27,1.66,682.78,32.96,0,8.87,0,0,459.81,0,0,0,0,13.95,0,0,0,70.37,0,4,9.68,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,28.1,0,124.32,41.16,0

72,17:45-18:00,13.04,0,0,139.68,3.85,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,1.66,682.78,49.43,0,9.86,0,0,459.81,0,0,0,0,69.72,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.15,0,124.32,41.58,0

73,18:00-18:15,13.04,0,0,139.68,3.2,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,1.66,682.78,49.43,0,9.86,0,0,459.81,0,0,0,0,69.72,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.15,0,124.32,41.58,0

74,18:15-18:30,13.04,0,0,139.68,3.2,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,1.66,682.78,49.43,0,9.86,0,0,459.81,0,0,0,0,69.72,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.15,0,124.32,41.58,0

75,18:30-18:45,13.04,0,0,139.68,3.2,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,36.43,682.78,49.43,0,9.86,0,0,459.81,0,0,0,0,69.72,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.15,0,124.32,41.58,0

76,18:45-19:00,13.04,0,0,139.68,10.25,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,36.43,683.14,49.43,0,9.86,0,0,654.31,0,0,0,0,13.95,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.15,0,124.32,41.58,0

77,19:00-19:15,13.04,0,0,139.68,3.2,21.19,0,6.72,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,6.63,683.14,49.43,0,9.86,0,0,654.31,0,0,0,3.82,2.33,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.15,0,124.32,41.79,0

78,19:15-19:30,13.04,0,0,139.68,3.2,21.19,0,6.72,36.55,44.92,0,140.34,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,6.63,683.14,49.43,0,9.86,0,0,654.31,0,0,0,16.55,2.33,0,0,0,70.37,0,26.34,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,28.09,0,124.32,41.79,0

79,19:30-19:45,6.52,0,0,139.68,3.2,21.19,0,6.72,27.4,44.92,0,116.95,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,5.27,6.63,683.14,32.96,0,8.87,0,0,654.31,0,0,0,16.55,2.33,0,0,0,70.37,0,4,1.91,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,12.41,0,124.32,41.79,0

80,19:45-20:00,6.52,0,0,139.68,3.2,21.19,0,6.72,18.27,44.92,0,93.56,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,11.59,683.14,14.12,0,8.87,0,0,654.31,0,0,0,16.55,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.79,0

81,20:00-20:15,6.52,0,0,139.68,3.2,21.19,0,6.72,9.13,44.92,0,70.17,0,0,0,118.76,348.98,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,11.59,683.14,14.12,0,8.87,0,0,654.31,0,0,0,16.55,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.21,0

82,20:15-20:30,6.52,0,0,139.68,3.2,21.19,0,6.72,9.13,44.92,0,43.75,0,0,0,118.76,348.98,0,46.31,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,11.59,683.14,14.12,0,8.87,0,0,654.31,0,0,0,16.55,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.21,0

83,20:30-20:45,6.52,0,0,139.68,10.25,21.19,0,6.72,9.13,44.92,0,43.75,0,0,0,118.76,348.98,0,46.31,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,6.63,683.14,14.12,0,8.87,0,0,654.31,0,0,0,16.55,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.21,0

84,20:45-21:00,1.1,0,0,139.68,3.85,21.19,0,6.72,9.13,44.92,0,43.75,0,0,0,118.76,348.98,0,46.31,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,6.63,683.14,14.12,0,8.87,0,0,654.31,0,0,0,3.18,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.21,0

85,21:00-21:15,0,0,0,139.68,3.85,21.19,0,6.72,9.13,44.92,0,43.75,0,0,0,118.76,348.98,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,12.15,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

86,21:15-21:30,0,0,0,139.68,3.85,21.19,0,6.72,9.13,44.92,0,43.75,0,0,0,118.76,348.98,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,12.15,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

87,21:30-21:45,0,0,0,139.68,3.85,21.19,0,6.72,9.13,44.92,0,43.75,0,0,0,118.76,348.98,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,7.95,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

88,21:45-22:00,0,0,0,139.68,3.85,21.19,0,6.72,9.13,44.92,0,23.39,0,0,0,118.76,348.98,0,15.44,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,7.95,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

89,22:00-22:15,0,0,0,139.68,3.85,21.19,0,6.72,0,44.92,0,23.39,0,0,0,118.76,348.98,0,15.44,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,3.31,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

90,22:15-22:30,0,0,0,139.68,3.85,21.19,0,6.72,0,44.92,0,0,0,0,0,118.76,348.98,0,15.44,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,3.31,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

91,22:30-22:45,0,0,0,139.68,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,348.98,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,3.31,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

92,22:45-23:00,0,0,0,139.68,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,348.98,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,3.31,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

93,23:00-23:15,0,0,0,139.68,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,348.98,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,6.63,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

94,23:15-23:30,0,0,0,139.68,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,348.98,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,6.63,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

95,23:30-23:45,0,0,0,139.68,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,348.98,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,2.21,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

96,23:45-24:00,0,0,0,139.68,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,348.98,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,2.21,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

