Block,Time,RIHAND3,AURY_GF,ANTA_LF,DADRI_CRF,DADRI_RF,TANAKPUR,RAMPUR,DHAULIGNGA,ANTA_GF,CHAMERA1,RAPPC,DULHASTI,ANTA_CRF,CHAMERA3,DADRI_GF,ANTA_RF,UNCHAHAR4,SALAL,RAPPB,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF,KOLDAM,KISHANGANGA,RIHAND1,TANDA2,URI,DADRT2,UNCHAHAR1,DADRI_LF,JHAJJAR,AURY_RF,PARBATI3,NJPC,BSIUL,NAPP,SINGRAULI,KOTESHWR,TEHRI,SEWA2,URI2,AURY_LF,CHAMERA2,UNCHAHAR3,KHSTPP-II,BRBCL,TALA,FSTPP I & II,KUDGI,SASAN,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,0.979207,9.257700,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,82.156096,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,665.674446,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,33.308488,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,17.545008,72.54,337.528620,42.267027,0,0,0,0,0

9,02:00-02:15,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,82.156096,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,665.674446,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,33.308488,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,17.545008,72.54,337.528620,42.267027,0,0,0,0,0

10,02:15-02:30,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,82.156096,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,38.440397,633.118771,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,33.308488,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,17.545008,72.54,337.528620,42.267027,0,0,0,0,0

11,02:30-02:45,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,82.156096,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,38.440397,594.430771,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,33.308488,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,72.54,337.528620,42.267027,0,0,0,0,0

12,02:45-03:00,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,82.156096,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,594.430771,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,33.308488,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,72.54,337.528620,42.267027,0,0,0,0,0

13,03:00-03:15,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,633.118771,20.074237,0.000000,636.311111,0.000000,16.579457,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,72.54,337.528620,42.267027,0,0,0,0,0

14,03:15-03:30,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,594.430771,20.074237,0.000000,636.311111,0.000000,16.579457,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,72.54,337.528620,42.267027,0,0,0,0,0

15,03:30-03:45,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,594.430771,20.074237,0.000000,636.311111,0.000000,16.579457,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,72.54,337.528620,42.267027,0,0,0,0,0

16,03:45-04:00,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.979207,9.257700,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,555.742771,20.074237,0.000000,636.311111,0.000000,16.579457,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,72.54,337.528620,42.267027,0,0,0,0,0

17,04:00-04:15,121.185605,0.000000,0.000000,0.000000,0.000000,11.150849,0.979207,18.515401,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,507.382771,20.074237,0.000000,636.311111,0.000000,16.579457,86.249030,12.677671,40.408206,134.572759,8.166506,25.412092,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,58.03,337.528620,42.267027,0,0,0,0,0

18,04:15-04:30,121.185605,0.000000,0.000000,0.000000,0.000000,11.150849,0.979207,18.515401,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,507.382771,20.074237,0.000000,636.311111,0.000000,16.579457,86.249030,12.677671,40.408206,134.572759,8.166506,16.941394,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,58.03,337.528620,42.267027,0,0,0,0,0

19,04:30-04:45,121.185605,0.000000,0.000000,0.000000,0.000000,11.150849,0.979207,18.515401,0.000000,13.588541,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,507.382771,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,58.03,337.528620,42.267027,0,0,0,0,0

20,04:45-05:00,121.185605,0.000000,0.000000,0.000000,0.000000,11.150849,0.979207,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,507.382771,20.074237,0.000000,636.311111,0.000000,3.238176,86.249030,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,58.03,337.528620,42.267027,0,0,0,0,0

21,05:00-05:15,121.185605,0.000000,0.000000,0.000000,0.000000,11.150849,1.076737,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.783432,80.357878,0.000000,115.667448,0.976282,41.637960,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,478.366771,20.074237,0.000000,636.311111,0.000000,11.657431,94.682268,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,25.841444,142.676992,11.161004,0.000000,18.645295,53.20,337.528620,42.267027,0,0,0,0,0

22,05:15-05:30,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,80.357878,0.000000,115.667448,0.976282,33.887562,0.000000,0.587361,1.408539,90.259104,1.347048,36.304819,439.678771,15.039863,0.000000,625.969519,0.000000,50.645060,114.998707,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,19.543397,142.676992,11.161004,0.000000,18.645295,53.20,337.528620,42.267027,0,0,0,0,0

23,05:30-05:45,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,27.773101,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.359060,80.357878,0.000000,115.667448,0.976282,29.127235,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,369.930321,15.039863,0.000000,625.969519,0.000000,50.645060,114.998707,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,19.186733,142.676992,11.161004,0.000000,18.645295,53.20,337.528620,42.267027,0,0,0,0,0

24,05:45-06:00,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,27.773101,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.359060,80.357878,0.000000,115.667448,0.976282,28.860474,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,365.089752,15.039863,0.000000,625.969519,0.000000,50.645060,114.998707,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,19.186733,142.676992,11.161004,0.000000,18.645295,53.20,337.528620,42.267027,0,0,0,0,0

25,06:00-06:15,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,27.773101,0.000000,22.922640,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.388000,80.357878,0.000000,115.667448,0.976282,18.923975,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.153146,10.718614,0.000000,550.050509,0.000000,50.645060,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.755896,142.676992,11.161004,0.000000,18.645295,53.20,337.528620,34.137711,0,0,0,0,0

26,06:15-06:30,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,27.773101,0.000000,22.922640,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.388000,80.357878,0.000000,115.667448,0.976282,18.652610,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.161386,10.720546,0.000000,453.330509,0.000000,50.645060,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.761966,142.676992,11.161004,0.000000,18.645295,53.20,337.528620,34.137711,0,0,0,0,0

27,06:30-06:45,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.387214,80.357878,0.000000,115.667448,0.976282,28.860474,0.000000,1.762084,1.408539,90.259104,1.347048,36.304819,364.032612,10.567276,0.000000,347.553476,0.000000,50.645060,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.478936,142.676992,11.161004,0.000000,12.740732,53.20,337.528620,30.037291,0,0,0,0,0

28,06:45-07:00,121.185605,0.000000,0.000000,0.000000,0.000000,1.858475,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.358133,80.357878,0.000000,115.667448,0.976282,28.860474,0.000000,1.762084,1.408539,90.259104,1.347048,36.304819,364.466774,10.567276,0.000000,346.313742,0.000000,10.362160,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.478936,142.676992,11.161004,0.000000,12.740732,53.20,337.528620,28.538687,0,0,0,0,0

29,07:00-07:15,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.387214,80.357878,0.000000,115.667448,0.976282,22.043898,0.000000,1.762084,1.408539,90.259104,1.347048,36.304819,364.458688,10.567276,0.000000,346.313742,0.000000,3.238176,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.478936,142.676992,11.161004,0.000000,15.196260,58.03,337.528620,34.137711,0,0,0,0,0

30,07:15-07:30,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.387214,80.357878,0.000000,115.667448,0.976282,22.043898,0.000000,1.762084,1.408539,90.259104,1.347048,36.304819,364.466774,10.567276,0.000000,346.662807,0.000000,3.238176,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.478936,142.676992,11.161004,0.000000,15.196260,58.03,337.528620,34.137711,0,0,0,0,0

31,07:30-07:45,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.388000,80.357878,0.000000,115.667448,0.976282,21.387626,0.000000,1.762084,1.408539,90.259104,1.347048,38.440397,364.573151,10.567276,0.000000,346.662807,0.000000,3.238176,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.478936,142.676992,11.161004,0.000000,15.196260,58.03,337.528620,34.137711,0,0,0,0,0

32,07:45:08:00,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.388000,80.357878,0.000000,115.667448,0.976282,21.387626,0.000000,1.174722,1.408539,90.259104,1.347048,38.440397,364.581181,10.567276,0.000000,346.662807,0.000000,3.238176,114.998707,19.122898,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.478936,142.676992,11.161004,0.000000,15.196260,58.03,337.528620,34.137711,0,0,0,0,0

33,08:00-08:15,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,40.765623,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.388000,80.357878,0.000000,115.667448,0.976282,21.800283,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.573151,10.572170,0.000000,346.662807,0.000000,3.238176,114.998707,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.761966,94.522231,11.161004,0.000000,4.836000,58.03,337.528620,20.409371,0,0,0,0,0

34,08:15-08:30,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.388000,80.357878,0.000000,115.667448,0.976282,14.867125,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.581181,10.572170,0.000000,346.662807,0.000000,3.238176,114.998707,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.761966,94.522231,11.161004,0.000000,4.836000,58.03,337.528620,20.409371,0,0,0,0,0

35,08:30-08:45,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.392905,80.357878,0.000000,115.667448,0.976282,15.254369,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.582518,10.572170,0.000000,346.662807,0.000000,15.543242,114.998707,12.677671,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.761966,94.522231,11.161004,0.000000,4.836000,58.03,337.528620,20.409371,0,0,0,0,0

36,08:45:09:00,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,27.773101,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.392905,80.357878,0.000000,115.667448,0.976282,15.254369,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.582518,10.572170,0.000000,346.662807,0.000000,15.543242,114.998707,6.338835,40.408206,134.572759,8.166506,0.000000,16.044750,32.762446,0.000000,40.491409,13.761966,94.522231,11.161004,0.000000,4.836000,58.03,337.528620,20.409371,0,0,0,0,0

37,09:00:09:15,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.306910,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.395476,80.357878,0.000000,115.667448,0.976282,15.254369,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.999948,11.543102,0.000000,348.876814,0.000000,15.543242,114.998707,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,13.807080,82.857190,11.161004,0.000000,4.836000,48.36,337.528620,12.080328,0,0,0,0,0

38,09:15-09:30,121.185605,0.000000,0.000000,0.000000,0.000000,3.097458,1.076737,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.395476,80.357878,0.000000,115.667448,0.976282,15.254369,0.000000,1.174722,1.408539,90.259104,1.347048,38.440397,364.999948,11.543102,0.000000,348.876814,0.000000,15.543242,94.682268,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,13.807080,75.117298,11.161004,0.000000,4.836000,48.36,337.528620,12.080328,0,0,0,0,0

39,09:30-09:45,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,1.076737,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.395476,79.795934,0.000000,115.667448,0.976282,15.477348,0.000000,1.174722,1.408539,90.259104,1.347048,38.440397,364.994721,11.543102,0.000000,348.876814,0.000000,0.000000,94.682268,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,13.807080,75.117298,12.223957,0.000000,4.836000,50.83,337.528620,12.080328,0,0,0,0,0

40,09:45-10:00,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,1.076737,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.395476,79.795934,0.000000,115.667448,0.976282,15.477348,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.994721,11.543102,0.000000,348.876814,0.000000,0.000000,94.682268,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,13.807080,75.117298,13.605796,0.000000,4.836000,50.83,337.528620,12.080328,0,0,0,0,0

41,10:00-10:15,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,1.076737,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,79.795934,0.000000,115.667448,0.976282,14.437320,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,364.882117,5.822447,0.000000,348.876814,0.000000,0.000000,94.682268,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,9.676800,41.018952,14.881339,0.000000,4.836000,61.01,337.528620,12.080328,0,0,0,0,0

42,10:15-10:30,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.807552,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,79.795934,0.000000,115.667448,0.976282,14.437320,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,352.005198,5.822447,0.000000,348.876814,0.000000,0.000000,71.011701,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,9.676800,49.104108,14.881339,0.000000,4.836000,61.01,337.528620,12.080328,0,0,0,0,0

43,10:30-10:45,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.538369,18.515401,0.000000,27.177082,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,79.795934,0.000000,115.667448,0.976282,14.437320,0.000000,1.174722,1.408539,90.259104,1.347048,36.304819,352.005198,5.822447,0.000000,347.937964,0.000000,0.000000,47.341134,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,9.676800,75.117298,14.881339,0.000000,4.836000,48.17,337.528620,12.080328,0,0,0,0,0

44,10:45-11:00,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.538369,18.515401,0.000000,27.125124,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,79.795934,0.000000,115.667448,0.976282,14.437320,0.000000,0.587361,1.408539,90.259104,1.347048,36.304819,352.005198,5.822447,0.000000,347.937964,0.000000,0.000000,47.341134,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,9.676800,75.117298,14.881339,0.000000,4.836000,48.17,337.528620,12.080328,0,0,0,0,0

45,11:00-11:15,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.218469,18.515401,0.000000,27.125124,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,79.795934,0.000000,115.667448,0.976282,14.437320,0.000000,0.000000,1.408539,90.259104,1.347048,36.304819,352.005198,5.822447,0.000000,347.937964,0.000000,0.000000,19.358115,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,9.676800,75.117298,14.881339,0.000000,4.836000,70.35,337.528620,12.080328,0,0,0,0,0

46,11:15-11:30,121.185605,0.000000,0.000000,0.000000,0.000000,2.477966,0.218469,18.515401,0.000000,27.125124,53.247269,50.282029,0.000000,29.570779,0.000000,0.000000,0.078343,79.795934,0.000000,115.667448,0.976282,14.437320,0.000000,0.000000,1.408539,90.227767,1.347048,36.304819,352.005198,5.822447,0.000000,347.937964,0.000000,0.000000,19.166451,6.338835,40.408206,134.572759,6.174674,0.000000,16.044750,32.762446,0.000000,40.491409,9.676800,75.117298,14.881339,0.000000,4.836000,70.35,337.528620,12.080328,0,0,0,0,0

