Block,Time,BRBCL,BSIUL,CHAMERA1,DHAULIGNGA,NAPP,NJPC,NLCIIST1,PARBATI2,TALA,TALST2,ANTA_RF,AURY_GF,FSTPP I & II,KUDGI,NLCTS2EXP,RAPPC,SINGRAULI,URI,AURY_RF,DADRI_RF,KGSU1AND2,NLCIIST2,RAMPUR,RSTPSU1TO6,RSTPSU7,SINGRAULI_HYDRO,TANDA2,VALLURNTECL,MAPS,NTPL,RAPPB,RAPPD,RIHAND1,TEHRI,UNCHAHAR4,ANTA_CRF,KHSTPP-I,KISHANGANGA,NLCEXP,NNTPP,SIMHST1,AURY_CRF,DADRI_LF,PARBATI3,RIHAND2,SALAL,TANAKPUR,UNCHAHAR2,UNCHAHAR3,URI2,AURY_LF,CHAMERA2,DADRT2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,SASAN,SEWA2,SIMHST2,ANTA_LF,DADRI_CRF,CHAMERA3,DULHASTI,JHAJJAR,KOTESHWR,RIHAND3,TelanganaSTPP,UNCHAHAR1,ANTA_GF,DADRI_GF
57,14:00-14:15,20,6.52,0,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.48,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

58,14:15-14:30,20,6.52,0,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.48,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

59,14:30-14:45,20,6.52,0,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.48,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

60,14:45-15:00,20,6.52,0,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,11.53,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

61,15:00-15:15,20,6.52,12.16,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,11.53,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

62,15:15-15:30,20,6.52,12.16,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,11.53,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

63,15:30-15:45,20,6.52,12.16,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,11.53,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,0,414,6.3,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

64,15:45-16:00,20,6.52,12.16,10.95,0,134.41,0,13.52,10.58,0,48.55,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.48,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,2.04,414,12.61,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

65,16:00-16:15,20,6.52,12.16,10.95,0,134.41,0,13.52,10.58,0,47.89,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.35,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,2.04,414,12.61,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

66,16:15-16:30,20,6.52,12.16,10.95,0,134.41,0,13.52,10.58,0,47.89,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.35,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,2.04,414,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

67,16:30-16:45,20,6.52,25.28,10.95,0,134.41,0,13.52,11.64,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.35,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,2.04,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

68,16:45-17:00,20,6.52,25.28,10.95,0,100.81,0,13.52,11.64,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.35,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,4.79,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

69,17:00-17:15,20,6.52,25.28,10.95,0,100.81,0,13.52,11.35,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.35,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

70,17:15-17:30,20,6.52,25.28,10.95,0,100.81,0,13.52,11.35,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,4.29,94.58,81.34,4.35,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

71,17:30-17:45,20,0,25.28,21.88,0,100.81,0,13.52,10.02,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.11,0,0,0,0,0,4.29,94.58,81.34,4.48,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

72,17:45-18:00,20,0,25.28,21.88,0,100.81,0,26.3,9.85,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.11,0,0,0,0,0,4.29,94.58,81.34,4.48,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

73,18:00-18:15,20,0,25.28,21.88,0,100.81,0,30.06,8.82,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.11,0,0,0,0,0,4.29,94.58,81.34,2.44,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

74,18:15-18:30,20,0,25.28,21.88,0,100.81,0,37.57,8.26,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.11,0,0,0,0,0,4.29,94.58,81.34,2.44,45,27.68,38.1,0,16.27,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

75,18:30-18:45,20,0,25.28,21.88,0,100.81,0,45.08,7.9,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,33.76,94.58,80.18,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,9.59,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

76,18:45-19:00,20,0,42.15,32.83,0,100.81,0,52.6,7.9,0,47.24,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,4,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.22,0,45.83,8.63,0,0,0,0,0,42.96,94.58,80.18,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,9.59,405,18.9,0,0,0,11.67,58.69,447.11,20.85,90.79,0,21.64,0,0

77,19:00-19:15,20,6.52,42.15,43.78,0,134.41,0,56.36,7.62,0,47.5,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.22,0,45.83,8.63,0,0,0,0,0,42.96,94.58,80.18,2.44,44.5,27.68,38.1,0,32.53,573.92,0,148.3,0,0,9.59,405,18.9,0,0,0,23.33,58.69,447.11,31.28,90.79,0,21.64,0,0

78,19:15-19:30,20,20.46,42.97,43.78,0,182.59,0,59.51,7.67,0,47.5,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.23,0,45.83,8.63,0,0,0,0,0,78.83,94.58,80.18,2.44,44.49,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

79,19:30-19:45,20,20.46,42.97,43.78,0,182.59,0,59.51,6.02,0,47.89,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.22,0,45.83,8.63,0,0,0,0,0,78.83,94.58,80.18,2.44,44.49,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

80,19:45-20:00,20,20.46,42.97,43.78,0,182.59,0,59.51,6.09,0,47.89,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.22,0,45.83,8.63,0,0,0,0,0,78.83,94.58,80.18,2.44,44.5,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

81,20:00-20:15,20,20.46,42.97,43.78,0,182.59,0,59.51,6.21,0,32.14,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.22,0,45.83,8.63,0,0,0,0,0,78.83,94.58,80.18,2.44,44.5,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

82,20:15-20:30,20,20.46,42.97,43.78,0,182.59,0,59.51,6.23,0,32.14,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.22,0,45.83,8.63,0,0,0,0,0,78.83,94.58,80.18,2.44,44.49,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

83,20:30-20:45,20,20.46,42.15,43.78,0,182.59,0,59.51,7.17,0,32.14,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.23,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.54,44.49,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

84,20:45-21:00,20,20.46,42.15,43.78,0,182.59,0,59.51,7.32,0,32.14,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.23,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.54,44.49,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

85,21:00-21:15,20,20.46,42.15,43.78,0,182.59,0,59.51,7.32,0,32.54,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.23,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.54,44.49,27.68,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.64,0,0

86,21:15-21:30,20,6.52,42.15,43.78,0,180.89,0,45.08,7.62,0,32.54,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,2.24,0,45.83,8.63,0,0,0,0,0,13.81,94.58,76.69,1.54,44.5,27.68,38.1,0,48.81,573.92,0,148.3,0,0,9.59,405,18.9,0,0,0,27.63,59.5,447.11,31.28,90.79,0,21.64,0,0

87,21:30-21:45,20,6.52,42.15,43.78,0,180.89,0,45.08,6.94,0,32.54,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,2.66,0,0,0,0,26.56,62.23,29.13,1.5,0,45.83,8.63,0,0,0,0,0,15.35,94.58,76.69,1.54,44.5,27.68,38.1,0,48.81,573.92,0,148.3,0,0,9.59,405,18.9,0,0,0,27.63,59.5,447.11,31.28,90.79,0,21.64,0,0

88,21:45-22:00,20,20.46,42.97,43.78,0,182.59,0,59.51,7,0,32.54,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,0.74,0,0,0,0,26.56,62.23,29.13,1.48,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.54,43.47,27.19,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.34,0,0

89,22:00-22:15,20,20.46,42.97,43.78,0,182.59,0,59.51,7.23,0,32.81,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,0.74,0,0,0,0,26.56,62.23,29.13,1.49,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.54,43.47,27.19,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.32,0,0

90,22:15-22:30,20,20.46,42.97,43.78,0,182.59,0,59.51,7.43,0,32.81,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,0.74,0,0,0,0,26.56,62.23,29.13,1.49,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.54,43.47,27.2,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.32,0,0

91,22:30-22:45,20,20.46,42.15,43.78,0,182.59,0,59.51,7.5,0,32.81,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,7.15,0,0,1.18,0.74,0,0,0,0,26.56,62.23,29.13,1.48,0,45.83,8.63,0,0,0,0,0,78.83,94.58,76.69,1.41,43.46,27.2,40.16,0,51.37,573.92,0,148.3,0,0,9.59,405,20.09,0,0,0,36.84,59.5,447.11,34.76,90.79,0,21.32,0,0

92,22:45-23:00,20,13.04,25.28,43.78,0,180.89,0,37.57,7.62,0,32.81,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,0.77,0,0,0,0,26.56,62.23,29.13,1.49,0,45.83,5.75,0,0,0,0,0,58.31,94.58,76.69,1.41,43.48,27.2,38.1,0,48.81,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,23.33,58.69,447.11,10.43,90.79,0,21.34,0,0

93,23:00-23:15,20,13.04,25.28,43.78,0,180.89,0,22.54,7.7,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,0.92,0,0,0,0,26.56,62.23,29.13,1.51,0,45.83,5.75,0,0,0,0,0,50.64,94.58,76.69,1.41,43.49,27.2,38.1,0,48.81,573.92,0,148.3,0,0,7.19,405,18.9,0,0,0,23.33,58.69,447.11,10.43,90.79,0,21.34,0,0

94,23:15-23:30,20,13.04,25.28,43.78,0,180.89,0,22.54,7.82,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,1.02,0,0,0,0,26.56,62.23,29.13,1.51,0,45.83,5.75,0,0,0,0,0,50.64,94.58,76.69,1.41,43.54,27.2,38.1,0,48.81,573.92,0,148.3,0,0,4,405,12.61,0,0,0,23.33,58.69,447.11,10.43,90.79,0,21.4,0,0

95,23:30-23:45,20,6.52,25.28,43.78,0,180.89,0,22.54,7.9,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,1.02,0,0,0,0,26.56,62.23,29.13,1.51,0,45.83,5.75,0,0,0,0,0,39.13,94.58,76.69,5.64,43.54,27.2,38.1,0,48.81,573.92,0,148.3,0,0,4,405,12.61,0,0,0,23.33,58.69,447.11,10.43,90.79,0,21.4,0,0

96,23:45-24:00,20,6.52,25.28,43.78,0,180.89,0,22.54,7.97,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,6.98,0,0,1.18,1.02,0,0,0,0,26.56,62.23,29.13,1.51,0,45.83,5.75,0,0,0,0,0,39.13,94.58,76.69,5.64,43.54,27.2,38.1,0,48.81,573.92,0,148.3,0,0,4,405,12.61,0,0,0,23.33,58.69,447.11,10.43,90.79,0,21.4,0,0

