Block,Time,NNTPP,SINGRAULI_HYDRO,TALST2,TANAKPUR,UNCHAHAR1,AURY_LF,DADRI_GF,CHAMERA3,KGSU1AND2,KISHANGANGA,KUDGI,NJPC,SALAL,SINGRAULI,TEHRI,UNCHAHAR3,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,RIHAND2,SIMHST2,URI2,ANTA_RF,AURY_CRF,BSIUL,DULHASTI,JHAJJAR,RSTPSU1TO6,TelanganaSTPP,ANTA_CRF,DADRT2,DHAULIGNGA,KOLDAM,NLCIIST1,RIHAND3,SIMHST1,UNCHAHAR2,URI,VALLURNTECL,AURY_RF,DADRI_LF,NLCEXP,NLCTS2EXP,PARBATI3,RAPPC,RSTPSU7,TANDA2,BRBCL,CHAMERA1,CHAMERA2,RAPPB,SEWA2,TALA,UNCHAHAR4,ANTA_GF,ANTA_LF,DADRI_CRF,DADRI_RF,FSTPP I & II,KKNPPU2,KOTESHWR,MAPS,NAPP,NLCIIST2,NTPL,RAMPUR,RIHAND1,SASAN,AURY_GF
65,16:00-16:15,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,15.56,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

66,16:15-16:30,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,31.12,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

67,16:30-16:45,0,0,0,0.77,10.27,0,0,0,0,0,0,18.94,1.4,125.96,44.79,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

68,16:45-17:00,0,0,0,0.77,10.27,0,0,0,0,0,0,37.88,1.4,125.96,44.79,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,521.88,0,0,0,682.79,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

69,17:00-17:15,0,0,0,0.77,10.27,0,0,0,0,0,0,70.17,1.4,125.96,44.79,26.39,0,33.38,148.3,0,118.75,0,4.31,43.26,0,1.1,16.48,549.6,0,0,0,682.79,7.92,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,0,53.93,0,0,20,0,3.33,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

70,17:15-17:30,0,0,0,0.77,10.27,0,0,9.67,0,0,0,93.56,1.4,125.96,44.79,26.39,0,33.38,148.3,0,118.75,0,4.31,43.57,0,6.52,32.95,572.7,0,0,0,682.79,15.85,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,0,53.93,0,0,20,12.04,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

71,17:30-17:45,0,0,0,0.77,10.27,0,0,19.38,0,0,0,93.56,1.4,125.96,62.24,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,13.04,32.95,618.9,0,0,0,682.79,23.77,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,0,53.93,0,0,20,27.14,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,19.72,0,44.21,0,0,0,92,399.38,0

72,17:45-18:00,0,0,0,0.77,10.27,0,0,19.38,0,0,0,116.96,1.4,125.96,62.24,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,13.04,32.95,624.3,0,0,0,682.79,36.55,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,0,53.93,0,0,20,27.14,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,19.72,0,44.21,0,0,0,92,399.38,0

73,18:00-18:15,0,0,0,0.77,10.27,0,0,19.38,0,0,0,116.96,1.4,125.96,62.24,26.39,0,33.38,148.3,0,118.75,0,4.31,44.63,0,13.04,32.95,624.3,0,0,0,682.79,36.55,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,27.14,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,19.72,0,44.21,0,0,0,92,371.25,0

74,18:15-18:30,0,0,0,0.77,10.27,0,0,19.38,0,0,0,93.56,1.4,125.96,62.24,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,13.04,32.95,624.3,0,0,0,682.79,36.55,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,27.14,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,19.72,0,44.21,0,0,0,92,343.12,0

75,18:30-18:45,0,0,0,0.77,10.27,0,0,19.38,0,0,0,93.56,1.4,125.96,62.24,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,13.04,32.95,624.3,0,0,0,682.79,23.77,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,12.04,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,19.72,0,44.21,0,0,0,92,315,0

76,18:45-19:00,0,0,0,0.77,10.27,0,0,9.67,0,0,0,70.17,1.4,125.96,62.24,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,6.52,16.48,654.3,0,0,0,682.79,15.85,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,286.88,0

77,19:00-19:15,0,0,0,0.77,10.27,0,0,9.67,0,0,0,46.79,1.4,125.96,46.68,26.39,0,33.38,148.3,0,118.75,0,4.31,45.05,0,1.1,16.48,654.3,0,0,0,682.79,7.92,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,3.82,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

78,19:15-19:30,0,0,0,0.77,10.27,0,0,9.67,0,0,0,21.68,1.4,125.96,45.42,26.39,0,33.38,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,682.79,0,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,16.55,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

79,19:30-19:45,0,0,0,0.77,10.27,0,0,9.67,0,0,0,18.94,1.4,125.96,31.12,26.39,0,33.38,148.3,0,118.75,0,8.88,44.41,0,0,16.48,654.3,0,0,0,682.79,0,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,16.55,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

80,19:45-20:00,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,1.4,125.96,29.86,26.39,0,33.38,148.3,0,118.75,0,8.88,44.41,0,0,16.48,654.3,0,0,0,682.79,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,16.55,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

81,20:00-20:15,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,1.4,125.96,29.86,26.39,0,33.38,148.3,0,118.75,0,8.88,44.41,0,0,16.48,654.3,0,0,0,682.78,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,16.55,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

82,20:15-20:30,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,1.4,125.96,15.56,26.39,0,33.38,148.3,0,118.75,0,8.88,44.41,0,0,16.48,654.3,0,0,0,682.78,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,16.55,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

83,20:30-20:45,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,9.29,125.96,0,26.39,0,33.38,148.3,0,118.75,0,8.88,44.41,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,8.83,0,56.04,23.57,0,0,16.55,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

84,20:45-21:00,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,41.83,125.96,0,26.39,0,33.38,148.3,0,118.75,0,8.88,44.41,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,8.83,0,56.04,23.57,0,0,3.56,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

85,21:00-21:15,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,41.83,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,13.25,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

86,21:15-21:30,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,41.83,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

87,21:30-21:45,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,41.83,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,13.25,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

88,21:45-22:00,0,0,0,0.77,10.27,0,0,9.67,0,0,0,0,41.83,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,13.25,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

89,22:00-22:15,0,0,0,0,10.27,0,0,9.67,0,0,0,0,41.83,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.63,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,4.41,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

90,22:15-22:30,0,0,0,0,10.27,0,0,0,0,0,0,0,9.29,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,4.41,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

91,22:30-22:45,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

92,22:45-23:00,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

93,23:00-23:15,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.83,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

94,23:15-23:30,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

95,23:30-23:45,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

96,23:45-24:00,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,270,0

