Block,Time,DADRT2,KHSTPP-II,KOLDAM,PARBATI3,RAMPUR,RAPPB,RSTPSU7,SIMHST1,TALST2,ANTA_GF,BSIUL,CHAMERA2,JHAJJAR,KGSU1AND2,NLCIIST2,SIMHST2,TEHRI,DULHASTI,SEWA2,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR3,URI,ANTA_CRF,KUDGI,NLCEXP,NTPL,RIHAND1,RSTPSU1TO6,TelanganaSTPP,VALLURNTECL,AURY_GF,RIHAND3,SASAN,TANAKPUR,AURY_CRF,DADRI_RF,BRBCL,CHAMERA1,FSTPP I & II,KHSTPP-I,NJPC,NLCIIST1,UNCHAHAR4,AURY_LF,DHAULIGNGA,KISHANGANGA,KKNPPU2,NAPP,NLCTS2EXP,NNTPP,RAPPC,SALAL,SINGRAULI,TALA,ANTA_LF,AURY_RF,DADRI_CRF,CHAMERA3,KGSU3AND4,KKNP,KOTESHWR,MAPS,RIHAND2,TANDA2,UNCHAHAR1,URI2,ANTA_RF,DADRI_GF,DADRI_LF
65,16:00-16:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,15.56,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.44,0,67.95,20,0,18.2,45.22,23.39,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

66,16:15-16:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,31.13,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,23.39,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

67,16:30-16:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,46.69,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,23.39,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

68,16:45-17:00,683.14,98.87,0,0,0,0,0,0,0,0,0,3.33,654.31,0,0,0,62.24,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,46.78,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

69,17:00-17:15,682.78,98.87,0,0,0,0,0,0,0,0,0,13.17,459.81,0,0,0,62.24,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,6.27,0,67.95,20,0,18.2,45.22,70.17,0,0,0,8.06,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

70,17:15-17:30,682.78,98.87,0,0,0,0,0,0,0,0,1.1,13.17,459.81,0,0,0,62.24,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.44,0,67.95,20,12.01,18.2,45.22,93.56,0,0,0,16.12,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

71,17:30-17:45,682.78,98.87,0,0,0,0,0,0,0,0,6.52,26.34,459.81,0,0,0,62.24,32.96,5.27,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.44,0,67.95,20,24.49,18.2,45.22,116.95,0,0,0,24.31,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,9.68,0,0,17.75,0,118.76,0,20.56,4.44,28.04,0,22.47

72,17:45-18:00,682.78,98.87,0,0,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,10.54,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,29.06,0,0,30.18,0,118.76,0,20.56,4.44,28.04,0,22.47

73,18:00-18:15,682.78,98.87,0,0,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,10.54,0,21.19,26.39,26.49,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,29.06,0,0,30.18,0,118.76,0,20.56,4.44,28.35,0,22.47

74,18:15-18:30,682.78,98.87,0,0,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,10.54,0,21.19,26.39,26.49,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,29.06,0,0,30.18,0,118.76,0,20.56,4.44,28.35,0,22.47

75,18:30-18:45,682.78,98.87,0,0,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,10.54,0,22.94,26.39,26.49,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,29.06,0,0,30.18,0,118.76,0,20.56,4.44,28.35,0,22.47

76,18:45-19:00,682.78,98.87,0,0,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,10.54,0,25.18,26.39,3.31,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,29.06,0,0,30.18,0,118.76,0,20.56,4.44,28.35,0,22.47

77,19:00-19:15,683.14,98.87,0,3.82,0,0,0,0,0,0,13.04,26.34,654.31,0,0,0,62.24,32.96,5.27,0,25.18,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,42.15,18.2,45.22,116.95,0,0,0,24.57,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,29.06,0,0,30.18,0,118.76,0,20.56,4.44,28.46,0,22.47

78,19:15-19:30,683.14,98.87,0,16.55,0,0,0,0,0,0,6.52,26.34,654.31,0,0,0,62.24,16.48,0,0,27.97,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,24.49,18.2,45.22,93.56,0,0,0,16.12,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,9.68,0,0,17.75,0,118.76,0,20.56,4.44,28.46,0,22.47

79,19:30-19:45,683.14,98.87,0,16.55,0,0,0,0,0,0,1.1,26.34,654.31,0,0,0,62.24,16.48,0,0,27.97,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,12.01,18.2,45.22,70.17,0,0,0,8.06,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.46,0,22.47

80,19:45-20:00,683.14,98.87,0,16.55,0,0,0,0,0,0,0,26.34,654.31,0,0,0,62.24,16.48,0,0,30.21,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,46.78,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.46,0,22.47

81,20:00-20:15,683.14,98.87,0,16.55,0,0,0,0,0,0,0,13.17,654.31,0,0,0,62.24,16.48,0,0,30.21,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,23.39,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

82,20:15-20:30,683.14,98.87,0,16.55,0,0,0,0,0,0,0,13.17,654.31,0,0,0,62.24,16.48,0,0,33.01,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

83,20:30-20:45,683.14,98.87,0,16.55,0,0,0,0,0,0,0,0,654.31,0,0,0,62.24,16.48,0,0,33.01,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

84,20:45-21:00,683.14,98.87,0,1.91,0,0,0,0,0,0,0,0,654.31,0,0,0,46.69,16.48,0,0,33.01,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

85,21:00-21:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,46.69,16.48,0,0,35.81,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

86,21:15-21:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,46.69,16.48,0,0,35.81,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

87,21:30-21:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,31.13,16.48,0,0,38.61,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

88,21:45-22:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,31.13,16.48,0,0,38.61,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,1.15,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

89,22:00-22:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,31.13,16.48,0,0,41.4,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

90,22:15-22:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,31.13,16.48,0,0,42.4,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

91,22:30-22:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,31.13,16.48,0,0,42.4,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,9.29,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

92,22:45-23:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,15.56,16.48,0,0,42.4,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

93,23:00-23:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,15.56,16.48,0,0,42.4,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

94,23:15-23:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,42.4,26.39,7.73,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

95,23:30-23:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,42.4,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,3.2,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

96,23:45-24:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,42.4,26.39,11.04,0,0,0,0,45,0,0,0,0,124.32,418.77,3.2,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,9.29,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

