Time,Block,WR/2024/21351/A/4722,NR/2024/18593/C,NER/2024/1922/A/4719,NER/2024/1934/A/4718,WR/2024/21355/A/4739,NR/2024/18388/A/4525,NR/2024/18445/A/4741,NR/2024/18436/A/4572,NR/2024/18597/C,NR/2024/18595/C,NR/2024/18596/C,Total
,,APPCPL,NVVNL,APPCPL,APPCPL,MANIKARAN,ITCLH,MANIKARAN,IEXL,SJVNL,SJVNL,SJVNL,Total

,,DELHI,NA,DELHI,DELHI,DELHI,ANDHRA PRADESH,DELHI,MAHARASHTRA,UTTAR PRADESH,TELANGANA,UTTAR PRADESH,
,,BRPL,SOLAPUR_SOLAR,BRPL,BYPL,BRPL,ITCWIND,BRPL,A_A_Energy_MH_Bio,BCMLUH,NSLKSLWPRTY,BCMLB001,
,,GOA,DELHI,MANIPUR,NAGALAND,GOA,DELHI,HIMACHAL PRADESH,DELHI,DELHI,DELHI,DELHI,
,,GOA_Beneficiary,MES (Delhi),Manipur_Ben,Nagaland_Ben,GOA_Beneficiary,ITCLH,HP,MES (Delhi),NDMC,NDMC,NDMC,
,,North-West,West-North,North-East-North East,North-East-North East,North-West,South-West-North,North-North,West-East-North,North-North,South-West-North,North-North,
1,00:00-00:15,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

2,00:15-00:30,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

3,00:30-00:45,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

4,00:45-01:00,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

5,01:00-01:15,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

6,01:15-01:30,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

7,01:30-01:45,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

8,01:45-02:00,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

9,02:00-02:15,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

10,02:15-02:30,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

11,02:30-02:45,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

12,02:45-03:00,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

13,03:00-03:15,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

14,03:15-03:30,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

15,03:30-03:45,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

16,03:45-04:00,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

17,04:00-04:15,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

18,04:15-04:30,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

19,04:30-04:45,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

20,04:45-05:00,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

21,05:00-05:15,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

22,05:15-05:30,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

23,05:30-05:45,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

24,05:45-06:00,0.000000,0,25.000000,20.000000,0.000000,0.390000,0.000000,7.700000,0.000000,0.000000,0.000000,53.09

25,06:00-06:15,0.000000,0,25.000000,20.000000,0.000000,0.430000,158.480000,7.700000,0.000000,0.000000,0.000000,211.61

26,06:15-06:30,0.000000,0,25.000000,20.000000,0.000000,0.430000,158.480000,7.700000,0.000000,0.000000,0.000000,211.61

27,06:30-06:45,0.000000,0,25.000000,20.000000,0.000000,0.430000,158.480000,7.700000,0.000000,0.000000,0.000000,211.61

28,06:45-07:00,0.000000,0,25.000000,20.000000,0.000000,0.430000,158.480000,7.700000,0.000000,0.000000,0.000000,211.61

29,07:00-07:15,0.000000,0,25.000000,20.000000,0.000000,0.480000,158.480000,7.700000,0.000000,0.000000,0.000000,211.66

30,07:15-07:30,0.000000,0.17,25.000000,20.000000,0.000000,0.480000,158.480000,7.700000,0.000000,0.000000,0.000000,211.83

31,07:30-07:45,0.000000,0.55,25.000000,20.000000,0.000000,0.480000,158.480000,7.700000,0.000000,0.000000,0.000000,212.21

32,07:45:08:00,0.000000,0.92,25.000000,20.000000,0.000000,0.480000,158.480000,7.700000,0.000000,0.000000,0.000000,212.58

33,08:00-08:15,0.000000,1.31,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,213.36

34,08:15-08:30,0.000000,1.75,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,213.8

35,08:30-08:45,0.000000,2.27,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,214.32

36,08:45:09:00,0.000000,2.8,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,214.85

37,09:00:09:15,0.000000,3.32,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,215.37

38,09:15-09:30,0.000000,3.17,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,215.22

39,09:30-09:45,0.000000,3.58,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,215.63

40,09:45-10:00,0.000000,4.65,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,216.7

41,10:00-10:15,0.000000,5.02,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,217.07

42,10:15-10:30,0.000000,5.41,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,0.000000,0.000000,0.000000,217.46

43,10:30-10:45,0.000000,5.58,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.750000,3.370000,228.12

44,10:45-11:00,0.000000,5.87,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.750000,3.370000,228.41

45,11:00-11:15,0.000000,6.16,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.660000,3.370000,228.61

46,11:15-11:30,0.000000,6.35,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.660000,3.370000,228.8

47,11:30-11:45,0.000000,6.5,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.660000,3.370000,228.95

48,11:45-12:00,0.000000,6.64,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.660000,3.370000,229.09

49,12:00-12:15,0.000000,6.74,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,228.9

50,12:15-12:30,0.000000,6.93,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.09

51,12:30-12:45,0.000000,7.07,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.23

52,12:45-13:00,0.000000,7.27,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.43

53,13:00-13:15,0.000000,7.36,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.52

54,13:15-13:30,0.000000,7.51,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.67

55,13:30-13:45,0.000000,7.32,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.48

56,13:45-14:00,0.000000,7.12,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.370000,3.370000,229.28

57,14:00-14:15,0.000000,6.79,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.270000,3.370000,228.85

58,14:15-14:30,0.000000,6.63,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.270000,3.370000,228.69

59,14:30-14:45,0.000000,6.35,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.270000,3.370000,228.41

60,14:45-15:00,0.000000,6.06,25.000000,20.000000,0.000000,0.870000,158.480000,7.700000,3.370000,3.270000,3.370000,228.12

61,15:00-15:15,0.000000,5.49,25.000000,20.000000,0.000000,0.670000,158.480000,7.700000,3.370000,3.370000,3.370000,227.45

62,15:15-15:30,0.000000,4.97,25.000000,20.000000,0.000000,0.670000,158.480000,7.700000,3.370000,3.370000,3.370000,226.93

63,15:30-15:45,0.000000,4.27,25.000000,20.000000,0.000000,0.670000,158.480000,7.700000,3.370000,3.370000,3.370000,226.23

64,15:45-16:00,0.000000,3.96,25.000000,20.000000,0.000000,0.670000,158.480000,7.700000,3.370000,3.370000,3.370000,225.92

65,16:00-16:15,0.000000,3.58,25.000000,20.000000,0.000000,0.530000,158.480000,7.700000,3.370000,0.000000,3.370000,222.03

66,16:15-16:30,0.000000,2.8,25.000000,20.000000,0.000000,0.530000,158.480000,7.700000,3.370000,0.000000,3.370000,221.25

67,16:30-16:45,0.000000,2.42,25.000000,20.000000,0.000000,0.530000,158.480000,7.700000,3.370000,0.000000,3.370000,220.87

68,16:45-17:00,0.000000,1.87,25.000000,20.000000,0.000000,0.530000,158.480000,7.700000,3.370000,0.000000,3.370000,220.32

