Block,Time,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,SALAL,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,URI2,TANAKPUR,TANDA2,TEHRI,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DULHASTI,KOTESHWR,NAPP,NJPC,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,FSTPP I & II,BRBCL,TALA,KHSTPP-II,SASAN
6,01:15-01:30,0,54.0594,92,118.125,123.665626,70.882,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,24.75168,8.3265,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

7,01:30-01:45,0,54.0594,92,118.125,123.665626,70.882,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,9.4164,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

8,01:45-02:00,0,54.0594,92,118.125,123.665626,9.296,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

9,02:00-02:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

10,02:15-02:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

11,02:30-02:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

12,02:45-03:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

13,03:00-03:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

14,03:15-03:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

15,03:30-03:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

16,03:45-04:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.0534,3.2025,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

17,04:00-04:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,7.3986,3.2025,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

18,04:15-04:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,7.3986,3.2025,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

19,04:30-04:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,7.3986,3.2025,0,0,0,0,0,9.67784,16.478852,8.874,0,18.94,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

20,04:45-05:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.2025,0,0,0,0,0,9.67784,16.478852,8.874,0,18.94,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,339.75

21,05:00-05:15,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.843,0,15.561,0,0,13.17004,9.67784,16.478852,8.874,0,18.94,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

22,05:15-05:30,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.843,0,31.122,0,0,13.17004,9.67784,16.478852,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

23,05:30-05:45,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.726,8.3265,0,31.122,0,0,13.17004,9.67784,16.478852,8.874,0,56.82,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

24,05:45-06:00,0,54.0594,92,118.125,123.665626,12.782,5.1987,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.726,8.3265,0,46.683,0,0,13.17004,19.35568,32.957704,8.874,0,75.76,3.819,0,683.129127,7.926,435.435,0,0,0,0,0,32.55,0,0,0,54.6258,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

25,06:00-06:15,0,54.0594,92,118.125,123.665626,12.782,5.1987,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.726,8.3265,0,46.683,2.2,7.031,26.34008,19.35568,49.436556,17.748,0,94.7,16.549,0,683.129127,15.852,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

26,06:15-06:30,0,54.0594,92,118.125,123.665626,12.782,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,6.726,3.843,0,46.683,13.0416,27.65,39.51012,20.3744,49.436556,19.72,0,123.11,16.549,0,683.129127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

27,06:30-06:45,0,54.0594,92,118.125,123.665626,12.782,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.843,0,46.683,13.0416,27.65,39.51012,20.3744,49.436556,19.72,0,132.58,16.549,0,683.129127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

28,06:45-07:00,0,54.0594,92,118.125,123.665626,12.782,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.843,0,46.683,13.0416,27.65,39.51012,20.3744,49.436556,19.72,0,132.58,16.549,0,683.129127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

29,07:00-07:15,0,54.0594,92,118.125,123.665626,12.782,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.843,0,46.683,13.0416,27.65,39.51012,20.3744,49.436556,19.72,0,132.58,16.549,0,683.129127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

30,07:15-07:30,0,54.0594,92,118.125,123.665626,12.782,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,5.52,7.3986,3.843,0,46.683,13.0416,27.65,39.51012,20.3744,49.436556,19.72,0,132.58,16.549,0,683.129127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

31,07:30-07:45,0,54.0594,92,118.125,123.665626,2.324,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,9.4164,3.843,0,46.683,13.0416,27.65,39.51012,20.3744,49.436556,19.72,0,124.4358,3.819,0,683.129127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

32,07:45:08:00,0,54.0594,92,118.125,123.665626,2.324,4.9321,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,9.4164,3.843,0,46.683,6.5208,14.04936,26.34008,19.35568,32.957704,9.86,0,102.276,0,0,683.129127,17.8335,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

33,08:00-08:15,0,54.0594,92,118.125,123.665626,2.324,4.5322,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,9.4164,3.2025,0,46.683,6.5208,8.69,13.17004,19.35568,32.957704,8.874,0,71.972,0,0,683.129127,7.926,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

34,08:15-08:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,9.4164,3.2025,0,46.683,6.5208,0,13.17004,19.35568,32.957704,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

35,08:30-08:45,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,9.4164,3.2025,0,46.683,0,0,13.17004,9.67784,32.957704,8.874,0,21.781,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

36,08:45:09:00,0,54.0594,92,118.125,123.665626,70.882,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,9.4164,3.2025,0,31.122,0,0,13.17004,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

37,09:00:09:15,0,54.0594,92,118.125,123.665626,70.882,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,5.3808,3.2025,0,15.561,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

38,09:15-09:30,0,54.0594,92,118.125,123.665626,70.882,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,5.3808,3.2025,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

39,09:30-09:45,0,54.0594,92,118.125,123.665626,70.882,0,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,5.3808,3.2025,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.3,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

40,09:45-10:00,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,5.3808,3.843,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.3,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

41,10:00-10:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,5.3808,1.7934,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,98.34375,339.75

42,10:15-10:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,5.3808,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,114.0263,339.75

43,10:30-10:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,5.3808,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,114.0263,334.125

44,10:45-11:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,9.4164,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,119.2713,334.125

45,11:00-11:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,24.75168,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,119.2713,334.125

46,11:15-11:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,24.75168,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,124.5163,334.125

47,11:30-11:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,24.75168,7.0455,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,124.5163,334.125

48,11:45-12:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,7.176,24.75168,7.0455,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,129.7613,334.125

49,12:00-12:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,4.968,24.75168,7.0455,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,129.7613,334.125

50,12:15-12:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,4.968,24.75168,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,135.0063,334.125

51,12:30-12:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,4.968,6.0534,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,136.37,334.125

52,12:45-13:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,4.968,6.0534,2.562,0,0,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,136.37,334.125

53,13:00-13:15,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.0534,2.562,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

54,13:15-13:30,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.0534,2.562,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

55,13:30-13:45,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.0534,2.562,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

56,13:45-14:00,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.0534,2.562,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

57,14:00-14:15,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

58,14:15-14:30,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

59,14:30-14:45,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

60,14:45-15:00,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

