Block,Time Block,JHAJJAR,FSTPP I & II,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,TEHRI,BSIUL,BRBCL,CHAMERA1,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TEHRIPSP,TelanganaSTPP,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TALA,RAPPD,RIHAND1,RIHAND2,RSTPSU7,RSTPSU1TO6,RIHAND3,MAPS,RAPPB,RAPPC,KHSTPP-II,KGSU3AND4,KISHANGANGA,KHSTPP-I,RAMPUR,PARBATI3,KOTESHWR,KOLDAM,PARBATI2,KKNPPU2,KKNP,KGSU1AND2,NNTPP,NTPL,NLCEXP,NLCIIST1,NJPC,NAPP,NLCIIST2,NLCTS2EXP,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,16.81,0,30.23,33.97,13.05,0,2.22,23.98,16.42,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.9,0,94.52,120.43,0,0,125.79,0,0,63.06,72.54,0,6.78,34.25,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

55,13:30-13:45,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,20.29,0,30.23,33.97,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.9,0,94.52,120.43,0,0,125.79,0,0,63.06,72.54,0,6.78,34.25,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

56,13:45-14:00,234.65,13.62,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,20.05,0,30.23,33.97,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.9,0,94.52,120.43,0,0,125.79,0,0,63.06,72.54,0,6.78,34.25,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

57,14:00-14:15,235.54,17.24,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,19.17,0,30.76,33.97,14.47,0,2.22,26.98,18.9,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,28.47,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

58,14:15-14:30,235.54,17.24,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,21.33,0,30.76,33.97,14.47,0,2.22,26.98,18.9,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.76,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

59,14:30-14:45,235.54,17.24,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,19.85,0,30.76,33.97,14.47,0,2.22,26.98,18.9,0,0,335.51,4.4,0.92,0,0,0,64.24,4.39,144.63,9.6,27.76,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

60,14:45-15:00,235.54,17.24,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,17,0,36.39,33.97,17.24,0,2.22,26.98,22.4,0,0,335.51,4.4,0.92,0,0,0,64.24,11.75,144.63,9.6,27.76,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

61,15:00-15:15,235.54,18.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,17.48,0,36.39,33.97,17.24,0,2.22,26.98,22.4,0,0,335.51,4.4,0.92,0,0,0,64.24,11.75,144.63,9.6,27.76,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

62,15:15-15:30,235.54,18.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,19.54,0,36.39,33.97,17.24,0,2.22,26.98,22.4,0,0,335.51,4.4,0.92,0,0,0,64.24,11.75,144.63,9.6,27.76,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

63,15:30-15:45,235.54,19.86,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,14.31,6.27,22.73,0,36.39,36.08,17.24,0,2.22,26.98,22.4,0,0,335.51,4.4,0.92,0,0,0,64.24,11.75,144.63,9.6,26.74,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

64,15:45-16:00,235.54,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,28.61,6.27,19.26,0,36.39,36.08,17.24,0,2.22,26.98,22.4,0,0,335.51,4.4,0.92,0,0,0,64.24,11.75,144.63,9.6,26.74,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

65,16:00-16:15,235.54,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,0,42.92,6.27,17.95,0,36.39,36.08,17.24,0,2.22,26.98,22.4,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,9.6,26.74,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

66,16:15-16:30,235.54,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,6.27,18.24,0,36.39,36.08,17.24,0,2.22,26.98,22.4,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,9.6,26.74,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

67,16:30-16:45,235.54,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,6.27,17.23,0,36.39,36.08,17.24,0,2.22,26.98,22.4,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,9.6,26.68,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

68,16:45-17:00,235.54,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,6.27,17.98,0,36.39,36.08,17.24,0,2.22,26.98,22.4,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,9.6,26.62,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

69,17:00-17:15,235.54,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,6.27,22.69,0,36.39,36.08,17.02,0,2.22,26.98,22.3,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,26.54,13.5,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

70,17:15-17:30,236.5,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,27.06,57.22,6.27,20.67,13.51,36.39,36.08,17.02,0,2.22,26.98,22.3,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,26.46,15.75,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

71,17:30-17:45,236.5,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,48.21,57.22,12.54,21.23,27.02,36.39,36.08,17.02,0,2.22,26.98,22.3,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,21.12,15.75,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

72,17:45-18:00,236.5,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,67.44,57.22,12.54,21.95,27.02,36.39,36.08,16.99,0,2.22,26.98,22.16,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,21.01,15.75,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

73,18:00-18:15,247.51,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,91.48,57.22,12.54,21.4,40.52,32.47,36.08,15.57,0,1.7,23.98,20,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,20.72,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

74,18:15-18:30,308.08,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,91.48,57.22,12.54,18.88,40.52,32.47,36.08,15.57,0,1.7,23.98,20,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,20.47,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,19.51,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

75,18:30-18:45,365.76,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,91.48,57.22,12.54,20.08,40.52,32.47,42.46,15.57,0,1.7,26.98,20,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,11.45,19.77,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,19.51,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

76,18:45-19:00,413.83,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,91.48,57.82,12.54,16.72,40.52,32.47,42.46,15.57,0,1.7,26.98,20,0,0,335.51,2.93,0.92,0,0,0,64.24,11.75,144.63,9.6,19.67,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,29.26,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

77,19:00-19:15,421.59,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,94.63,57.82,12.54,18.81,40.52,33.8,42.46,15.98,0,3.1,29.97,20.65,77.97,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.6,19.67,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,14.3,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

78,19:15-19:30,421.59,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,94.63,58.12,19.67,18.88,40.64,33.8,42.46,15.98,0,3.1,29.97,20.65,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,19.73,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

79,19:30-19:45,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,128.28,58.12,19.67,20.95,40.64,43.26,38.22,20.81,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,19.96,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

80,19:45-20:00,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,212.75,58.12,19.67,22.35,40.64,43.26,38.22,20.81,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,20.1,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

81,20:00-20:15,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,235.97,58.12,19.67,24.01,40.64,43.26,36.08,20.81,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,20.15,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

82,20:15-20:30,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,274.42,58.12,19.67,22.8,40.64,43.26,36.08,20.81,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,20.26,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

83,20:30-20:45,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,30.99,47.68,332.11,58.12,19.67,23.32,40.64,43.26,42.46,20.81,0,3.1,29.97,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,20.3,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

84,20:45-21:00,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,30.99,47.68,409.02,58.12,19.67,23.07,40.64,43.26,42.46,20.81,0,3.1,29.97,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,20.41,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

85,21:00-21:15,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,30.99,47.68,476.32,58.12,19.67,19.93,40.64,43.26,42.46,19.96,0,3.1,29.97,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,15.78,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

86,21:15-21:30,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,30.99,45.3,528.17,58.12,12.54,22.42,40.52,43.26,42.46,19.96,0,3.1,29.97,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.6,15.85,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,28.58,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

87,21:30-21:45,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,30.99,45.3,528.17,58.12,12.54,20.94,40.52,43.26,36.08,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.6,16.45,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,11.43,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

88,21:45-22:00,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,30.99,47.68,528.17,58.12,19.67,17.36,40.64,43.26,36.08,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,16.59,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

89,22:00-22:15,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,528.17,58.12,19.67,18.19,40.64,43.26,38.22,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,16.73,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

90,22:15-22:30,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,528.17,58.12,19.67,19.53,40.64,43.26,38.22,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,16.87,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

91,22:30-22:45,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,55.44,34.31,42.86,47.68,528.17,58.12,19.67,18.65,40.64,43.26,38.22,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,12.49,144.63,9.6,17.02,0,46.23,120.43,0,0,125.79,0,0,63.06,95.05,0,6.9,43.98,5.61,37.16,42.92,8.29,0,0,0,0,0,0,0,0,170.59,23.54,0,0,0,0,0,0,0,0

92,22:45-23:00,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,528.17,57.22,12.54,18.65,40.52,43.26,38.22,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.97,17.09,0,46.23,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

93,23:00-23:15,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,528.17,57.22,12.54,19.62,40.52,43.26,38.22,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.97,17.16,0,46.23,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

94,23:15-23:30,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,528.17,57.22,12.54,18.66,40.52,43.26,38.22,19.96,0,3.1,26.98,26.62,155.95,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.97,17.21,0,46.23,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

95,23:30-23:45,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,528.17,57.22,12.54,15.67,40.52,43.26,29.72,19.96,0,3.1,26.98,26.62,77.97,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.97,17.3,0,46.23,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

96,23:45-24:00,452.05,20,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,528.17,57.22,12.54,15.48,40.52,43.26,29.72,19.96,0,3.1,26.98,26.62,77.97,0,335.51,5.34,0.92,0,0,0,64.24,11.75,144.63,9.97,17.43,0,46.23,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,31.45,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

