Block,Time,LT-36,LT-59,LT-35,L_NR_2012_01,L_NR_2023_04,SH-07,SH-06,L_NR_2012_07,LT-05,L_NR_2012_04,LT-31,L_NR_2012_02,L_NR_2020_02,L_NR_2019_11,L_NR_2019_07,L_NR_2021_14,L_NR_2021_17,L_NR_2022_09,L_NR_2023_10,L_NR_2019_19,L_NR_2020_05,L_NR_2018_61,L_NR_2021_13,L_NR_2022_08,L_NR_2020_06,L_NR_2019_05,L_NR_2021_16,L_NR_2022_10,L_NR_2021_12,L_NR_2019_06,L_NR_2021_15,L_NR_2020_07,L_NR_2023_07
23,05:30-05:45,0.000000,6.230000,0.000000,101.260000,26.770000,30.930000,30.930000,0.000000,58.000000,271.880000,0.000000,191.760000,6.230000,5.990000,0,0,0,83.33,0,0,105,39.02,0,37.33,35,0,0,83.33,0,0,0,35,0

24,05:45-06:00,0.000000,6.230000,0.000000,101.260000,27.780000,30.930000,30.930000,0.000000,58.000000,271.880000,0.000000,191.760000,6.230000,5.990000,0,0,0,83.33,0,0,105,39.02,0,37.33,35,0,0,83.33,0,0,0,35,0

25,06:00-06:15,0.000000,6.230000,0.000000,101.260000,27.780000,30.930000,30.930000,0.000000,58.000000,271.880000,0.000000,191.760000,6.230000,5.770000,6.46,0,0,83.33,0,0.360528,105,22.03,0,37.33,35,3.55,1,83.33,0,0,0,35,0

26,06:15-06:30,0.010000,6.230000,0.010000,101.260000,27.780000,30.930000,30.930000,0.000000,58.000000,271.880000,0.010000,191.760000,6.230000,5.770000,9.92,0,1,83.33,0.58,2.38728,105,21.94,0,37.33,35,8.75,3,83.33,0,0,0,35,1

27,06:30-06:45,0.180000,6.230000,0.170000,101.260000,27.780000,30.930000,30.930000,0.000000,58.000000,271.880000,0.170000,191.760000,6.230000,5.770000,15.28,0.33,2,78.33,1.78,4.345824,105,21.7,0.45,35,35,15.49,4,78.33,2.26,0,1,35,3

28,06:45-07:00,0.570000,6.230000,0.560000,101.260000,27.780000,30.930000,30.930000,0.000000,58.000000,271.880000,0.560000,191.760000,6.230000,5.770000,22.2,1.67,4,78.33,3.92,6.703872,105,10.5,1.52,35,35,25.45,8,78.33,7.62,15.3,2,35,8

29,07:00-07:15,1.180000,6.060000,1.160000,101.260000,26.820000,30.930000,30.930000,0.000000,58.000000,271.880000,1.160000,191.760000,6.040000,5.770000,28.48,3.33,5,78.33,6.44,9.880416,105,10.76,3.1,35,35,28.48,11,78.33,15.52,28.49,4,35,16

30,07:15-07:30,1.920000,6.060000,1.870000,101.260000,26.820000,30.930000,30.930000,0.000000,58.000000,271.880000,1.870000,191.760000,6.040000,5.770000,28.82,6.67,8,78.33,10.32,13.222608,105,10.89,5.2,35,35,28.82,15,78.33,25.99,28.81,7,35,25

31,07:30-07:45,2.850000,6.060000,2.780000,101.260000,26.820000,30.930000,30.930000,37.250000,58.000000,271.880000,2.780000,191.760000,6.040000,5.770000,29.48,10,10,78.33,16.5,16.058112,105,10.98,7.94,31.87,35,29.48,19,78.33,39.68,29.49,9,35,38.5

32,07:45:08:00,3.870000,6.060000,3.770000,101.260000,26.820000,30.930000,30.930000,37.250000,35.260000,271.880000,3.770000,191.760000,6.040000,5.770000,29.65,18.03,10,78.33,21,18.971568,100,11.54,11.03,32.11,33.33,29.65,19,78.33,55.16,29.65,13,33.34,49

33,08:00-08:15,4.970000,6.060000,4.850000,101.260000,24.880000,30.930000,30.930000,56.070000,35.260000,271.880000,4.850000,191.760000,6.040000,5.620000,31.18,25.07,11,78.33,25.5,21.846048,100,12.21,14.45,32.64,33.33,31.18,23,78.33,72.27,31.19,16.7,33.34,59.5

34,08:15-08:30,6.080000,6.060000,5.930000,101.260000,24.880000,30.930000,30.930000,56.070000,35.260000,271.880000,5.930000,191.760000,6.040000,5.620000,31.18,32.49,15,78.33,31.5,24.769248,100,12.99,18.02,33.22,33.33,31.18,30,78.33,90.1,31.19,22.24,33.34,73.5

35,08:30-08:45,7.170000,6.060000,7.000000,101.260000,24.880000,30.930000,30.930000,56.070000,33.170000,271.880000,7.000000,191.760000,6.510000,5.840000,31.52,39.88,19,78.33,37.5,27.67296,100,13.28,21.57,34.42,33.33,31.52,37,78.33,107.86,31.51,24,33.34,87.5

36,08:45:09:00,8.240000,6.060000,8.040000,101.260000,24.880000,30.930000,30.930000,56.070000,33.170000,271.880000,8.040000,191.760000,6.510000,5.840000,31.52,47.08,21,78.33,43.5,30.459744,100,30.08,25.09,35,33.33,31.52,42,78.33,125.46,31.51,27,33.34,101.5

37,09:00:09:15,9.240000,6.060000,9.020000,101.260000,22.860000,30.930000,30.930000,56.070000,33.170000,271.880000,9.020000,191.760000,6.320000,5.840000,31.85,53.86,23,78.33,49.5,42.951552,100,32.07,28.46,35,33.33,31.85,47,78.33,142.33,31.85,31,33.34,115.5

38,09:15-09:30,10.190000,6.060000,9.940000,101.260000,22.860000,30.930000,30.930000,56.070000,33.170000,271.880000,9.940000,191.760000,6.320000,5.840000,31.85,60.35,28,78.33,55.5,45.981936,100,33.49,31.55,35,33.33,31.85,55,78.33,157.77,31.85,33,33.34,129.5

39,09:30-09:45,11.040000,6.060000,10.770000,101.260000,22.860000,30.930000,30.930000,56.070000,33.170000,271.880000,10.770000,191.760000,6.320000,5.840000,32.53,66.49,31,80,63,48.81744,117.5,35.07,34.39,36.67,39.17,32.53,61,80,171.96,32.54,36,39.16,147

40,09:45-10:00,11.790000,6.060000,11.510000,101.260000,22.860000,30.930000,30.930000,56.070000,33.170000,271.880000,11.510000,191.760000,6.320000,5.840000,32.53,71.9,32,80,67.5,51.136512,117.5,36.67,37.09,37.33,39.17,32.53,65,80,185.43,32.54,37,39.16,157.5

41,10:00-10:15,12.440000,6.060000,12.140000,101.260000,22.860000,30.930000,30.930000,41.070000,33.170000,271.880000,12.140000,155.330000,6.320000,5.840000,32.53,76.89,34,80,72,52.481184,117.5,38.09,39.57,38,39.17,32.53,69,80,197.86,32.54,39,39.16,168

42,10:15-10:30,13.900000,6.060000,13.560000,101.260000,22.860000,30.930000,30.930000,33.820000,33.170000,271.880000,13.560000,155.330000,6.320000,5.840000,32.53,81.25,35,80,75,52.188864,117.5,39.27,45.55,38.33,39.17,32.53,69,80,227.75,32.54,40.8,39.16,175

43,10:30-10:45,14.380000,6.060000,14.030000,46.400000,22.860000,30.930000,30.930000,33.820000,33.170000,271.880000,14.030000,155.330000,6.320000,5.840000,32.53,85.16,36,80,78,61.24104,117.5,43.02,46.67,39,39.17,32.53,72,80,233.33,32.54,41,39.16,182

44,10:45-11:00,14.780000,6.060000,14.420000,46.400000,21.860000,30.930000,30.930000,33.820000,33.170000,271.880000,14.420000,155.330000,6.320000,5.840000,32.67,88.57,37,80,79.5,62.488272,117.5,43.02,46.67,36.67,39.17,32.67,74,80,233.33,32.66,41.2,39.16,185.5

45,11:00-11:15,15.090000,5.910000,14.720000,46.400000,21.860000,30.930000,30.930000,46.910000,33.170000,271.880000,14.720000,191.760000,6.140000,5.840000,32.67,89.45,39,80,81,63.38472,117.5,43.02,46.67,36.67,39.17,32.67,77,80,233.33,32.66,43,39.16,189

46,11:15-11:30,15.310000,5.910000,14.940000,46.400000,21.860000,30.930000,30.930000,46.910000,33.170000,271.880000,14.940000,191.760000,6.140000,5.840000,32.67,90.15,39,80,81,64.11552,117.5,43.02,46.67,36.67,39.17,32.67,77,80,233.33,32.66,44,39.16,189

47,11:30-11:45,15.390000,5.910000,15.000000,46.400000,21.860000,30.930000,30.930000,37.700000,33.170000,271.880000,15.000000,155.330000,6.140000,5.840000,32.67,92.33,39,80,81,64.768368,117.5,43.02,46.67,36.67,39.17,32.67,77,80,233.33,32.66,44,39.16,189

48,11:45-12:00,15.470000,5.910000,15.090000,46.400000,21.860000,30.930000,30.930000,37.700000,33.170000,271.880000,15.090000,155.330000,6.140000,5.840000,32.67,92.32,39,80,81,65.0412,117.5,43.02,46.67,36.67,39.17,32.67,77,80,233.33,32.66,44,39.16,189

49,12:00-12:15,15.480000,5.910000,15.100000,46.400000,26.690000,30.930000,30.930000,37.700000,33.170000,271.880000,15.100000,155.330000,6.140000,5.990000,32.67,92.33,39,80,81,75.36984,117.5,43.02,46.67,36.67,39.17,32.67,77,80,233.33,32.66,44,39.16,189

50,12:15-12:30,15.420000,5.910000,15.040000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,15.040000,191.760000,6.140000,5.990000,32.67,92.35,39,80,81,76.324752,117.5,43.02,46.67,36.67,39.17,32.67,77,80,233.33,32.66,44,39.16,189

51,12:30-12:45,15.420000,5.910000,15.050000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,15.050000,191.760000,6.140000,5.990000,32.67,92.38,39,80,81,77.571984,117.5,43.02,46.67,36.86,39.17,32.67,77,80,233.33,32.66,44,39.16,189

52,12:45-13:00,15.410000,5.910000,15.040000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,15.040000,191.760000,6.140000,5.990000,32.67,92.32,39,80,81,79.092048,117.5,43.02,46.67,36.73,39.17,32.67,77,80,233.33,32.66,44,39.16,189

53,13:00-13:15,15.380000,6.060000,15.000000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,15.000000,191.760000,6.230000,6.150000,32.67,92.32,39,80,81,76.305264,117.5,43.02,46.67,36.92,39.17,32.67,77,80,233.33,32.66,44,39.16,189

54,13:15-13:30,15.360000,6.060000,14.980000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,14.980000,191.760000,6.230000,6.150000,32.67,92.31,40,80,81,69.952176,117.5,43.02,46.67,36.75,39.17,32.67,80,80,233.33,32.66,44,39.16,189

55,13:30-13:45,15.320000,6.060000,14.950000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,14.950000,191.760000,6.230000,6.150000,32.67,92.13,42,80,81,93.73728,117.5,43.02,46.67,36.72,39.17,32.67,84,80,233.33,32.66,44,39.16,189

56,13:45-14:00,14.900000,6.060000,14.540000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,14.540000,191.760000,6.230000,6.150000,32.67,90.99,44,80,81,87.4524,117.5,43.02,46.67,36.66,39.17,32.67,87,80,233.33,32.66,43,39.16,189

57,14:00-14:15,14.560000,6.230000,14.200000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,14.200000,191.760000,6.320000,6.150000,32.67,88.92,43,76.67,81,85.074864,100,43.02,46.67,33.33,33.33,32.67,87,76.67,233.33,32.66,42.4,33.34,189

58,14:15-14:30,14.180000,6.230000,13.840000,46.400000,26.690000,30.930000,30.930000,46.910000,33.170000,271.880000,13.840000,191.760000,6.320000,6.150000,32.67,87.98,42,76.67,79.5,85.055376,100,43.02,46.67,33.33,33.33,32.67,84,76.67,233.33,32.66,41.5,33.34,185.5

59,14:30-14:45,13.630000,6.230000,13.290000,75.400000,26.690000,30.930000,30.930000,56.070000,58.000000,271.880000,13.290000,191.760000,6.320000,6.150000,32.67,84.6,39,76.67,76.5,83.964048,100,43.02,46.67,33.33,33.33,32.67,78,76.67,233.33,32.66,40,33.34,178.5

60,14:45-15:00,13.060000,6.230000,12.740000,101.260000,26.690000,30.930000,30.930000,56.070000,58.000000,271.880000,12.740000,191.760000,6.320000,6.150000,32.67,80.69,36,76.67,73.5,82.229616,100,43.02,46.67,33.33,33.33,32.67,73,76.67,233.33,32.66,39,33.34,171.5

61,15:00-15:15,12.570000,6.460000,12.260000,101.260000,28.620000,30.930000,30.930000,56.070000,35.260000,271.880000,12.260000,191.760000,6.420000,6.380000,32.67,76.38,34,76.67,69,70.030128,100,36.8,44.26,33.33,33.33,32.67,69,76.67,221.31,32.66,38,33.34,161

62,15:15-15:30,12.040000,6.460000,11.750000,101.260000,26.690000,30.930000,30.930000,56.070000,35.260000,271.880000,11.750000,191.760000,6.420000,6.380000,32.67,71.6,33,76.67,64.5,62.049792,100,36.14,40.82,33.33,33.33,32.67,66,76.67,204.09,32.66,37,33.34,150.5

63,15:30-15:45,11.280000,6.460000,11.000000,101.260000,26.690000,30.930000,30.930000,56.070000,35.260000,271.880000,11.000000,191.760000,6.420000,6.380000,32.67,66.36,32,76.67,60,54.459216,103.04,36.36,37.68,33.33,34.35,32.67,63,76.67,188.42,32.66,34.5,34.34,140

64,15:45-16:00,10.410000,6.460000,10.160000,101.260000,26.690000,30.930000,30.930000,56.070000,35.260000,271.880000,10.160000,191.760000,6.420000,6.380000,32.67,60.44,29,76.67,55.5,47.0148,104.06,36.84,35.43,33.33,34.69,32.67,58,76.67,177.17,32.66,32,34.67,129.5

65,16:00-16:15,9.380000,6.770000,9.150000,101.260000,26.690000,30.930000,30.930000,56.070000,33.170000,271.880000,9.150000,191.760000,6.510000,6.610000,32.67,54.38,26,76.67,49.5,38.303664,105,43.02,31.39,33.33,35,32.67,53,76.67,156.93,32.66,29.5,35,115.5

66,16:15-16:30,8.290000,6.770000,8.090000,101.260000,26.690000,30.930000,30.930000,56.070000,33.170000,271.880000,8.090000,191.760000,6.510000,6.610000,32.67,48,24,76.67,45,30.079728,104.08,43.02,29.31,33.33,34.69,32.67,47,76.67,146.56,32.66,27,34.71,105

67,16:30-16:45,7.220000,6.770000,7.050000,101.260000,26.690000,30.930000,30.930000,56.070000,33.170000,271.880000,7.050000,191.760000,6.510000,6.610000,32.67,41.47,21,76.67,39,26.172384,105.03,43.02,25.69,33.33,35.01,32.67,42,76.67,128.48,32.66,24,35,91

68,16:45-17:00,6.100000,6.770000,5.950000,101.260000,26.690000,30.930000,30.930000,56.070000,33.170000,271.880000,5.950000,191.760000,6.510000,6.610000,31.67,34.59,20,74.74,33,20.783952,105.89,43.02,21.85,33.33,35.3,33,41,74.74,109.24,33,21,35.3,77

69,17:00-17:15,4.980000,7.000000,4.860000,101.260000,26.690000,30.930000,30.930000,56.070000,41.690000,271.880000,4.860000,191.760000,6.510000,6.610000,18.3,27.53,20,74.78,27,14.820624,105.14,43.02,17.96,33.33,35.05,30.48,39,74.78,89.78,22.31,18,35.04,63

70,17:15-17:30,3.830000,7.000000,3.730000,101.260000,26.690000,30.930000,30.930000,56.070000,58.000000,271.880000,3.730000,191.760000,6.510000,6.610000,6.46,20.65,18,74.67,21,9.802464,104.42,43.02,14.02,33.33,34.81,20.15,37,74.67,70.13,10.4,17,34.8,49

71,17:30-17:45,2.870000,7.540000,2.800000,101.260000,26.690000,30.930000,30.930000,56.070000,58.000000,271.880000,2.800000,191.760000,6.510000,7.310000,1.08,13.82,17,74.58,16.5,5.398176,105.5,43.02,10.32,33.33,35.17,14.3,34,74.58,51.6,0.36,12,35.15,38.5

72,17:45-18:00,1.950000,7.540000,1.900000,101.260000,26.690000,30.930000,30.930000,56.070000,58.000000,271.880000,1.900000,191.760000,6.510000,7.310000,0.05,7.72,14,74.33,12,3.11808,104.47,43.02,6.61,33.33,34.82,5.88,27,74.33,33.07,0,9,34.83,28

73,18:00-18:15,1.180000,7.540000,1.160000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,1.160000,191.760000,6.690000,7.310000,0,1.01,12,74.59,7.5,0.721056,103.53,43.02,3.46,33.33,34.51,0,24,74.59,17.33,0,7,34.51,17.5

74,18:15-18:30,0.590000,7.540000,0.570000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.570000,191.760000,6.690000,7.310000,0,0.33,9,74.52,4.5,0.370272,102.37,44.4,1.95,33.33,34.12,0,17,74.52,9.74,0,4,34.13,10.5

75,18:30-18:45,0.140000,7.540000,0.140000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.140000,191.760000,6.690000,7.310000,0,0,6,78.32,1.5,0,108.08,44.33,0.87,34.67,36.03,0,13,78.32,4.33,0,3,36.02,3.5

76,18:45-19:00,0.000000,7.540000,0.000000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,191.760000,6.690000,7.310000,0,0,6,78.16,0.3,0,106.58,43.99,0.22,34.67,35.53,0,11,78.16,1.08,0,1,35.52,0.7

77,19:00-19:15,0.000000,7.540000,0.000000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,240.100000,6.690000,7.310000,0,0,4,78.66,0,0,106.28,44.48,0,34.33,35.43,0,9,78.66,0,0,0,35.42,0

78,19:15-19:30,0.000000,7.540000,0.000000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,261.590000,6.690000,7.310000,0,0,1,77.95,0,0,106.28,44.54,0,34.33,35.43,0,3,77.95,0,0,0,35.42,0

79,19:30-19:45,0.000000,7.540000,0.000000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,261.590000,6.690000,7.310000,0,0,0,77,0,0,106.02,44.79,0,34,35.34,0,1,77,0,0,0,35.34,0

80,19:45-20:00,0.000000,7.540000,0.000000,101.260000,26.640000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,261.590000,6.690000,7.310000,0,0,0,77.33,0,0,105.47,43.84,0,35,35.16,0,0,77.33,0,0,0,35.16,0

81,20:00-20:15,0.000000,7.540000,0.000000,101.260000,27.610000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.510000,7.080000,0,0,0,77.26,0,0,109.02,44.39,0,34.33,36.34,0,0,77.26,0,0,0,36.34,0

82,20:15-20:30,0.000000,7.540000,0.000000,101.260000,27.610000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.510000,7.080000,0,0,0,77.26,0,0,106.59,44.08,0,33.67,35.53,0,0,77.26,0,0,0,35.53,0

83,20:30-20:45,0.000000,7.620000,0.000000,101.260000,27.610000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.510000,7.080000,0,0,0,77.26,0,0,105.83,44.54,0,32.67,35.28,0,0,77.26,0,0,0,35.27,0

84,20:45-21:00,0.000000,7.620000,0.000000,101.260000,27.610000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.510000,7.080000,0,0,0,75.26,0,0,104.83,43.92,0,32,34.94,0,0,75.26,0,0,0,34.95,0

85,21:00-21:15,0.000000,7.620000,0.000000,101.260000,25.680000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.970000,7.080000,0,0,0,74.15,0,0,101.83,43.61,0,30.55,33.94,0,0,74.15,0,0,0,33.95,0

86,21:15-21:30,0.000000,7.620000,0.000000,101.260000,25.680000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.970000,7.080000,0,0,0,80,0,0,109.82,43.61,0,35.33,36.6,0,0,80,0,0,0,36.61,0

87,21:30-21:45,0.000000,7.620000,0.000000,101.260000,25.680000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.970000,7.080000,0,0,0,80,0,0,108.83,43.61,0,34.63,36.28,0,0,80,0,0,0,36.27,0

88,21:45-22:00,0.000000,7.620000,0.000000,101.260000,25.680000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.970000,7.080000,0,0,0,80,0,0,107.82,43.61,0,33.85,35.94,0,0,80,0,0,0,35.93,0

89,22:00-22:15,0.000000,7.390000,0.000000,101.260000,25.680000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.830000,6.920000,0,0,0,80,0,0,106.82,43.61,0,33.33,35.61,0,0,80,0,0,0,35.59,0

90,22:15-22:30,0.000000,7.390000,0.000000,101.260000,27.700000,30.930000,30.930000,74.130000,58.000000,271.880000,0.000000,261.590000,6.830000,6.920000,0,0,0,80,0,0,105.75,42.2,0,32.89,35.25,0,0,80,0,0,0,35.26,0

91,22:30-22:45,0.000000,7.390000,0.000000,101.260000,27.700000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,230.430000,6.830000,6.920000,0,0,0,80,0,0,104.32,42.2,0,31.88,34.77,0,0,80,0,0,0,34.77,0

92,22:45-23:00,0.000000,7.390000,0.000000,101.260000,27.700000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,201.430000,6.830000,6.920000,0,0,0,80,0,0,110,42.2,0,32.67,36.67,0,0,80,0,0,0,36.66,0

93,23:00-23:15,0.000000,7.230000,0.000000,101.260000,27.730000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,201.430000,6.830000,6.690000,0,0,0,80,0,0,110,42.2,0,32.67,36.67,0,0,80,0,0,0,36.66,0

94,23:15-23:30,0.000000,7.230000,0.000000,101.260000,27.730000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,201.430000,6.830000,6.690000,0,0,0,80,0,0,110,42.2,0,32.67,36.67,0,0,80,0,0,0,36.66,0

95,23:30-23:45,0.000000,7.230000,0.000000,101.260000,27.730000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,201.430000,6.830000,6.690000,0,0,0,80,0,0,110,42.2,0,32.67,36.67,0,0,80,0,0,0,36.66,0

96,23:45-24:00,0.000000,7.230000,0.000000,101.260000,27.730000,30.930000,30.930000,56.070000,58.000000,271.880000,0.000000,201.430000,6.830000,6.690000,0,0,0,80,0,0,110,42.2,0,32.67,36.67,0,0,80,0,0,0,36.66,0

