Block,Time,DADRI_CRF,ANTA_CRF,PARBATI3,TANAKPUR,JHAJJAR,AURY_GF,DHAULIGNGA,RAMPUR,DULHASTI,ANTA_RF,UNCHAHAR2,KISHANGANGA,DADRI_RF,DADRT2,KOTESHWR,URI,UNCHAHAR3,URI2,RAPPB,KOLDAM,SEWA2,NAPP,AURY_CRF,RIHAND1,SALAL,CHAMERA1,UNCHAHAR4,ANTA_GF,AURY_LF,TANDA2,CHAMERA3,CHAMERA2,BSIUL,SINGRAULI,NJPC,UNCHAHAR1,AURY_RF,RIHAND3,RIHAND2,TEHRI,DADRI_GF,RAPPC,ANTA_LF,DADRI_LF,FSTPP I & II,TALA,KUDGI,KHSTPP-I,BRBCL,SINGRAULI_HYDRO,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,12.785507,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,641.227403,8.516378,46.618387,19.001676,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.593337,112.241234,14.597421,0.000000,118.681900,113.364562,43.531992,0.000000,49.079730,0.000000,0.000000,13.678795,9.875313,0.00,30.291971,19.194008,0.991389,141.570745,333.066884,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,12.785507,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,659.102725,8.516378,46.618387,19.001676,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,43.531992,0.000000,49.079730,0.000000,0.000000,13.678795,9.875313,0.00,30.291971,19.194008,0.991389,141.570745,333.075881,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,12.785507,576.295052,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,659.102725,8.516378,10.595088,18.514275,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,14.580205,0.000000,118.681900,113.364562,43.531992,0.000000,49.079730,0.000000,0.000000,13.675725,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,333.075881,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,12.785507,576.295052,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,603.418501,8.516378,8.476070,16.167094,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,12.271512,0.000000,118.681900,113.364562,29.021328,0.000000,49.079730,0.000000,0.000000,13.675725,9.875313,0.00,30.288132,18.157386,0.991389,141.570745,333.075881,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,12.785507,582.461124,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,652.353004,8.516378,8.476070,21.772714,10.327908,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,15.271226,0.000000,118.681900,113.364562,29.021328,0.000000,49.079730,0.000000,0.000000,13.675725,9.875313,0.00,30.288132,16.968019,0.991389,141.570745,333.075881,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,12.785507,582.461124,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,652.353004,8.516378,8.476070,21.772714,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,15.271226,0.000000,118.681900,113.364562,16.022192,0.000000,49.079730,0.000000,0.000000,13.675725,9.875313,0.00,30.288132,16.983253,0.991389,141.570745,333.075881,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,12.785507,555.114472,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,652.353004,8.516378,8.476070,17.841303,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,12.264582,0.000000,118.681900,113.364562,16.022192,0.000000,49.079730,0.000000,0.000000,13.675725,9.875313,0.00,30.288132,17.969835,0.991389,141.570745,333.075881,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,12.785507,459.144472,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,652.353004,8.516378,8.476070,17.841303,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,12.264582,0.000000,118.681900,113.364562,16.022192,0.000000,49.079730,0.000000,0.000000,13.675725,9.875313,0.00,30.288132,16.871066,0.991389,141.570745,333.075881,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,12.785507,367.073392,0.000000,0.000000,0.000000,47.444263,0.000000,35.417582,0.000000,0.000000,579.022733,8.516378,8.476070,16.881603,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,12.264582,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.565935,9.875313,0.00,30.288132,16.191586,0.991389,141.570745,334.911308,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,12.785507,364.134172,0.000000,0.000000,0.000000,47.444263,0.000000,35.147093,0.000000,0.000000,577.496404,8.516378,8.476070,16.881603,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,12.264582,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,16.135392,0.991389,141.570745,334.911308,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,12.785507,339.756875,0.000000,0.000000,0.000000,47.444263,0.000000,35.147093,0.000000,0.000000,577.496404,8.516378,8.476070,16.881603,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,12.264582,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,16.490416,0.991389,141.570745,334.911308,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,12.785507,339.752702,0.000000,0.000000,0.000000,47.444263,0.000000,35.147093,0.000000,0.000000,577.496404,8.516378,8.476070,16.881603,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,82.522684,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,12.264582,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.112289,0.991389,141.570745,334.911308,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.983944,0.000000,0.000000,577.496404,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,7.677600,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.331115,0.991389,141.570745,334.911308,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,577.496404,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,7.677600,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,577.496404,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.065679,0.991389,141.570745,334.911308,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,577.496404,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.254540,0.991389,141.570745,334.911308,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,551.260221,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.471349,0.991389,141.570745,334.911308,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,517.670721,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,12.518135,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.751009,0.991389,141.570745,334.911308,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,469.685721,8.516378,8.476070,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,18.441587,0.991389,141.570745,334.911308,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,421.704658,8.516378,10.595088,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,27.891577,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,11.679069,342.216505,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,373.715721,8.516378,46.618387,13.522554,12.909884,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,14.510664,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,11.679069,405.953100,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,436.128083,8.516378,46.618387,13.522554,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,14.510664,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,11.679069,532.295652,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,436.128083,8.516378,8.476070,15.070265,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.590777,0.000000,118.681900,113.364562,29.021328,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,484.113083,8.516378,8.476070,18.909065,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,44.801675,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,532.098083,8.516378,8.476070,18.909065,30.983723,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,59.735567,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,532.098083,8.516378,8.476070,18.909065,10.327908,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,59.735567,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,532.098083,8.516378,8.476070,18.909065,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,59.735567,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,532.098083,8.516378,8.476070,18.909065,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,44.801675,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,30.288132,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,484.113083,8.516378,6.357053,18.909065,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,14.597421,0.000000,118.681900,113.364562,44.801675,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,0.000000,11.679069,620.662078,0.000000,0.000000,0.000000,47.444263,0.000000,40.681779,0.000000,0.000000,436.146363,8.516378,6.357053,15.070265,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,26.914786,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.590777,0.000000,118.681900,113.364562,44.801675,0.000000,49.079730,0.000000,0.000000,13.541847,9.875313,0.00,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,0.000000,11.679069,484.648500,0.000000,0.000000,0.000000,47.444263,0.000000,30.491972,0.000000,0.000000,436.128083,8.516378,10.595088,13.559306,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,13.483171,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,29.021328,0.000000,49.079730,0.000000,0.000000,9.454868,9.875313,0.00,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

