Block,Time,DADRI_CRF,ANTA_CRF,PARBATI3,TANAKPUR,JHAJJAR,AURY_GF,DHAULIGNGA,RAMPUR,DULHASTI,ANTA_RF,UNCHAHAR2,KISHANGANGA,DADRI_RF,DADRT2,KOTESHWR,URI,UNCHAHAR3,URI2,RAPPB,KOLDAM,SEWA2,NAPP,AURY_CRF,RIHAND1,SALAL,CHAMERA1,UNCHAHAR4,ANTA_GF,AURY_LF,TANDA2,CHAMERA3,CHAMERA2,BSIUL,SINGRAULI,NJPC,UNCHAHAR1,AURY_RF,RIHAND3,RIHAND2,TEHRI,DADRI_GF,RAPPC,ANTA_LF,DADRI_LF,FSTPP I & II,TALA,KUDGI,KHSTPP-I,BRBCL,SINGRAULI_HYDRO,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
32,07:45:08:00,0.000000,0.000000,0.000000,11.679069,389.638200,0.000000,0.000000,0.000000,47.444263,0.000000,24.842122,0.000000,0.000000,364.118721,8.516378,10.595088,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,29.021328,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,0.00,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.000000,11.679069,343.472300,0.000000,0.000000,0.000000,47.444263,0.000000,21.906848,0.000000,0.000000,361.742795,8.516378,13.773614,13.559306,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.421954,0.000000,118.681900,113.364562,14.510664,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,27.83,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,11.679069,343.472300,0.000000,0.000000,0.000000,47.444263,0.000000,21.906848,0.000000,0.000000,361.723313,8.516378,46.618387,13.559306,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.421954,0.000000,118.681900,113.364562,12.394526,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,45.11,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,21.848426,0.000000,0.000000,360.749634,8.516378,46.618387,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,59.50,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,21.848426,0.000000,0.000000,360.710467,8.516378,12.714106,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,72.94,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,21.060577,0.000000,0.000000,360.749634,8.516378,10.595088,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,34.55,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,21.060577,0.000000,0.000000,360.710467,8.516378,10.595088,13.522554,9.036919,0.000000,0.000000,0.000000,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,47.03,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,21.060577,0.000000,0.000000,360.737883,8.516378,10.595088,13.522554,9.036919,0.000000,0.000000,5.065949,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,57.58,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,24.765346,0.000000,0.000000,360.698717,8.516378,10.595088,13.522554,9.036919,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,68.14,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,24.765346,0.000000,0.000000,360.737883,8.516378,46.618387,13.522554,9.036919,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,74.86,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,24.765346,0.000000,0.000000,360.698717,8.516378,46.618387,13.522554,9.036919,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,79.177169,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,6.115112,9.875313,78.70,32.044479,19.194008,0.991389,141.570745,334.911308,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,360.737883,8.516378,8.476070,13.522554,30.983723,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,80.292341,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,89.97,32.044479,17.086562,0.991389,141.570745,334.911308,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,11.679069,341.914643,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,361.551143,8.516378,8.476070,13.522554,30.983723,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,80.292341,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,89.97,32.044479,16.411421,0.991389,141.570745,334.911308,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,11.679069,359.887500,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,402.114300,8.516378,8.476070,13.522554,30.983723,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,80.292341,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,112.241234,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,89.97,32.044479,16.946530,0.991389,141.570745,332.536050,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,11.679069,371.403900,0.000000,0.000000,0.000000,47.444263,0.000000,34.955153,0.000000,0.000000,447.220200,8.516378,8.476070,13.522554,30.983723,0.000000,0.000000,10.131898,38.230993,0.000000,88.292400,80.292341,0.000000,0.000000,0.000000,0.000000,0.000000,18.575646,37.917862,6.258012,98.609175,127.237026,11.404069,0.000000,118.681900,113.364562,0.000000,0.000000,49.079730,0.000000,0.000000,10.202091,9.875313,89.97,32.044479,17.495865,0.991389,141.570745,332.536050,0,0,0,0,0

