Block,Time,TANDA2,NAPP,UNCHAHAR1,ANTA_LF,CHAMERA3,NJPC,KISHANGANGA,DADRT2,KOTESHWR,DADRI_RF,DHAULIGNGA,TANAKPUR,DADRI_GF,BSIUL,DADRI_CRF,CHAMERA1,AURY_LF,UNCHAHAR4,ANTA_RF,RIHAND2,RIHAND1,ANTA_GF,URI2,UNCHAHAR2,SEWA2,URI,AURY_RF,VSTPS V,VSTPS I,RAPPB,CHAMERA2,DADRI_LF,RIHAND3,ANTA_CRF,JHAJJAR,VSTPS II,KHARGONE-I,SINGRAULI,KSTPS7,GANDHAR-RLNG,KAWAS-zLIQ,RAPPC,KAPS,BRBCL,DULHASTI,SALAL,GADARWARA-I,GANDHAR-APM,AURY_GF,KHSTPP-II,UNCHAHAR3,AURY_CRF,RAMPUR,TEHRI,TALA,KHSTPP-I,KSTPS I&II,VSTPS III,KOLDAM,FSTPP I & II,LARA-I,VSTPS IV,SOLAPUR,KAWAS-NAPM,SINGRAULI_HYDRO,KAWAS-RLNG,SIPAT II,KAWAS-APM,GANDHAR-NAPM,SASAN,MOUDA_II,PARBATI3,GANDHAR-ComGas,TAPS-II,MOUDA,KAWAS-ComGas,SIPAT I,TALST2,NLCIIST2,KGSU3AND4,RSTPSU7,NLCEXP,NLCTS2EXP,KGSU1AND2,NNTPP,NLCIIST1,NTPL,MAPS,RSTPSU1TO6,SIMHST2,KKNP,VALLURNTECL,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,3.938161,44.767769,21.091160,0.000000,32.256539,0.000000,6.102746,665.450561,18.669448,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,13.528129,0.000000,2.301331,0.000000,117.887847,92.331090,0.000000,32.614360,41.715332,17.436898,51.025997,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,545.212175,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,26.335315,0.000000,0.000000,49.651177,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,252.027791,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.284983,2.92,0.82,2.10,1.87,1.76,0.74,1.94,0.22,0.82,3.64,0.24,5.57,1.78,1.55,3.44,8.98,0,0,0,0,0

7,01:30-01:45,3.938161,44.767769,21.091160,0.000000,32.256539,0.000000,6.102746,665.450561,19.098630,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,2.301331,0.000000,117.887847,92.331090,0.000000,32.614360,41.715332,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,545.212175,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,26.335315,0.000000,0.000000,37.238383,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,258.854602,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.284983,2.92,0.82,2.10,1.87,1.76,0.74,1.94,0.22,0.82,3.64,0.24,5.57,1.78,1.55,3.44,8.98,0,0,0,0,0

8,01:45-02:00,3.938161,44.767769,21.091160,0.000000,32.256539,0.000000,6.102746,665.450561,19.098630,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,2.301331,0.000000,117.887847,92.331090,0.000000,32.614360,41.715332,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,545.212175,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,26.335315,0.000000,0.000000,12.412794,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,264.270914,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.284983,2.92,0.82,2.10,1.87,1.76,0.74,1.94,0.22,0.82,3.64,0.24,5.67,1.78,1.55,3.44,8.98,0,0,0,0,0

9,02:00-02:15,3.938161,44.767769,21.091160,0.000000,32.256539,0.000000,6.102746,665.450561,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,2.301331,0.000000,117.887847,92.331090,0.000000,32.614360,41.715332,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,545.212175,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,26.335315,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,243.734062,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.336821,2.92,0.82,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

10,02:15-02:30,3.938161,44.767769,21.091160,0.000000,32.256539,0.000000,6.102746,665.450561,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,2.301331,0.000000,117.887847,92.331090,0.000000,32.614360,41.715332,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,545.212175,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,26.335315,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,243.734062,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.82,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

11,02:30-02:45,3.938161,44.767769,17.451600,0.000000,32.256539,0.000000,6.102746,596.561570,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,41.002593,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,537.268832,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,21.269980,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,250.053094,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.82,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

12,02:45-03:00,3.938161,44.767769,17.451600,0.000000,32.256539,0.000000,6.102746,447.793520,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,41.002593,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,537.268832,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,80.560066,4.106229,0.000000,0.000000,142.042795,21.269980,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,259.686796,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.82,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

13,03:00-03:15,3.938161,44.767769,17.451600,0.000000,32.256539,0.000000,6.102746,443.650590,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,41.002593,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,449.631937,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,21.269980,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.368456,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.88,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

14,03:15-03:30,3.938161,44.767769,17.451600,0.000000,32.256539,0.000000,6.102746,443.650590,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,41.002593,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,449.631937,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,15.174977,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,21.269980,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

15,03:30-03:45,3.938161,44.767769,14.170518,0.000000,32.256539,0.000000,6.102746,443.650590,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,419.718000,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

16,03:45-04:00,3.938161,44.767769,14.170518,0.000000,32.256539,0.000000,6.102746,386.372183,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,419.718000,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.339733,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

17,04:00-04:15,3.938161,44.767769,14.170518,0.000000,32.256539,0.000000,6.102746,361.772989,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,51.025997,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,419.718000,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.000000,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.385409,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

18,04:15-04:30,3.938161,44.767769,14.170518,0.000000,32.256539,20.715561,6.102746,361.772989,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,27.056257,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,51.025997,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,419.718000,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.638700,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

19,04:30-04:45,3.938161,44.767769,14.170518,0.000000,32.256539,20.715561,6.102746,362.980611,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,443.672448,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.638700,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

20,04:45-05:00,3.938161,44.767769,14.170518,0.000000,21.482687,20.715561,6.102746,362.980611,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,463.513773,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.638700,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,3.956259,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

21,05:00-05:15,3.938161,44.767769,14.170518,0.000000,21.482687,20.715561,6.102746,362.753091,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,483.363571,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.638700,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,0.000000,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

22,05:15-05:30,3.938161,44.767769,14.170518,0.000000,21.482687,20.715561,6.102746,362.757915,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,503.204992,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,0.638700,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,0.000000,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,0.89,2.10,1.87,1.76,0.76,1.94,0.22,0.82,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

23,05:30-05:45,3.938161,44.767769,14.170518,0.000000,21.482687,41.431122,6.102746,362.753091,8.798246,0.000000,0.000000,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,503.204992,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,1.277401,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,0.000000,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,0.98,2.10,1.87,1.76,0.76,1.94,0.22,0.91,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

24,05:45-06:00,3.938161,44.767769,14.170518,0.000000,21.482687,67.325573,6.102746,362.757915,8.798246,0.000000,10.068264,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,503.204992,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,2.075777,0.000000,0.000000,40.036901,2.839546,1.874035,0.000000,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,0.000000,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,1.09,2.10,1.87,1.76,0.76,1.94,0.22,1.01,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

25,06:00-06:15,3.938161,44.767769,14.170518,0.000000,21.482687,88.041134,6.102746,362.753091,8.798246,0.000000,20.136529,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,503.204992,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,17.702339,0.000000,2.703072,0.000000,0.000000,40.036901,2.839546,1.874035,0.711151,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,0.000000,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,1.10,2.10,1.87,1.76,0.76,1.94,0.22,1.01,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

26,06:15-06:30,3.938161,44.767769,11.387058,0.000000,21.482687,102.334871,6.102746,358.154989,8.798246,0.000000,30.204793,0.493390,0.000000,0.000000,0.000000,40.584386,0.000000,1.657536,0.000000,117.887847,92.331090,0.000000,32.614360,35.448008,17.436898,46.773830,0.000000,1.269510,2.249451,0.000000,44.701835,0.000000,123.684601,0.000000,444.443057,0.929022,3.387639,128.969983,1.283197,0.000000,0.000000,62.541305,1.095147,11.102237,54.814796,73.846727,4.106229,0.000000,0.000000,142.042795,11.914915,0.000000,3.147881,0.000000,0.000000,40.036901,2.839546,1.874035,1.387611,19.960917,4.072013,2.566393,0.930746,0.000000,1.014603,0.000000,1.788485,0.000000,0.000000,265.399312,3.358207,0.000000,0.000000,1.311170,1.853390,0.000000,3.387639,2.92,1.10,2.10,1.87,1.76,0.76,1.94,0.22,1.01,3.64,0.24,5.69,1.78,1.55,3.44,8.98,0,0,0,0,0

