Block,Time Block,NNTPP,NLCTS2EXP,KGSU3AND4,NLCIIST2,BRBCL,DHAULIGNGA,DADRT2,DULHASTI,KGSU1AND2,FSTPP I & II,JHAJJAR,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,UNCHAHAR2,UNCHAHAR4,URI2,VALLURNTECL,URI,UNCHAHAR3,UNCHAHAR1,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,MAPS,KHSTPP-II,KISHANGANGA,KKNP,NLCEXP,NJPC,NLCIIST1,NAPP,DADRI_RF,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,AURY_LF,ANTA_CRF,ANTA_RF,AURY_CRF,AURY_GF,ANTA_LF,ANTA_GF,TALA,TALST2,TANAKPUR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,SASAN,RAPPD,RSTPSU7,RAPPC,SALAL,RAPPB,SIMHST1,RAMPUR,SEWA2,RSTPSU1TO6,RIHAND3,RIHAND1,RIHAND2,NTPL,PARBATI3,PARBATI2,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,0,0,0,13.49,40.99,173.9,36.99,0,14.11,241.92,45.48,32.77,40.69,18.88,30.69,1.47,36.11,0,50.54,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.52,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

11,02:30-02:45,0,0,0,0,13.49,40.99,101.5,36.99,0,13.86,235.55,45.48,32.77,40.69,18.88,30.69,1.33,36.11,0,38.37,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

12,02:45-03:00,0,0,0,0,13.48,40.99,101.5,36.99,0,13.86,235.55,45.48,32.77,40.69,18.88,30.69,1.33,36.11,0,38.37,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

13,03:00-03:15,0,0,0,0,16.19,40.99,101.5,36.99,0,13.86,235.55,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,29.84,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

14,03:15-03:30,0,0,0,0,16.63,40.99,101.5,36.99,0,13.86,235.55,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,29.84,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

15,03:30-03:45,0,0,0,0,15.8,40.99,101.5,36.99,0,13.86,235.55,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,40.49,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.52,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

16,03:45-04:00,0,0,0,0,17.29,40.99,101.5,36.99,0,13.86,235.55,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,40.49,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.52,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

17,04:00-04:15,0,0,0,0,18.5,40.99,101.5,36.99,0,13.86,241.92,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,38.37,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.52,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

18,04:15-04:30,0,0,0,0,18.86,40.99,101.5,36.99,0,13.86,241.92,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,38.37,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.52,0,11.5,0,0,102.79,401.81,38.76,0,63.01,75.72,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

19,04:30-04:45,0,0,0,0,19.91,40.99,101.5,36.99,0,13.86,241.92,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,44.76,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.38,0,11.5,0,0,102.79,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

20,04:45-05:00,0,0,0,0,24.12,40.99,101.5,36.99,0,13.86,241.92,45.48,32.77,40.69,18.88,30.69,1.33,31.6,0,44.76,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.24,0,11.5,0,0,102.79,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

21,05:00-05:15,0,0,0,0,24.12,40.99,125.63,36.99,0,16.37,241.92,45.48,32.77,40.69,18.88,30.52,1.33,31.6,0,44.76,18.74,14.46,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.09,0,11.5,0,0,102.79,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

22,05:15-05:30,0,0,0,0,24.12,40.99,125.63,36.99,0,16.37,241.92,45.48,32.77,40.69,18.88,30.52,1.33,31.6,0,44.76,18.74,14.46,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.81,0,11.5,0,0,102.79,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

23,05:30-05:45,0,0,0,0,23.17,40.99,125.63,36.99,0,16.37,241.92,45.48,32.77,40.69,18.88,30.52,1.33,31.6,0,44.76,18.74,14.46,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,11.5,0,0,102.79,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

24,05:45-06:00,0,0,0,0,22.2,40.99,173.9,36.99,0,19.45,241.92,45.48,32.77,40.69,18.88,30.52,1.33,31.6,0,44.76,18.74,14.46,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,11.5,0,0,102.79,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

25,06:00-06:15,0,0,0,0,22.2,40.99,217.34,36.99,0,19.45,246.75,45.48,32.77,40.69,18.88,36.14,1.33,31.6,0,44.76,22.34,17.71,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,11.5,0,0,109.68,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,1.37,43.95,0,0,0,0,0

26,06:15-06:30,0,0,0,0,24.12,40.99,217.34,36.99,0,19.45,264.13,45.48,32.77,40.69,18.88,35.25,1.2,31.6,0,44.76,21.75,17.71,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,1.37,43.95,0,0,0,0,0

27,06:30-06:45,0,0,0,0,24.12,40.99,202.86,36.99,0,19.45,264.13,45.48,32.77,40.69,18.88,36.5,1.2,31.6,0,42.63,21.89,17.71,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,1.37,43.95,0,0,0,0,0

28,06:45-07:00,0,0,0,0,19.25,40.99,164.25,36.99,0,19.45,264.13,45.48,32.77,40.69,18.88,36.01,1.2,31.6,0,42.63,21.89,17.71,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,1.37,43.95,0,0,0,0,0

29,07:00-07:15,0,0,0,0,23.17,40.99,135.29,36.99,0,19.45,264.13,45.48,32.77,40.69,18.88,36.14,1.48,31.6,0,40.49,22.34,17.71,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,1.37,43.95,0,0,0,0,0

30,07:15-07:30,0,0,0,0,22.2,40.99,106.33,36.99,0,19.45,264.13,45.48,32.77,40.69,18.88,36.14,1.73,31.6,0,40.49,22.34,17.71,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.67,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

31,07:30-07:45,0,0,0,0,23.17,40.99,101.5,36.99,0,12.02,235.55,45.48,32.77,40.69,0,23.64,0.8,31.6,0,10.66,14.54,11.9,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.98,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

32,07:45-08:00,0,0,0,0,22.2,40.99,101.5,36.99,0,12.02,235.55,45.48,32.77,40.69,0,23.64,0.8,31.6,0,4.26,14.54,11.9,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.98,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,43.95,0,0,0,0,0

33,08:00-08:15,0,0,0,0,24.12,40.99,101.5,36.99,0,12.79,235.55,45.48,32.77,40.69,0,28.76,0.8,31.6,0,4.26,17.11,14.13,8.33,43.52,0,0,0,89.35,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,25.63,0,3.72,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,77.42,0,2.52,37.88,0,0,0,0,0

34,08:15-08:30,0,0,0,0,24.12,40.99,101.5,36.99,0,12.79,235.55,45.48,32.77,40.69,0,28.76,0.8,31.6,0,4.26,17.11,14.13,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,25.63,0,3.72,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,100.37,58.05,0,2.52,37.88,0,0,0,0,0

35,08:30-08:45,0,0,0,0,20.45,40.99,101.5,36.99,0,12.79,235.55,45.48,32.77,40.69,0,28.76,0.8,31.6,0,10.66,17.11,14.13,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,3.72,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,38.71,0,2.52,43.95,0,0,0,0,0

36,08:45-09:00,0,0,0,0,19.78,40.99,101.5,36.99,0,12.79,235.55,45.48,32.77,40.69,0,28.76,0.8,31.6,0,42.63,17.11,14.13,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.52,43.95,0,0,0,0,0

37,09:00-09:15,0,0,0,0,21.1,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,31.6,0,42.63,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.52,43.95,0,0,0,0,0

38,09:15-09:30,0,0,0,0,21.28,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,31.6,0,42.63,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,109.8,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.52,43.95,0,0,0,0,0

39,09:30-09:45,0,0,0,0,21.14,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,31.6,0,42.63,18.83,14.53,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.52,43.95,0,0,0,0,0

40,09:45-10:00,0,0,0,0,20.42,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,31.6,0,42.63,18.83,14.53,8.33,43.52,0,0,0,94.16,2.25,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.52,43.95,0,0,0,0,0

41,10:00-10:15,0,0,0,0,20.25,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,32.36,0,42.63,18.83,14.53,8.33,43.52,0,0,0,94.16,0.62,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.94,43.95,0,0,0,0,0

42,10:15-10:30,0,0,0,0,20.24,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,32.36,0,50.54,18.83,14.53,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.94,43.95,0,0,0,0,0

43,10:30-10:45,0,0,0,0,16.34,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,32.36,0,50.54,18.83,14.53,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.94,43.95,0,0,0,0,0

44,10:45-11:00,0,0,0,0,16.51,40.99,101.5,36.99,0,13.86,240.96,45.48,32.77,40.69,0,30.69,1.47,32.36,0,50.54,18.83,14.53,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,2.94,43.95,0,0,0,0,0

45,11:00-11:15,0,0,0,0,20.06,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,61.7,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,5.36,43.95,0,0,0,0,0

46,11:15-11:30,0,0,0,0,18.89,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,72.9,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,5.36,43.95,0,0,0,0,0

47,11:30-11:45,0,0,0,0,21.3,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,5.36,43.95,0,0,0,0,0

48,11:45-12:00,0,0,0,0,20.97,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,50.54,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,5.36,43.95,0,0,0,0,0

49,12:00-12:15,0,0,0,0,22.32,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,51.15,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,5.36,43.95,0,0,0,0,0

50,12:15-12:30,0,0,0,0,24.12,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,51.15,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,12.66,0,0,72.35,401.81,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,0,0,0,5.36,43.95,0,0,0,0,0

51,12:30-12:45,0,0,0,0,24.12,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,401.81,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,100.37,39.01,0,5.36,43.95,0,0,0,0,0

52,12:45-13:00,0,0,0,0,20.45,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,401.81,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,58.51,0,5.36,43.95,0,0,0,0,0

