Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/R2,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/28072024/28072024/IEX_240727-01742,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/30092023/31122025/SH-07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/16072024/31072024/NR/16072024/31072024/717758,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07

90,22:15-22:30,0.000000,0.000000,7.330000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.750000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,30.780000,0.000000,94.330000,30.870000,48.230000,9.17,43.02,0,9,0,0,0,0,0,0,0,22.28,9.16,0,27.5,0,22.28,0,0

91,22:30-22:45,0.000000,0.000000,7.330000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.750000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,30.780000,0.000000,94.330000,30.870000,48.230000,11,42.42,0,13.34,0,0,0,0,0,0,0,22.28,11,0,33,0,22.28,0,0

92,22:45-23:00,0.000000,0.000000,7.330000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.750000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,30.280000,0.000000,94.330000,30.870000,48.230000,11.17,41.82,0,12.66,0,0,0,0,0,0,0,22.21,11.16,0,33.5,0,22.21,0,0

93,23:00-23:15,0.000000,0.000000,7.140000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.520000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,31.290000,0.000000,94.330000,30.870000,48.230000,11.83,41.42,0,12.34,0,0,0,0,0,0,0,22.07,11.84,0,35.5,0,22.07,0,0

94,23:15-23:30,0.000000,0.000000,7.140000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.520000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,30.790000,0.000000,94.330000,30.870000,48.230000,12.5,41.22,0,11.66,0,0,0,0,0,0,0,22.02,12.5,0,37.5,0,22.02,0,0

95,23:30-23:45,0.000000,0.000000,7.140000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.520000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,30.280000,0.000000,94.330000,30.870000,48.230000,12.83,41.02,0,11,0,0,0,0,0,0,0,21.75,12.84,0,38.5,0,21.75,0,0

96,23:45-24:00,0.000000,0.000000,7.140000,96.460000,24.120000,8.770000,10.320000,115.310000,0.000000,0.000000,6.520000,259.340000,272.740000,96.460000,14.700000,0.000000,72.340000,87.010000,0.000000,96.460000,30.870000,10.410000,13.170000,30.280000,0.000000,94.330000,30.870000,48.230000,13.17,40.62,0,10.34,0,0,0,0,0,0,0,21.63,13.16,0,39.5,0,21.63,0,0

