Block,Time,CHAMERA2,RIHAND1,RAMPUR,NAPP,TEHRI,RIHAND3,DADRT2,DULHASTI,SINGRAULI,URI,KOLDAM,SINGRAULI_HYDRO,CHAMERA3,RIHAND2,RAPPC,NJPC,UNCHAHAR1,DHAULIGNGA,SALAL,JHAJJAR,URI2,KOTESHWR,TANAKPUR,BSIUL,PARBATI3,UNCHAHAR2,SEWA2,KISHANGANGA,TANDA2,CHAMERA1,UNCHAHAR3,UNCHAHAR4,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
16,03:45-04:00,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.4288,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.84272,6.409,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

17,04:00-04:15,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.4288,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,6.409,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

18,04:15-04:30,0,92,0,0,14.742,59.3595,683.129127,0,125.5875,2.4288,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,6.409,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

19,04:30-04:45,0,92,0,0,15.561,59.3595,683.129127,16.478852,125.5875,2.4288,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,6.409,6.405,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

20,04:45-05:00,0,92,0,0,31.122,59.3595,683.129127,16.478852,125.5875,2.4288,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,6.409,6.405,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

21,05:00-05:15,0,92,0,0,31.122,59.3595,683.129127,16.478852,125.5875,2.4288,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,6.409,6.405,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

22,05:15-05:30,0,92,0,0,31.122,59.3595,683.129127,16.478852,125.5875,3.312,0,0.82259,0,59.0625,54.567,17.046,10.91181,0,1.3944,653.1525,6.0534,6.409,6.405,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

23,05:30-05:45,0,92,0,0,46.683,59.3595,683.129127,16.478852,125.5875,35.328,0,0.82259,0,59.0625,54.567,35.986,10.91181,0,1.3944,653.1525,6.0534,6.409,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

24,05:45-06:00,0,92,0,0,46.683,59.3595,683.129127,16.478852,125.5875,35.328,0,0.82259,0,59.0625,54.567,53.032,10.91181,9.136036,1.3944,653.1525,6.0534,12.818,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,345.375

25,06:00-06:15,6.665,92,0,0,46.683,59.3595,683.129127,32.957704,125.5875,3.312,0,0.82259,9.67784,59.0625,54.567,75.76,10.91181,18.272072,1.3944,653.1525,4.97724,19.227,0,1.1,0,42.392196,4.1323,0,0,8.295,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,367.875

26,06:15-06:30,39.51012,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,29.062808,59.0625,54.567,113.64,10.91181,27.408108,1.3944,653.1525,4.97724,37.468,0,13.0416,0,42.392196,10.536032,0,0,14.04936,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,373.5

27,06:30-06:45,39.51012,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,29.062808,59.0625,54.567,132.58,10.91181,27.408108,6.972,653.1525,4.84272,37.468,0,13.0416,0,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

28,06:45-07:00,39.51012,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,29.062808,59.0625,54.567,137.315,10.91181,27.408108,55.776,653.1525,4.84272,37.468,0,13.0416,0,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

29,07:00-07:15,39.51012,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,29.062808,59.0625,54.567,137.315,10.91181,27.408108,55.776,653.1525,4.84272,37.468,0,13.0416,0,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

30,07:15-07:30,39.51012,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,29.062808,59.0625,54.567,140.3454,10.91181,27.408108,55.776,653.1525,4.84272,37.468,0,13.0416,0,42.392196,10.536032,0,0,27.65,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

31,07:30-07:45,39.51012,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,29.062808,59.0625,54.567,113.64,10.91181,18.272072,55.776,653.1525,4.84272,37.468,0,13.0416,0,42.392196,10.536032,0,0,14.04936,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

32,07:45:08:00,6.665,92,0,0,46.683,59.3595,683.129127,49.436556,125.5875,2.6496,0,0.82259,9.67784,59.0625,54.567,87.4081,10.91181,18.272072,6.972,653.1525,4.84272,17.748,0,6.5208,0,42.392196,4.9321,0,0,14.04936,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

33,08:00-08:15,0,92,0,0,46.683,59.3595,683.129127,32.957704,125.5875,2.6496,0,0.82259,0,59.0625,54.567,75.76,10.91181,9.136036,1.3944,653.1525,4.84272,8.874,0,6.5208,0,42.392196,0,0,0,8.69,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

34,08:15-08:30,0,92,0,0,46.683,59.3595,683.129127,32.957704,125.5875,2.6496,0,0.82259,0,59.0625,54.567,34.092,10.91181,0,1.3944,653.1525,4.84272,8.874,0,6.5208,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

35,08:30-08:45,0,92,0,0,46.683,59.3595,683.129127,16.478852,125.5875,35.328,0,0.82259,0,59.0625,54.567,17.046,10.91181,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

36,08:45:09:00,0,92,0,0,46.683,59.3595,683.129127,16.478852,125.5875,35.328,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

37,09:00:09:15,0,92,0,0,46.683,59.3595,683.129127,16.478852,125.5875,4.968,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

38,09:15-09:30,0,92,0,0,31.122,59.3595,683.129127,16.478852,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

39,09:30-09:45,0,92,0,0,31.122,59.3595,683.129127,0,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

40,09:45-10:00,0,92,0,0,31.122,59.3595,683.129127,0,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,16.68048,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

41,10:00-10:15,0,92,0,0,27.594,59.3595,683.129127,0,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

42,10:15-10:30,0,92,0,0,15.561,59.3595,683.129127,0,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.61,0,0,0,71.4588,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

43,10:30-10:45,0,92,0,0,12.6,59.3595,683.129127,0,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

44,10:45-11:00,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.6496,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

45,11:00-11:15,0,92,0,0,0,59.3595,683.129127,0,125.5875,35.328,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

46,11:15-11:30,0,92,0,0,0,59.3595,683.129127,0,125.5875,35.328,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

47,11:30-11:45,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

48,11:45-12:00,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

49,12:00-12:15,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

50,12:15-12:30,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,29.295,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

51,12:30-12:45,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

52,12:45-13:00,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,379.125

53,13:00-13:15,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,6.972,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

54,13:15-13:30,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,55.776,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

55,13:30-13:45,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,55.776,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

56,13:45-14:00,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,6.972,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

57,14:00-14:15,0,92,0,0,0,59.3595,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

58,14:15-14:30,0,92,0,0,0,85.7415,683.129127,0,125.5875,2.76,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

59,14:30-14:45,0,92,0,0,0,92.337,683.129127,0,125.5875,8.832,0,0.82259,0,59.0625,54.567,0,10.91181,0,1.3944,653.1525,4.97724,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.91,28.665,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,382.5

