Block,Time Block,KUDGI,KOTESHWR,KOLDAM,DULHASTI,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,JHAJJAR,KHSTPP-I,DHAULIGNGA,FSTPP I & II,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,URI,ANTA_CRF,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,CHAMERA2,DADRT2,CHAMERA1,BSIUL,CHAMERA3,BRBCL,UNCHAHAR1,TEHRIPSP,UNCHAHAR2,TEHRI,TelanganaSTPP,SASAN,SINGRAULI,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,RIHAND3,RIHAND2,TALST2,TALA,SINGRAULI_HYDRO,TANDA2,TANAKPUR,NLCEXP,PARBATI2,RAPPD,NLCIIST1,RAPPB,NJPC,NLCIIST2,NLCTS2EXP,NAPP,RAMPUR,NNTPP,RAPPC,NTPL,PARBATI3,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,9.77,6.87,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,38.31,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,336.35,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

55,13:30-13:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,40.43,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,336.35,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

56,13:45-14:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,40.43,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,336.35,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

57,14:00-14:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,40.43,0,2.23,0,30.04,17.02,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

58,14:15-14:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,40.43,0,2.23,0,30.04,17.02,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

59,14:30-14:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,40.43,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,352.93,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,20.97,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

60,14:45-15:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,40.43,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,368.65,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,20.97,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

61,15:00-15:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,376.79,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,20.77,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

62,15:15-15:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,384.92,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,20.77,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

63,15:30-15:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,390.34,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,20.63,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

64,15:45-16:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,390.34,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,20.63,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

65,16:00-16:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.46,45.41,0,40.62,0,32.71,19.05,17.28,0,36.48,0,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,20.63,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

66,16:15-16:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,19.8,17.28,0,36.48,0,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,20.63,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

67,16:30-16:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,19.12,17.28,0,36.48,0,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,20.49,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

68,16:45-17:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,16.7,17.28,0,36.48,0,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,20.49,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

69,17:00-17:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,17.02,45.41,4.96,40.62,0,32.71,21.96,13.29,0,30.25,0,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,20.35,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

70,17:15-17:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,17.02,45.41,4.96,40.62,0,32.71,23.06,13.29,0,30.25,16.35,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,20.2,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

71,17:30-17:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,17.02,45.41,4.96,40.62,0,32.71,20.1,13.06,0,30.25,32.7,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,19.92,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

72,17:45-18:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,42.56,0,2.23,0,30.04,17.02,45.41,4.96,40.62,0,32.71,21.35,13.06,0,30.25,49.04,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,19.78,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

73,18:00-18:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,17.02,45.41,4.96,40.62,0,32.71,21.11,13.06,0,27.56,65.39,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,19.63,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

74,18:15-18:30,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,17.02,45.41,4.96,40.62,0,32.71,18.22,13.06,0,27.56,65.99,0,390.34,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,19.18,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

75,18:30-18:45,0,29.33,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,20.6,45.41,48.33,40.62,0,32.71,21.32,14.89,0,33.13,65.99,0,390.34,87.73,94.76,0,0,0,0,64.4,17.68,124.43,120.74,0,18.65,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

76,18:45-19:00,0,39.1,8.31,53.38,0,0,0,94.01,0,4.53,301.67,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,20.6,45.41,88.81,40.62,6.28,32.71,18.14,16.23,0,33.13,65.99,0,390.34,87.73,94.76,0,0,0,0,64.4,17.68,124.43,120.74,0,18.65,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

77,19:00-19:15,0,39.1,8.31,53.38,0,0,0,94.01,0,6.71,282.14,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,45.41,193.62,40.62,12.57,32.71,18.13,20.46,0,42.03,65.99,0,390.34,87.73,94.76,0,0,0,0,64.4,17.68,124.43,120.74,0,18.5,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

78,19:15-19:30,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,47.79,291.08,40.74,19.72,34.4,20.77,20.46,0,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,64.4,18.78,124.43,120.74,0,18.5,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

79,19:30-19:45,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.15,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,26.02,47.79,358.54,40.74,19.72,34.4,20.43,20.46,0,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,18.5,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

80,19:45-20:00,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,26.02,47.79,426.01,40.74,19.72,34.4,20.99,20.46,0,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,18.5,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

81,20:00-20:15,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,26.02,47.79,493.48,40.74,19.72,34.4,22.62,20.46,85.38,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,18.5,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

82,20:15-20:30,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,26.02,47.79,525.43,40.74,19.72,34.4,21.32,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,19.06,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

83,20:30-20:45,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,26.02,47.79,525.43,40.74,19.72,34.4,22.39,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,19.06,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

84,20:45-21:00,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,26.02,47.79,525.43,40.74,19.72,34.4,21.11,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,19.06,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

85,21:00-21:15,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,15.27,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,47.79,455.56,40.74,19.72,34.4,18.87,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,19.06,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

86,21:15-21:30,0,39.1,8.31,53.38,0,0,0,94.01,0,6.72,427.13,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,45.41,450.91,40.62,18.85,32.71,21.83,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,19.63,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

87,21:30-21:45,0,39.1,8.31,53.38,0,0,0,94.01,0,6.72,427.13,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,45.41,470.19,40.62,18.85,32.71,19.42,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,19.63,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

88,21:45-22:00,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,14.74,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,47.79,499.1,40.74,19.72,34.4,19.58,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,19.63,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

89,22:00-22:15,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,14.74,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,47.79,485.08,40.74,19.72,34.4,20.99,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,20.17,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

90,22:15-22:30,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,427.13,43.88,43.19,14.74,0,0,0,0,0,0,0,0,0,0,0,44.69,0,1.71,0,30.04,26.02,47.79,448.46,40.74,19.72,34.4,20,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,20.17,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

91,22:30-22:45,0,43.02,8.31,55.58,0,0,0,94.01,0,6.92,415.22,43.88,43.19,14.74,0,0,0,0,0,0,0,0,0,0,0,42.56,0,1.71,0,30.04,26.02,47.79,448.46,40.74,19.72,34.4,19.12,20.46,170.77,42.03,68.07,0,390.34,87.73,94.76,0,0,0,0,58.24,18.78,124.43,120.74,0,20.68,0,2.94,9.5,0,27.13,23.45,0,0,171.02,0,0,23.59,5.63,0,62.74,0,0,0,0,0,0,0,0

92,22:45-23:00,0,39.1,8.31,53.38,0,0,0,94.01,0,6.79,427.03,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,42.56,0,1.71,0,30.04,26.02,45.41,448.46,40.62,18.85,32.71,19.82,20.46,170.77,42.03,64.8,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,20.68,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

93,23:00-23:15,0,39.1,8.31,53.38,0,0,0,94.01,0,6.79,362.01,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,42.56,0,1.71,0,30.04,24.43,30.26,448.46,40.62,0,21.78,21.17,19.04,170.77,36.48,64.8,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,20.83,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

94,23:15-23:30,0,39.1,8.31,53.38,0,0,0,94.01,0,6.79,304.18,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,42.56,0,1.71,0,30.04,24.43,15.13,448.46,40.62,0,11.04,18.48,19.04,85.38,36.48,64.8,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,20.83,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

95,23:30-23:45,0,39.1,8.31,53.38,0,0,0,94.01,0,6.79,253.1,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,42.56,0,1.71,0,30.04,24.43,0,396.09,40.62,0,0,14.78,19.04,85.38,36.48,64.8,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,20.83,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

96,23:45-24:00,0,39.1,8.31,53.38,0,0,0,94.01,0,6.79,253.1,43.88,40.92,14.74,0,0,0,0,0,0,0,0,0,0,0,42.56,0,1.71,0,30.04,24.43,0,320.12,40.62,0,0,13.8,19.04,0,36.48,64.8,0,390.34,87.73,94.76,0,0,0,0,58.24,17.68,124.43,120.74,0,20.83,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

