Block,Time,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/jitpl,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/03082024/03082024/IEX_240802-01871,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/03082024/03082024/DD20240803NR26018,NR/03082024/03082024/HPX-TAMCTG-020824-01969,NR/01082024/31082024/SKS-Raigarh,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01082024/15082024/APL-Raigarh,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/19092033/Chanju/TPDDL/01082024
57,14:00-14:15,73.33,40,32,33,172,0,36.66,70,83,33,73.33,0,32.5,33,25.99,7.6,97.5,129.94,32.5,97.37253,73,0.000000,12.170000,0.000000,13.380000,168.560000,13.380000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,25.240000,4.350000,0.000000,25.920000,52.980000,231.170000,0.000000,13.710000,2.020000,16.830000

58,14:15-14:30,73.33,40,32,33,168,0,36.66,70,83,33,73.33,0,32.5,33,27.06,7.6,97.5,135.29,32.5,96.680493,72,0.000000,12.170000,0.000000,12.950000,168.560000,12.950000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,25.240000,4.350000,0.000000,25.920000,52.980000,231.170000,0.000000,13.260000,2.020000,16.830000

59,14:30-14:45,73.33,34,35,33,161,0,36.66,67,71,33,73.33,0,32.5,33,13.33,8,97.5,66.67,32.5,83.024946,69,0.000000,12.170000,0.000000,12.450000,168.560000,12.450000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,25.240000,4.350000,0.000000,25.920000,52.980000,231.170000,0.000000,12.760000,2.020000,16.830000

60,14:45-15:00,73.33,32,32,33,154,0,36.66,67,68,33,73.33,0,32.5,33,13.33,9,97.5,66.67,32.5,68.999013,66,0.000000,12.170000,0.000000,11.970000,168.560000,11.970000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,25.240000,4.350000,0.000000,25.920000,52.980000,231.170000,0.000000,12.270000,2.020000,16.830000

61,15:00-15:15,73.33,31,33,33,151,0,36.66,70,64,33,73.33,0,32.5,33,13.33,16.01,97.5,66.67,32.5,43.832259,64,0.000000,12.170000,0.000000,11.300000,168.560000,11.300000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,25.240000,4.630000,0.000000,25.920000,52.980000,231.170000,0.000000,11.580000,2.020000,13.150000

62,15:15-15:30,73.33,29,32,33,140,0,36.66,70,61,33,73.33,0,32.5,33,13.33,16.61,97.5,66.67,32.5,32.399028,60,0.000000,12.170000,0.000000,10.570000,168.560000,10.570000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,25.240000,4.630000,0.000000,25.920000,52.980000,231.170000,0.000000,10.830000,2.020000,13.150000

63,15:30-15:45,73.33,28,32,33,127,0,36.66,60,59,33,73.33,0,32.5,33,19.53,17.01,97.5,97.65,32.5,36.775431,55,0.000000,12.170000,0.000000,9.780000,120.400000,9.780000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,4.630000,0.000000,25.880000,52.980000,231.170000,0.000000,10.020000,2.020000,13.150000

64,15:45-16:00,73.33,26,30,33,118,0,36.66,55,54,33,73.33,0,32.5,33,19.07,17.21,97.5,95.35,32.5,40.54752,51,0.000000,12.170000,0.000000,9.040000,110.770000,9.040000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,4.630000,0.000000,25.880000,52.980000,231.170000,0.000000,9.270000,2.020000,13.150000

65,16:00-16:15,73.33,25,27.5,33,112,0,36.66,52,52,33,73.33,0,32.5,33,18.22,22.81,97.5,91.11,32.5,43.627572,48,0.000000,12.170000,0.000000,8.380000,110.770000,8.380000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,4.860000,0.000000,25.880000,52.980000,231.170000,0.000000,8.600000,2.020000,13.150000

66,16:15-16:30,73.33,23,24.5,33,102,0,36.66,44,47,33,73.33,0,32.5,33,15.85,25.81,97.5,79.25,32.5,45.947358,43,0.000000,12.170000,0.000000,7.470000,110.770000,7.470000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,4.860000,0.000000,25.880000,52.980000,231.170000,0.000000,7.660000,2.020000,13.150000

67,16:30-16:45,73.33,18,22.5,33,83,0,36.66,37,39,33,73.33,0,32.5,33,15.26,26.81,97.5,76.31,32.5,36.346563,35,0.000000,12.170000,0.000000,6.730000,110.770000,6.730000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,4.860000,0.000000,25.880000,52.980000,231.170000,0.000000,6.900000,2.020000,13.150000

68,16:45-17:00,73.33,16,17.5,33,74,0,36.66,32,34,23.7,73.33,0,32.5,33,13.09,28.81,97.5,65.48,32.5,28.295541,32,0.000000,12.170000,0.000000,5.800000,110.770000,5.800000,0.000000,0.000000,0.000000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,4.860000,0.000000,25.880000,52.980000,231.170000,0.000000,5.940000,2.020000,13.150000

69,17:00-17:15,73.33,14,12.5,33,67,0,36.66,27,29,16.4,73.33,0,32.5,33,14.47,28.61,97.5,72.36,32.5,20.936556,28,0.000000,12.170000,0.000000,4.770000,110.770000,4.770000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,25.740000,5.100000,192.640000,25.880000,52.980000,272.340000,0.000000,4.880000,2.020000,13.150000

70,17:15-17:30,73.33,11,9.5,31.78,56,0,36.66,22,24,8.2,73.33,0,32.5,32.76,12.93,29.81,97.5,64.66,32.5,14.542524,24,0.000000,12.170000,0.000000,3.900000,110.770000,3.900000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,26.250000,5.100000,192.640000,25.880000,52.980000,272.340000,0.000000,4.000000,2.020000,13.150000

71,17:30-17:45,73.33,8,8,25.31,46,0,36.66,18,17,2.7,73.33,0,32.5,26.09,11.19,19.61,97.5,55.93,32.5,13.382631,19,0.000000,12.170000,0.000000,2.930000,158.930000,2.930000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,23.890000,70.190000,57.500000,0.000000,26.250000,5.100000,192.640000,23.890000,52.980000,272.340000,0.000000,3.010000,2.020000,13.150000

72,17:45-18:00,73.33,6,7.5,19.68,35,0,36.66,15,12,0,73.33,0,32.5,20.29,8.55,20.21,97.5,42.78,32.5,11.540448,15,0.000000,12.170000,0.000000,2.180000,171.100000,2.180000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,23.890000,70.190000,57.500000,0.000000,26.250000,5.100000,192.640000,23.890000,52.980000,272.340000,0.000000,2.230000,2.020000,13.150000

73,18:00-18:15,73.33,3,7,0,25,0,36.66,11,7,0,73.33,0,32.5,0,7.37,22.01,97.5,36.84,32.5,9.318132,10,0.000000,12.170000,0.000000,1.660000,261.510000,1.660000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,57.500000,0.000000,27.760000,5.370000,192.640000,25.880000,52.980000,272.340000,0.000000,1.700000,2.020000,13.150000

74,18:15-18:30,73.33,2,5,0,11,0,37.66,8,3,0,73.33,0,32.5,0,5.59,23.81,97.5,27.97,32.5,6.637707,4,0.000000,12.170000,0.000000,1.220000,261.510000,1.220000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,76.370000,0.000000,27.760000,5.370000,192.640000,25.880000,52.980000,272.340000,0.000000,1.250000,2.020000,13.150000

75,18:30-18:45,73.33,1,3,0,4,0,37.66,6,1,0,73.33,0,32.5,0,3.87,24.21,97.5,19.38,32.5,2.388015,1,0.000000,12.170000,0.000000,0.580000,261.510000,0.580000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,76.370000,0.000000,27.760000,5.370000,192.640000,25.880000,52.980000,272.340000,0.000000,0.590000,3.850000,13.150000

76,18:45-19:00,73.33,0,2,0,1,0,37.66,4,0,0,73.33,0,32.5,0,2.09,27.61,97.5,10.48,32.5,0.19494,0,0.000000,12.170000,0.000000,0.340000,261.510000,0.340000,0.000000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.880000,70.190000,76.370000,0.000000,27.760000,5.370000,192.640000,25.880000,52.980000,272.340000,0.000000,0.350000,3.850000,13.150000

77,19:00-19:15,73.33,0,1,0,1,0,37.66,2,0,0,73.33,0,31.66,0,1.15,29.01,95,5.78,31.67,0,0,0.000000,12.170000,0.000000,0.070000,261.510000,0.070000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,78.680000,76.370000,0.000000,27.760000,5.560000,192.640000,24.230000,52.980000,272.340000,0.000000,0.070000,3.970000,15.450000

78,19:15-19:30,73.33,0,0,0,0,0,37.66,1,0,0,73.33,0,30.84,0,0.31,32.21,92.5,1.54,30.83,0,0,0.000000,12.170000,0.000000,0.010000,261.510000,0.010000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,87.180000,76.370000,0.000000,28.770000,5.560000,192.640000,24.230000,52.980000,272.340000,0.000000,0.010000,3.970000,15.450000

79,19:30-19:45,66.67,0,0,0,0,0,36.34,0,0,0,66.67,0,30.34,0,0,16.6,91,0,30.33,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,95.670000,86.880000,0.000000,28.770000,5.560000,192.640000,24.230000,81.870000,272.340000,0.000000,0.000000,3.970000,15.450000

80,19:45-20:00,66,0,0,0,0,0,33.34,0,0,0,66,0,30,0,0,16.4,90,0,30,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,104.160000,86.880000,0.000000,28.770000,5.560000,192.640000,24.230000,100.350000,272.340000,0.000000,0.000000,3.970000,15.450000

81,20:00-20:15,76,0,0,0,0,0,30,0,0,0,76,0,30,0,0,16,90,0,30,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,112.650000,86.880000,0.000000,28.770000,6.300000,192.640000,24.230000,100.350000,272.340000,0.000000,0.000000,3.970000,15.450000

82,20:15-20:30,75.33,0,0,0,0,0,31.66,0,0,0,75.33,0,30,0,0,16.4,90,0,30,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,115.100000,86.880000,0.000000,29.270000,6.300000,192.640000,24.230000,100.350000,272.340000,0.000000,0.000000,3.970000,15.450000

83,20:30-20:45,74.33,0,0,0,0,0,31.66,0,0,0,74.33,0,33.34,0,0,12.01,100,0,33.33,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,66.050000,86.880000,0.000000,30.270000,6.300000,192.640000,24.230000,100.350000,272.340000,0.000000,0.000000,3.970000,15.450000

84,20:45-21:00,73.67,0,0,0,0,0,31.66,0,0,0,73.67,0,33,0,0,11.61,99,0,33,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,66.050000,86.880000,0.000000,30.270000,6.300000,192.640000,24.230000,100.350000,272.340000,0.000000,0.000000,3.970000,15.450000

85,21:00-21:15,72,0,0,0,0,0,31.34,0,0,0,72,0,32.66,0,0,11.41,98,0,32.67,0,0,0.000000,12.170000,0.000000,0.000000,213.350000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,66.050000,63.170000,0.000000,30.270000,6.300000,192.640000,16.910000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

86,21:15-21:30,71,0,0,0,0,0,31,0,0,0,71,0,32.5,0,0,11.01,97.5,0,32.5,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,66.050000,63.170000,0.000000,30.270000,6.300000,192.640000,16.910000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

87,21:30-21:45,70.67,0,0,0,0,0,30.66,0,0,0,70.67,0,32,0,0,10.81,96,0,32,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,66.050000,63.170000,0.000000,29.260000,6.300000,192.640000,16.910000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

88,21:45-22:00,70,0,0,0,0,0,30,0,0,0,70,0,31.66,0,0,10.61,95,0,31.67,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,30.820000,66.050000,63.170000,0.000000,29.260000,6.300000,192.640000,16.910000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

89,22:00-22:15,63.33,0,0,0,0,0,26,0,0,0,63.33,0,31.34,0,0,7.01,94,0,31.33,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,66.050000,63.170000,0.000000,29.260000,6.020000,192.640000,25.330000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

90,22:15-22:30,62.67,0,0,0,0,0,25,0,0,0,62.67,0,30.84,0,0,7.01,92.5,0,30.83,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,66.050000,63.170000,0.000000,29.770000,6.020000,192.640000,25.330000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

91,22:30-22:45,61.67,0,0,0,0,0,24.66,0,0,0,61.67,0,30.34,0,0,7.01,91,0,30.33,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,66.050000,63.170000,0.000000,29.770000,6.020000,192.640000,25.330000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

92,22:45-23:00,60.67,0,0,0,0,0,24.34,0,0,0,60.67,0,30,0,0,7.01,90,0,30,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,66.050000,63.170000,0.000000,29.770000,6.020000,192.640000,25.330000,87.770000,272.340000,0.000000,0.000000,3.970000,16.830000

93,23:00-23:15,50,0,0,0,0,0,24,0,0,0,50,0,24.16,0,0,7.01,72.5,0,24.17,0,0,0.000000,12.170000,0.000000,0.000000,201.170000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,70.190000,63.170000,0.000000,30.270000,6.020000,192.640000,25.330000,100.350000,272.340000,0.000000,0.000000,3.970000,16.830000

94,23:15-23:30,49,0,0,0,0,0,23.66,0,0,0,49,0,23.84,0,0,7.01,71.5,0,23.83,0,0,0.000000,12.170000,0.000000,0.000000,249.330000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,70.190000,86.880000,0.000000,29.770000,6.020000,192.640000,25.330000,100.350000,272.340000,0.000000,0.000000,3.970000,16.830000

95,23:30-23:45,47.67,0,0,0,0,0,23.34,0,0,0,47.67,0,23.34,0,0,7.01,70,0,23.33,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,70.190000,86.880000,0.000000,29.770000,6.020000,192.640000,25.330000,100.350000,272.340000,0.000000,0.000000,3.970000,16.830000

96,23:45-24:00,46.67,0,0,0,0,0,21.66,0,0,0,46.67,0,22.5,0,0,7.01,67.5,0,22.5,0,0,0.000000,12.170000,0.000000,0.000000,261.510000,0.000000,288.960000,48.160000,48.160000,96.320000,0.000000,12.410000,0.000000,0.000000,25.330000,70.190000,86.880000,0.000000,29.770000,6.020000,192.640000,25.330000,100.350000,272.340000,0.000000,0.000000,3.970000,16.830000

