Block,Time Block,KGSU3AND4,NLCEXP,MAPS,NJPC,NLCIIST1,NAPP,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,TANAKPUR,SIMHST2,UNCHAHAR3,SINGRAULI,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,TANDA2,UNCHAHAR1,SINGRAULI_HYDRO,SIMHST1,TALST2,TEHRIPSP,URI,VALLURNTECL,UNCHAHAR4,URI2,RAPPD,RSTPSU7,SALAL,SEWA2,RAMPUR,RIHAND3,NNTPP,RAPPC,NTPL,RIHAND2,PARBATI3,PARBATI2,SASAN,RIHAND1,RAPPB,RSTPSU1TO6,NLCTS2EXP,NLCIIST2,BSIUL,JHAJJAR,CHAMERA3,KGSU1AND2,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA1,DADRT2,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,10.14,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,19.87,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

54,13:15-13:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,10.14,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,21.83,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

55,13:30-13:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,10.14,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,18.24,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

56,13:45-14:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,10.14,9.56,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,21.93,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

57,14:00-14:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.87,19.12,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,49.02,0,65.92,0,64.64,65.35,56.09,404.66,27.28,0,0,0,0,6.3,218.9,33.91,0,19.58,47.25,31.78,10.65,38.4,13.58,0,0,0,10.29,8.42,28.08,20.18,98.35,0,0,0,0,0,0

58,14:15-14:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.87,28.68,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,49.02,0,65.92,0,64.64,65.35,56.09,404.66,27.28,0,0,0,0,6.3,218.9,33.91,0,19.6,47.25,31.78,12.95,38.4,27.03,4.98,0,0,10.29,8.42,35.53,20.18,114.98,0,0,0,0,0,0

59,14:30-14:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.87,28.68,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,49.02,0,65.92,0,64.64,65.35,56.09,404.66,27.28,0,0,0,0,6.3,218.9,33.91,0,20.18,47.25,31.78,12.95,38.4,27.15,4.98,0,0,10.29,8.42,35.53,20.18,114.98,0,0,0,0,0,0

60,14:45-15:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.87,28.68,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,27.28,0,0,0,0,6.3,218.9,33.91,0,21.82,47.25,31.78,12.95,38.4,40.73,4.98,0,0,10.29,8.42,35.38,20.18,114.98,0,0,0,0,0,0

61,15:00-15:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.87,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,218.9,33.91,0,19.87,47.25,31.78,13.53,38.4,40.73,4.98,0,0,10.29,8.42,32.26,20.18,143.3,0,0,0,0,0,0

62,15:15-15:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.87,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,218.9,33.91,0,24.1,47.25,31.78,13.53,38.4,40.73,4.98,0,0,10.29,8.42,32.26,20.18,143.3,0,0,0,0,0,0

63,15:30-15:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.94,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,218.9,33.91,0,24.15,47.25,31.78,13.53,38.4,40.73,4.98,0,0,10.29,8.42,32.26,20.18,143.3,0,0,0,0,0,0

64,15:45-16:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.94,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,218.9,33.91,0,20.54,47.25,31.78,13.53,38.4,40.73,4.98,0,0,10.29,8.42,32.26,20.18,143.3,0,0,0,0,0,0

65,16:00-16:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.43,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,218.9,33.91,0,18.95,47.25,21.18,13.53,38.4,40.73,4.98,0,0,10.29,8.42,28.69,20.18,143.3,0,0,0,0,0,0

66,16:15-16:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.43,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,315.53,33.91,0,21.08,47.25,21.18,13.53,38.4,40.73,4.98,0,0,10.29,8.42,28.7,20.18,143.3,0,0,0,0,0,0

67,16:30-16:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.43,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,315.53,33.91,0,19.68,47.25,21.18,13.53,38.4,40.73,4.98,0,0,10.29,8.42,28.7,20.18,143.3,0,0,0,0,0,0

68,16:45-17:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,142.81,9.43,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,65.35,56.09,404.66,60.04,0,0,0,0,6.3,315.53,33.91,0,18.2,47.25,21.18,13.53,38.4,40.73,4.98,0,0,10.29,8.42,28.7,20.18,143.3,0,0,0,0,0,0

69,17:00-17:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,127.87,9.43,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,66.83,56.09,404.66,27.28,0,0,0,0,6.3,315.53,33.91,0,23.2,47.25,31.78,13.53,38.4,40.73,4.98,0,0,10.29,8.42,27.74,20.18,114.98,0,0,0,0,0,0

70,17:15-17:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,127.87,9.23,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,86.57,0,65.92,0,90.76,66.83,56.09,404.66,27.28,0,0,0,0,6.3,315.53,33.91,0,24.15,47.25,31.78,15.47,38.4,40.73,4.98,0,0,10.29,8.42,35.53,20.18,114.98,0,0,0,0,0,0

71,17:30-17:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,127.87,8.96,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,62.91,0,65.92,0,71.25,56.43,56.09,404.66,27.28,0,0,0,0,6.3,315.53,33.91,0,21.51,47.25,42.37,15.47,38.4,40.73,4.98,0,0,10.29,8.42,35.53,20.18,114.98,0,0,0,0,0,0

72,17:45-18:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,12.74,127.87,8.96,28.68,0,23.37,1.59,10.1,1.15,0,0,0,48.54,0,0.61,36.87,24.3,0,80.28,0,6.8,49.02,0,65.92,0,64.64,56.43,56.09,404.66,27.28,0,0,0,0,6.3,315.53,33.91,0,23.47,47.25,42.37,15.47,38.4,40.73,4.98,0,0,10.29,8.42,35.53,20.18,114.98,0,0,0,0,0,0

73,18:00-18:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,13.28,132.37,8.96,28.68,0,23.96,3.65,10.44,1.15,0,0,0,48.54,0,0.99,36.87,24.3,0,80.28,6.1,6.8,51.71,0,65.92,0,67.07,56.43,56.09,404.66,29.48,0,0,0,0,6.3,176.36,33.91,0,23.59,47.25,42.37,13.53,38.4,40.73,7.38,0,0,10.29,8.42,27.74,20.18,114.98,0,0,0,0,0,0

74,18:15-18:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,13.28,132.37,8.96,28.68,0,23.96,3.65,10.44,1.15,0,0,0,48.54,0,0.99,36.87,24.3,0,80.28,12.19,6.8,51.71,0,65.92,0,67.07,66.83,56.09,404.66,29.48,0,0,0,0,6.3,176.36,33.91,0,18.44,47.25,42.37,13.53,38.4,40.73,7.38,0,0,10.29,8.42,27.74,20.18,114.98,0,0,0,0,0,0

75,18:30-18:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.09,132.37,11.36,28.68,0,24.49,3.65,12.42,1.15,0,0,0,48.54,0,0.99,36.87,24.3,0,80.28,18.29,6.8,51.71,0,65.92,0,67.07,66.83,56.09,404.66,29.48,0,0,0,0,12.6,203.53,33.91,0,18.68,47.25,42.37,13.32,38.4,40.73,77.9,0,0,10.29,8.42,33.03,20.18,114.98,0,0,0,0,0,0

76,18:45-19:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,14.87,132.37,11.36,28.68,0,24.49,3.65,12.42,1.15,0,0,0,48.54,0,0.99,36.87,24.3,0,80.28,18.29,6.8,51.71,0,65.92,0,67.07,51.98,56.09,404.66,29.48,0,0,0,0,12.6,203.53,33.91,0,19.03,47.25,42.37,13.32,38.4,40.73,95.32,0,0,10.29,8.42,35.53,20.18,114.98,0,0,0,0,0,0

77,19:00-19:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,15.83,132.37,12.21,28.68,0,23.75,3.65,12.2,1.15,0,0,0,48.54,0,0.99,36.87,24.3,0,80.28,18.29,6.8,51.71,0,65.92,0,67.07,51.98,56.09,404.66,29.48,0,0,0,0,12.6,203.53,33.91,0,17.32,47.25,42.37,13.32,38.4,40.73,95.32,0,0,10.29,8.42,35.2,30.26,99.74,0,0,0,0,0,0

78,19:15-19:30,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,15.83,132.37,12.21,28.68,0,23.75,3.65,12.2,1.15,0,0,50.24,48.54,0,0.99,38.87,24.3,0,80.28,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,21.94,49.74,44.49,13.32,57.6,41.44,95.32,0,0,10.29,8.57,32.33,33.64,99.65,0,0,0,0,0,0

79,19:30-19:45,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,15.71,132.37,12.21,28.68,0,23.74,3.65,12.29,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,80.28,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,24.15,49.74,44.49,13.32,57.6,41.44,95.32,0,0,10.29,8.57,32.33,33.64,99.64,0,0,0,0,0,0

80,19:45-20:00,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,15.57,132.37,12.21,28.68,0,23.74,3.65,12.19,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,80.28,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,24.15,49.74,44.49,13.32,57.6,41.44,95.32,0,0,10.29,8.57,35.53,33.64,114.98,0,0,0,0,0,0

81,20:00-20:15,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.72,132.37,11.36,28.68,0,26.53,3.65,12.58,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,80.28,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,24.15,49.74,44.49,13.32,57.6,41.44,95.32,0,0,10.29,8.57,35.53,33.64,114.98,0,0,0,0,0,0

82,20:15-20:30,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.72,132.37,11.36,28.68,0,26.53,3.65,12.58,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,80.28,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,23.33,49.74,44.49,13.32,57.6,41.44,95.32,0,0,10.29,8.57,35.53,33.64,114.98,0,0,0,0,0,0

83,20:30-20:45,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.72,132.37,9.37,28.68,0,26.53,3.65,12.58,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,78.6,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,24.15,49.74,44.49,15.05,57.6,41.44,95.32,0,0,10.29,8.57,35.53,33.64,114.98,0,0,0,0,0,0

84,20:45-21:00,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.72,132.37,9.37,28.68,0,26.53,3.65,12.58,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,78.6,19.44,6.98,51.71,0,65.92,0,67.07,76.31,59.01,404.66,29.48,0,0,0,0,19.77,203.53,35.65,0,23.72,49.74,44.49,15.47,57.6,41.44,95.32,0,0,10.29,8.57,35.53,33.64,114.98,0,0,0,0,0,0

85,21:00-21:15,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.72,132.37,9.37,28.68,0,26.53,3.65,12.58,1.18,0,0,50.24,48.54,0,0.99,38.87,24.3,0,78.6,19.44,6.98,84.19,0,65.92,0,91.06,76.31,59.01,404.66,58.62,0,0,0,0,19.77,203.53,35.65,0,19.85,49.74,44.49,15.47,57.6,41.44,95.32,0,0,10.29,8.57,35.53,33.64,114.98,0,0,0,0,0,0

86,21:15-21:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,16.72,132.37,9.37,28.68,0,26.53,3.65,12.58,1.18,0,0,50.24,48.54,0,0.99,36.87,24.3,0,78.6,18.29,6.8,89.26,0,65.92,0,93.2,41.58,56.09,404.66,62.24,0,0,0,0,6.3,203.53,33.91,0,22.88,47.25,42.37,15.47,56.81,40.73,95.32,0,0,10.29,8.42,35.53,30.26,114.98,0,0,0,0,0,0

87,21:30-21:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,19.66,147.31,9.37,28.68,0,31.34,5.96,14.57,1.18,0,0,50.24,48.54,0,1.38,36.87,24.3,0,78.6,18.29,6.8,89.26,0,65.92,0,93.2,41.58,56.09,404.66,62.24,0,0,0,0,6.3,224.62,33.91,0,19.36,47.25,42.37,18.94,56.81,40.73,95.32,0,0,10.29,8.42,44.29,30.26,143.3,0,0,0,0,0,0

88,21:45-22:00,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,21.4,147.31,9.37,28.68,0,34.16,5.96,16.8,1.18,0,0,50.24,48.54,0,1.7,38.87,24.3,0,78.6,19.44,6.98,89.26,0,65.92,0,93.2,76.31,59.01,404.66,62.24,0,0,0,0,19.77,238.76,35.65,0,22.78,49.74,44.49,18.94,57.6,41.44,95.32,0,0,10.29,8.57,44.29,33.64,143.3,0,0,0,0,0,0

89,22:00-22:15,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,21.4,147.31,9.37,28.68,0,34.16,5.96,16.8,1.18,0,0,50.24,48.54,0,1.7,38.87,24.3,0,78.6,19.44,6.98,89.26,0,65.92,0,93.2,76.31,59.01,404.66,62.24,0,0,0,0,19.77,238.76,35.65,0,23.65,49.74,44.49,18.94,57.6,41.44,95.32,0,0,10.29,8.57,44.29,33.64,143.3,0,0,0,0,0,0

90,22:15-22:30,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,21.4,147.31,9.37,28.68,0,34.16,5.96,16.8,1.18,0,0,50.24,48.54,0,1.7,38.87,24.3,0,78.6,19.44,6.98,89.26,0,65.92,0,93.2,76.31,59.01,404.66,62.24,0,0,0,0,19.77,238.76,35.65,0,22.75,49.74,44.49,18.94,57.6,41.44,95.32,0,0,10.29,8.57,44.29,33.64,143.3,0,0,0,0,0,0

91,22:30-22:45,0,0,0,176.71,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,21.4,147.31,9.37,28.68,0,34.16,5.96,16.8,1.18,0,0,50.24,48.54,0,1.7,38.87,24.3,0,78.6,19.44,6.98,89.26,0,65.92,0,93.2,76.31,59.01,404.66,62.24,0,0,0,0,19.77,238.76,35.65,0,21.1,49.74,44.49,18.94,57.6,41.44,129.21,0,0,10.29,8.57,44.29,33.64,143.3,0,0,0,0,0,0

92,22:45-23:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,26.58,147.31,9.37,28.68,0,42.86,5.96,20.94,1.18,0,0,50.24,48.54,0,1.7,36.87,24.3,0,78.6,18.29,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,249.76,33.91,0,21.51,47.25,42.37,18.94,56.81,40.73,187.19,0,0,10.29,8.42,44.29,11.21,143.3,0,0,0,0,0,0

93,23:00-23:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,26.96,147.31,9.37,28.68,0,43.06,5.96,21.09,1.18,0,0,50.24,48.54,0,1.7,36.87,24.3,0,78.6,12.19,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,249.76,33.91,0,21.88,47.25,42.37,18.94,56.81,40.73,300.64,0,0,10.29,8.42,44.29,10.09,143.3,0,0,0,0,0,0

94,23:15-23:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,26.96,147.31,9.37,28.68,0,43.06,5.96,21.09,1.18,0,0,50.24,48.54,0,1.7,36.87,24.3,0,78.6,6.1,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,249.76,33.91,0,19.29,47.25,42.37,18.94,56.81,40.73,377.94,0,0,10.29,8.42,44.29,10.09,143.3,0,0,0,0,0,0

95,23:30-23:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,26.96,147.31,9.37,28.68,0,43.06,5.96,21.09,1.18,0,0,50.24,48.54,0,1.7,36.87,24.3,0,78.6,6.1,6.8,89.26,0,65.92,0,93.2,68.32,56.09,404.66,62.24,0,0,0,0,12.6,249.76,33.91,0,17.1,47.25,42.37,18.94,56.81,40.73,455.24,0,0,10.29,8.42,44.29,10.09,143.3,0,0,0,0,0,0

96,23:45-24:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,26.96,147.31,9.37,28.68,0,43.06,5.96,21.09,1.18,0,0,50.24,48.54,0,1.7,36.87,24.3,0,78.6,6.1,6.8,89.26,0,65.92,0,93.2,68.32,56.09,404.66,62.24,0,0,0,0,12.6,249.76,33.91,0,16.61,47.25,42.37,18.94,56.81,40.73,528.25,0,0,10.29,8.42,44.29,10.09,143.3,0,0,0,0,0,0

