Column1,Block,NR/2024/23648/A/41117,NR/2024/23382/A/41243,NR/2024/23384/A/41104,NR/2024/23640/A/41120,NR/2024/23691/C,NR/2024/23639/A/41121,NR/2024/23383/A/41100,NR/2024/23692/C,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/8106,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/16/4393,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,Total
24,05:45-06:00,2.89,17.53,6.75,0,175.45,0,0.48,0,26.29,8.76,0,0,8.76,5.06,30.57,91.71,0,26.29,26.29,426.83

25,06:00-06:15,2.89,17.53,6.75,0,175.45,0,0.53,0,26.29,8.76,0,13.54,8.76,5.06,0,0,13.54,26.29,26.29,331.68000000000006

26,06:15-06:30,2.89,17.53,6.75,0,175.45,0,0.53,0,26.29,8.76,0,13.54,8.76,5.06,0,0,13.54,26.29,26.29,331.68000000000006

27,06:30-06:45,2.89,17.53,6.75,0,175.45,0,0.53,0,26.29,8.76,0,7.98,8.76,5.06,0,0,7.98,26.29,26.29,320.56

28,06:45-07:00,2.89,17.53,6.75,0,175.45,0,0.53,0.16,26.29,8.76,0,7.98,8.76,5.06,0,0,7.98,26.29,26.29,320.72

29,07:00-07:15,2.89,17.53,6.75,0,175.45,0,0.58,1.02,26.29,8.76,0,5.48,8.76,5.06,0,0,5.48,26.29,26.29,316.63000000000005

30,07:15-07:30,2.89,17.53,6.75,0,175.45,0,0.58,1.6,26.29,8.76,0,5.48,8.76,5.06,0,0,5.48,26.29,26.29,317.21000000000004

31,07:30-07:45,2.89,17.53,6.75,0,175.45,0,0.58,1.94,26.29,8.76,0,7.98,8.76,5.06,0,0,7.98,26.29,26.29,322.55000000000007

32,07:45-08:00,2.89,17.53,6.75,0,175.45,0,0.58,2.8,26.29,8.76,0,11.71,8.76,5.06,0,0,11.71,26.29,26.29,330.87000000000006

33,08:00-08:15,2.89,17.53,6.75,0,175.45,0,0.96,3.21,26.29,8.76,0,24.37,8.76,5.06,0,0,24.37,26.29,26.29,356.98

34,08:15-08:30,2.89,17.53,6.75,0,175.45,0,0.96,4.35,26.29,8.76,0,24.37,8.76,5.06,0,0,24.37,26.29,26.29,358.12

35,08:30-08:45,2.89,17.53,6.75,0,175.45,0,0.96,4.83,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,363.68000000000006

36,08:45-09:00,2.89,17.53,6.75,0,175.45,0,0.96,3.88,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,362.7300000000001

37,09:00-09:15,2.89,17.53,6.75,10.6,175.45,42.42,0.87,5.31,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,417.0900000000001

38,09:15-09:30,2.89,17.53,6.75,10.6,175.45,42.42,0.87,5.54,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,417.3200000000001

39,09:30-09:45,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.52,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,418.30000000000007

40,09:45-10:00,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.92,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,418.7000000000001

41,10:00-10:15,2.89,17.53,6.75,10.6,175.45,42.42,0.87,8.1,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,419.8800000000001

42,10:15-10:30,2.89,17.53,6.75,10.6,175.45,42.42,0.87,7.63,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,419.4100000000001

43,10:30-10:45,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.97,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,418.7500000000001

44,10:45-11:00,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.82,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,418.6000000000001

45,11:00-11:15,2.89,17.53,6.75,10.6,175.45,42.42,0.87,7.55,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,419.3300000000001

46,11:15-11:30,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.8,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,418.5800000000001

47,11:30-11:45,2.89,17.53,6.75,10.6,175.45,42.42,0.87,7.41,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,419.1900000000001

48,11:45-12:00,2.89,17.53,6.75,10.6,175.45,42.42,0.87,7.09,26.29,8.76,0,26.91,8.76,5.06,0,0,26.91,26.29,26.29,418.87000000000006

49,12:00-12:15,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.7,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,418.3900000000001

50,12:15-12:30,2.89,17.53,6.75,10.6,175.45,42.42,0.87,3.92,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,415.6100000000001

51,12:30-12:45,2.89,17.53,6.75,10.6,175.45,42.42,0.87,6.78,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,418.4700000000001

52,12:45-13:00,2.89,17.53,6.75,10.6,175.45,42.42,0.87,4.62,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,416.3100000000001

53,13:00-13:15,2.89,17.53,6.75,10.6,175.45,42.42,0.77,7.55,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,419.1400000000001

54,13:15-13:30,2.89,17.53,6.75,10.6,175.45,42.42,0.77,6.41,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,418.0000000000001

55,13:30-13:45,2.89,17.53,6.75,10.6,175.45,42.42,0.77,7.19,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,418.7800000000001

56,13:45-14:00,2.89,17.53,6.75,10.6,175.45,42.42,0.77,7.65,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,419.24000000000007

57,14:00-14:15,2.89,17.53,6.75,10.6,175.45,42.42,0.92,6.89,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,418.6300000000001

58,14:15-14:30,2.89,17.53,6.75,10.6,175.45,42.42,0.92,5.68,26.29,8.76,0,26.91,8.76,4.97,0,0,26.91,26.29,26.29,417.42000000000013

59,14:30-14:45,2.89,17.53,6.75,10.6,175.45,42.42,0.92,8.01,26.29,8.76,0,25.4,8.76,4.97,0,0,25.4,26.29,26.29,416.73

60,14:45-15:00,2.89,17.53,6.75,10.6,175.45,42.42,0.92,6.57,26.29,8.76,0,25.4,8.76,4.97,0,0,25.4,26.29,26.29,415.29

61,15:00-15:15,2.89,17.53,6.75,10.6,175.45,42.42,0.92,5.93,26.29,8.76,0,25.4,8.76,4.97,0,0,25.4,26.29,26.29,414.65000000000003

62,15:15-15:30,2.89,17.53,6.75,10.6,175.45,42.42,0.92,6.88,26.29,8.76,0,9,8.76,4.97,0,0,9,26.29,26.29,382.80000000000007

63,15:30-15:45,2.89,17.53,6.75,10.6,175.45,42.42,0.92,6.02,26.29,8.76,0,25.4,8.76,4.97,0,0,25.4,26.29,26.29,414.74

64,15:45-16:00,2.89,17.53,6.75,10.6,175.45,42.42,0.92,3.19,26.29,8.76,0,25.4,8.76,4.97,0,0,25.4,26.29,26.29,411.91

65,16:00-16:15,2.89,17.53,6.75,10.6,175.45,42.42,0.77,2.56,26.29,8.76,0,25.4,8.76,5.06,0,0,25.4,26.29,26.29,411.21999999999997

66,16:15-16:30,2.89,17.53,6.75,10.6,175.45,37.02,0.77,2.33,26.29,8.76,0,25.4,8.76,5.06,0,0,25.4,26.29,26.29,405.59000000000003

67,16:30-16:45,2.89,17.53,6.75,10.6,175.45,28.92,0.77,2.17,26.29,8.76,0,25.4,8.76,5.06,0,0,25.4,26.29,26.29,397.33

68,16:45-17:00,2.89,17.53,6.75,10.6,175.45,21.02,0.77,0.93,26.29,8.76,0,25.4,8.76,5.06,0,0,25.4,26.29,26.29,388.19

69,17:00-17:15,2.89,17.53,6.75,0,175.45,0,0.72,0.53,37.24,12.42,0,7.28,12.42,5.06,0,0,7.28,37.24,37.24,360.05

70,17:15-17:30,2.89,17.53,6.75,0,175.45,0,0.72,0.33,37.24,12.42,0,7.28,12.42,5.06,0,0,7.28,37.24,37.24,359.85

71,17:30-17:45,2.89,17.53,6.75,0,175.45,0,0.72,0.29,37.24,12.42,0,7.28,12.42,5.06,0,0,7.28,37.24,37.24,359.81

72,17:45-18:00,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,0,7.28,12.42,5.06,0,0,7.28,37.24,37.24,359.52

73,18:00-18:15,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,120.5,25.4,12.42,5.24,0,0,25.4,37.24,37.24,516.4399999999999

74,18:15-18:30,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,120.5,25.4,12.42,5.24,0,0,25.4,37.24,37.24,516.4399999999999

75,18:30-18:45,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,120.5,25.4,12.42,5.24,0,0,25.4,37.24,37.24,516.4399999999999

76,18:45-19:00,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,120.5,25.21,12.42,5.24,0,0,25.21,37.24,37.24,516.06

77,19:00-19:15,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,120.5,25.18,12.42,5.24,0,0,25.18,37.24,37.24,515.95

78,19:15-19:30,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,120.5,25.4,12.42,5.24,0,0,25.4,37.24,37.24,516.39

79,19:30-19:45,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,120.5,3.97,12.42,5.24,0,0,3.97,37.24,37.24,473.5300000000001

80,19:45-20:00,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,120.5,5.41,12.42,5.24,0,0,5.41,37.24,37.24,476.4100000000001

81,20:00-20:15,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,0,12.42,5.24,0,0,0,37.24,37.24,537.89

82,20:15-20:30,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,0,12.42,5.24,0,0,0,37.24,37.24,537.89

83,20:30-20:45,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,0,12.42,5.24,0,0,0,37.24,37.24,537.89

84,20:45-21:00,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,0,12.42,5.24,0,0,0,37.24,37.24,537.89

85,21:00-21:15,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,192.8,13.48,12.42,5.16,0,0,13.48,37.24,37.24,564.82

86,21:15-21:30,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,192.8,8.48,12.42,5.16,0,0,8.48,37.24,37.24,554.82

87,21:30-21:45,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,192.8,15.37,12.42,5.16,0,0,15.37,37.24,37.24,568.6

88,21:45-22:00,2.89,17.53,6.75,0,175.45,0,0.72,0,37.24,12.42,192.8,15.37,12.42,5.16,0,0,15.37,37.24,37.24,568.6

89,22:00-22:15,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,20.87,12.42,5.06,30.57,91.71,20.87,37.24,37.24,701.7300000000001

90,22:15-22:30,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,20.87,12.42,5.06,30.57,91.71,20.87,37.24,37.24,701.7300000000001

91,22:30-22:45,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,10.98,12.42,5.06,30.57,91.71,10.98,37.24,37.24,681.95

92,22:45-23:00,2.89,17.53,6.75,0,175.45,0,0.67,0,37.24,12.42,192.8,10.98,12.42,5.06,30.57,91.71,10.98,37.24,37.24,681.95

93,23:00-23:15,2.89,17.53,6.75,0,175.45,0,0.58,0,37.24,12.42,192.8,9.87,12.42,5.06,30.57,91.71,9.87,37.24,37.24,679.6400000000001

94,23:15-23:30,2.89,17.53,6.75,0,175.45,0,0.58,0,37.24,12.42,192.8,9.87,12.42,5.06,30.57,91.71,9.87,37.24,37.24,679.6400000000001

95,23:30-23:45,2.89,17.53,6.75,0,175.45,0,0.58,0,37.24,12.42,192.8,9.87,12.42,5.06,30.57,91.71,9.87,37.24,37.24,679.6400000000001

96,23:45-24:00,2.89,17.53,6.75,0,175.45,0,0.58,0,37.24,12.42,192.8,9.87,12.42,5.06,30.57,91.71,9.87,37.24,37.24,679.6400000000001

