Block,Time,BSIUL,CHAMERA2,NLCEXP,NLCIIST2,RSTPSU7,TALA,UNCHAHAR3,UNCHAHAR4,AURY_CRF,KKNPPU2,KOTESHWR,PARBATI2,RAMPUR,RAPPC,RAPPD,RIHAND3,TANAKPUR,DADRI_CRF,KGSU1AND2,KHSTPP-II,SASAN,TALST2,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_GF,DADRI_RF,CHAMERA1,DULHASTI,FSTPP I & II,NAPP,RAPPB,RIHAND2,RSTPSU1TO6,SALAL,SIMHST1,AURY_RF,KUDGI,MAPS,NLCIIST1,TEHRIPSP,BRBCL,CHAMERA3,KGSU3AND4,KISHANGANGA,NNTPP,TelanganaSTPP,URI2,ANTA_GF,AURY_GF,AURY_LF,DADRT2,DHAULIGNGA,KKNP,KOLDAM,NJPC,SEWA2,UNCHAHAR2,URI,DADRI_LF,JHAJJAR,KHSTPP-I,NLCTS2EXP,NTPL,PARBATI3,RIHAND1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR1
6,01:15-01:30,0,0,0,0,0,24.34,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,113.3,393.75,0,0,0,0,52.34,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

7,01:30-01:45,0,0,0,0,0,24.34,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,118.54,393.75,0,0,0,0,52.34,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,9.93,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

8,01:45-02:00,0,0,0,0,0,24.34,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,118.54,393.75,0,0,0,0,52.34,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,9.93,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

9,02:00-02:15,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,122.73,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,9.93,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

10,02:15-02:30,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,122.73,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

11,02:30-02:45,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,127.98,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

12,02:45-03:00,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.06,0,0,127.98,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,84.83,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,37.73,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

13,03:00-03:15,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,133.23,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

14,03:15-03:30,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,133.23,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

15,03:30-03:45,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,137.42,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

16,03:45-04:00,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,137.42,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

17,04:00-04:15,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,142.66,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

18,04:15-04:30,0,0,0,0,0,24.2,27.38,2.97,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,142.66,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,26.49,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

19,04:30-04:45,0,0,0,0,0,24.05,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,26.49,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

20,04:45-05:00,0,0,0,0,0,23.85,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,393.75,0,0,0,0,52.85,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,103.98,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,26.49,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

21,05:00-05:15,0,0,0,0,0,23.58,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,26.49,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

22,05:15-05:30,0,0,0,0,0,23.43,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,26.49,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

23,05:30-05:45,0,0,0,0,0,23.26,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,22.08,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

24,05:45-06:00,0,0,0,0,0,23.11,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,393.75,0,0,0,0,52.6,0,105.4,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,22.08,0,667.27,34.29,0,0,35.68,48.09,0,113.75,0,5.73,82.36,22.41

25,06:00-06:15,0,0,0,0,0,22.96,27.38,1.66,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

26,06:15-06:30,0,0,0,0,0,22.79,27.38,1.66,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

27,06:30-06:45,0,0,0,0,0,22.7,27.38,1.66,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

28,06:45-07:00,0,0,0,0,0,22.67,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

29,07:00-07:15,0,0,0,0,0,22.67,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

30,07:15-07:30,0,0,0,0,0,22.67,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

31,07:30-07:45,0,0,0,0,0,23.99,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

32,07:45-08:00,0,0,0,0,0,24.01,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,52.6,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,35.33,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

33,08:00-08:15,0,0,0,0,0,23.9,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,52.09,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,34.3,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

34,08:15-08:30,0,0,0,0,0,26.91,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,52.09,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,28.06,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

35,08:30-08:45,0,31.41,0,0,0,26.93,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,3.85,0,0,148.3,405,0,0,0,0,52.09,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,18.71,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

36,08:45-09:00,0,47.12,0,0,0,26.95,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,3.85,0,0,148.3,405,0,0,0,0,52.09,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,9.35,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

37,09:00-09:15,0,47.12,0,0,0,27.19,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,3.85,0,0,148.3,405,0,0,0,0,51.59,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

38,09:15-09:30,0,47.12,0,0,0,27.22,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,51.59,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

39,09:30-09:45,0,47.12,0,0,0,27.26,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,51.59,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

40,09:45-10:00,0,47.12,0,0,0,27.31,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,51.59,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.57,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

41,10:00-10:15,0,47.12,0,0,0,27.34,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.83,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

42,10:15-10:30,0,47.12,0,0,0,27.38,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.83,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,82.36,22.41

43,10:30-10:45,0,47.12,0,0,0,23.28,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.58,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,41.18,22.41

44,10:45-11:00,0,47.12,0,0,0,23.31,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.58,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

45,11:00-11:15,0,47.12,0,0,0,23.43,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.08,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

46,11:15-11:30,0,47.12,0,0,0,23.43,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.08,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,13.25,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

47,11:30-11:45,0,47.12,0,0,0,17.97,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.08,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

48,11:45-12:00,0,47.12,0,0,0,17.97,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,50.08,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,18.34,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

49,12:00-12:15,0,47.12,0,0,0,17.97,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.81,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

50,12:15-12:30,0,47.12,0,0,0,18.37,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.81,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

51,12:30-12:45,0,47.12,0,0,0,23.87,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.81,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

52,12:45-13:00,0,47.12,0,0,0,23.93,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.81,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

53,13:00-13:15,0,47.12,0,0,0,29.46,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.56,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

54,13:15-13:30,0,47.12,0,0,0,29.46,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.56,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

55,13:30-13:45,0,47.12,0,0,0,28.34,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.06,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

