Block,Time,KOLDAM,KOTESHWR,NLCEXP,NLCIIST2,RIHAND2,SALAL,UNCHAHAR2,URI,AURY_GF,DADRI_RF,BRBCL,CHAMERA2,DHAULIGNGA,JHAJJAR,KHSTPP-II,KUDGI,NNTPP,TEHRI,UNCHAHAR1,AURY_RF,DADRT2,KISHANGANGA,NLCTS2EXP,VALLURNTECL,DADRI_LF,NAPP,RAPPB,RIHAND1,RSTPSU1TO6,RSTPSU7,TANDA2,ANTA_LF,AURY_LF,CHAMERA1,KGSU3AND4,KHSTPP-I,MAPS,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_CRF,DADRI_CRF,DADRI_GF,BSIUL,PARBATI3,RAPPC,SIMHST1,TALA,TelanganaSTPP,ANTA_RF,DULHASTI,KGSU1AND2,KKNP,KKNPPU2,NLCIIST1,RAMPUR,RIHAND3,SASAN,SINGRAULI,ANTA_GF,AURY_CRF,CHAMERA3,FSTPP I & II,NJPC,NTPL,SEWA2,TALST2,TANAKPUR,UNCHAHAR4,URI2
64,15:45-16:00,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

65,16:00-16:15,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,1.87,0,436.2,98.87,0,0,15.56,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,3.07,0,4.57

66,16:15-16:30,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,1.87,0,436.2,98.87,0,0,15.56,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,3.07,0,4.57

67,16:30-16:45,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,1.87,0,436.2,98.87,0,0,31.13,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,21.78,0,0,0,3.07,0,4.57

68,16:45-17:00,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,1.87,0,436.2,98.87,0,0,31.13,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,44.99,0,0,0,3.07,0,4.57

69,17:00-17:15,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,1.87,9.25,434.9,98.87,0,0,46.69,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,69.89,0,0,0,3.07,0,4.57

70,17:15-17:30,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,4,14.53,434.9,98.87,0,0,46.69,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,12.01,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,123,0,70.59,9.68,17.38,93.56,0,0,0,3.07,0,4.57

71,17:30-17:45,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,4,19.81,434.9,98.87,0,0,62.24,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,26.86,0,45.22,0,0,0,26.39,28.04,66.85,0,2.2,0,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,129,0,70.59,19.36,17.38,140.34,0,5.27,0,4.48,0,4.57

72,17:45-18:00,0,9.86,0,0,118.76,1.4,21.19,4.41,0,0,20,26.34,36.55,434.9,98.87,0,0,62.24,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,41.43,0,45.22,0,0,0,26.39,28.04,66.85,0,13.04,0,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,134.25,0,70.59,29.06,17.38,140.34,0,10.54,0,6.4,0,4.57

73,18:00-18:15,0,9.86,0,0,118.76,1.4,21.19,4.41,0,0,20,26.34,36.55,434.9,98.87,0,0,62.24,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,42.15,0,45.22,0,0,0,26.39,28.35,66.85,0,13.04,0,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,6.4,0,4.57

74,18:15-18:30,0,9.86,0,0,118.76,1.4,21.19,4.41,0,0,20,26.34,36.55,434.9,98.87,0,0,62.24,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,42.15,0,45.22,0,0,0,26.39,28.35,66.85,0,13.04,0,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,6.4,0,4.57

75,18:30-18:45,0,9.86,0,0,118.76,12.78,21.19,1.66,0,0,20,26.34,36.55,434.9,98.87,0,0,62.24,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,42.15,0,45.22,0,0,0,26.39,28.35,66.85,0,13.04,0,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,6.4,0,4.57

76,18:45-19:00,0,9.86,0,0,118.76,69.72,21.19,2.21,0,0,20,26.34,36.55,434.9,98.87,0,0,62.24,20.56,0,682.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,42.15,0,45.22,0,0,0,26.39,28.35,66.85,0,13.04,2.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,3.85,0,4.57

77,19:00-19:15,0,9.86,0,0,118.76,69.72,21.19,36.43,0,0,20,26.34,36.55,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,42.15,0,45.22,0,0,0,26.39,28.46,66.85,0,13.04,6.36,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,3.07,0,4.57

78,19:15-19:30,0,9.86,0,0,118.76,69.72,21.19,36.43,0,0,20,26.34,36.55,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,26.15,0,45.22,0,0,0,26.39,28.46,66.85,0,13.04,33.1,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,3.07,0,4.57

79,19:30-19:45,0,8.87,0,0,118.76,55.77,21.19,2.76,0,0,20,4,27.4,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,12.01,0,45.22,0,0,0,26.39,28.46,66.85,0,6.52,33.1,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,418.77,139.68,0,70.59,1.91,17.38,116.95,0,5.27,0,3.07,0,4.57

80,19:45-20:00,0,8.87,0,0,118.76,12.78,21.19,1.66,0,0,20,1.87,18.27,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,6.52,33.1,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,93.56,0,0,0,3.07,0,4.57

81,20:00-20:15,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,9.13,436.2,98.87,0,0,46.69,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,1.1,33.1,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,69.89,0,0,0,3.85,0,4.57

82,20:15-20:30,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,46.69,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,33.1,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,46.78,0,0,0,3.85,0,4.57

83,20:30-20:45,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,31.13,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,33.1,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,21.78,0,0,0,3.85,0,4.57

84,20:45-21:00,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,15.56,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,5.09,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

85,21:00-21:15,0,8.87,0,0,118.76,1.4,21.19,2.21,0,0,20,1.87,0,436.2,98.87,0,0,14.05,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,2.55,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

86,21:15-21:30,0,8.87,0,0,118.76,1.4,21.19,36.43,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

87,21:30-21:45,0,8.87,0,0,118.76,1.4,21.19,36.43,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

88,21:45-22:00,0,8.87,0,0,118.76,1.4,21.19,3.31,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

89,22:00-22:15,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

90,22:15-22:30,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

91,22:30-22:45,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

92,22:45-23:00,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

93,23:00-23:15,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

94,23:15-23:30,0,8.87,0,0,118.76,1.4,21.19,1.66,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

95,23:30-23:45,0,8.87,0,0,118.76,1.4,21.19,7.73,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

96,23:45-24:00,0,8.87,0,0,118.76,1.4,21.19,7.73,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.85,0,4.57

