Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30072024/30072024/IEX_240729-01767,NR/01102023/31052040/LT-31,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/31102037/L_NR_2019_11,NR/30072024/30072024/IEX_240729-01765,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2,NR/30092023/26122029/SH-06,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14
6,01:15-01:30,272.340000,9.920000,208.050000,30.820000,86.880000,48.160000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,6.510000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.300000,14.070000,0.000000,14.720000,0,7.34,0,0,18.33,0,24,0,0,0,0,8,18.33,43.01,8,0,0,0,0

7,01:30-01:45,272.340000,9.920000,208.050000,30.820000,86.880000,48.160000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,6.510000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.300000,14.070000,0.000000,14.720000,0,7.34,0,0,17.67,0,23.5,0,0,0,0,7.83,17.67,43.01,7.84,0,0,0,0

8,01:45-02:00,272.340000,9.920000,208.050000,30.820000,86.880000,48.160000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,6.510000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.300000,14.070000,0.000000,14.720000,0,7.34,0,0,17,0,23,0,0,0,0,7.67,17,43.01,7.66,0,0,0,0

9,02:00-02:15,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,6.130000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.120000,14.070000,0.000000,14.720000,0,7.34,0,0,16.67,0,22.5,0,0,0,0,7.5,16.67,41.02,7.5,0,0,0,0

10,02:15-02:30,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,6.130000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.120000,14.070000,0.000000,14.720000,0,7.34,0,0,16.67,0,22,0,0,0,0,7.33,16.67,40.62,7.34,0,0,0,0

11,02:30-02:45,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.120000,14.070000,0.000000,14.720000,0,7.34,0,0,16,0,21.5,0,0,0,0,7.17,16,35.41,7.16,0,0,0,0

12,02:45-03:00,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,38.530000,0.000000,100.350000,48.160000,14.680000,6.120000,14.070000,0.000000,14.720000,0,7.34,0,0,15.33,0,21.5,0,0,0,0,7.17,15.33,35.21,7.16,0,0,0,0

13,03:00-03:15,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,4.820000,13.610000,0.000000,14.720000,0,6.66,0,0,15.67,0,20,0,0,0,0,6.67,15.67,28.81,6.66,0,0,0,0

14,03:15-03:30,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,4.820000,13.610000,0.000000,14.720000,0,6.66,0,0,15.67,0,20,0,0,0,0,6.67,15.67,28.61,6.66,0,0,0,0

15,03:30-03:45,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,4.820000,13.610000,0.000000,14.720000,0,6.66,0,0,15,0,20,0,0,0,0,6.67,15,18.41,6.66,0,0,0,0

16,03:45-04:00,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,4.820000,13.610000,0.000000,14.720000,0,6.66,0,0,15,0,20,0,0,0,0,6.67,15,18.81,6.66,0,0,0,0

17,04:00-04:15,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.000000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,17.21,6.66,0,0,0,0

18,04:15-04:30,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.000000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,17.61,6.66,0,0,0,0

19,04:30-04:45,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.000000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,18.01,6.66,0,0,0,0

20,04:45-05:00,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,0.000000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.000000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,19.21,6.66,0,0,0,0

21,05:00-05:15,231.170000,0.000000,186.850000,30.820000,67.930000,0.000000,0.000000,72.240000,66.070000,0.000000,31.290000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.190000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,15.41,6.66,0,0,0,0

22,05:15-05:30,272.340000,0.000000,208.050000,30.820000,67.930000,0.000000,0.000000,72.240000,66.070000,0.000000,31.290000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.190000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,16.01,6.66,0,0,0,0

23,05:30-05:45,231.170000,0.000000,186.850000,30.820000,67.930000,0.000000,0.000000,72.240000,66.070000,0.000000,31.290000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.190000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,30.01,6.66,0,0,0,0

24,05:45-06:00,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,0.000000,72.240000,115.140000,0.000000,31.290000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.190000,13.430000,0.000000,14.720000,0,6.66,0,0,14,0,20,0,0,0,0,6.67,14,30.41,6.66,0.701784,0,0,0

25,06:00-06:15,272.340000,0.000000,208.050000,30.820000,78.980000,0.000000,0.000000,72.240000,115.140000,0.000000,31.290000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,100.350000,48.160000,14.680000,5.000000,13.150000,0.000000,14.720000,8.72,6.66,6,0,14,1,20,1,0.78,6.25,1,6.67,14,30.81,6.66,2.134593,1,0.16,0.82

26,06:15-06:30,272.340000,0.000000,208.050000,30.820000,78.980000,0.000000,0.430000,72.240000,115.140000,0.450000,31.290000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.430000,100.350000,48.160000,14.680000,5.000000,13.150000,0.000000,14.720000,13.7,6.66,8,1,14,2,20,4,3.11,9.09,2,6.67,14,31.41,6.66,6.189345,1,0.62,2.92

27,06:30-06:45,272.340000,0.000000,208.050000,30.820000,78.980000,0.000000,0.860000,72.240000,115.140000,0.890000,31.280000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.860000,100.350000,48.160000,14.680000,5.000000,13.150000,0.000000,14.720000,22.49,6.66,12,3,14,3,20.5,7,6.98,13.1,5,6.83,14,36.01,6.84,11.735388,3,1.4,4.94

28,06:45-07:00,272.340000,0.000000,208.050000,30.820000,78.980000,0.000000,1.250000,72.240000,115.140000,1.280000,31.280000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,1.250000,100.350000,48.160000,14.680000,5.000000,13.150000,0.000000,14.720000,33,6.66,16,4,14,5,21,14,12.43,22.03,8,7,14,36.42,7,18.42183,6,2.48,7.94

29,07:00-07:15,272.340000,0.000000,256.210000,30.820000,78.980000,0.000000,1.820000,72.240000,115.140000,1.860000,31.280000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,1.820000,100.350000,48.160000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,18,5,14,7,21.5,21,19.42,33,10,7.17,14,42.02,7.16,26.141454,9,3.88,11

30,07:15-07:30,272.340000,0.000000,261.510000,30.820000,78.980000,0.000000,2.450000,72.240000,115.140000,2.510000,31.280000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,2.450000,100.350000,48.160000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,22,6,14,9.5,21.5,28,28.76,33,12,7.17,14,42.02,7.16,34.40691,12,5.75,14

31,07:30-07:45,272.340000,0.000000,261.510000,30.820000,78.980000,0.000000,3.140000,72.240000,115.140000,3.220000,31.280000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,3.140000,100.350000,48.160000,14.680000,4.820000,13.150000,0.000000,14.720000,32.67,6.66,32.67,7,14,13.5,21.5,39,41.88,32.66,15,7.17,14,38.02,7.16,43.286427,16,8.37,17

32,07:45:08:00,272.340000,0.000000,261.510000,30.820000,78.980000,0.000000,4.090000,72.240000,115.140000,4.190000,31.280000,96.320000,96.320000,0.000000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,4.090000,100.350000,48.160000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,33,10,14,16.5,21.5,49,53.37,33,20,7.17,14,37.02,7.16,51.36669,21,10.67,21

33,08:00-08:15,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,5.060000,0.000000,66.070000,5.190000,31.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,5.060000,100.350000,0.000000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,33,13,14,20.5,21.5,53,72.08,33,27,7.17,14,21.01,7.16,59.515182,22,14.42,25

34,08:15-08:30,272.340000,0.000000,208.050000,30.820000,86.880000,0.000000,6.020000,0.000000,66.070000,6.170000,31.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,6.020000,100.350000,0.000000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,33,16,14,23.5,21.5,67,87.33,33,34,7.17,14,22.01,7.16,67.722156,28,17.47,31

35,08:30-08:45,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,7.000000,0.000000,66.070000,7.180000,31.280000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,7.000000,100.350000,0.000000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,33,19,14,26.5,21.5,81,104.26,33,39,7.17,14,23.01,7.16,75.909636,34,20.85,38

36,08:45:09:00,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,7.940000,0.000000,66.070000,8.140000,31.280000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,7.940000,100.350000,0.000000,14.680000,4.820000,13.150000,0.000000,14.720000,33,6.66,33,22,14,29.5,21.5,95,122.63,33,45,7.17,14,23.41,7.16,84.067875,40,24.53,45

37,09:00:09:15,272.340000,6.970000,208.050000,30.820000,72.800000,0.000000,8.790000,0.000000,66.070000,9.010000,31.280000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,8.790000,100.350000,0.000000,14.680000,4.630000,13.610000,0.000000,14.720000,33,6.66,33,25,14,31.5,21.5,109,141.66,33,52,7.17,14,33.02,7.16,91.826487,46,28.33,51

38,09:15-09:30,272.340000,6.970000,208.050000,30.820000,72.800000,0.000000,9.590000,0.000000,66.070000,9.840000,31.280000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,9.590000,100.350000,0.000000,14.680000,4.630000,13.610000,0.000000,14.720000,33,6.66,33,28,14,33.5,21.5,119,157.83,33,59,7.17,14,33.02,7.16,98.971038,51,31.57,57

39,09:30-09:45,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,10.350000,0.000000,66.070000,10.610000,31.290000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,10.350000,100.350000,0.000000,14.680000,4.630000,13.610000,0.000000,14.720000,33,6.66,33,31,14,37.5,21.5,130,172.68,33,64,7.17,14,33.02,7.16,103.3182,55,34.54,64

40,09:45-10:00,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,11.070000,0.000000,66.070000,11.350000,31.290000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,11.070000,100.350000,0.000000,14.680000,4.630000,13.610000,0.000000,14.720000,33,6.66,33,33,14,38.5,21.5,140,186.8,33,69,7.17,14,32.62,7.16,107.207253,60,37.36,69

41,10:00-10:15,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,12.120000,0.000000,66.070000,12.420000,31.290000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,12.120000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,6.66,33,35,14,39.5,21.5,147,198.23,33,74,7.17,14,37.02,7.16,110.072871,63,39.65,73

42,10:15-10:30,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,12.800000,0.000000,66.070000,13.110000,31.290000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,12.800000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,6.66,33,37,14,41.5,22.5,154,208.97,33,78,7.5,14,36.62,7.5,111.934548,66,41.79,78

43,10:30-10:45,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,13.510000,0.000000,66.070000,13.850000,31.290000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,13.510000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,7.34,33,39,14,42.5,23,165,174.36,33,82,7.67,14,36.22,7.66,116.691084,70,34.87,81

44,10:45-11:00,272.340000,6.970000,208.050000,30.820000,86.880000,0.000000,14.220000,0.000000,66.070000,14.570000,31.290000,0.000000,0.000000,3.060000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,14.220000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,7.66,33,41,14.33,42.5,23.5,172,186.9,33,86,7.83,14.33,36.02,7.84,121.038246,73,37.38,84

45,11:00-11:15,272.340000,6.970000,208.050000,18.010000,86.880000,0.000000,14.630000,0.000000,66.070000,15.000000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,14.630000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,8.34,33,42,14.67,43.5,20,179,197.37,33,88,6.67,14.67,43.01,6.66,124.917552,76,39.47,85

46,11:15-11:30,272.340000,6.970000,208.050000,18.010000,86.880000,0.000000,14.770000,0.000000,66.070000,15.140000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,14.770000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,8.66,33,43,15,43.5,20,179,198.85,33,89,6.67,15,43.01,6.66,128.319255,76,39.77,87

47,11:30-11:45,272.340000,6.970000,208.050000,26.710000,86.880000,0.000000,14.890000,0.000000,66.070000,15.260000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,14.890000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,13.34,33,43,15.67,45,30,182,225,33,90,10,15.67,43.01,10,124.829829,78,45,87

48,11:45-12:00,272.340000,6.970000,208.050000,26.710000,86.880000,0.000000,15.000000,0.000000,66.070000,15.390000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,15.000000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,14.34,33,43,18.33,45,31.5,182,225,33,90,10.5,18.33,43.01,10.5,120.658113,78,45,88

49,12:00-12:15,272.340000,6.970000,208.050000,26.710000,86.880000,0.000000,15.010000,0.000000,66.070000,15.390000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,15.010000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,15,33,41,19.67,44,33.5,176,225,33,87,11.17,19.67,43.01,11.16,115.657902,76,45,86

50,12:15-12:30,272.340000,6.970000,208.050000,26.710000,86.880000,0.000000,15.040000,0.000000,66.070000,15.410000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,15.040000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,15.66,33,41,20,44,36.5,176,225,33,87,12.17,20,43.01,12.16,109.965654,76,45,86

51,12:30-12:45,272.340000,6.970000,177.220000,26.710000,67.930000,0.000000,15.070000,0.000000,66.070000,15.450000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,15.070000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,10,33,42,40,44.5,39,176,225,33,88,13,40,43.01,13,111.203523,76,45,87

52,12:45-13:00,272.340000,6.970000,167.590000,26.710000,67.930000,0.000000,13.420000,0.000000,66.070000,13.750000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,13.420000,100.350000,0.000000,14.680000,4.630000,10.850000,0.000000,14.720000,33,10,33,42,38.33,44.5,42.5,176,225,33,89,14.17,38.33,43.01,14.16,112.071006,76,45,87

53,13:00-13:15,272.340000,8.910000,167.590000,26.710000,67.930000,0.000000,13.750000,0.000000,66.070000,14.100000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,13.750000,100.350000,0.000000,14.680000,4.630000,14.530000,0.000000,14.720000,33,7.34,33,43,28.33,43.5,44.5,175,225,33,89,14.83,28.33,43.01,14.84,112.0905,75,45,87

54,13:15-13:30,272.340000,8.910000,167.590000,26.710000,67.930000,0.000000,14.050000,0.000000,66.070000,14.400000,30.780000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,14.050000,100.350000,0.000000,14.680000,4.630000,14.530000,0.000000,14.720000,33,7.34,33,43,26,43.5,46.5,175,225,33,89,15.5,26,43.01,15.5,110.521233,75,45,87

55,13:30-13:45,272.340000,9.290000,177.220000,26.710000,67.930000,0.000000,11.890000,0.000000,66.070000,12.190000,31.290000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,11.890000,100.350000,0.000000,14.680000,4.630000,14.530000,0.000000,14.720000,33,7.34,33,43,20,41.5,34.5,175,225,33,89,11.5,20,43.01,11.5,103.776309,75,45,85

56,13:45-14:00,272.340000,9.290000,208.050000,17.310000,86.880000,0.000000,12.140000,0.000000,115.140000,12.440000,31.290000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,17.310000,12.410000,0.000000,0.000000,12.140000,100.350000,0.000000,14.680000,4.630000,14.530000,0.000000,14.720000,33,7.34,33,42,20,41.5,35.5,175,225,33,88,11.83,20,43.01,11.84,107.460675,75,45,85

