Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/2594,GNA/SR/2025/02/01/6460,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/16/1380,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/SR/2025/02/01/7432,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/5886,NR/30092023/31122025/SH-07,GNA/NR/2025/02/01/4863,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/16/1676,GNA/WR/2025/01/01/8625,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11
9,02:00-02:15,0,0,23.07,75,26.74,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,20.01,0,0,132.57,47.56,0,1.38,100.15,271.81,0.92

10,02:15-02:30,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,19.01,0,0,132.57,47.56,0,1.38,100.15,271.81,0.92

11,02:30-02:45,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,19.41,0,0,132.87,47.56,0,1.38,52.87,271.81,0.92

12,02:45-03:00,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,18.81,0,0,132.87,47.56,0,1.38,52.87,271.81,0.92

13,03:00-03:15,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,17.81,0,0,132.87,47.56,0,1.29,52.87,271.81,0.92

14,03:15-03:30,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,16.81,0,0,132.87,47.56,0,1.29,52.87,271.81,0.92

15,03:30-03:45,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,15.81,0,0,132.87,47.56,0,1.29,52.87,271.81,0.92

16,03:45-04:00,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,15.41,0,0,132.87,47.56,0,1.29,52.87,271.81,0.92

17,04:00-04:15,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,17.01,0,0,132.87,47.56,0,1.29,52.87,271.81,0.92

18,04:15-04:30,0,0,23.07,75,26.24,15.85,65,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,16.41,0,0,132.87,47.56,0,1.29,52.87,271.81,0.92

19,04:30-04:45,0,0,23.07,75,26.24,15.85,70.77,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,16.01,0,0,132.87,47.56,0,1.29,100.15,271.81,0.92

20,04:45-05:00,0,0,23.07,75,26.24,15.85,81.99,23.07,23.07,0,0.62,1.2,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,15.61,0,0,132.87,47.56,0,1.29,100.15,271.81,0.92

21,05:00-05:15,0,0,23.07,75,26.24,15.85,81.99,23.07,23.07,0,0.62,1.16,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,18.61,0,0,162.15,47.56,0,1.29,100.15,271.81,0.92

22,05:15-05:30,0,0,23.07,75,26.74,15.85,76.22,23.07,23.07,0,0.62,1.16,70.13,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,18.21,0,0,191,47.56,0,1.29,100.15,271.81,0.92

23,05:30-05:45,0,0,23.07,75,26.74,15.85,76.22,23.07,23.07,0,0.62,1.16,65.98,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,14.01,0,0,221.97,47.56,0,1.29,100.15,271.81,0.92

24,05:45-06:00,0,0,23.07,75,26.74,15.85,86.71,23.07,23.07,0,0.62,1.16,74.46,0,22.92,8.65,22.92,8.65,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,14.01,0,0,257.23,47.56,0,1.29,100.15,271.81,0.92

25,06:00-06:15,0,0,32.68,75,26.74,0,86.71,32.68,32.68,0,0.62,1.16,82.94,0,21.28,8.65,21.28,8.65,13.67,13.66,7.17,6.67,0,0,0,0,0.05,0,21.49,0,0,7.17,0,0.8,0,0,0,13.61,0,0,257.23,0,0,1.29,100.15,271.81,0.92

26,06:15-06:30,0,0,32.68,75,26.74,0,86.71,32.68,32.68,0,0.62,1.16,91.43,0,13.47,8.65,13.47,8.65,12.67,12.66,7.17,6.67,0,0,0,0,0.84,0,21.49,0,0,7.17,0,1.3,0,0,0,13.21,0,0,257.23,0,0,1.29,100.15,271.81,0.92

27,06:30-06:45,0,0,32.68,75,26.74,0,86.71,32.68,32.68,0,0.62,1.16,99.91,0,31.33,8.65,31.33,8.65,12.33,12.34,7.17,6.67,0,0,0,0,3.2,0,21.49,0,0,7.17,0,3.08,1,0,0,13.21,0,0,257.23,0,0,1.29,100.15,271.81,0.92

28,06:45-07:00,0,0,32.68,75,25.73,0,86.71,32.68,32.68,0,0.62,1.16,114.99,0,31.33,8.65,31.33,8.65,11.67,11.66,7.17,6.67,0,1.55,0,0.04,7.93,0,21.49,0,0,7.17,0,6.95,4,0,0,12.81,0,0,257.23,0,0,1.29,100.15,271.81,0.92

29,07:00-07:15,0,0,32.68,75,25.73,0,86.71,32.68,32.68,0,0.62,1.16,114.99,0,31.33,8.65,31.33,8.65,11.33,11.34,7.17,6.67,0,6.94,10,0.5,15.74,0,21.49,5,0,7.17,1,13.58,10,0,2,12.41,0,0,257.23,0,0,1.29,100.15,271.81,0.92

30,07:15-07:30,0,0,32.68,75,25.23,0,86.71,32.68,32.68,0,0.62,1.16,114.99,0,31.33,8.65,31.33,8.65,11.33,11.34,7.17,6.67,1,13.78,10,0.59,26.96,1,21.49,5,0.1,7.17,4,22.97,15,0.51,3,12.01,0,0,257.23,0,0,1.29,100.15,271.81,0.92

31,07:30-07:45,0.11,0.14,32.68,75,25.23,0,86.71,32.68,32.68,0.14,0.62,1.16,114.99,0,31.33,8.65,31.33,8.65,11.33,11.34,7.17,6.67,3,21.29,10,0.85,26.25,3,21.49,5,0.92,7.17,7,26.25,24,4.61,5,12.01,0,0,257.23,0,0,1.29,100.15,271.81,0.92

32,07:45-08:00,0.43,0.55,32.68,75,25.23,0,86.71,32.68,32.68,0.55,0.62,1.16,114.99,0,31.33,8.65,31.33,8.65,11.33,11.34,7.17,6.67,7,30.73,13,0.96,25.83,5,21.49,7,2.24,7.17,18,25.83,25.84,11.17,8,12.41,0,0,257.23,0,0,1.29,100.15,271.81,0.92

33,08:00-08:15,0.96,1.25,32.68,75,0,0,86.71,32.68,32.68,1.25,0.62,1.16,114.99,0,32,8.65,32,8.65,11.33,11.34,7.17,6.67,12,42,17,5.9,29.23,8,21.49,8,5.89,7.17,28,29.23,29.24,29.43,13,16.21,0,0,257.23,0,0,1.29,100.15,271.81,0.92

34,08:15-08:30,1.72,2.23,32.68,75,0,0,86.71,32.68,32.68,2.23,0.62,1.16,114.99,0,32,8.65,32,8.65,11.33,11.34,7.17,6.67,19,54.43,23,12.47,29.57,12,21.49,12,8.53,7.17,46,29.57,29.56,42.66,22,16.61,0,0,257.23,0,0,1.29,100.15,271.81,0.92

35,08:30-08:45,2.68,3.47,32.68,75,0,0,86.71,32.68,32.68,3.47,0.62,1.16,114.99,0,32,8.65,0.96,8.65,11.33,11.34,7.17,6.67,27,66.89,33,20.22,30.07,17,21.49,17,11.43,7.17,63,30.07,30.06,57.17,27,17.01,0,0,257.23,0,0,1.29,100.15,271.81,0.92

36,08:45-09:00,4.16,5.39,32.68,75,0,0,86.71,32.68,32.68,5.39,0.62,1.16,114.99,0,32,8.65,10.56,8.65,11.33,11.34,7.17,6.67,34,78.37,43,28.84,30.47,21,21.49,22,14.76,7.17,81,30.47,30.46,73.81,35,17.21,0,0,257.23,0,0,1.29,100.15,271.81,0.92

37,09:00-09:15,5.27,6.82,23.07,75,0,0,86.71,23.07,32.68,6.82,0.62,1.16,114.99,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,37,88.98,45,37.95,30.47,23,21.49,22,18.26,7.17,88,30.47,30.46,91.3,40,14.61,0,0,257.23,0,0,1.38,100.15,271.81,0.92

38,09:15-09:30,6.28,8.14,23.07,75,0,0,86.71,23.07,32.68,8.14,0.62,1.16,114.99,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,43,99.15,53,47.46,30.47,26,21.49,27,21.84,7.17,102,30.47,30.46,109.22,47,14.61,0,0,257.23,0,0,1.38,100.15,271.81,0.92

39,09:30-09:45,7.16,9.27,23.07,75,0,0,86.71,23.07,23.07,9.27,0.62,1.16,114.99,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,52,108.73,57,55.45,30.47,28,21.49,28,28.63,7.17,121,30.47,30.46,143.17,50,15.01,0,0,221.97,0,0,1.47,100.15,271.81,0.92

40,09:45-10:00,8.01,10.37,23.07,75,0,0,86.71,23.07,23.07,10.37,0.62,1.16,114.99,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,58,117.28,64,62.38,30.47,30,21.49,32,31.94,7.17,134,30.47,30.46,159.73,56,15.01,0,0,221.97,0,0,1.47,100.15,271.81,0.92

41,10:00-10:15,8.11,10.5,23.07,75,0,0,76.22,23.07,23.07,10.5,0.62,1.16,106.51,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,66,124.7,73,64.66,30.47,32,21.49,37,31.57,7.17,154,30.47,30.46,157.85,61,15.21,0,0,221.97,0,0,1.47,100.15,271.81,0.92

42,10:15-10:30,8.72,11.28,23.07,75,0,0,76.22,23.07,23.07,11.28,0.62,1.16,98.02,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,72,131.35,77,69.31,30.47,34,21.49,38,34.47,7.17,168,30.47,30.46,172.35,66,15.41,0,0,221.97,0,0,1.47,100.15,271.81,0.92

43,10:30-10:45,9.39,12.15,23.07,75,0,0,76.22,23.07,23.07,12.15,0.62,1.16,70.13,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,76,137.37,85,73.69,30.47,36,21.49,42,35.77,7.17,179,30.47,30.46,178.87,71,19.01,0,0,221.97,0,0,1.47,100.15,271.81,0.92

44,10:45-11:00,9.87,12.78,23.07,75,0,0,86.71,23.07,23.07,12.78,0.62,1.16,70.13,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,79,142.83,90,77.36,30.47,38,21.49,45,37.98,7.17,186,30.47,30.46,189.92,75,18.81,0,0,221.97,0,0,1.47,100.15,271.81,0.92

45,11:00-11:15,10.64,13.77,23.07,75,0,0,86.71,23.07,23.07,13.77,0.62,1.16,70.13,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,78,147.89,89,62.07,30.47,30,21.49,44,32.61,7.17,182,30.47,30.46,163.07,58,19.21,0,0,192.82,0,0,1.47,100.15,271.81,0.92

46,11:15-11:30,11.36,14.71,23.07,75,0,0,86.71,23.07,23.07,14.71,0.62,1.16,70.13,0,22.92,8.65,22.92,8.65,11.33,11.34,7.17,6.67,79,152.26,89,63.22,30.47,31,21.49,44,34.46,7.17,186,30.47,30.46,172.29,58,19.61,0,0,161.85,0,0,1.47,100.15,271.81,0.92

47,11:30-11:45,11.36,14.71,23.07,75,0,0,76.22,23.07,23.07,14.71,0.62,1.16,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,69,155.92,83,72.11,30.47,25,21.49,42,36.4,7.17,161,30.47,30.46,181.99,47,20.01,0,0,132.87,0,0,1.47,100.15,271.81,0.92

48,11:45-12:00,11.36,14.71,23.07,75,0,0,65,23.07,23.07,14.71,0.62,1.16,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,69,158.76,83,72.13,30.47,25,21.49,42,36.41,7.17,161,30.47,30.46,182.04,47,20.41,0,0,132.87,0,0,1.47,52.87,271.81,0.92

49,12:00-12:15,11.36,14.71,23.07,75,0,0,65,23.07,23.07,14.71,0.62,1.16,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,64,157.7,77,53.55,30.47,23,21.49,38,32.58,7.17,151,30.47,30.46,162.92,45,20.41,0,0,192.69,0,0,1.38,52.87,271.81,0.92

50,12:15-12:30,11.36,14.71,23.07,75,0,0,65,23.07,23.07,14.71,0.62,1.16,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,66,157.93,77,54.32,30.47,23,21.49,38,32.83,7.17,154,30.47,30.46,164.16,45,20.41,0,0,192.69,0,0,1.38,52.87,271.81,0.92

51,12:30-12:45,11.36,14.71,23.07,75,0,0,65,23.07,23.07,14.71,0.62,1.16,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,54,157.11,67,56.95,30.47,24,21.49,33,25.95,7.17,126,30.47,30.46,129.73,48,18.41,0,0,192.69,0,0,1.38,52.87,271.81,0.92

52,12:45-13:00,11.36,14.71,23.07,75,0,0,65,23.07,23.07,14.71,0.62,1.16,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,52,155.38,67,59.88,30.47,24,21.49,33,27.06,7.17,123,30.47,30.46,135.28,48,18.61,0,0,192.69,0,0,1.38,52.87,230.71,0.92

53,13:00-13:15,10.07,13.03,23.07,75,0,0,65,23.07,22.11,13.03,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,60,153.49,67,60.84,30.47,25,21.49,33,30.12,7.17,140,30.47,30.46,150.59,55,18.61,0,0,192.69,0,0,1.47,52.87,192.26,0.92

54,13:15-13:30,10.07,13.03,23.07,75,0,0,65,23.07,22.11,13.03,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,60,151.58,67,60.67,30.47,25,21.49,33,31.89,7.17,140,30.47,30.46,159.46,55,18.61,0,0,192.69,0,0,1.47,52.87,149.49,0.92

55,13:30-13:45,10.07,13.03,23.07,75,0,0,65,23.07,22.11,13.03,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,52,148.82,72,53.64,30.47,30,21.49,36,32.43,7.17,123,30.47,30.46,162.13,61,23.41,0,0,192.69,0,0,1.47,52.87,149.49,0.92

56,13:45-14:00,10.07,13.03,23.07,75,0,0,65,23.07,22.11,13.03,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,52,144.82,71,53.71,30.47,29,21.49,36,32.36,7.17,123,30.47,30.46,161.77,61,23.61,0,0,192.69,0,0,1.47,52.87,149.49,0.92

57,14:00-14:15,10.07,13.03,23.07,75,0,0,65,23.07,22.11,13.03,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,58,140.08,71,70.2,30.47,33,21.49,36,35.1,7.17,137,30.47,30.46,175.51,68,21.21,0,0,192.69,0,0,1.47,86.52,192.26,0.92

58,14:15-14:30,9.99,12.93,23.07,75,0,0,65,23.07,22.11,12.93,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,58,134.63,71,69.32,30.47,32,21.49,35,34.66,7.17,137,30.47,30.46,173.3,68,21.21,0,0,192.69,0,0,1.47,96.13,230.71,0.92

59,14:30-14:45,9.72,12.59,23.07,75,0,0,65,23.07,22.11,12.59,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,67,128.83,72,68.42,30.47,28,21.49,36,34.21,7.17,158,30.47,30.46,171.06,57,21.21,0,0,192.69,0,0,1.47,81.71,230.71,0.92

60,14:45-15:00,9.44,12.21,23.07,75,0,0,65,23.07,22.11,12.21,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,63,122.54,71,67.49,30.47,27,21.49,36,33.75,7.17,147,30.47,30.46,168.73,53,21.61,0,0,192.69,0,0,1.47,79.79,271.81,0.92

61,15:00-15:15,9.17,11.87,23.07,75,0,0,65,23.07,22.11,11.87,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,55,115.37,60,65.7,30.97,25,21.49,30,29.86,7.17,130,30.97,30.96,149.31,47,19.01,0,0,192.69,0,0,1.38,76.9,271.81,0.92

62,15:15-15:30,8.6,11.13,23.07,75,0,0,65,23.07,22.11,11.13,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,49,107.03,57,61.49,30.97,23,21.49,28,27.95,7.17,116,30.97,30.96,139.74,44,19.21,0,0,192.69,0,0,1.38,81.71,271.81,0.92

63,15:30-15:45,7.96,10.29,23.07,75,0,0,65,23.07,22.11,10.29,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,43,97.78,50,44.29,30.97,21,21.49,25,27.95,7.17,102,30.97,30.96,139.77,42,19.41,0,0,192.69,0,0,1.38,76.9,271.81,0.92

64,15:45-16:00,7.23,9.36,23.07,75,0,0,75.49,23.07,22.11,9.36,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,37,87.69,45,39.78,30.97,19,21.49,23,25.18,7.17,88,30.97,30.96,125.93,40,19.61,0,0,192.69,0,0,1.38,100.15,271.81,0.92

65,16:00-16:15,6.43,8.31,23.07,75,0,0,75.49,23.07,22.11,8.31,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,33,77.06,35,35.19,31.3,16,21.49,18,22.31,7.17,77,31.3,31.3,111.54,38,20.01,0,0,192.69,0,0,1.47,100.15,271.81,0.92

66,16:15-16:30,5.57,7.21,23.07,75,0,0,86.71,23.07,22.11,7.21,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,27,56.12,29,30.54,31.3,14,21.49,15,19.38,7.17,63,31.3,31.3,96.92,35,20.21,0,0,221.98,0,0,1.47,100.15,271.81,0.92

67,16:30-16:45,4.62,5.99,23.07,75,0,0,86.71,23.07,22.11,5.99,0.62,1.2,35.82,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,22,46.31,20,25.95,31.3,12,21.49,10,16.44,7.17,53,31.3,31.3,82.19,27,20.41,0,0,221.97,0,0,1.47,100.15,271.81,0.92

68,16:45-17:00,3.63,4.69,23.07,75,0,0,86.71,23.07,22.11,4.69,0.62,1.2,40.06,0,26.87,8.65,26.87,8.65,11.33,11.34,7.17,6.67,18,36.27,15,21.35,31.3,10,21.49,7,13.49,7.17,42,31.3,31.3,67.45,23,20.41,0,0,257.23,0,0,1.47,100.15,271.81,0.92

69,17:00-17:15,2.51,3.26,23.07,75,0,0,86.71,23.07,22.11,3.26,0.62,1.25,44.3,0,21.28,8.65,21.28,8.65,11.33,11.34,7.17,6.67,12,26.55,15,17.34,32.79,8,21.49,7,8.61,7.17,28,27.77,32.78,43.03,17,20.61,0,0,257.23,0,0,1.47,100.15,271.81,0.92

70,17:15-17:30,1.75,2.26,23.07,75,0,0,86.71,23.07,22.11,2.26,0.62,1.25,57.69,0,21.28,8.65,21.28,8.65,11.33,11.34,7.17,6.67,6,17.73,13,13.42,20.42,7,21.49,7,6.62,7.17,14,17.19,18,33.09,13,20.61,0,0,257.23,0,0,1.47,100.15,271.81,0.92

71,17:30-17:45,1.12,1.45,23.07,75,0,0,86.71,23.07,22.11,1.45,0.62,1.25,57.69,0,21.28,8.65,21.28,8.65,11.33,11.34,7.17,6.67,4,12.62,12,9.61,11.74,5,21.49,6,4.7,7.17,11,10.32,8,23.52,9,20.41,0,0,257.23,0,0,1.47,100.15,271.81,0.92

72,17:45-18:00,0.63,0.82,23.07,75,0,0,86.71,23.07,22.11,0.82,0.62,1.25,57.69,0,16.48,8.65,16.48,8.65,11.33,11.34,7.17,6.67,1,6.92,5,6.07,5.5,5,21.49,3,2.95,7.17,4,5.21,1,14.74,7,20.61,0,0,257.23,0,0,1.47,100.15,271.81,0.92

73,18:00-18:15,0.28,0.36,23.07,75,27.25,0,86.71,23.07,22.11,0.36,0.62,1.25,57.69,0,31,8.65,0,8.65,11.33,11.34,7.17,6.67,0,2.66,2,4.1,0,3,21.49,1,1.89,7.17,1,0,0,9.42,5,23.61,200,50,257.23,0,0,1.38,100.15,271.81,0.92

74,18:15-18:30,0.07,0.1,23.07,75,28.26,0,86.71,23.07,22.11,0.1,0.62,1.25,57.69,0,31,8.65,0,8.65,12.67,12.66,7.17,6.67,0,0.05,1,2.38,0,1,21.49,0,1.02,7.17,0,0,0,5.09,2,23.61,200,50,257.23,0,0,1.38,100.15,271.81,0.92

