Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01062024/30062024/R2,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/05012040/L_NR_2020_02,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/IEPL01,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12
53,13:00-13:15,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.900000,6.680000,0.000000,150.190000,66.250000,24.140000,15.710000,24.140000,11.440000,22.180000,22.180000,111.070000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.210000,0.000000,13.67,47,30.02,193,0,47.5,29.15,51.21,92.56,51.21,0,93,111.857644,29.15,41,82,44.5,13.66,29.15,17.34,237.5

54,13:15-13:30,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.900000,6.680000,0.000000,150.190000,66.250000,24.140000,15.710000,24.140000,11.440000,22.180000,22.180000,111.070000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.210000,0.000000,14.33,47,30.02,193,0,47.5,29.15,52.21,92.56,52.21,0,93,108.808398,29.15,43,82,44.5,14.34,29.15,17.66,237.5

55,13:30-13:45,15.490000,0.000000,53.120000,15.870000,57.660000,0.000000,12.210000,5.900000,6.680000,0.000000,150.190000,66.250000,24.140000,15.490000,24.140000,11.440000,22.180000,22.180000,111.070000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.210000,0.000000,18.7,47,32.02,193,0,47.5,29.32,53.67,92.46,53.67,0,93,102.719648,29.31,56.1,82,44.5,18.7,29.32,18.34,237.5

56,13:45-14:00,15.180000,0.000000,53.120000,15.570000,57.660000,0.000000,12.210000,5.900000,6.680000,0.000000,193.160000,66.250000,24.140000,15.180000,24.140000,11.440000,22.180000,22.180000,123.620000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.210000,0.000000,19.52,47,31.62,193,0,47.5,29.82,56,92.51,56,0,93,98.218844,29.81,58.56,82,44.5,19.52,29.82,19.34,237.5

57,14:00-14:15,14.830000,0.000000,53.120000,15.200000,57.660000,0.000000,16.110000,6.060000,6.920000,0.000000,231.790000,66.250000,24.140000,14.830000,24.140000,11.440000,22.180000,22.180000,135.210000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.210000,0.000000,20.36,47,35.42,189,0,47.5,29.98,67.14,92.36,67.14,0,93,93.162746,29.99,61.08,81,41.23,20.36,29.98,20,237.5

58,14:15-14:30,14.410000,0.000000,53.120000,14.770000,57.660000,0.000000,16.110000,6.060000,6.920000,0.000000,273.080000,115.470000,24.140000,14.410000,24.140000,11.440000,22.180000,22.180000,183.500000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.710000,0.000000,21.58,47,35.02,186,0,47.5,29.98,67.34,92,67.34,0,93,87.980002,29.99,64.74,79,40.67,21.58,29.98,20.34,237.5

59,14:30-14:45,13.960000,0.000000,53.120000,14.320000,62.770000,0.000000,16.110000,6.060000,6.920000,0.000000,273.080000,115.470000,24.140000,13.960000,24.140000,11.440000,22.180000,22.180000,231.790000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.220000,0.000000,22.88,41,38.01,175,0,47.48,29.98,67.9,91.3,67.9,0,81,83.031066,29.99,68.65,75,39.35,22.89,29.98,20.66,237.39

60,14:45-15:00,13.310000,0.000000,53.120000,13.640000,76.580000,0.000000,16.110000,6.060000,6.920000,0.000000,273.080000,115.470000,24.140000,13.310000,24.140000,11.440000,22.180000,22.180000,262.210000,0.000000,5.760000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,23.95,39,38.01,168,0,45.12,29.98,68.08,89.4,68.08,0,78,77.828838,29.99,71.85,72,38.04,23.95,29.98,21,225.58

61,15:00-15:15,12.620000,0.000000,82.090000,12.930000,87.120000,0.000000,16.110000,6.220000,7.150000,0.000000,273.080000,115.470000,24.140000,12.620000,24.140000,11.520000,22.180000,22.180000,262.210000,0.000000,5.940000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.710000,0.000000,24.82,37,38.01,158,0,42.94,29.98,68.99,85.59,68.99,0,75,75.948632,29.99,74.46,67,36.37,24.82,29.98,21.34,214.72

62,15:15-15:30,11.990000,0.000000,100.620000,12.290000,87.120000,0.000000,16.110000,6.220000,7.150000,0.000000,273.080000,115.470000,24.140000,11.990000,24.140000,11.520000,22.180000,22.180000,262.210000,0.000000,5.940000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.710000,0.000000,25.38,35,38.01,147,0,41.31,30.15,69.22,80.57,69.22,0,70,70.171626,30.15,76.15,63,34.27,25.39,30.15,22,206.53

63,15:30-15:45,11.170000,0.000000,100.620000,11.460000,63.340000,0.000000,16.110000,6.370000,7.150000,0.000000,273.080000,115.470000,24.140000,11.170000,24.140000,11.520000,22.180000,22.180000,262.210000,0.000000,5.940000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,25.230000,0.000000,26.23,32,38.01,139,0,38.92,30.32,69.88,75.16,69.88,0,63,65.748758,30.31,78.68,59,32.14,26.23,30.32,22,194.58

64,15:45-16:00,10.420000,0.000000,100.620000,10.690000,63.340000,0.000000,16.110000,6.370000,7.150000,0.000000,273.080000,115.470000,24.140000,10.420000,24.140000,11.520000,22.180000,22.180000,262.210000,0.000000,5.940000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,25.230000,0.000000,26.48,29,38.01,128,0,36.3,30.65,70.21,69.46,70.21,0,58,61.053114,30.65,79.44,55,30.58,26.49,30.65,22,181.53

65,16:00-16:15,9.530000,48.290000,97.590000,9.770000,57.660000,0.000000,16.110000,6.370000,6.300000,0.000000,273.080000,115.470000,24.140000,9.530000,24.140000,11.620000,22.180000,22.180000,262.210000,24.140000,6.220000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,25.730000,48.290000,29.67,26,40.01,117,0,33.18,30.65,75,63.52,75,0,53,56.026242,30.65,89,50,28.24,29.66,30.65,27,165.92

66,16:15-16:30,8.610000,48.290000,97.590000,8.830000,57.660000,0.000000,16.110000,6.370000,6.300000,0.000000,273.080000,115.470000,24.140000,8.610000,24.140000,11.620000,22.180000,22.180000,262.210000,24.140000,6.220000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.240000,48.290000,30.33,23,40.01,102,0,29.71,30.65,75,57.27,75,0,46,50.716852,30.65,91,43,24.55,30.34,30.65,27.34,148.54

67,16:30-16:45,7.700000,48.290000,97.590000,7.890000,57.660000,0.000000,16.110000,5.670000,6.300000,0.000000,273.080000,66.250000,24.140000,7.700000,24.140000,11.620000,22.180000,22.180000,262.210000,24.140000,6.220000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.240000,48.290000,31.33,20,40.01,88,0,26.83,30.65,75,50.71,75,0,40,44.452746,30.65,94,37,22.05,31.34,30.65,27,134.17

68,16:45-17:00,6.650000,48.290000,97.590000,6.810000,57.660000,0.000000,16.110000,5.670000,6.300000,0.000000,273.080000,66.250000,24.140000,6.650000,24.140000,11.620000,22.180000,22.180000,262.210000,24.140000,6.220000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.740000,48.290000,31.67,17,40.01,74,0,23.4,30.65,75,43.4,75,0,33,38.023026,30.65,95,31,20.02,31.66,30.65,27,116.98

69,17:00-17:15,5.680000,48.290000,68.620000,5.830000,57.660000,0.000000,16.110000,5.900000,6.530000,0.000000,273.080000,66.250000,24.140000,5.680000,24.140000,11.800000,22.180000,22.180000,213.920000,24.140000,6.730000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.740000,48.290000,32.17,13,42.01,63,0,19.99,33,75,36,75,0,27,31.690726,27.11,96.5,27,16.56,32.16,20,26.66,99.95

70,17:15-17:30,4.780000,48.290000,52.150000,4.900000,57.660000,0.000000,16.110000,5.900000,6.530000,0.000000,273.080000,66.250000,24.140000,4.780000,24.140000,11.800000,22.180000,22.180000,192.200000,24.140000,6.730000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.740000,48.290000,32.33,9,42.01,49,0,16.69,29.87,74.67,29.2,74.67,0,19,25.514298,19.9,97,21,13,32.34,10,26.66,83.46

71,17:30-17:45,3.860000,48.290000,68.620000,3.950000,57.660000,0.000000,16.110000,5.440000,6.530000,0.000000,273.080000,66.250000,24.140000,3.860000,24.140000,11.800000,13.470000,30.910000,172.160000,24.140000,6.730000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,27.250000,48.290000,33,7,42.01,35,0,13.87,22.14,74,22.41,74,0,15,19.795744,13.12,99,15,10,33,3,30.34,69.34

72,17:45-18:00,2.990000,48.290000,52.150000,3.070000,57.660000,0.000000,16.110000,5.440000,6.530000,0.000000,273.080000,66.250000,24.140000,2.990000,24.140000,11.800000,13.470000,30.910000,172.160000,24.140000,6.730000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,27.750000,48.290000,33,5,42.01,25,0,10.97,14.34,73.67,15.85,73.67,0,10,14.310998,8.39,99,10,8,33,0,30.66,54.83

73,18:00-18:15,2.200000,48.290000,52.150000,2.250000,57.660000,0.000000,16.110000,5.440000,6.370000,0.000000,273.080000,66.250000,24.140000,2.200000,24.140000,11.990000,13.470000,30.910000,172.160000,24.140000,7.240000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,27.750000,48.290000,32.5,3,42.01,14,0,8.28,0,79.33,10.01,79.33,0,5,9.586128,0,97.5,6,5,32.5,0,31.66,41.38

74,18:15-18:30,1.550000,48.290000,52.150000,1.590000,57.660000,0.000000,16.110000,5.440000,6.370000,0.000000,273.080000,66.250000,24.140000,1.550000,24.140000,11.990000,13.470000,30.910000,172.160000,24.140000,7.240000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,27.750000,48.290000,32.17,1,41.01,7,0,5.98,0,79.33,5.41,79.33,0,3,5.669844,0,96.5,3,4,32.16,0,32.34,29.93

75,18:30-18:45,0.980000,48.290000,52.150000,1.010000,57.660000,0.000000,16.110000,5.440000,6.370000,0.000000,231.790000,66.250000,24.140000,0.980000,24.140000,11.990000,13.470000,30.910000,172.160000,24.140000,7.240000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,31.5,1,40.01,4,0,4.18,0,80,2.35,80,0,1,2.24066,0,94.5,1,3,31.5,0,32,20.91

76,18:45-19:00,0.530000,48.290000,52.150000,0.530000,57.660000,0.000000,16.110000,5.440000,6.370000,0.000000,193.160000,66.250000,24.140000,0.530000,24.140000,11.990000,13.470000,30.910000,172.160000,24.140000,7.240000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,31.33,0,40.01,1,0,2.7,0,80,0,80,0,0,0.467616,0,94,0,2,31.34,0,32,13.5

77,19:00-19:15,0.080000,48.290000,52.150000,0.080000,57.660000,0.000000,16.110000,5.630000,6.370000,0.000000,193.160000,66.250000,24.140000,0.080000,24.140000,12.170000,13.470000,30.910000,147.070000,24.140000,7.620000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,30.5,0,40.01,1,0,1.47,0,79.33,0,79.33,0,0,0,0,91.5,0,1,30.5,0,37.66,7.35

78,19:15-19:30,0.000000,48.290000,52.150000,0.000000,57.660000,0.000000,16.110000,5.630000,6.370000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,12.170000,13.470000,30.910000,147.070000,24.140000,7.620000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,30.280000,48.290000,31.33,0,38.01,0,0,0.48,0,78.33,0,78.33,0,0,0,0,94,0,0.5,31.34,0,38,2.41

79,19:30-19:45,0.000000,48.290000,52.150000,0.000000,57.660000,0.000000,16.110000,5.630000,6.370000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,12.170000,13.470000,30.910000,108.170000,24.140000,7.620000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,30.280000,48.290000,37.33,0,37.81,0,0,0,0,81.67,0,81.67,0,0,0,0,112,0,0,37.34,0,38,0

80,19:45-20:00,0.000000,48.290000,52.150000,0.000000,57.660000,0.000000,16.110000,5.630000,6.370000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,12.170000,13.470000,30.910000,108.170000,24.140000,7.620000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,30.280000,48.290000,36.5,0,37.42,0,0,0,0,81,0,81,0,0,0,0,109.5,0,0,36.5,0,37.66,0

81,20:00-20:15,0.000000,48.290000,52.150000,0.000000,57.660000,0.000000,16.110000,5.630000,6.300000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,12.350000,13.470000,30.910000,120.720000,24.140000,7.890000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,30.280000,48.290000,36.17,0,25.21,0,0,0,0,79.67,0,79.67,0,0,0,0,108.5,0,0,36.16,0,36.66,0

82,20:15-20:30,0.000000,48.290000,52.150000,0.000000,57.660000,0.000000,16.110000,5.630000,6.300000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,12.350000,13.470000,30.910000,133.270000,24.140000,7.890000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,30.280000,48.290000,35.67,0,25.21,0,0,0,0,78.33,0,78.33,0,0,0,0,107,0,0,35.66,0,35.66,0

83,20:30-20:45,0.000000,48.290000,77.530000,0.000000,57.660000,0.000000,16.110000,5.630000,6.680000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,12.350000,13.470000,30.910000,172.160000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,34.83,0,25.21,0,0,0,0,76.33,0,76.33,0,0,0,0,104.5,0,0,34.84,0,34.34,0

84,20:45-21:00,0.000000,48.290000,100.620000,0.000000,57.660000,0.000000,16.110000,5.630000,6.680000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,12.350000,13.470000,30.910000,172.160000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,34.33,0,23.81,0,0,0,0,74.67,0,74.67,0,0,0,0,103,0,0,34.34,0,33.66,0

85,21:00-21:15,0.000000,48.290000,100.620000,0.000000,81.800000,0.000000,16.110000,5.630000,6.680000,0.000000,193.160000,74.770000,24.140000,0.000000,24.140000,12.540000,13.470000,30.910000,214.410000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,32.33,0,26.01,0,0,0,0,79.33,0,79.33,0,0,0,0,97,0,0,32.34,0,29.34,0

86,21:15-21:30,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.680000,0.000000,231.790000,115.470000,24.140000,0.000000,24.140000,12.540000,1.300000,30.910000,214.410000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,29.5,0,25.61,0,0,0,0,78,0,78,0,0,0,0,88.5,0,0,29.5,0,27.66,0

87,21:30-21:45,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,6.060000,6.680000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.540000,13.470000,30.910000,214.410000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,26.5,0,25.01,0,0,0,0,76.33,0,76.33,0,0,0,0,79.5,0,0,26.5,0,27,0

88,21:45-22:00,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,6.060000,6.680000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.540000,13.470000,30.910000,214.410000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,24.83,0,24.21,0,0,0,0,74,0,74,0,0,0,0,74.5,0,0,24.84,0,26,0

89,22:00-22:15,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,6.060000,6.610000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,30.910000,30.910000,214.410000,24.140000,6.500000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,24.33,0,31.02,0,0,0,0,72,0,72,0,0,0,0,73,0,0,24.34,0,25.34,0

90,22:15-22:30,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,6.060000,6.610000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,30.910000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,24.17,0,30.62,0,0,0,0,69.67,0,69.67,0,0,0,0,72.5,0,0,24.16,0,25.34,0

91,22:30-22:45,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.610000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,30.910000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,24.17,0,30.22,0,0,0,0,67.33,0,67.33,0,0,0,0,72.5,0,0,24.16,0,20,0

92,22:45-23:00,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.610000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,30.910000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,23.83,0,29.82,0,0,0,0,65.33,0,65.33,0,0,0,0,71.5,0,0,23.84,0,19.66,0

93,23:00-23:15,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.530000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,30.910000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,22,0,29.62,0,0,0,0,65,0,65,0,0,0,0,66,0,0,22,0,19.34,0

94,23:15-23:30,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.530000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,30.910000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,21.67,0,29.42,0,0,0,0,65,0,65,0,0,0,0,65,0,0,21.66,0,19,0

95,23:30-23:45,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.530000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,1.300000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,20.83,0,29.22,0,0,0,0,65.33,0,65.33,0,0,0,0,62.5,0,0,20.84,0,18.66,0

96,23:45-24:00,0.000000,48.290000,100.620000,0.000000,87.120000,0.000000,16.110000,5.630000,6.530000,0.000000,273.080000,115.470000,24.140000,0.000000,24.140000,12.720000,1.300000,30.910000,214.410000,24.140000,6.320000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,20,0,29.01,0,0,0,0,65.33,0,65.33,0,0,0,0,60,0,0,20,0,18.34,0

