Block,Time,KHSTPP-I,MAPS,NLCIIST2,RAPPC,TANAKPUR,URI,DADRI_CRF,DADRI_RF,CHAMERA3,KKNP,NLCIIST1,SIMHST1,SIMHST2,UNCHAHAR1,ANTA_GF,DHAULIGNGA,KHSTPP-II,KISHANGANGA,KOLDAM,RIHAND1,DADRI_GF,NNTPP,RAPPB,RSTPSU1TO6,RSTPSU7,UNCHAHAR2,URI2,DADRI_LF,KOTESHWR,NLCTS2EXP,TALA,TEHRI,UNCHAHAR4,BSIUL,CHAMERA1,CHAMERA2,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KKNPPU2,PARBATI3,RAMPUR,TALST2,TelanganaSTPP,VALLURNTECL,ANTA_CRF,ANTA_LF,AURY_GF,AURY_LF,AURY_RF,BRBCL,DADRT2,NJPC,NLCEXP,RIHAND2,SASAN,SEWA2,SINGRAULI,TANDA2,ANTA_RF,AURY_CRF,FSTPP I & II,KUDGI,NAPP,NTPL,RIHAND3,SALAL,SINGRAULI_HYDRO,UNCHAHAR3
65,16:00-16:15,33.69,0,0,25.88,0.51,26.49,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,15.56,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,41.83,0,26.39

66,16:15-16:30,33.69,0,0,25.88,0.51,2.21,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,31.12,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,41.83,0,26.39

67,16:30-16:45,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,46.68,0,0,0,0,0,624.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,18.94,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,9.29,0,26.39

68,16:45-17:00,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,46.68,0,0,0,0,0,624.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,37.88,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.33,0,26.39

69,17:00-17:15,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,46.68,0,0,0,3.33,16.48,624.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,70.17,0,118.75,416.25,0,125.96,0,43.26,0,20.3,0,44.21,0,124.32,2.33,0,26.39

70,17:15-17:30,33.69,0,0,25.88,0.51,1.11,0,69.05,9.67,0,0,0,0,10.27,0,7.92,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,46.68,0,1.1,12.04,8,16.48,624.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,75.76,0,118.75,416.25,5.27,125.96,0,43.57,0,20.3,0,44.21,0,124.32,2.33,0,26.39

71,17:30-17:45,33.69,0,0,25.88,0.51,1.11,0,69.05,19.38,0,0,0,0,10.27,0,15.98,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,19.72,0,0,62.24,0,13.04,27.14,26.34,32.95,624.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,100.19,0,118.75,416.25,10.53,125.96,0,44.41,0,20.3,0,44.21,0,124.32,2.33,0,26.39

72,17:45-18:00,33.69,0,0,25.88,0.51,1.11,0,69.05,19.38,0,0,0,0,10.27,0,15.98,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,19.72,0,0,62.24,0,13.04,27.14,26.34,32.95,624.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,100.19,0,118.75,416.25,15.81,125.96,0,44.41,0,20.3,0,44.21,0,124.32,2.33,0,26.39

73,18:00-18:15,33.69,0,0,25.88,0.51,26.49,0,69.05,19.38,0,0,0,0,10.27,0,26.56,148.3,0,0,92,0,0,0,0,0,42.39,18.83,23.57,19.72,0,0,62.24,0,13.04,27.14,26.34,32.95,624.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,682.79,93.56,0,118.75,416.25,15.81,125.96,0,44.63,0,20.3,0,44.21,0,124.32,1.4,0,26.39

74,18:15-18:30,33.69,0,0,25.88,0.51,26.49,0,69.05,19.38,0,0,0,0,10.27,0,26.56,148.3,0,0,92,0,0,0,0,0,42.39,18.83,23.57,19.72,0,0,62.24,0,13.04,27.14,26.34,32.95,624.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,682.79,93.56,0,118.75,416.25,15.81,125.96,0,44.83,0,20.3,0,44.21,0,124.32,1.4,0,26.39

75,18:30-18:45,33.69,0,0,25.88,0.51,1.11,0,69.05,19.38,0,0,0,0,10.27,0,15.98,148.3,0,0,92,0,0,0,0,0,42.39,18.83,23.57,19.72,0,0,62.24,0,13.04,12.04,26.34,32.95,624.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,682.79,93.56,0,118.75,416.25,15.81,125.96,0,44.83,0,20.3,0,44.21,0,124.32,1.4,0,26.39

76,18:45-19:00,33.69,0,0,25.88,0.51,1.11,0,69.05,9.67,0,0,0,0,10.27,0,15.98,148.3,0,0,92,0,0,0,0,0,42.39,18.83,23.57,8.88,0,0,62.24,0,2.2,0,26.34,16.48,624.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,682.79,70.17,0,118.75,416.25,8.4,125.96,0,44.83,0,20.3,0,44.21,0,124.32,1.4,0,26.39

77,19:00-19:15,33.69,0,0,25.88,0.9,1.66,0,69.05,9.67,0,0,0,0,10.27,0,10.57,148.3,0,0,92,0,0,0,0,0,42.39,18.83,23.57,8.88,0,0,46.68,0,0,0,3.33,16.48,654.3,0,0,0,3.82,0,0,0,0,0,0,0,0,71.46,20,682.79,46.79,0,118.75,416.25,0,125.96,0,45.05,0,20.3,0,44.21,0,124.32,1.4,0,26.39

78,19:15-19:30,33.69,0,0,25.88,0.9,1.66,0,69.05,9.67,0,0,0,0,10.27,0,7.92,148.3,0,0,92,0,0,0,0,0,42.39,18.83,23.57,8.88,0,0,46.68,0,0,0,0,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,682.79,46.79,0,118.75,416.25,0,125.96,0,45.05,0,20.3,0,44.21,0,124.32,1.4,0,26.39

79,19:30-19:45,33.69,0,0,25.88,0.9,1.66,0,69.05,9.67,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,31.12,0,0,0,0,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,682.79,46.79,0,118.75,416.25,0,125.96,0,44.41,0,20.3,0,44.21,0,124.32,1.4,0,26.39

80,19:45-20:00,33.69,0,0,25.88,0.9,4.41,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,29.86,0,0,0,0,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,682.79,23.39,0,118.75,416.25,0,125.96,0,44.41,0,20.3,0,44.21,0,124.32,1.4,0,26.39

81,20:00-20:15,33.69,0,0,25.88,0.9,26.49,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,29.86,0,0,0,0,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,683.14,20.07,0,118.75,416.25,0,125.96,0,44.41,0,20.3,0,44.21,0,124.32,1.4,0,26.39

82,20:15-20:30,33.69,0,0,25.88,0.9,26.49,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,15.56,0,0,0,0,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.3,0,44.21,0,124.32,1.4,0,26.39

83,20:30-20:45,33.69,0,0,25.88,1.15,4.41,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.8,0,44.21,0,124.32,1.4,0,26.39

84,20:45-21:00,33.69,0,0,25.88,1.15,4.41,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,3.56,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.8,0,44.21,0,124.32,1.4,0,26.39

85,21:00-21:15,33.69,0,0,25.88,1.15,4.41,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.8,0,44.21,0,124.32,1.4,0,26.39

86,21:15-21:30,33.69,0,0,25.88,1.15,4.41,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.8,0,44.21,0,124.32,1.4,0,26.39

87,21:30-21:45,33.69,0,0,25.88,1.15,4.41,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.8,0,44.21,0,124.32,1.4,0,26.39

88,21:45-22:00,33.69,0,0,25.88,1.15,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.41,0,20.8,0,44.21,0,124.32,1.4,0,26.39

89,22:00-22:15,33.69,0,0,25.88,1.15,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.63,0,20.8,0,44.21,0,124.32,1.4,0,26.39

90,22:15-22:30,33.69,0,0,25.88,1.15,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,1.4,0,26.39

91,22:30-22:45,33.69,0,0,25.88,0.9,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,1.4,0,26.39

92,22:45-23:00,33.69,0,0,25.88,0.9,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,1.4,0,26.39

93,23:00-23:15,33.69,0,0,25.88,0.9,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,1.4,0,26.39

94,23:15-23:30,33.69,0,0,25.88,0.9,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

95,23:30-23:45,33.69,0,0,25.88,0.9,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

96,23:45-24:00,33.69,0,0,25.88,0.9,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

