Block,Time,UNCHAHAR1,SALAL,UNCHAHAR4,AURY_CRF,AURY_RF,BSIUL,URI2,AURY_GF,SINGRAULI_HYDRO,TANAKPUR,DULHASTI,JHAJJAR,DADRT2,RIHAND1,SINGRAULI,CHAMERA1,URI,KISHANGANGA,DHAULIGNGA,TANDA2,DADRI_GF,DADRI_LF,TEHRI,PARBATI3,KOLDAM,RAMPUR,ANTA_CRF,ANTA_RF,ANTA_LF,RAPPB,UNCHAHAR2,KOTESHWR,SEWA2,UNCHAHAR3,ANTA_GF,NAPP,DADRI_CRF,AURY_LF,RIHAND3,NJPC,RAPPC,RIHAND2,CHAMERA3,CHAMERA2,DADRI_RF,FSTPP I & II,TALA,KHSTPP-I,SASAN,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,7.708000,24.630914,0.000000,0.000000,0.000000,6.282791,30.733128,0.000000,0.792565,0.000000,1.854256,231.240000,361.428120,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.878856,8.075094,15.540581,14.452500,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.262963,0.000000,26.659274,333.852750,94.779591,13.931222,0,0,0,0,0

9,02:00-02:15,7.708000,24.630914,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,231.240000,361.428120,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.878856,8.075094,15.540581,14.452500,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.262963,0.000000,26.659274,333.852750,94.779591,12.873941,0,0,0,0,0

10,02:15-02:30,7.708000,24.630914,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,231.240000,361.428120,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.878856,8.075094,15.540581,14.452500,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.262963,0.000000,26.659274,333.852750,94.779591,15.075333,0,0,0,0,0

11,02:30-02:45,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,40.420752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,14.644211,0,0,0,0,0

12,02:45-03:00,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,40.420752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,15.462687,0,0,0,0,0

13,03:00-03:15,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,30.733128,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,17.045382,0,0,0,0,0

14,03:15-03:30,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,30.733128,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,16.961477,0,0,0,0,0

15,03:30-03:45,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,30.733128,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,17.197560,0,0,0,0,0

16,03:45-04:00,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,30.733128,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,40.420752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,17.601150,0,0,0,0,0

17,04:00-04:15,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,40.420752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,17.827653,0,0,0,0,0

18,04:15-04:30,7.370775,24.630914,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.971208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,19.269968,0,0,0,0,0

19,04:30-04:45,7.370775,13.435044,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,13.111308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.553306,8.075094,15.540581,13.990020,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,13.301503,0.000000,29.498131,333.852750,93.816091,19.269968,0,0,0,0,0

20,04:45-05:00,7.705302,13.435044,0.000000,0.000000,0.000000,6.282791,20.737603,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,13.111308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.214157,8.075094,15.540581,17.840648,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,16.803163,0.000000,34.167830,333.852750,141.885877,19.269968,0,0,0,0,0

21,05:00-05:15,7.705302,13.435044,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,40.420752,0.000000,0.000000,0.000000,0.000000,0.000000,13.111308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.214157,8.075094,15.540581,17.840648,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.916998,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

22,05:15-05:30,7.705302,13.435044,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,0.000000,1.854256,230.758250,361.476295,88.642000,121.003556,0.000000,40.420752,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.842861,8.075094,15.540581,17.840648,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

23,05:30-05:45,9.768830,13.435044,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,0.000000,1.854256,233.440056,414.969457,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.842861,8.075094,15.540581,22.822424,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

24,05:45-06:00,9.434303,13.435044,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,0.000000,1.854256,233.440056,496.318120,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.182010,8.075094,15.540581,22.822424,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,17.217745,0.000000,38.534701,333.852750,122.519527,19.269968,0,0,0,0,0

25,06:00-06:15,10.177258,13.435044,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,0.000000,1.854256,233.440056,576.885508,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.809039,8.075094,15.540581,21.479884,0.000000,41.469425,0.000000,0.000000,59.573205,22.537132,51.963964,113.813438,0.000000,3.210864,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,18.943828,0,0,0,0,0

26,06:15-06:30,10.177258,24.630914,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,0.000000,1.854256,253.179666,576.885508,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.460256,16.150187,15.540581,21.479884,0.000000,41.469425,0.000000,0.000000,59.573205,45.074264,51.963964,113.813438,0.000000,12.689334,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

27,06:30-06:45,10.177258,24.630914,0.000000,0.000000,0.000000,6.282791,23.329804,0.000000,0.792565,5.554096,15.877374,253.179666,576.885508,88.642000,121.003556,11.036892,40.420752,0.000000,7.636701,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,24.225280,15.540581,21.479884,0.000000,41.469425,0.000000,0.000000,59.573205,67.611396,51.963964,113.813438,1.226921,12.689334,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

28,06:45-07:00,10.177258,54.299970,0.000000,0.000000,0.000000,18.848372,23.329804,0.000000,0.792565,5.554096,31.754748,308.099166,576.885508,88.642000,121.003556,13.548737,40.420752,0.000000,15.782515,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.809039,34.200396,16.182753,21.479884,0.000000,41.469425,0.000000,0.000000,59.573205,90.148529,51.963964,113.813438,28.002016,38.068001,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

29,07:00-07:15,10.177258,54.299970,0.000000,0.000000,0.000000,18.848372,23.329804,0.000000,0.792565,5.554096,31.754748,359.963824,576.885508,88.642000,121.003556,26.564658,34.038528,0.000000,26.407712,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.809039,34.200396,16.182753,21.479884,0.000000,41.469425,0.000000,0.000000,59.573205,90.148529,51.963964,113.813438,28.002016,38.068001,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

30,07:15-07:30,10.511785,54.299970,0.000000,0.000000,0.000000,18.848372,23.329804,0.000000,0.792565,5.554096,31.754748,419.541622,654.688519,88.642000,121.003556,40.609675,34.038528,0.000000,26.407712,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,34.200396,16.182753,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,90.148529,51.963964,113.813438,28.002016,38.068001,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

31,07:30-07:45,10.511785,54.299970,0.000000,0.000000,0.000000,18.848372,23.329804,0.000000,0.792565,5.554096,31.754748,419.541622,654.399565,88.642000,121.003556,40.609675,34.038528,0.000000,26.407712,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,34.200396,16.182753,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,90.148529,51.963964,113.813438,28.002016,38.068001,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,18.610226,0,0,0,0,0

32,07:45:08:00,10.511785,54.299970,0.000000,0.000000,0.000000,12.565582,23.329804,0.000000,0.792565,5.554096,31.754748,419.541622,654.399565,88.642000,121.003556,40.609675,34.038528,0.000000,26.407712,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,34.200396,16.182753,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,90.148529,51.963964,113.813438,28.002016,38.068001,0.000000,19.973355,0.000000,41.277400,333.852750,141.885877,19.269968,0,0,0,0,0

33,08:00-08:15,10.511785,54.299970,0.000000,0.000000,0.000000,12.565582,23.329804,0.000000,0.792565,5.554096,31.754748,419.541622,654.399565,88.642000,121.003556,40.609675,34.038528,0.000000,17.605141,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,34.200396,16.182753,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,90.148529,51.963964,113.813438,28.002016,38.068001,0.000000,19.973355,0.000000,41.277400,336.062537,141.885877,19.269968,0,0,0,0,0

34,08:15-08:30,10.511785,12.875250,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,0.792565,5.554096,15.877374,419.541622,654.399565,88.642000,121.003556,25.118445,34.038528,0.000000,8.802571,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,17.100198,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,80.294236,51.963964,113.813438,1.226921,25.378667,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

35,08:30-08:45,10.511785,12.875250,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,0.792565,0.000000,1.854256,419.541622,654.399565,88.642000,121.003556,13.548737,35.102232,0.000000,7.636701,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,67.611396,51.963964,113.813438,0.000000,12.586586,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

36,08:45:09:00,10.177258,12.875250,0.000000,0.000000,0.000000,0.000000,23.329804,0.000000,0.792565,0.000000,1.854256,419.541622,650.652417,88.642000,121.003556,0.000000,35.102232,0.000000,0.000000,0.000000,0.000000,0.000000,39.333924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,21.479884,0.000000,41.469425,0.000000,0.000000,59.573205,67.611396,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

37,09:00:09:15,10.511785,12.875250,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,33.506676,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,45.074264,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

38,09:15-09:30,10.511785,12.875250,0.000000,0.000000,0.000000,0.000000,25.922004,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,33.506676,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,22.537132,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

39,09:30-09:45,10.511785,24.630914,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,19.252368,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

40,09:45-10:00,10.511785,24.630914,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

41,10:00-10:15,10.511785,24.630914,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,36.165936,0.000000,0.000000,0.000000,0.000000,0.000000,26.222616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

42,10:15-10:30,10.511785,24.630914,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,36.165936,0.000000,0.000000,0.000000,0.000000,0.000000,25.737012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

43,10:30-10:45,10.511785,12.315457,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,36.165936,0.000000,0.000000,0.000000,0.000000,0.000000,13.111308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

44,10:45-11:00,10.511785,12.315457,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,419.541622,654.688519,88.642000,121.003556,0.000000,34.038528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.469890,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

45,11:00-11:15,10.511785,12.315457,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,385.179166,612.026184,88.642000,121.003556,0.000000,35.102232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.227646,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

46,11:15-11:30,10.511785,12.315457,0.000000,0.000000,0.000000,0.000000,28.514204,0.000000,0.792565,0.000000,1.854256,385.179166,579.267184,88.642000,121.003556,0.000000,35.102232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.227646,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,19.269968,0,0,0,0,0

47,11:30-11:45,10.511785,12.315457,0.000000,0.000000,0.000000,0.000000,28.773424,0.000000,0.792565,0.000000,1.854256,329.296166,549.466129,88.642000,121.003556,0.000000,35.102232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.227646,8.075094,15.540581,25.426861,0.000000,41.469425,0.000000,0.000000,59.573205,0.000000,51.963964,113.813438,0.000000,0.000000,0.000000,19.973355,0.000000,41.277400,336.237412,141.885877,18.956535,0,0,0,0,0

