Block,Time,NJPC,NLCIIST1,NNTPP,RIHAND2,RIHAND3,TANDA2,TelanganaSTPP,UNCHAHAR4,AURY_GF,DHAULIGNGA,KGSU1AND2,KGSU3AND4,PARBATI3,RIHAND1,TALA,TALST2,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,DADRT2,DULHASTI,KUDGI,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA1,KISHANGANGA,KOTESHWR,MAPS,NLCEXP,ANTA_LF,AURY_CRF,DADRI_GF,JHAJJAR,KKNPPU2,NLCIIST2,NLCTS2EXP,RAMPUR,SALAL,TEHRI,ANTA_RF,CHAMERA3,FSTPP I & II,KHSTPP-II,RAPPB,RSTPSU1TO6,UNCHAHAR1,VALLURNTECL,BSIUL,KHSTPP-I,KKNP,NTPL,RAPPC,SEWA2,SIMHST2,SINGRAULI,TANAKPUR,URI2,ANTA_CRF,DADRI_LF,BRBCL,CHAMERA2,KOLDAM,NAPP,RSTPSU7,SASAN,UNCHAHAR3,URI,ANTA_GF
64,15:45-16:00,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,3.18,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.83,41.26,19.35,20.8,148.3,0,0,18.27,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,326.25,26.4,28.71,0

65,16:00-16:15,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,16.54,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,36.48,41.26,19.35,20.8,148.3,0,0,18.27,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,337.5,26.4,33.12,0

66,16:15-16:30,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,16.54,92,0,0,0,70.81,0,59.73,598.68,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,36.48,41.26,19.35,20.8,148.3,0,0,18.27,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,348.75,26.4,33.12,0

67,16:30-16:45,18.94,0,0,118.76,62.16,0,0,0,0,9.14,0,0,16.54,92,0,0,0,70.81,0,59.73,638.68,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,36.48,41.26,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,39.51,0,20.29,0,348.75,26.4,35.33,0

68,16:45-17:00,41.67,0,0,118.76,62.16,0,0,0,0,15.85,0,0,3.57,92,0,0,0,70.81,0,59.73,682.78,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,36.48,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,39.51,0,20.29,0,360,26.4,35.33,0

69,17:00-17:15,58.05,0,0,118.76,62.16,0,0,0,0,18.3,0,0,3.57,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.73,42.39,42.66,0,17.75,0,0,0,0,0,434.65,0,0,0,0,55.77,36.48,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,39.51,0,20.29,0,371.25,26.4,35.33,0

70,17:15-17:30,83.33,0,0,118.76,62.16,0,0,0,0,27.41,0,0,3.57,92,0,0,0,70.81,0,59.73,682.79,32.96,0,0,0.73,42.39,42.66,0,26.62,0,0,0,0,0,434.65,0,0,0,0,55.77,48.63,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,39.51,0,20.29,0,382.5,26.4,35.33,0

71,17:30-17:45,116.95,0,0,118.76,62.16,0,0,0,0,27.41,0,0,3.57,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.73,42.39,42.66,0,39.05,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,41.68,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.93,0,139.69,0,28.12,0,0,20,39.51,0,20.29,0,393.75,26.4,35.33,0

72,17:45-18:00,116.95,0,0,118.76,62.16,0,0,0,0,27.41,0,0,3.57,92,0,0,0,70.81,0,59.73,683.14,49.43,0,0,0.73,42.39,42.66,0,39.05,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,41.9,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.93,0,139.69,0,28.12,0,0,20,39.51,0,20.29,0,405,26.4,35.33,0

73,18:00-18:15,116.95,0,0,118.76,62.16,0,0,0,0,27.41,0,0,15.27,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.73,42.39,42.66,0,39.05,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,42,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.93,0,139.69,0,28.12,0,0,20,26.66,0,20.29,0,405,26.4,35.33,0

74,18:15-18:30,116.95,0,0,118.76,62.16,0,0,0,0,27.41,0,0,15.27,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.73,42.39,42.66,0,39.05,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,42.32,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.93,0,139.69,0,28.12,0,0,20,26.66,0,20.29,0,405,26.4,35.33,0

75,18:30-18:45,116.95,0,0,118.76,62.16,0,0,0,0,27.41,0,0,3.57,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.73,42.39,42.66,0,39.05,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,42.52,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.93,0,139.69,0,28.12,0,0,20,26.66,0,20.29,0,405,26.4,35.33,0

76,18:45-19:00,83.33,0,0,118.76,62.16,0,0,0,0,27.41,0,0,3.57,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.73,42.39,42.66,0,39.05,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,42.73,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.93,0,139.69,0,28.12,0,0,20,26.66,0,20.29,0,405,26.4,35.33,0

77,19:00-19:15,58.05,0,0,118.76,62.16,0,0,0,0,27.41,0,0,6.37,92,0,0,0,70.81,0,59.73,682.79,32.96,0,0,0.73,42.39,42.66,0,17.75,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,42.84,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,26.34,0,20.29,0,405,26.4,35.33,0

78,19:15-19:30,41.67,0,0,118.76,62.16,0,0,0,0,7.92,0,0,33.1,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.73,42.39,42.66,0,17.75,0,0,0,0,0,434.65,0,0,0,0,55.77,49.9,42.84,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,26.34,0,20.29,0,405,26.4,35.33,0

79,19:30-19:45,21.02,0,0,118.76,62.16,0,0,0,0,0,0,0,33.1,92,0,0,0,70.81,0,59.73,682.79,0,0,0,0.73,42.39,42.66,0,17.75,0,0,0,0,0,434.65,0,0,0,0,55.77,37.05,42.84,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,26.34,0,20.29,0,405,26.4,17.67,0

80,19:45-20:00,18.94,0,0,118.76,62.16,0,0,0,0,0,0,0,33.1,92,0,0,0,70.81,0,59.73,682.79,0,0,0,0.73,42.39,42.66,0,17.75,0,0,0,0,0,434.65,0,0,0,0,55.77,37.05,43.05,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.12,0,0,20,26.34,0,20.29,0,405,26.4,17.67,0

81,20:00-20:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,33.1,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.73,42.39,42.66,0,17.75,0,0,0,0,0,434.65,0,0,0,0,55.77,24.32,43.05,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,33.12,0

82,20:15-20:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,16.54,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.32,43.26,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,33.12,0

83,20:30-20:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,16.54,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.32,43.47,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,4.41,0

84,20:45-21:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,3.57,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,12.16,43.26,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,4.41,0

85,21:00-21:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,12.16,43.26,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,4.41,0

86,21:15-21:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.73,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.47,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,4.41,0

87,21:30-21:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.47,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,11.04,0

88,21:45-22:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.47,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,28.25,0,0,20,26.34,0,20.29,0,405,26.4,11.04,0

89,22:00-22:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.47,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,26.34,0,20.29,0,405,26.4,35.33,0

90,22:15-22:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,26.34,0,20.29,0,405,26.4,35.33,0

91,22:30-22:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.48,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,26.34,0,20.29,0,405,26.4,35.33,0

92,22:45-23:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.48,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,26.34,0,20.29,0,405,26.4,35.33,0

93,23:00-23:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.48,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,20.18,0,0,20,39.51,0,20.29,0,405,26.4,33.12,0

94,23:15-23:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.48,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,20.18,0,0,20,39.51,0,20.29,0,405,26.4,33.12,0

95,23:30-23:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.48,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,405,26.4,33.12,0

96,23:45-24:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.48,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,405,26.4,33.12,0

