Block,Time,CHAMERA2,KHSTPP-I,NLCEXP,RAMPUR,UNCHAHAR2,ANTA_CRF,BSIUL,JHAJJAR,KGSU1AND2,NLCTS2EXP,NNTPP,RAPPB,RAPPC,RIHAND2,SINGRAULI,TEHRI,DADRI_GF,DADRI_LF,CHAMERA1,KOLDAM,KOTESHWR,NTPL,SINGRAULI_HYDRO,TALST2,ANTA_RF,DADRI_CRF,MAPS,NLCIIST1,RIHAND3,SIMHST1,UNCHAHAR3,UNCHAHAR4,URI,BRBCL,DHAULIGNGA,KGSU3AND4,KHSTPP-II,KISHANGANGA,SALAL,SASAN,ANTA_LF,AURY_RF,CHAMERA3,DULHASTI,NAPP,PARBATI3,RIHAND1,RSTPSU1TO6,SIMHST2,TANDA2,TelanganaSTPP,UNCHAHAR1,URI2,VALLURNTECL,AURY_CRF,KUDGI,NLCIIST2,RSTPSU7,SEWA2,ANTA_GF,AURY_LF,DADRI_RF,DADRT2,FSTPP I & II,KKNP,KKNPPU2,NJPC,TALA,TANAKPUR,AURY_GF
64,15:45-16:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

65,16:00-16:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

66,16:15-16:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,20.84,0,2.05,0

67,16:30-16:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,42.61,0,2.05,0

68,16:45-17:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,46.5,0,2.05,0

69,17:00-17:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,17.75,0,0,0,43.05,0,0,0,124.33,0,26.4,0,1.33,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,70.17,0,2.05,0

70,17:15-17:30,3.74,33.69,0,0,42.39,0,2.2,633.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,11.85,0,26.62,0,0,0,43.37,0,0,0,124.33,0,26.4,0,1.33,20,18.27,0,148.3,0,1.4,393.75,0,53.75,1.91,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,93.56,0,2.05,0

71,17:30-17:45,13.33,33.69,0,0,42.39,0,13.04,615.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,43.89,0,0,0,124.33,0,26.4,0,1.33,20,27.41,0,148.3,0,1.4,393.75,0,53.75,9.68,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,683.14,20.8,0,0,116.95,0,2.05,0

72,17:45-18:00,13.33,33.69,0,0,42.39,0,13.04,615.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,43.89,0,0,0,124.33,0,26.4,0,1.33,20,27.41,0,148.3,0,1.4,393.75,0,53.75,9.68,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,2.05,0

73,18:00-18:15,13.33,33.69,0,0,42.39,0,13.04,615.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,43.89,0,0,0,124.33,0,26.4,0,1.33,20,27.41,0,148.3,0,1.4,371.25,0,53.75,9.68,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,2.56,0

74,18:15-18:30,13.33,33.69,0,0,42.39,0,13.04,615.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,35.55,0,39.05,0,0,0,43.89,0,0,0,124.33,0,26.4,0,1.33,20,27.41,0,148.3,0,1.4,348.75,0,53.75,9.68,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,2.56,0

75,18:30-18:45,13.33,33.69,0,0,42.39,0,13.04,615.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,37.21,0,39.05,0,0,0,44.1,0,0,0,124.33,0,26.4,0,1.33,20,27.41,0,148.3,0,1.4,326.25,0,53.75,9.68,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,2.56,0

76,18:45-19:00,3.34,33.69,0,0,42.39,0,2.2,651.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,11.85,0,19.72,0,0,0,44.1,0,0,0,124.33,0,26.4,0,1.33,20,18.27,0,148.3,0,1.4,303.75,0,53.75,9.68,32.96,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,116.95,0,2.56,0

77,19:00-19:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,11.85,0,8.87,0,0,0,44.1,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,281.25,0,53.75,0,16.48,44.11,3.82,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,93.56,0,2.56,0

78,19:15-19:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,0,0,8.87,0,0,0,44.1,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,258.75,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,70.17,0,2.56,0

79,19:30-19:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,8.87,0,0,0,44.21,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,23.39,0,2.56,0

80,19:45-20:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,8.87,0,0,0,44.21,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,0,0,2.56,0

81,20:00-20:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,44.21,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.78,19.46,0,0,0,0,2.56,0

82,20:15-20:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,44.21,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

83,20:30-20:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,44.21,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

84,20:45-21:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,44.21,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,3.57,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

85,21:00-21:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.37,0,23.56,0,0,8.87,0,0,0,44.31,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,13.95,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

86,21:15-21:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.31,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,27.89,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

87,21:30-21:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.31,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,27.89,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

88,21:45-22:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.31,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,27.89,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.56,0

89,22:00-22:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.42,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,27.89,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

90,22:15-22:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.62,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,27.89,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

91,22:30-22:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.62,0,0,0,124.33,0,26.4,0,6.63,20,0,0,148.3,0,27.89,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

92,22:45-23:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.62,0,0,0,124.33,0,26.4,0,6.63,20,0,0,148.3,0,13.95,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

93,23:00-23:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.62,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,13.95,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

94,23:15-23:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.84,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,13.95,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

95,23:30-23:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.84,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,13.95,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

96,23:45-24:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,44.84,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,13.95,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.46,0,0,0,0,2.05,0

