Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
11,02:30-02:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.8885,65.338675,10.953965,27.63898,83.664,1.234476,44.906625,1.494586,5.534085,49.637626,0,6.745515,0,97.055943,14.04936,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

12,02:45-03:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.8885,65.338675,10.953965,27.63898,83.664,1.234476,44.906625,1.494586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

13,03:00-03:15,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,43.606625,1.494586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

14,03:15-03:30,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,1.494586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

15,03:30-03:45,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,1.494586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

16,03:45-04:00,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

17,04:00-04:15,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

18,04:15-04:30,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

19,04:30-04:45,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.143,15.00135,343.125

20,04:45-05:00,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,1.494586,5.534085,49.637626,0,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.996,15.00135,343.125

21,05:00-05:15,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,3.051494,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.702,15.00135,343.125

22,05:15-05:30,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,6.102988,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,32.652103,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.555,15.00135,343.125

23,05:30-05:45,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,9.154482,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,21.774363,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,343.125

24,05:45-06:00,36.432,37.89052,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,78.386778,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,10.884035,6.5208,0,0,0,52.788555,0,82.828606,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,343.125

25,06:00-06:15,36.432,28.763046,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,78.386778,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,0,6.5208,0,0,0,51.87616,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,343.125

26,06:15-06:30,36.432,28.763046,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,78.386778,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,0,6.5208,0,0,0,51.87616,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,343.125

27,06:30-06:45,36.432,28.763046,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,58.790083,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,0,13.0416,0,0,0,51.87616,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.408,15.00135,343.125

28,06:45-07:00,36.432,28.763046,124.384996,130.580717,0,148.982313,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,58.790083,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,0,13.0416,0,0,0,51.87616,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,343.125

29,07:00-07:15,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,58.790083,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,0,13.0416,0,0,0,51.485133,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,343.125

30,07:15-07:30,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.016,1.234476,44.906625,3.094586,5.534085,49.637626,7.628735,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,29.396734,10.211652,179.962454,67.990882,34.831253,0,13.0416,0,0,0,51.485133,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,343.125

31,07:30-07:45,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,0,13.0416,0,0,0,51.485133,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,343.125

32,07:45:08:00,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.990882,34.831253,0,13.0416,0,0,0,51.485133,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,9.261,15.00135,343.125

33,08:00-08:15,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,13.0416,0,0,0,50.833423,0,81.47076,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,8.967,15.00135,343.125

34,08:15-08:30,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,13.0416,0,0,0,50.833423,0,81.47076,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,8.967,15.00135,343.125

35,08:30-08:45,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,81.47076,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,8.967,15.00135,345.9375

36,08:45:09:00,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,28.09872,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,81.47076,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,8.967,15.00135,345.9375

37,09:00:09:15,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,14.04936,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.878,15.00135,345.9375

38,09:15-09:30,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,14.04936,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,10.878,15.00135,345.9375

39,09:30-09:45,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,14.04936,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

40,09:45-10:00,36.432,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,14.04936,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,6.956103,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

41,10:00-10:15,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,4.637401,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

42,10:15-10:30,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,4.637401,179.962454,67.990882,34.831253,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

43,10:30-10:45,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,4.637401,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

44,10:45-11:00,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,4.637401,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

45,11:00-11:15,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,2.318701,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

46,11:15-11:30,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,2.318701,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

47,11:30-11:45,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,2.318701,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

48,11:45-12:00,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,2.318701,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,11.319,15.00135,345.9375

49,12:00-12:15,41.952,37.89052,124.384996,130.580717,0,142.539835,9.9918,65.338675,10.953965,27.63898,79.597,1.234476,44.906625,3.094586,5.534085,49.637626,0,6.745515,0,97.055943,0,48.499829,548.715948,59.175403,422.443785,8.340651,39.195646,2.318701,179.962454,67.990882,23.197434,0,6.5208,0,0,0,50.181712,0,80.112914,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,98.86825,12.054,15.00135,345.9375

