Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NLCEXP,TALST2,NNTPP,SIMHST2,RSTPSU1TO6,VALLURNTECL,SIMHST1,RSTPSU7,NTPL,TelanganaSTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,KKNP,MAPS,KUDGI,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
12,02:45-03:00,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,42.390457,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,32.576563,47.405245,8.340651,48.499828,472.943799,28.24392,75.53,0,6.405,33.12,42.14808,13.0416,0,104.554142,0,0,0,0,0,81.591624,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

13,03:00-03:15,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,42.390457,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,32.576563,47.405245,8.340651,48.499828,472.943799,28.24392,75.53,0,6.405,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

14,03:15-03:30,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,31.792843,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,32.576563,47.405245,8.340651,48.499828,482.443799,19.597823,75.53,0,6.405,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

15,03:30-03:45,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,21.195229,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,32.576563,47.405245,8.340651,48.499828,482.443799,19.597823,75.53,0,6.405,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

16,03:45-04:00,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.630299,1.494586,1.19116,10.597614,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,32.576563,47.405245,8.340651,48.499828,482.443799,19.597823,75.53,0,6.405,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

17,04:00-04:15,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,8.340651,48.499828,482.443799,19.597823,75.53,0,5.124,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

18,04:15-04:30,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,8.340651,48.499828,482.443799,19.597823,75.53,0,5.124,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

19,04:30-04:45,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,8.340651,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

20,04:45-05:00,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,8.340651,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

21,05:00-05:15,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,6.5208,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

22,05:15-05:30,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,472.943799,9.798912,75.53,0,5.124,33.12,42.14808,6.5208,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

23,05:30-05:45,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,6.5208,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

24,05:45-06:00,67.990882,127.380717,121.484996,0,6.745516,94.455943,22.230299,1.494586,1.19116,0,37.890519,27.038981,144.58895,5.534073,43.606625,12.685976,685.215947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,6.5208,0,105.911988,0,0,0,0,0,82.394164,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

25,06:00-06:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,1.494586,1.19116,0,37.890519,27.038981,104.927443,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,104.554142,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

26,06:15-06:30,67.990882,127.380717,121.484996,12.205976,6.745516,94.455943,22.630299,1.494586,1.19116,0,37.890519,27.638981,104.927443,5.534073,43.606625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,104.554142,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

27,06:30-06:45,67.990882,127.380717,121.484996,58.790083,6.745516,94.455943,22.630299,3.094586,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,104.554142,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

28,06:45-07:00,67.990882,127.380717,121.484996,58.790083,6.745516,94.455943,22.630299,3.094586,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,104.554142,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

29,07:00-07:15,67.990882,127.380717,121.484996,58.790083,6.745516,94.455943,22.630299,3.094586,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

30,07:15-07:30,67.990882,127.380717,121.484996,58.790083,6.745516,94.455943,22.630299,3.094586,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

31,07:30-07:45,67.990882,127.380717,121.484996,58.790083,6.745516,94.455943,22.630299,3.094586,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,3.843,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,82.394164,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

32,07:45:08:00,67.990882,127.380717,121.484996,58.790083,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,688.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,3.843,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,81.591624,0,48.878287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

33,08:00-08:15,67.990882,127.380717,121.484996,6.102988,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,3.2025,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,81.591624,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

34,08:15-08:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,3.2025,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,81.591624,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

35,08:30-08:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,5.39154,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,3.843,33.12,42.14808,13.0416,0,103.196296,0,0,0,0,0,81.591624,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

36,08:45:09:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,3.843,38.64,42.14808,13.0416,0,103.196296,0,0,0,0,0,81.591624,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

37,09:00:09:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,6.405,38.64,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

38,09:15-09:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,7.58241,48.499828,482.443799,9.798912,75.53,0,6.405,38.64,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,342

39,09:30-09:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,6.824169,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

40,09:45-10:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,6.824169,48.499828,482.443799,9.798912,75.53,0,5.124,33.12,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

41,10:00-10:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,4.549446,48.499828,482.443799,0,72.044,0,12.1695,38.64,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

42,10:15-10:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,2.274723,48.499828,482.443799,0,72.044,0,12.1695,38.64,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

43,10:30-10:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,0,48.499828,482.443799,0,72.044,0,5.124,38.64,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

44,10:45-11:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,0,48.499828,482.443799,0,72.044,0,5.124,33.12,42.14808,13.0416,0,101.83845,0,0,0,0,0,80.254056,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

45,11:00-11:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,0,48.499828,482.443799,0,72.044,0,5.124,33.12,42.14808,6.5208,0,100.480604,0,0,0,0,0,80.254056,0,48.226576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

46,11:15-11:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.19116,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,0,48.499828,482.443799,0,72.044,0,5.124,33.12,42.14808,6.5208,0,100.480604,0,0,0,0,0,80.254056,0,48.226576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

47,11:30-11:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,0,48.499828,482.443799,0,72.044,0,5.124,38.64,42.14808,6.5208,0,100.480604,0,0,0,0,0,80.254056,0,48.226576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

48,11:45-12:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,21.717709,47.405245,0,48.499828,482.443799,0,72.044,0,5.124,38.64,42.14808,6.5208,0,100.480604,0,0,0,0,0,80.254056,0,48.226576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,15.00135,342

49,12:00-12:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,0,48.499828,482.443799,0,51.128,0,12.1695,38.64,42.14808,6.5208,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,371.25

50,12:15-12:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,0,48.499828,482.443799,0,51.128,0,12.1695,33.12,42.14808,6.5208,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,382.5

